create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.stampede_compute_resource,parameters.chaining.chain,parameters.chaining.chaning_penalties.__current_case__,parameters.chaining.chaning_penalties.chaning_penalties_selector,parameters.chromInfo,parameters.dbkey,parameters.filters.continuity.cont_max,parameters.filters.continuity.cont_min,parameters.filters.coverage.cov_max,parameters.filters.coverage.cov_min,parameters.filters.filter_cgap,parameters.filters.filter_ngap,parameters.filters.filter_nmatch,parameters.filters.filter_nmatch_percent,parameters.filters.filter_nmismatch,parameters.filters.identity.id_max,parameters.filters.identity.id_min,parameters.filters.notrivial,parameters.gap_ext.allgappedbounds,parameters.gap_ext.gapped,parameters.gap_ext.gappedthresh,parameters.gap_ext.nogapped,parameters.gap_ext.noytrim,parameters.gap_ext.ydrop,parameters.hsp.entropy,parameters.hsp.entropy_report,parameters.hsp.gfextend,parameters.hsp.hsp_method.__current_case__,parameters.hsp.hsp_method.hsp_method_selector,parameters.hsp.noentropy,parameters.hsp.nogfextend,parameters.interpolation.inner,parameters.output_format.out.__current_case__,parameters.output_format.out.bam_options,parameters.output_format.out.fields,parameters.output_format.out.format,parameters.output_format.out.maf_type,parameters.query.values,parameters.seeding.seed.__current_case__,parameters.seeding.seed.seed_selector,parameters.seeding.seed_filer.__current_case__,parameters.seeding.seed_filer.seed_filer_selector,parameters.seeding.transitions,parameters.source.__current_case__,parameters.source.ref_source,parameters.source.target.values,parameters.source.target_2bit,parameters.where_to_look.nomirror,parameters.where_to_look.qdepth.__current_case__,parameters.where_to_look.qdepth.qdepth_keep,parameters.where_to_look.qdepth.qdepth_n,parameters.where_to_look.qdepth.qdepth_nowarn,parameters.where_to_look.qdepth.qdepth_selector,parameters.where_to_look.qhspbest,parameters.where_to_look.qhsplimit.__current_case__,parameters.where_to_look.qhsplimit.qhsplimit_selector,parameters.where_to_look.self,parameters.where_to_look.strand,processor_count,query,query_filetype,runner_name,session_id,start_epoch,state,swaptotal,target,target_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 08:26:16.803177,stampede_normal,1519979276.0,0.0,16.0,main_w3_handler2,3395064,18577457,False,,18577457,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34164080}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 33482224}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,29720248,fasta,,44284254,1519979227.0,ok,0.0,33501736.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-02 08:28:52.675564,118645,49.0
2018-03-02 16:47:43.232231,stampede_normal,1520009312.0,0.0,16.0,main_w4_handler2,2278677,18583583,False,,18583583,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34174013}]",0,defaults,1,no,--transition,0,cached,,Homo_sapiens_AK1,false,1,,,,no,,1,no,false,--strand=both,16.0,2492,fasta,,44293992,1520009285.0,ok,0.0,,,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-02 16:48:43.101948,62673,27.0
2018-03-02 17:53:16.375522,stampede_normal,1520013639.0,0.0,16.0,main_w4_handler2,3437546,18584384,False,,18584384,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,1,,,general_def,,"[{'src': 'hda', 'id': 34117967}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34175222}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4641710,fasta,,43888971,1520013265.0,ok,0.0,4683868.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-02 18:01:13.831533,621,374.0
2018-03-02 18:15:27.923103,stampede_normal,1520014603.0,0.0,16.0,main_w3_handler2,3437546,18584733,False,,18584733,pulsar_stampede,,32815324.0,corral-repl,,0,no,,true,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,1,,,general_def,,"[{'src': 'hda', 'id': 34117967}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34175222}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,4641710,fasta,,43888971,1520014552.0,ok,0.0,4683868.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-02 18:16:50.771247,621,51.0
2018-03-02 13:28:33.333084,stampede_normal,1520015098.0,0.0,16.0,main_w4_handler2,3449366,18580569,False,,18580569,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34169162}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34169168}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,37189701,fasta,,44288183,1519997333.0,ok,0.0,37528004.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-02 18:25:29.534951,36820,17765.0
2018-03-04 10:01:39.138774,stampede_normal,1520179940.0,0.0,16.0,main_w3_handler2,3451111,18598886,False,,18598886,pulsar_stampede,,32815324.0,corral-repl,,1,yes,stampede_normal,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34196411}]",0,defaults,1,no,--transition,0,cached,,/galaxy/data/dm3/seq/dm3.2bit,false,1,,,,no,,1,no,false,--strand=both,16.0,183284241,fasta,,44320466,1520157722.0,ok,0.0,,,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-04 16:12:41.312605,9829,22218.0
2018-03-05 12:34:54.129943,stampede_normal,1520280073.0,0.0,16.0,main_w3_handler2,3452242,18609370,False,,18609370,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34214666}]",0,defaults,1,no,--transition,0,cached,,Araly1,false,1,,,,no,,1,no,false,--strand=both,16.0,1078665926,fasta,,44337981,1520253328.0,ok,0.0,,,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-05 20:01:23.047897,123318,26745.0
2018-03-06 16:53:14.874522,stampede_normal,1520355867.0,0.0,16.0,main_w4_handler2,3261985,18626303,False,,18626303,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",100,5,,0,,,,,,100,80,false,false,true,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34106170}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34180153}]",,false,0,false,,false,yes,,1,no,false,--strand=both,16.0,2922729,fasta,,44373607,1520355215.0,ok,0.0,38161187.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 17:04:43.958607,112033,652.0
2018-03-06 17:50:31.790287,stampede_normal,1520359263.0,0.0,16.0,main_w4_handler2,3261985,18626980,False,,18626980,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",100,5,,,,,,,,100,80,false,false,true,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34106170}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34244413}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,2922729,fasta,,44373607,1520358655.0,ok,0.0,37409417.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 18:01:18.281131,112033,608.0
2018-03-06 19:12:00.439299,stampede_normal,1520363588.0,0.0,16.0,main_w4_handler2,3453152,18628565,False,,18628565,pulsar_stampede,,32815324.0,corral-repl,,0,no,,false,1,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,,,,,,false,false,false,,false,false,,false,false,false,0,none,false,false,,0,sam,,bam,,"[{'src': 'hda', 'id': 34230711}]",0,defaults,1,no,--transition,1,history,"[{'src': 'hda', 'id': 34229286}]",,false,1,,,,no,,1,no,false,--strand=both,16.0,3091125866,fastqsanger,,44334811,1520363569.0,ok,0.0,76732160.0,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2/1.3,1.3,,2018-03-06 19:13:22.290052,123274,19.0
