chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq_input1,fastq_input11,fastq_input11_filetype,fastq_input12,fastq_input12_filetype,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,long,long_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq_input1|__identifier__,parameters.graph_clean.min_component_size,parameters.graph_clean.min_dead_end_size,parameters.linear_seqs,parameters.long.values,parameters.min_fasta_length,parameters.mode,parameters.paired_unpaired.__current_case__,parameters.paired_unpaired.fastq_input1.values,parameters.paired_unpaired.fastq_input2.values,parameters.paired_unpaired.fastq_input_selector,parameters.pilon.min_polish_size,parameters.pilon.no_pilon,parameters.spades.depth_filter,parameters.spades.kmer_count,parameters.spades.max_kmer_frac,parameters.spades.min_kmer_frac,parameters.spades.no_correct,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-02 01:34:08.698401,bridges_normal,1519962146.0,0,1866035663.0,,,,,fastqsanger,1866035663.0,fastqsanger,11.0,main_w3_handler2,3232911,18574492,False,,18574492,pulsar_bridges,,64219819.0,fastqsanger,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""","[{'src': 'hda', 'id': 34157224}]","""100""","""conservative""",0,"[{'src': 'hda', 'id': 32311959}]","[{'src': 'hda', 'id': 32311975}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43262900.0,1519954537.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 03:42:54.129236,110556,7609.0
,,2018-03-02 04:55:50.683690,bridges_normal,1519966803.0,0,17325459.0,,,,,fastqsanger,17405059.0,fastqsanger,11.0,main_w3_handler2,3423974,18576361,False,,18576361,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34162718}]","[{'src': 'hda', 'id': 34162719}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43933042.0,1519966569.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 05:00:23.803324,119181,234.0
,,2018-03-02 04:56:47.835075,bridges_normal,1519967040.0,0,10632143.0,,,,,fastqsanger,10632335.0,fastqsanger,11.0,main_w3_handler2,3423974,18576368,False,,18576368,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34162778}]","[{'src': 'hda', 'id': 34162779}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43933042.0,1519966625.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 05:04:10.038231,119181,415.0
,,2018-03-02 04:56:33.324497,bridges_normal,1519966896.0,0,6904436.0,,,,,fastqsanger,6920454.0,fastqsanger,11.0,main_w4_handler2,3423974,18576365,False,,18576365,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34162780}]","[{'src': 'hda', 'id': 34162706}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43933042.0,1519966610.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 05:01:54.614054,119181,286.0
,,2018-03-02 01:34:58.147765,bridges_normal,1519964129.0,0,1866035663.0,,,,,fastqsanger,1866035663.0,fastqsanger,11.0,main_w4_handler2,3232911,18574497,False,,18574497,pulsar_bridges,,64219819.0,fastqsanger,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""","[{'src': 'hda', 'id': 34157224}]","""100""","""normal""",0,"[{'src': 'hda', 'id': 32311959}]","[{'src': 'hda', 'id': 32311975}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43262900.0,1519954584.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 04:15:54.430735,110556,9545.0
,,2018-03-02 06:40:45.432725,bridges_normal,1519977788.0,0,1182041867.0,,,,,fastqsanger,1037178291.0,fastqsanger,11.0,main_w4_handler2,3439715,18576755,False,,18576755,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34064510}]","[{'src': 'hda', 'id': 34064511}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,44162215.0,1519972897.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 08:03:19.633280,122015,4891.0
,,2018-03-02 10:55:36.398057,bridges_normal,1519988445.0,0,2814153.0,,,,,fastqsanger,2810555.0,fastqsanger,11.0,main_w3_handler2,3423974,18578811,False,,18578811,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34166957}]","[{'src': 'hda', 'id': 34166961}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43933042.0,1519988150.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 11:00:58.870831,119181,295.0
,,2018-03-02 12:06:37.861899,bridges_normal,1519992660.0,0,2814153.0,,,,,fastqsanger,2810555.0,fastqsanger,11.0,main_w3_handler2,3449289,18579330,False,,18579330,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34167694}]","[{'src': 'hda', 'id': 34167693}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,44286882.0,1519992412.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 12:11:17.514751,123169,248.0
,,2018-03-02 14:54:03.573835,bridges_normal,1520002701.0,0,8349855.0,,,,,fastqsanger,8363121.0,fastqsanger,11.0,main_w4_handler2,3423974,18581809,False,,18581809,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34171192}]","[{'src': 'hda', 'id': 34171185}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43933042.0,1520002458.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 14:58:43.723306,119181,243.0
,,2018-03-02 15:43:56.770418,bridges_normal,1520005787.0,0,15038524.0,,,,,fastqsanger,15145360.0,fastqsanger,11.0,main_w3_handler2,3423974,18582808,False,,18582808,pulsar_bridges,,,,3170322324.0,corral-repl,,0,no,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1000,1000,"""0""",,"""100""","""normal""",0,"[{'src': 'hda', 'id': 34162715}]","[{'src': 'hda', 'id': 34162716}]",paired,1000,false,0.25,10,0.95,0.2,false,64.0,,43933042.0,1520005454.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1.1,0.4.1.1,,2018-03-02 15:49:58.932027,119181,333.0
