chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.adv_opts.silent,parameters.chromInfo,parameters.code,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-26 12:06:10.468956,slurm_normal,1461672388.0,0,,1.0,main_w2_handler1,2681747,12622535,False,5840430,gff,,6825801.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/uc/gene_id \""/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b61604304699963a'}]",,32.0,,29826296.0,1461672379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-26 12:06:29.820051,81983.0,9.0
,,2016-04-28 02:36:09.836492,slurm_normal,1461811007.0,0,,1.0,main_w1_handler2,2617843,12659846,False,4559083,interval,,6861745.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""s/\\t/,/g""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1ef16f4859e2237'}]",,32.0,,28740669.0,1461811003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 02:36:49.418527,,4.0
,,2016-04-28 02:35:49.936436,slurm_normal,1461810983.0,0,,1.0,main_w2_handler1,2617843,12659844,False,331641,interval,,6861744.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""s/\\t/,/g""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55bd878ab5767aa68'}]",,32.0,,28740669.0,1461810979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 02:36:24.576408,,4.0
,,2016-04-28 02:35:13.268250,slurm_normal,1461810943.0,0,,1.0,main_w2_handler0,2617843,12659842,False,718347,interval,,6861742.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""s/\\t/,/g""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54132b43f771ab9f7'}]",,32.0,,28740669.0,1461810939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 02:35:45.624503,,4.0
,,2016-04-28 02:35:37.563179,slurm_normal,1461810961.0,0,,1.0,main_w1_handler0,2617843,12659843,False,5915959,interval,,6861743.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""s/\\t/,/g""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5108b918eb7651a5a'}]",,32.0,,28740669.0,1461810956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 02:36:04.636830,,5.0
,,2016-06-18 01:12:05.645462,slurm_normal,1466212361.0,0,,1.0,main_w1_handler1,2741550,13197816,False,5647443,fasta,,7382438.roundup,slurm,,132112168.0,corral-repl,,"""ab9154c434f111e680ef005056a51846""",1,advanced,,"""/galaxy-repl/localdata/chrom/balAcu1.len""","""/^[^>]/s/[^ATGCNatgcn]/ZZZZZZZZ/g""","""balAcu1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbb42ad53c88cbe4'}]",,32.0,,30362023.0,1466212358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-06-18 01:12:44.108695,35039.0,3.0
,,2016-04-28 09:51:57.084237,slurm_normal,1461837163.0,0,,1.0,main_w2_handler0,2668669,12665304,False,53324,tabular,,6867212.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/a /gene_id \""test\""/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52dc132487a89af3f'}]",,32.0,,29826296.0,1461837159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 09:52:46.287516,81983.0,4.0
,,2016-03-11 20:10:59.233256,slurm_normal,1457727091.0,0,,1.0,main_w2_handler0,2560757,12110106,False,98074,fasta,,6333735.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",23802510,,,32.0,,27347756.0,1457727085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-03-11 20:11:34.770626,76561.0,6.0
,,2016-04-28 13:53:25.704282,slurm_normal,1461851629.0,0,,1.0,main_w1_handler0,2668669,12670662,False,362973,tabular,,6871161.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/0/UCSC/\ns/0/exon/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5947cde5439b190e2'}]",,32.0,,29826296.0,1461851625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 13:53:52.083360,81983.0,4.0
,,2016-04-28 14:05:15.659187,slurm_normal,1461852356.0,0,,1.0,main_w2_handler1,2668669,12670728,False,448938,tabular,,6871406.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/space([^ ]+)/gene_id \""\\1\""; transcript_id \""\\1\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ccff7d5e5f671275'}]",,32.0,,29826296.0,1461852352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 14:05:57.861760,81983.0,4.0
,,2016-04-28 14:41:48.887834,slurm_normal,1461854548.0,0,,1.0,main_w1_handler2,2668669,12672012,False,1903732,tabular,,6872165.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/0/UCSC/\ns/0/exon/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ec6ee9d85924590'}]",,32.0,,29826296.0,1461854542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 14:42:32.328145,81983.0,6.0
,,2016-04-28 14:50:01.244963,slurm_normal,1461855049.0,0,,1.0,main_w2_handler1,2668669,12672163,False,2401328,tabular,,6872377.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/space([^ ]+)/gene_id \""\\1\""; transcript_id \""\\1\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51afc25859428c9ba'}]",,32.0,,29826296.0,1461855043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 14:50:52.228866,81983.0,6.0
,,2016-04-28 13:21:40.161289,slurm_normal,1461849728.0,0,,1.0,main_w1_handler1,2668669,12670096,False,54336,tabular,,6870555.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/space([^ ]+)/gene_id \""&\""; transcript_id \""&\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f08dad33f1fc281f'}]",,32.0,,29826296.0,1461849725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 13:22:12.617450,81983.0,3.0
,,2016-04-28 13:22:59.398573,slurm_normal,1461849804.0,0,,1.0,main_w1_handler0,2668669,12670112,False,95939,tabular,,6870593.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/space//""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2a02ab81c063d5a'}]",,32.0,,29826296.0,1461849801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 13:23:28.415469,81983.0,3.0
,,2016-04-28 13:24:30.599708,slurm_normal,1461849901.0,0,,1.0,main_w2_handler0,2668669,12670128,False,90879,tabular,,6870653.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/space//g""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a7a0db07dfc31977'}]",,32.0,,29826296.0,1461849898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 13:25:04.125057,81983.0,3.0
,,2016-04-28 16:47:45.660426,slurm_normal,1461862104.0,0,,1.0,main_w1_handler0,2668669,12673179,False,433308,tabular,,6874333.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/tag([^ ]+)/gene_id \""\\1\""; transcript_id \""\\1\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f1d89b0d6901fa1'}]",,32.0,,29778681.0,1461862100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 16:48:26.965659,81983.0,4.0
,,2016-04-28 16:47:45.425960,slurm_normal,1461862100.0,0,,1.0,main_w1_handler2,2668669,12673178,False,2310856,tabular,,6874330.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/tag([^ ]+)/gene_id \""\\1\""; transcript_id \""\\1\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56993d9931a304203'}]",,32.0,,29778681.0,1461862092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 16:48:23.604425,81983.0,8.0
,,2016-04-28 16:55:49.972019,slurm_normal,1461862587.0,0,,1.0,main_w1_handler1,2668669,12673203,False,433308,tabular,,6874471.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/tag([^ ]+)/gene_id \""\\1\""; transcript_id \""\\1\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eac57924196745bd'}]",,32.0,,29778681.0,1461862583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 16:56:29.059750,81983.0,4.0
,,2016-04-28 16:56:14.625955,slurm_normal,1461862616.0,0,,1.0,main_w1_handler2,2668669,12673204,False,2310856,tabular,,6874475.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/tag([^ ]+)/gene_id \""\\1\""; transcript_id \""\\1\"";/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5add3be1530622b61'}]",,32.0,,29778681.0,1461862611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 16:56:59.367843,81983.0,5.0
,,2016-04-28 17:28:51.715371,slurm_normal,1461864575.0,0,,1.0,main_w2_handler0,2668669,12673768,False,3817271,gtf,,6875020.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/\""gene/gene/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e064200a5e24b54'}]",,32.0,,29778681.0,1461864569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 17:29:37.303393,81983.0,6.0
,,2016-04-28 17:22:53.129231,slurm_normal,1461864227.0,0,,1.0,main_w2_handler1,2668669,12673705,False,4043451,gtf,,6874983.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg38.len""","""s/\""\""/\""/g\ns/;\""/;/""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59bf70a3aba1a42f7'}]",,32.0,,29778681.0,1461864205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-28 17:23:50.798189,81983.0,22.0
,,2016-03-12 22:39:48.209800,slurm_normal,1457822408.0,0,,1.0,main_w1_handler0,2427777,12116235,False,15853,bed,,6339255.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/mm9.len""","""s/,//g""","""mm9""",23811838,,,32.0,,28817622.0,1457822404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-03-12 22:40:10.745413,68523.0,4.0
,,2016-04-29 08:48:04.201084,slurm_normal,1461919736.0,0,,1.0,main_w1_handler2,2689281,12681457,False,0,txt,,6883639.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5451c83ca1e692215'}]",,32.0,,29938577.0,1461919733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-29 08:48:58.117017,,3.0
,,2016-04-29 08:57:28.883614,slurm_normal,1461920283.0,0,,1.0,main_w2_handler1,2689281,12681489,False,0,txt,,6883664.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5400e812decff57ba'}]",,32.0,,29938577.0,1461920278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-04-29 08:58:04.570766,,5.0
,,2016-03-02 09:01:21.001465,slurm_normal,1456909315.0,0,,1.0,main_w1_handler1,2617309,11987219,False,284681,html,,6218968.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",23586817,,,32.0,,28693963.0,1456909310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-03-02 09:01:59.437180,79499.0,5.0
,,2016-03-02 09:01:24.625303,slurm_normal,1456909312.0,0,,1.0,main_w1_handler2,2617309,11987224,False,11695,txt,,6218967.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",23586830,,,32.0,,28693963.0,1456909307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-03-02 09:01:56.029095,79499.0,5.0
,,2016-03-02 09:01:23.698820,slurm_normal,1456909315.0,0,,1.0,main_w1_handler2,2617309,11987222,False,11448,txt,,6218966.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",23586828,,,32.0,,28693963.0,1456909308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-03-02 09:02:01.351677,79499.0,7.0
,,2016-03-02 09:01:22.947941,slurm_normal,1456909329.0,0,,1.0,main_w1_handler1,2617309,11987221,False,289773,html,,6218971.roundup,slurm,,132112168.0,corral-repl,,,1,advanced,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""",23586826,,,32.0,,28693963.0,1456909324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-03-02 09:02:12.828513,79499.0,5.0
,,2016-06-21 08:23:19.472734,slurm_normal,1466497437.0,0,,1.0,main_w2_handler1,2745347,13221373,False,5647443,fasta,,7405820.roundup,slurm,,132112168.0,corral-repl,,"""68bae5b2378911e6912a005056a51846""",1,advanced,,"""/galaxy-repl/localdata/chrom/balAcu1.len""","""/^[^>]/s/[^ATGCNatgcn]/ZZZZZZZZ/g""","""balAcu1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564a1b3435d489a3c'}]",,32.0,,30362023.0,1466497434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-06-21 08:24:02.142894,35039.0,3.0
,,2016-06-22 09:23:20.901196,slurm_normal,1466587429.0,0,,1.0,main_w1_handler0,2745537,13233859,False,789348151,gtf,,7418917.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/mm10.len""","""s/chr//""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b64928761de66ed'}]",,32.0,,30511368.0,1466587412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-06-22 09:23:50.248808,80948.0,17.0
,,2016-05-04 06:08:59.132541,slurm_normal,1462342265.0,0,,1.0,main_w2_handler1,2692794,12764936,False,164578320,fasta,,6967610.roundup,slurm,,132112168.0,corral-repl,,"""b04aba4211be11e6b0e4005056a51846""",1,advanced,,"""/galaxy-repl/localdata/chrom/monDom5.len""","""/^[^>]/s/[^ATGCatgc]/NNNNNNNN/g""","""monDom5""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529579d8d70032108'}]",,32.0,,28525375.0,1462342253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-05-04 06:11:09.061585,35039.0,12.0
,,2016-05-04 09:42:46.467788,slurm_normal,1462355012.0,0,,1.0,main_w2_handler1,2684742,12767150,False,1108,tabular,,6970564.roundup,slurm,,132112168.0,corral-repl,,,0,basic,,"""/galaxy-repl/localdata/chrom/hg19.len""","""s/\\./\\n/g""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53dcd2beffc9bdf4c'}]",,32.0,,29825917.0,1462355008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-05-04 09:43:40.956253,38750.0,4.0
,,2016-05-04 06:56:08.974784,slurm_normal,1462345082.0,0,,1.0,main_w1_handler1,2693986,12765351,False,72634898,fasta,,6968160.roundup,slurm,,132112168.0,corral-repl,,"""459cd0ca11c511e68af9005056a52a46""",1,advanced,,"""/galaxy-repl/localdata/chrom/hg38.len""","""/^[^>]/s/[^ATGCatgc]/NNNNNNNN/g""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc822e6a845fe6ec'}]",,32.0,,28525375.0,1462345065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-05-04 06:58:06.098546,35039.0,17.0
,,2016-05-04 07:39:02.821648,slurm_normal,1462347616.0,0,,1.0,main_w1_handler2,2693986,12765621,False,70693787,fasta,,6968682.roundup,slurm,,132112168.0,corral-repl,,"""4467620a11cb11e69b54005056a51846""",1,advanced,,"""/galaxy-repl/localdata/chrom/hg19.len""","""/^[^>]/s/[^ATGCatgc]/NNNNNNNN/g""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e5c7962abb86492'}]",,32.0,,28525375.0,1462347610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-05-04 07:40:18.848243,35039.0,6.0
,,2016-05-04 08:34:03.175290,slurm_normal,1462350946.0,0,,1.0,main_w1_handler0,2693986,12766204,False,107251885,fasta,,6969367.roundup,slurm,,132112168.0,corral-repl,,"""f4437ff411d211e69ed5005056a51846""",1,advanced,,"""/galaxy-repl/localdata/chrom/mm10.len""","""/^[^>]/s/[^ATGCatgc]/NNNNNNNN/g""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d7d19d0f4783d98'}]",,32.0,,28525375.0,1462350939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0,1.0.0,,2016-05-04 08:35:48.501057,35039.0,7.0
