create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.phone,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-13 12:58:06.194926,slurm_multi,1505529617.0,0.0,6.0,main_w4_handler2,3251462,16805190,False,,7325604192,tabular,10874767,slurm,,132109816.0,corral-repl,,1,yes,slurm_multi,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31212045}]","""true""",32.0,,40271811.0,1505309583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-16 02:40:19.128006,84316,220034.0
2017-09-20 11:37:54.777396,slurm_multi,1505984877.0,0.0,6.0,main_w3_handler2,3260374,16874441,False,,7325604192,tabular,10940167,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""228685489df811e7a12f005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31321121}]","""true""",32.0,,,1505910034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-21 09:08:00.553848,84316,74843.0
2017-09-21 14:13:16.229466,slurm_multi,1506251741.0,0.0,6.0,main_w4_handler2,3261873,16889892,False,,7558306261,tabular,10959454.roundup,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""ef7b6a3a9ed611e792e7005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31349438}]","""true""",32.0,,,1506016194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-24 11:15:46.498808,84316,235547.0
2017-09-23 03:03:51.072914,slurm_multi,1506298029.0,0.0,6.0,main_w3_handler2,3263882,16905891,False,,4066786552,tabular,10975097.roundup,slurm,,132109816.0,corral-repl,,1,yes,slurm_multi,"""bf60a24ea00b11e780d5005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31377663}]","""true""",32.0,,,1506136597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-25 00:07:14.331235,61346,161432.0
2017-09-25 07:00:31.501902,slurm_multi,1506472475.0,0.0,6.0,main_w4_handler2,3265232,16918446,False,,8648235802,tabular,10988005.roundup,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""368ef384a1bf11e793cb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31397896}]","""true""",32.0,,,1506324197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-27 00:34:39.546548,84316,148278.0
2017-09-25 12:21:37.431919,slurm_multi,1506475669.0,0.0,6.0,main_w3_handler2,3263892,16922317,False,,2941725066,tabular,10990778.roundup,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""0ccca8d4a1ec11e786da005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31402773}]","""true""",32.0,,,1506342755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-27 01:27:53.775603,61346,132914.0
2017-09-26 13:49:13.003492,jetstream_tacc_multi,1506605936.0,0.0,10.0,main_w4_handler2,3263882,16935980,False,,4066786552,tabular,16935980,pulsar_jetstream_tacc,,30717280.0,corral-repl,,1,yes,jetstream_multi,"""77feffb4a2c111e7b6d6005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31426585}]","""true""",10.0,,,1506434835.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-28 13:40:30.925458,61346,171101.0
2017-10-06 11:52:54.250997,slurm_multi,1507459152.0,0.0,6.0,main_w3_handler2,3277663,17038857,False,,7651189846,tabular,11096124.roundup,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""dec27c9eaa8c11e7bec1005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31582622}]","""true""",32.0,,,1507292157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-08 10:39:15.940215,84316,166995.0
2017-10-25 19:00:12.957070,slurm_multi,1508959305.0,0.0,6.0,main_w4_handler2,3299610,17216904,False,,1778871958,tabular,11277589,slurm,,132112168.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31882984}]","""false""",32.0,,41471082.0,1508958020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-25 19:21:48.444095,80372,1285.0
2017-10-26 19:15:21.759106,slurm_multi,1509121953.0,0.0,6.0,main_w4_handler2,3300942,17233046,False,,1442072084,tabular,11302278,slurm,,132111800.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31910397}]","""false""",32.0,,41548457.0,1509120794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-10-27 16:32:35.284238,80372,1159.0
