chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.ignore_case,parameters.infile.values,parameters.infile|__identifier__,parameters.sortkeys,parameters.unique,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-15 00:29:59.449708,slurm_normal,1513298544.0,0,,1.0,main_w4_handler1,3366343,17813440,False,11656842,bed,Job output deleted by user before job completed.,11882035,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 32941284}]",,"[{""column"": ""5"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42672553.0,1513298531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 00:42:26.768444,,13.0
,,2017-12-15 00:49:15.204935,slurm_normal,1513298972.0,0,,1.0,main_w4_handler0,3366343,17813520,False,11656842,bed,,11882082,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 32941284}]",,"[{""column"": ""5"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42672553.0,1513298964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 00:49:34.569922,,8.0
,,2017-12-15 00:34:45.873812,slurm_normal,1513298101.0,0,,1.0,main_w3_handler0,3366114,17813451,False,2127583,bed,,11881996,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 32941305}]",,"[{""column"": ""7"", ""__index__"": 0, ""style"": ""R"", ""order"": ""r""}]","""false""",32.0,,42652406.0,1513298093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 00:35:02.985592,112923.0,8.0
,,2017-12-15 00:47:51.408083,slurm_normal,1513298886.0,0,,1.0,main_w3_handler1,3366343,17813513,False,209990,tabular,,11882071,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 32941389}]",,"[{""column"": ""2"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42672553.0,1513298881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 00:48:08.396851,,5.0
,,2017-12-15 05:21:59.694784,slurm_normal,1513315331.0,0,,1.0,main_w3_handler1,3366622,17814559,False,1083,tabular,,11883145,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 32942880}]",,"[{""column"": ""10"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42674563.0,1513315327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 05:22:13.789964,114146.0,4.0
,,2017-12-15 05:14:17.635933,slurm_normal,1513314878.0,0,,1.0,main_w4_handler1,3366606,17814529,False,27230357,bed,,11883117,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 32942807}]",,"[{""column"": ""4"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42674561.0,1513314866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 05:14:40.224040,115127.0,12.0
,,2017-12-15 05:19:42.651129,slurm_normal,1513315196.0,0,,1.0,main_w4_handler1,3366616,17814549,False,1083,tabular,,11883136,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 32942851}]",,"[{""column"": ""9"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42674589.0,1513315192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 05:19:58.766688,112921.0,4.0
,,2017-12-15 05:17:59.164406,slurm_normal,1513315096.0,0,,1.0,main_w3_handler0,3366620,17814541,False,1083,tabular,,11883129,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 32942864}]",,"[{""column"": ""10"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42674561.0,1513315091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 05:18:18.108095,115127.0,5.0
,,2017-12-15 05:23:09.522236,slurm_normal,1513315401.0,0,,1.0,main_w4_handler1,3366616,17814564,False,1083,tabular,,11883149,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 32942851}]",,"[{""column"": ""10"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42674589.0,1513315397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 05:23:23.385106,112921.0,4.0
,,2017-12-15 05:26:14.415523,slurm_normal,1513315587.0,0,,1.0,main_w3_handler0,3366622,17814572,False,1083,tabular,,11883156,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 32942880}]",,"[{""column"": ""9"", ""__index__"": 0, ""style"": ""n"", ""order"": ""r""}]","""false""",32.0,,42674563.0,1513315583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.1.0,1.1.0,,2017-12-15 05:26:28.709941,114146.0,4.0
