create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-12 19:49:33.436299,slurm_normal,1476301787.0,0,1.0,main_w4_handler1,2804823,14066809,False,,3399815,bed,8283905.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb265d924954bdde'}]",32.0,,33634181,1476301779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-10-12 19:49:49.454090,89184.0,8.0
2017-03-19 05:10:06.199289,slurm_normal,1489901455.0,0,1.0,main_w3_handler0,2960361,15334445,False,,2006879031,bed,9474645.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","[{'src': 'hda', 'id': 28823171}]",32.0,,35203209,1489901382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2017-03-19 05:30:57.570537,91484.0,73.0
2016-10-20 05:15:32.025359,slurm_normal,1476940541.0,0,1.0,main_w4_handler1,2858168,14125418,False,,32982,bed,8340038.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b596dcd1499708082a'}]",32.0,,33762920,1476940536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-10-20 05:15:44.361089,92367.0,5.0
2016-09-28 18:38:46.695108,slurm_normal,1475087948.0,0,1.0,main_w4_handler0,2836364,13967999,False,,284837,bed,8187391.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d50002faff1cbd6a'}]",32.0,,32272681,1475087938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-28 18:39:09.452420,28.0,10.0
2016-09-28 19:19:10.543172,reserved,1475090626.0,0,1.0,main_w3_handler1,2771541,13968293,False,,116963244,gtf,8187669.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e24ecbb22ec19f6'}]",32.0,,32443707,1475090385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-28 19:24:05.497596,5254.0,241.0
2016-09-28 19:19:42.698828,reserved,1475090443.0,0,1.0,main_w4_handler0,2771541,13968301,False,,284837,bed,8187677.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b8392ccb37ab2f4'}]",32.0,,32443707,1475090411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-28 19:20:48.963518,5254.0,32.0
2016-09-28 19:19:34.776894,reserved,1475090623.0,0,1.0,main_w4_handler1,2771541,13968299,False,,145130774,vcf,8187675.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a567353977b3fe5a'}]",32.0,,32443707,1475090395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-28 19:23:46.576759,5254.0,228.0
2016-09-28 19:19:26.194393,reserved,1475090583.0,0,1.0,main_w4_handler0,2771541,13968297,False,,1202134,bam,8187672.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58214339db51b0556'}]",32.0,,32443707,1475090387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-28 19:23:08.927696,5254.0,196.0
2016-09-29 17:01:02.267010,reserved,1475168812.0,0,1.0,main_w3_handler0,2771541,13976347,False,,116963244,gtf,8195612.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e24ecbb22ec19f6'}]",32.0,,32443707,1475168525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-29 17:06:55.669349,5254.0,287.0
2016-09-29 17:12:08.725767,reserved,1475169695.0,0,1.0,main_w4_handler0,2771541,13976430,False,,1202134,bam,8195790.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b574369539026ad26e'}]",32.0,,32443707,1475169639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.24.0,2.24.0,,2016-09-29 17:21:40.901863,5254.0,56.0
