bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.__class__,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
259550808,259550808,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-03 14:41:19.952719,slurm_normal,1462286548.0,0,1.0,main_w1_handler2,2693198,12758515,False,,6953973.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe056eb4871ec927'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,0,,,no,"""""",32.0,,30013326.0,1462286512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-03 14:42:31.533379,,36.0
2183457415,2183457415,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-03 15:32:49.008345,slurm_normal,1462289905.0,0,1.0,main_w2_handler0,2673643,12758989,False,,6955065.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cb30c4c63ebd5e4'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,,,0,,,no,"""""",32.0,,29681263.0,1462289613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-03 15:38:29.256928,82007.0,292.0
732225210,732225210,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-03 20:37:40.370588,slurm_normal,1462316674.0,0,1.0,main_w2_handler0,2258142,12761856,False,,6960374.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ef4bef0572ebefd'}]","""/galaxy-repl/localdata/chrom/1026b.len""","""1026b""",,,,,0,,,no,"""""",32.0,,30020617.0,1462307921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-03 23:04:45.067576,45732.0,8753.0
341059715,341059715,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-07 15:24:35.984432,slurm_normal,1462635038.0,0,1.0,main_w1_handler1,2696874,12816549,False,,7017757.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52794390c30155a04'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,0,,,no,"""""",32.0,,30078878.0,1462634720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-07 15:30:39.670201,83951.0,318.0
1641286805,1641286805,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-05 16:38:55.668237,slurm_normal,1462467124.0,0,1.0,main_w2_handler0,2036577,12795551,False,,6995319.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f00b314065c3aff4'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,0,,,no,"""""",32.0,,29010889.0,1462466384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-05 16:52:13.417876,52610.0,740.0
250997249,250997249,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-07 15:18:04.012617,slurm_normal,1462634441.0,0,1.0,main_w1_handler1,2696874,12816505,False,,7017711.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,false,2.0,custom,200,false,1,100000,,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5298c88871684b132'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,1,png,false,yes,"""""",32.0,,30078878.0,1462634318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-07 15:20:44.351218,83951.0,123.0
237776297,237776297,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-07 15:17:07.774202,slurm_normal,1462634298.0,0,1.0,main_w1_handler2,2696874,12816502,False,,7017708.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,false,0.0,no,,false,1,100000,,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561a5b8c7f25508b8'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,1,png,false,yes,"""""",32.0,,30078878.0,1462634253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-07 15:18:20.285170,83951.0,45.0
1656735989,1656735989,457686493.0,bam,1296169461.0,bam,400094696.0,bam,,,,,,,,,,,,,,,bam,2845286166.0,,,,,,,,,,,,,,,,,,,,,bam,547094303.0,,,bam,443309149.0,bam,526475018.0,bam,358842707.0,bam,552823797.0,bam,403906556.0,bam,278844988.0,bam,bam,2016-05-09 09:17:35.247382,slurm_normal,1462786089.0,0,1.0,main_w1_handler1,2644281,12829396,False,,7030375.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,true,0.0,no,,true,1,100000,ChIP samples K4me2 PolII H3K36me3,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e661ea2bd9566bbf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f71bc9d9cf786495'}, {'src': 'hda', 'id': 'bbd44e69cb8906b547c7744a4712d440'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55eb229a11ef02c84'}, {'src': 'hda', 'id': 'bbd44e69cb8906b549083f806e67f455'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f5927f806e808c85'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bc965f031763e419'}, {'src': 'hda', 'id': 'bbd44e69cb8906b546a21d94c474066a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b544d0dbb284816b17'}, {'src': 'hda', 'id': 'bbd44e69cb8906b563f325522114b7a9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50cb9631c38f43209'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5238b6907be676fb8'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,,,1,png,false,yes,"""""",32.0,,29968599.0,1462785503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-09 09:28:15.036098,71722.0,586.0
1356057415,1356057415,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-09 09:42:54.538436,slurm_normal,1462788212.0,0,1.0,main_w2_handler1,2644281,12829582,False,,7030711.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,true,0.0,no,,true,1,100000,ChIP samples K4me2 PolII H3K36me3,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521e3376af5b2cf88'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,,,1,png,false,yes,"""""",32.0,,29968599.0,1462788083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-09 10:03:34.821074,71722.0,129.0
1356188233,1356188233,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-09 10:11:20.382664,slurm_normal,1462788840.0,0,1.0,main_w1_handler1,2644281,12829777,False,,7030796.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,true,0.0,no,,true,1,100000,ChIP samples PolII,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ff37d407b75cac5'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,,,1,png,false,yes,"""""",32.0,,29968599.0,1462788717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-09 10:14:01.744231,71722.0,123.0
526475018,526475018,,,,,,,,,,,,,,,,,,,,,bam,1296169461.0,,,,,,,,,,,,,,,,,,,,,bam,1119305007.0,,,bam,,,,,,,,,,,,,bam,2016-05-09 11:33:51.888491,slurm_normal,1462793872.0,0,1.0,main_w1_handler0,2644281,12830382,False,,7031450.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,true,0.0,no,,true,1,100000,ChIP samples K4me2 PolII H3K36me3,,,yes,true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549083f806e67f455'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50cb9631c38f43209'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a715617d9a0ad41e'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,,,,1,png,false,yes,"""""",32.0,,29968599.0,1462793683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-09 11:37:53.906757,71722.0,189.0
3615429125,3615429125,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-09 14:40:07.225885,slurm_normal,1462805202.0,0,1.0,main_w2_handler1,2427090,12832668,False,,7033733.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56eb13adbdbbe68b1'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,29991362.0,1462804859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-09 14:46:45.923644,64160.0,343.0
202501446,202501446,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-12 00:45:53.696085,slurm_normal,1463014131.0,0,1.0,main_w2_handler1,2703002,12862818,False,Job output deleted by user before job completed.,7063479.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d80dfcfb46ab538f'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,,,,0,,,no,"""""",32.0,,30162044.0,1463013981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-12 00:48:53.911468,84242.0,150.0
8490197409,8490197409,,,,,,,,,,,,,,,,,,,,,bam,6619337593.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-03-19 16:24:58.272770,slurm_normal,1458405723.0,0,1.0,main_w2_handler0,2312125,12193780,False,,6406860.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,"""23906286,23910676""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,0,,,no,"""""",32.0,,29077575.0,1458404737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-03-19 16:42:04.939471,29072.0,986.0
8490197409,8490197409,,,,,,,,,,,,,,,,,,,,,bam,6619337593.0,,,,,,,,,,,,,,,,,,,,,bam,5457874500.0,,,bam,8440571160.0,bam,6143912933.0,bam,4909054608.0,bam,,,,,,,bam,2016-03-19 18:09:07.359175,slurm_normal,1458427996.0,0,1.0,main_w1_handler0,2312125,12194601,False,,6409159.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,"""23906286,23910676,23927128,23928588,23928589,23928590""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,0,,,no,"""""",32.0,,29077575.0,1458425138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-03-19 22:53:19.841635,29072.0,2858.0
