bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numberOfSamples,parameters.advancedOpt.plotTitle,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.bamfiles,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.__class__,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
31642494,31642494,,,,,,,,,,,,,,,,,,,,,bam,25913332.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,2016-04-27 08:29:57.677355,slurm_normal,1461749612.0,0,1.0,main_w1_handler2,2661936,12639298,False,,6843971.roundup,slurm,,132112168.0,corral-repl,,,,,1,10000,false,0.0,no,,false,1,100000,,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db361e2a5d10b9b3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c53db4939be4e7d6'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,1,png,true,yes,"""""",32.0,,29439861.0,1461745830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-27 09:33:34.686258,63534.0,3782.0
2744506479,2744506479,,,,,,,,,,,,,,,,,,,,,bam,3015614533.0,,,,,,,,,,,,,,,,,,,,,bam,1884092361.0,,,bam,,,,,,,,,,,,,bam,2016-04-29 12:20:38.222899,slurm_normal,1461933320.0,0,1.0,main_w2_handler1,2688408,12685335,False,,6885612.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc5d39047307b760'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58df2e5eb9cba2e8e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1461932477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-29 12:35:24.683053,70838.0,843.0
2152177536,2152177536,,,,,,,,,,,,,,,,,,,,,bam,3595011476.0,,,,,,,,,,,,,,,,,,,,,bam,1722852657.0,,,bam,,,,,,,,,,,,,bam,2016-04-29 13:07:33.887633,slurm_normal,1461936070.0,0,1.0,main_w2_handler0,2688408,12685594,False,,6886158.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5bca1ad056dd7b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f32d3c1879420b50'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5beca7991b97f9842'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1461935292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-29 13:21:12.380474,70838.0,778.0
2970553564,2970553564,,,,,,,,,,,,,,,,,,,,,bam,2700569673.0,,,,,,,,,,,,,,,,,,,,,bam,2692355202.0,,,bam,,,,,,,,,,,,,bam,2016-04-29 13:32:36.179202,slurm_normal,1461937641.0,0,1.0,main_w1_handler0,2688408,12686511,False,,6886399.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a52c0bb523f1b25d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e66ca8aedccd0de3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1461936836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-29 13:47:23.768612,70838.0,805.0
2970553564,2970553564,,,,,,,,,,,,,,,,,,,,,bam,2700569673.0,,,,,,,,,,,,,,,,,,,,,bam,2692355202.0,,,bam,,,,,,,,,,,,,bam,2016-04-29 13:56:16.840666,slurm_normal,1461939086.0,0,1.0,main_w1_handler0,2688408,12686630,False,,6886713.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a52c0bb523f1b25d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e66ca8aedccd0de3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1461938217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-29 14:11:28.982774,70838.0,869.0
2523138743,2523138743,,,,,,,,,,,,,,,,,,,,,bam,4312692448.0,,,,,,,,,,,,,,,,,,,,,bam,2517269361.0,,,bam,,,,,,,,,,,,,bam,2016-04-29 14:10:55.112799,slurm_normal,1461940100.0,0,1.0,main_w2_handler1,2688408,12686737,False,,6886987.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf4fd00ec6c0cf12'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e9cedeaf6fac9f4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5be6898f069f77138'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1461939096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-04-29 14:28:23.306754,70838.0,1004.0
3469221635,3469221635,,,,,,,,,,,,,,,,,,,,,bam,4444971868.0,,,,,,,,,,,,,,,,,,,,,bam,2571318035.0,,,bam,,,,,,,,,,,,,bam,2016-05-02 07:36:16.469574,slurm_normal,1462175628.0,0,1.0,main_w1_handler1,2688408,12720362,False,,6926642.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb288cf032c17134'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b34c792c3cdfd05'}, {'src': 'hda', 'id': 'bbd44e69cb8906b568d58a083884929f'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1462174617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-02 07:53:54.143410,70838.0,1011.0
2421856798,2421856798,,,,,,,,,,,,,,,,,,,,,bam,2919374442.0,,,,,,,,,,,,,,,,,,,,,bam,2709304095.0,,,bam,,,,,,,,,,,,,bam,2016-05-02 08:08:36.850173,slurm_normal,1462177547.0,0,1.0,main_w1_handler2,2688408,12722386,False,,6926893.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55274d2e4f0730685'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57b35b834719d5fa2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b8f74cbbf78f962'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,0,,,no,"""""",32.0,,28198923.0,1462176565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-02 08:25:49.614077,70838.0,982.0
2744506479,2744506479,,,,,,,,,,,,,,,,,,,,,bam,3015614533.0,,,,,,,,,,,,,,,,,,,,,bam,1884092361.0,,,bam,,,,,,,,,,,,,bam,2016-05-02 09:13:03.897458,slurm_normal,1462180625.0,0,1.0,main_w1_handler1,2688408,12727136,False,,6927602.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,false,0.0,no,,false,1,100000,,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc5d39047307b760'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58df2e5eb9cba2e8e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,,,,1,pdf,false,yes,"""""",32.0,,28198923.0,1462180426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-02 09:17:10.565035,70838.0,199.0
25373330,25373330,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-03 02:43:24.560329,slurm_normal,1462247983.0,0,1.0,main_w1_handler0,2580457,12742671,False,,6945206.roundup,slurm,,132112168.0,corral-repl,,,,,1,500,false,0.0,no,,false,1,100000,,,,yes,false,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d804e9046db5cc2e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,0,,,no,"""chrM""",32.0,,29964100.0,1462243446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.2.2.0,2.2.2.0,,2016-05-03 03:59:44.753040,58799.0,4537.0
