create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.inputA.values,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-22 14:17:32.452727,slurm_normal,1490192278.0,0,1.0,main_w3_handler1,3041066,15366561,False,,11593767,bed,9505174.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""","""0""","[{'src': 'hda', 'id': 28875704}]","""true""",32.0,,36609668,1490192261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-22 14:18:02.696713,5424.0,17.0
2017-03-22 14:40:31.804249,slurm_normal,1490193855.0,0,1.0,main_w4_handler1,3041066,15366795,False,,11593673,bed,9505408.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""","""0""","[{'src': 'hda', 'id': 28880015}]","""true""",32.0,,36609668,1490193645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-22 14:44:23.771579,5424.0,210.0
2016-12-09 00:03:34.379032,slurm_normal,1481241823.0,0,1.0,main_w4_handler0,2731876,14524408,False,,107164,bed,8706605.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 27549909}]","""false""",32.0,,34736055,1481241819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-09 00:03:47.480819,85668.0,4.0
2016-12-12 00:10:13.468201,slurm_normal,1481501542.0,0,1.0,main_w3_handler1,2923817,14544719,False,,2509541876,bed,8727080.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 27586059}]","""false""",32.0,,34691906,1481501418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-12 00:12:23.153318,96451.0,124.0
2016-12-12 00:10:13.167737,slurm_normal,1481501459.0,0,1.0,main_w3_handler1,2923817,14544718,False,,598716141,bed,8727079.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 27586006}]","""false""",32.0,,34691906,1481501418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-12 00:11:01.115002,96451.0,41.0
2016-12-12 00:10:12.816436,slurm_normal,1481501504.0,0,1.0,main_w4_handler0,2923817,14544717,False,,1611536031,bed,8727078.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 27585990}]","""false""",32.0,,34691906,1481501415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-12 00:11:45.169372,96451.0,89.0
2016-12-15 18:52:03.436168,slurm_normal,1481827943.0,0,1.0,main_w4_handler0,2804823,14586914,False,,163490,bed,8765863.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""","[{'src': 'hda', 'id': 27650823}]","""false""",32.0,,34870238,1481827939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-15 18:52:25.846608,89184.0,4.0
2016-12-21 10:46:10.728420,slurm_normal,1482317176.0,0,1.0,main_w4_handler1,2843526,14622933,False,,164703,bed,8799621.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""","""2000""","[{'src': 'hda', 'id': 27706051}]","""false""",32.0,,33471878,1482317173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-21 10:46:19.711626,,3.0
2016-12-25 20:25:49.648859,slurm_normal,1482697558.0,0,1.0,main_w4_handler0,2933477,14645696,False,,1007072,bed,8820319.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1000""","[{'src': 'hda', 'id': 27742109}]","""false""",32.0,,35023849,1482697552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-25 20:25:59.487306,87324.0,6.0
2017-03-24 02:44:49.139673,slurm_normal,1490323502.0,0,1.0,main_w4_handler1,3043507,15382163,False,,1272201,bed,9519557.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28903163}]","""false""",32.0,,36827158,1490323492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-24 02:45:05.928172,102046.0,10.0
2016-12-23 23:45:21.914453,slurm_normal,1482536729.0,0,1.0,main_w4_handler0,2933477,14640810,False,,925687,bed,8816134.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1000""","[{'src': 'hda', 'id': 27734647}]","""false""",32.0,,35023849,1482536724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-23 23:45:30.638742,87324.0,5.0
2016-12-23 23:44:47.506864,slurm_normal,1482536694.0,0,1.0,main_w4_handler1,2933477,14640809,False,,749380,bed,8816133.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 27734635}]","""false""",32.0,,35023849,1482536689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2016-12-23 23:44:55.928606,87324.0,5.0
2017-01-24 15:52:38.895887,slurm_normal,1485273168.0,0,1.0,main_w4_handler1,2966823,14858783,False,,363221,bed,9018689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""100000""","[{'src': 'hda', 'id': 28065013}]","""false""",32.0,,35482167,1485273162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-01-24 15:52:49.632088,97871.0,6.0
2017-03-24 02:44:50.045748,slurm_normal,1490323502.0,0,1.0,main_w4_handler1,3043507,15382165,False,,1836225,bed,9519559.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28903165}]","""false""",32.0,,36827158,1490323495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-24 02:45:06.922755,102046.0,7.0
2017-03-24 02:44:49.604113,slurm_normal,1490323502.0,0,1.0,main_w4_handler1,3043507,15382164,False,,3238204,bed,9519558.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28903164}]","""false""",32.0,,36827158,1490323494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-24 02:45:06.702031,102046.0,8.0
2017-03-24 02:44:50.462946,slurm_normal,1490323501.0,0,1.0,main_w3_handler0,3043507,15382166,False,,2124184,bed,9519560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28903166}]","""false""",32.0,,36827158,1490323494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-24 02:45:04.023592,102046.0,7.0
2017-01-25 09:42:09.441281,slurm_normal,1485337337.0,0,1.0,main_w4_handler1,2966823,14864298,False,,363221,bed,9023802.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""300000""","[{'src': 'hda', 'id': 28065013}]","""false""",32.0,,35482167,1485337332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-01-25 09:42:19.532548,97871.0,5.0
2017-03-24 13:49:48.449924,slurm_normal,1490368499.0,0,1.0,main_w4_handler1,3042712,15385770,False,,16794282,bed,9523040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","[{'src': 'hda', 'id': 28895704}]","""false""",32.0,,36609668,1490368479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-24 15:17:09.002954,5424.0,20.0
2017-02-07 12:45:50.489275,slurm_normal,1486471785.0,0,1.0,main_w3_handler1,2643013,14971263,False,,1389148,bed,9128806.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""10000""","[{'src': 'hda', 'id': 28179725}]","""false""",32.0,,35538902,1486471639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-02-07 12:49:52.216186,37946.0,146.0
2017-03-29 16:46:42.255755,slurm_normal,1490808904.0,0,1.0,main_w3_handler0,2976307,15426017,False,,31120,bed,9558422.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-3000""","[{'src': 'hda', 'id': 28972357}]","""false""",32.0,,35717875,1490808615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-29 17:43:46.190424,,289.0
2017-02-28 10:39:47.023107,slurm_normal,1488278398.0,0,1.0,main_w3_handler0,2980523,15164662,False,,1566,bed,9315642.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28548328}]","""false""",32.0,,36325285,1488278394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-02-28 10:39:59.930192,99360.0,4.0
2017-03-16 19:00:24.007077,slurm_normal,1489691180.0,0,1.0,main_w4_handler1,2788464,15316526,False,,7577619,bed,9457734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""50""","[{'src': 'hda', 'id': 28791900}]","""false""",32.0,,36330861,1489691151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-16 19:06:38.812825,66832.0,29.0
2017-03-16 19:00:24.306557,slurm_normal,1489691004.0,0,1.0,main_w4_handler1,2788464,15316527,False,,4647595,bed,9457688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""50""","[{'src': 'hda', 'id': 28791902}]","""false""",32.0,,36330861,1489690990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-16 19:05:44.003024,66832.0,14.0
2017-02-13 16:09:31.305755,slurm_normal,1487003018.0,0,1.0,main_w3_handler0,2993676,15024538,False,,397847,bed,9180932.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 28328347}]","""false""",32.0,,36006630,1487003013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-02-13 16:23:42.961367,,5.0
2017-02-28 10:41:26.139393,slurm_normal,1488278510.0,0,1.0,main_w3_handler0,2980523,15164676,False,,1492,bed,9315668.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28548732}]","""false""",32.0,,36325285,1488278491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-02-28 10:41:54.117579,99360.0,19.0
2017-03-09 07:10:04.763066,slurm_normal,1489043411.0,0,1.0,main_w4_handler1,3024827,15250641,False,,55634,bed,9396997.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","[{'src': 'hda', 'id': 28690317}]","""false""",32.0,,36524905,1489043407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-09 07:10:12.021866,,4.0
2017-03-13 17:07:58.079636,slurm_normal,1489425571.0,0,1.0,main_w4_handler1,2951117,15283598,False,,929122668,bed,9427807.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""0""","[{'src': 'hda', 'id': 28739476}]","""false""",32.0,,35280771,1489425491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-13 17:19:35.118796,44999.0,80.0
2017-03-13 17:07:58.562581,slurm_normal,1489424922.0,0,1.0,main_w3_handler1,2951117,15283599,False,,167660,bed,9427707.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""0""","[{'src': 'hda', 'id': 28738085}]","""false""",32.0,,35280771,1489424887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.24.0,2.24.0,,2017-03-13 17:08:47.084772,44999.0,35.0
