create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-20 10:26:19.736433,slurm_multi,1490101102.0,0.0,6.0,main_w3_handler2,3015217,15341511,False,,3779573874,tabular,9480979,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28756995}]",32.0,,36720046.0,1490006098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-21 12:58:23.891679,86660,95004.0
2017-05-30 18:09:05.347461,slurm_multi,1496167767.0,0.0,6.0,main_w3_handler2,3018229,15971448,False,,2158,tabular,10068027,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28607848}]",32.0,,37437799.0,1496167762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-30 18:09:29.563956,28,5.0
2017-05-30 18:16:48.179221,slurm_multi,1496168633.0,0.0,6.0,main_w4_handler2,3018229,15971616,False,,2158,tabular,10068158,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28607848}]",32.0,,37437799.0,1496168627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-30 18:23:56.512366,28,6.0
2017-05-31 13:40:51.012887,slurm_multi,1496238070.0,0.0,6.0,main_w3_handler2,3018229,15978753,False,,2158,tabular,10074468,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28607848}]",32.0,,37437799.0,1496238062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-31 13:41:12.378393,28,8.0
2017-05-31 14:46:45.201376,slurm_multi,1496268278.0,0.0,6.0,main_w3_handler2,3134527,15979426,False,,3863649206,tabular,10075349,slurm,,132112168.0,corral-repl,,0,no,,"""f44fcf4e460f11e79cab005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29833567}]",32.0,,,1496244425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-31 22:04:39.795967,73233,23853.0
2017-05-31 15:05:22.780945,slurm_multi,1496293771.0,0.0,6.0,main_w3_handler2,3134526,15979582,False,,5530740994,tabular,10078598,slurm,,132111800.0,corral-repl,,0,no,,"""7e2b5f88461211e79cad005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29833805}]",32.0,,,1496268288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-01 05:09:33.520064,73233,25483.0
2017-05-30 18:42:33.361279,slurm_multi,1496285782.0,0.0,6.0,main_w3_handler2,3109478,15972184,False,,6246327922,tabular,10068632,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29686613}]",32.0,,37515658.0,1496169765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-01 02:56:24.793862,61346,116017.0
2017-06-01 01:04:12.567381,slurm_multi,1496342603.0,0.0,6.0,main_w4_handler2,3134525,15984160,False,,5803599360,tabular,10080669,slurm,,132111800.0,corral-repl,,0,no,,"""36606b54466611e7bff9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29841955}]",32.0,,,1496293800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-01 18:43:24.617521,73233,48803.0
2017-04-06 13:16:36.073850,slurm_multi,1491562555.0,0.0,6.0,main_w4_handler2,3061919,15507731,False,,8329233084,tabular,9635336,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""406432c81acb11e7b60d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100364}]",32.0,,,1491487627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-07 10:56:02.818347,61346,74928.0
2017-06-01 12:51:16.665533,slurm_multi,1496345950.0,0.0,6.0,main_w3_handler2,3109485,15988721,False,,3467023418,tabular,10083796,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""fc6d78d446c811e7bff9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29849226}]",32.0,,,1496324215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-01 19:39:16.021889,61346,21735.0
2017-06-01 14:13:36.759013,slurm_multi,1496388634.0,0.0,6.0,main_w3_handler2,3134524,15989291,False,,5737025986,tabular,10086215,slurm,,132111800.0,corral-repl,,0,no,,"""7dd5b2f046d411e7916e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29849942}]",32.0,,,1496342612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-02 07:30:36.078117,73233,46022.0
2017-06-01 18:22:47.813188,slurm_multi,1496415802.0,0.0,6.0,main_w4_handler2,3136423,15991271,False,,3863649206,tabular,10091620,slurm,,132112168.0,corral-repl,,0,no,,"""4cd0a9a846f711e79e90005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29852684}]",32.0,,,1496388717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-02 15:03:24.738159,73233,27085.0
2017-03-06 12:25:40.819586,slurm_multi,1488804503.0,0.0,6.0,main_w3_handler2,3020283,15219051,False,,182206789,tabular,9367947,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28637127}]",32.0,,36456593.0,1488803184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-06 12:48:24.867952,75722,1319.0
2017-04-03 10:31:22.651031,slurm_multi,1491298103.0,0.0,6.0,main_w3_handler2,3015217,15470068,False,,3779428358,tabular,9599848,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29008579}]",32.0,,37068319.0,1491216904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-04 09:28:28.820401,86660,81199.0
2017-02-28 15:27:20.196035,slurm_multi,1488295770.0,0.0,6.0,main_w4_handler2,2993550,15167627,False,,8387882,tabular,9318740,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28554183}]",32.0,,36003039.0,1488295697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-02-28 15:29:32.124814,21457,73.0
2017-02-28 15:25:16.420094,slurm_multi,1488295619.0,0.0,6.0,main_w3_handler2,2993550,15167610,False,,5142662,tabular,9318724,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28554118}]",32.0,,36003039.0,1488295578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-02-28 15:27:03.227289,21457,41.0
2017-04-04 18:47:34.757347,slurm_multi,1491344354.0,0.0,6.0,main_w3_handler2,3059408,15487157,False,,1129545942,tabular,9614940,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29069203}]",32.0,,36436426.0,1491334161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-04 22:19:16.675652,50564,10193.0
2017-04-04 19:42:45.754225,slurm_multi,1491351032.0,0.0,6.0,main_w3_handler2,3059458,15487622,False,,923781612,tabular,9615452,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29069697}]",32.0,,37108037.0,1491336731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-05 00:10:35.810196,73233,14301.0
2017-03-02 19:27:16.299262,slurm_multi,1488563474.0,0.0,6.0,main_w3_handler2,3017036,15191979,False,,2944281150,tabular,9342717,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28591989}]",32.0,,36393450.0,1488483010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-03 17:51:17.718377,99862,80464.0
2017-06-02 13:30:30.228663,slurm_multi,1496570116.0,0.0,6.0,main_w3_handler2,3137383,15999180,False,,2927473662,tabular,10093536,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""a1fccfce479711e7b81f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29865084}]",32.0,,,1496412328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-04 09:55:18.167954,61346,157788.0
2017-03-06 12:25:41.008679,slurm_multi,1488805449.0,0.0,6.0,main_w3_handler2,3020283,15219052,False,,156483694,tabular,9368132,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28637128}]",32.0,,36456593.0,1488804535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-06 13:04:10.751280,75722,914.0
