create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-06 23:10:09.984623,slurm_multi,1488858314.0,0.0,6.0,main_w3_handler2,3021082,15224608,False,,863164498,tabular,9373195,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 28646116}]",32.0,,36469978.0,1488841885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-07 03:45:15.348161,67601,16429.0
2017-06-03 01:09:27.676079,slurm_multi,1496615046.0,0.0,6.0,main_w4_handler2,3137574,16003349,False,,2629272670,tabular,10101881,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""475aa37c47f911e7ac68005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29872289}]",32.0,,,1496570127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-04 22:24:08.443277,61346,44919.0
2017-06-04 15:58:26.334557,jetstream_tacc_multi,1496613381.0,0.0,10.0,main_w4_handler2,3137577,16009699,False,,1528351104,tabular,16009699,pulsar_jetstream_tacc,,30717400.0,corral-repl,,1,yes,jetstream_multi,"""a1cc42d4493e11e79256005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29884069}]",10.0,,,1496592341.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-04 21:56:58.461006,61346,21040.0
2017-04-05 17:37:33.811980,slurm_multi,1491427572.0,0.0,6.0,main_w4_handler2,3060744,15497016,False,,923781612,tabular,9624681,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29086265}]",32.0,,37108037.0,1491415333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-05 21:26:14.788029,73233,12239.0
2017-03-09 21:11:19.189591,slurm_multi,1489139757.0,0.0,6.0,main_w4_handler2,3025707,15257639,False,,4632612720,tabular,9404788,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28698640}]",32.0,,35324227.0,1489097924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-10 09:56:57.391581,61346,41833.0
2017-03-10 10:43:01.099204,slurm_multi,1489258842.0,0.0,6.0,main_w3_handler2,3015217,15261599,False,,3779573874,tabular,9407775,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28663718}]",32.0,,36481692.0,1489142820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-11 19:00:44.355116,86660,116022.0
2017-06-04 18:08:09.069299,slurm_multi,1496659096.0,0.0,6.0,main_w4_handler2,3137576,16010093,False,,3699000180,tabular,10103872,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""c108906e495011e79f91005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29884669}]",32.0,,,1496615096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-05 10:38:18.677923,61346,44000.0
2017-06-05 02:26:40.382986,jetstream_iu_multi,1496734257.0,0.0,10.0,main_w4_handler2,3137575,16011937,False,,5211206450,tabular,16011937,pulsar_jetstream_iu,,30717280.0,corral-repl,,1,yes,jetstream_multi,"""651b2168499611e79813005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29887411}]",10.0,,,1496630423.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-06 07:33:32.564333,61346,103834.0
2017-06-05 18:15:37.900259,slurm_multi,1496837790.0,0.0,6.0,main_w4_handler2,3140969,16018416,False,,11602423528,tabular,10115677,slurm,,132111800.0,corral-repl,,0,no,,"""f6dbb4f84a1a11e79523005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29896831}]",32.0,,,1496738739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-07 12:16:33.198499,73233,99051.0
2017-06-05 17:48:58.737055,slurm_multi,1496738685.0,0.0,6.0,main_w3_handler2,3140723,16018195,False,,6441333450,tabular,10110472,slurm,,132112168.0,corral-repl,,0,no,,"""3c98034c4a1711e79e39005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29896531}]",32.0,,,1496685688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-06 08:44:46.531908,73233,52997.0
2017-06-04 17:05:51.010063,jetstream_iu_multi,1496741644.0,0.0,10.0,main_w3_handler2,3137380,16009959,False,,4930896116,tabular,16009959,pulsar_jetstream_iu,,30717280.0,corral-repl,,1,yes,jetstream_multi,"""0cec2f58494811e7a8f4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29884469}]",10.0,,,1496596741.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-06 09:36:53.667170,61346,144903.0
2017-06-05 02:05:17.286642,jetstream_tacc_multi,1496781276.0,0.0,10.0,main_w4_handler2,3109482,16011755,False,,6277745094,tabular,16011755,pulsar_jetstream_tacc,,30717412.0,corral-repl,,1,yes,jetstream_multi,"""68a9a802499311e7ad13005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29887185}]",10.0,,,1496629219.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-06 20:37:06.799331,61346,152057.0
2017-04-20 02:33:08.215721,slurm_multi,1492657251.0,0.0,6.0,main_w3_handler2,3061920,15630902,False,,44991528,tabular,9749157,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""ae44edc2257111e792e5005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29286494}]",32.0,,,1492656428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-20 03:01:40.845101,61346,823.0
2017-06-07 09:01:02.553247,slurm_multi,1497047546.0,0.0,6.0,main_w3_handler2,3143424,16038268,False,,14860765647,tabular,10128794,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""d296e6444b5f11e7af4a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29928931}]",32.0,,,1496827874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-09 22:32:28.459549,84316,219672.0
2017-04-26 14:00:19.554192,slurm_multi,1493222754.0,0.0,6.0,main_w4_handler2,3086271,15681857,False,,145777156,tabular,9796144,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29365991}]",32.0,,37574241.0,1493215289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-26 16:07:39.224084,104762,7465.0
2017-04-27 12:47:14.361363,slurm_multi,1493298309.0,0.0,6.0,main_w3_handler2,3086271,15690287,False,,76629970,tabular,9803813,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29382591}]",32.0,,37574241.0,1493297263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-27 13:05:11.755684,104762,1046.0
2017-06-05 18:16:42.521912,slurm_multi,1496932330.0,0.0,6.0,main_w4_handler2,3140986,16018443,False,,3975552256,tabular,10129821,slurm,,132111800.0,corral-repl,,0,no,,"""1d536ae04a1b11e7be3f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29896913}]",32.0,,,1496837840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-08 14:32:13.002608,73233,94490.0
2017-05-08 11:20:50.965522,slurm_multi,1494341658.0,0.0,6.0,main_w4_handler2,3084295,15778554,False,,7651189846,tabular,9884887,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29332960}]",32.0,,37249156.0,1494242457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-09 14:56:13.762458,84316,99201.0
2017-05-11 07:42:06.852971,slurm_multi,1494590365.0,0.0,6.0,main_w4_handler2,3084212,15809890,False,,9157625324,tabular,9914398,slurm,,132112168.0,corral-repl,,0,no,,"""52a58582361d11e7aca1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29560223}]",32.0,,,1494489424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-12 11:59:28.541391,84316,100941.0
2017-06-12 14:48:07.049822,slurm_multi,1497422835.0,0.0,6.0,main_w4_handler2,3151223,16082479,False,,6539405402,tabular,10169659,slurm,,132111800.0,corral-repl,,0,no,,"""221ebfbc4f7e11e7a24a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29997779}]",32.0,,,1497281565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-14 06:47:16.749014,73233,141270.0
2017-05-12 12:20:07.205617,slurm_multi,1494711451.0,0.0,6.0,main_w4_handler2,3108669,15823744,False,,9157625324,tabular,9927621,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""52fcccca370d11e7a9c4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29579318}]",32.0,,,1494607088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-13 21:37:34.402674,84316,104363.0
2017-05-13 14:08:11.688790,slurm_multi,1494720461.0,0.0,6.0,main_w3_handler2,3109481,15831155,False,,3943206058,tabular,9932894,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""9680093437e511e7a0d0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29591099}]",32.0,,,1494684933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-14 00:07:44.052817,61346,35528.0
2017-05-15 14:18:38.097308,slurm_multi,1494869227.0,0.0,6.0,main_w4_handler2,3111628,15839048,False,,923781612,tabular,9939986,slurm,,132111800.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29602884}]",32.0,,37462623.0,1494857942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-15 17:27:09.269031,73233,11285.0
2017-05-15 22:17:37.064498,slurm_multi,1494906519.0,0.0,6.0,main_w3_handler2,2841684,15842784,False,,832205682,tabular,9943674,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29609762}]",32.0,,37982096.0,1494886670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-16 03:48:41.548556,19316,19849.0
2017-05-14 23:44:12.739602,slurm_multi,1494920660.0,0.0,6.0,main_w3_handler2,3109482,15833507,False,,3898960484,tabular,9940601,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""38e0c5aa38ff11e7bfd8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29594915}]",32.0,,,1494863140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-16 07:44:22.385765,61346,57520.0
2017-05-16 12:35:37.335402,slurm_multi,1494953870.0,0.0,6.0,main_w4_handler2,3109483,15852440,False,,2696398232,tabular,9952875,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""263971283a3411e7b8f8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29623479}]",32.0,,,1494938488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-16 16:57:52.340491,61346,15382.0
2017-05-16 18:14:58.295143,slurm_multi,1494981290.0,0.0,6.0,main_w3_handler2,3109484,15857198,False,,2456427476,tabular,9957662,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""8e2de67c3a6311e796db005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29630851}]",32.0,,,1494959057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-17 00:34:52.149955,61346,22233.0
2017-06-14 08:35:59.653476,slurm_multi,1497492280.0,0.0,6.0,main_w3_handler2,3154539,16097389,False,,7651189846,tabular,10182770,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""7aed2a5c50dc11e78b34005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30023859}]",32.0,,,1497431416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-15 02:04:45.740041,84316,60864.0
2017-05-17 17:29:08.806980,slurm_multi,1495111392.0,0.0,6.0,main_w3_handler2,3115371,15869945,False,,2944281150,tabular,9970104,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29651825}]",32.0,,37942158.0,1495042519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-18 12:43:14.341453,30012,68873.0
2017-05-17 12:00:38.261682,slurm_multi,1495090041.0,0.0,6.0,main_w4_handler2,3109480,15866738,False,,5044758218,tabular,9966995,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,"""63e482dc3af811e7b547005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29646736}]",32.0,,,1495023499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-18 06:47:23.198327,61346,66542.0
2017-05-18 01:15:20.799147,slurm_multi,1495118852.0,0.0,6.0,main_w3_handler2,3109485,15874980,False,,3467023418,tabular,9976293,slurm,,132112168.0,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29655507}]",32.0,,37962063.0,1495090878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-18 14:47:34.296501,61346,27974.0
2017-05-17 11:30:39.904600,slurm_multi,1495137988.0,0.0,6.0,main_w3_handler2,3114972,15866573,False,,14860765647,tabular,9966948,slurm,,132111800.0,corral-repl,,1,yes,slurm_multi,"""2ce1fd403af411e7b547005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29646484}]",32.0,,,1495022628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-18 20:06:30.344802,84316,115360.0
2017-05-22 17:05:07.963685,slurm_multi,1495483530.0,0.0,6.0,main_w4_handler2,3122115,15908185,False,,923781612,tabular,10006493,slurm,,132112168.0,corral-repl,,0,no,,"""c39f5b683f1011e7b8f8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29719532}]",32.0,,,1495474037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-22 20:05:31.261105,73233,9493.0
