create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.increment,parameters.ksize,parameters.svg.__current_case__,parameters.svg.gen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-21 16:23:10.489046,slurm_normal,1490113603.0,0,74366631,fasta,1.0,main_w3_handler1,3036274,15356494,False,,9495635.roundup,slurm,,132112168.0,corral-repl,,1,hist,"[{'src': 'hda', 'id': 28862321}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28813195}]","""10""","""7""",0,no,32.0,,36694046,1490113578.0,ok,1023996.0,0,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_check/1.21.0,1.21.0,,2017-03-21 16:26:44.419188,,25.0
