create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.designc.__current_case__,parameters.designc.usedesign,parameters.groups,parameters.iters,parameters.jumble,parameters.label,parameters.otu.values,parameters.subsample.__current_case__,parameters.subsample.usess,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-12 08:32:09.039046,slurm_normal,1513067552.0,0,1.0,main_w4_handler0,3362393,17780912,False,,11849109,slurm,,132112168.0,corral-repl,186885,mothur.shared,,"[""sharedobserved"", ""sharednseqs""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,no,"[""B9TYW01"", ""B9TYW02"", ""B9TYW03"", ""B9TYW04"", ""B9TYW05"", ""B9TYW06"", ""B9TYW07"", ""B9TYW08"", ""B9TYW09"", ""B9TYW10"", ""B9TYW11"", ""B9TYW12"", ""B9TYW13"", ""B9TYW14"", ""B9TYW15"", ""B9TYW16"", ""B9TYW17"", ""B9TYW18"", ""B9TYW19"", ""B9TYW20"", ""B9TYW21"", ""B9TYW22"", ""B9TYW23"", ""B9TYW24"", ""B9TYW25"", ""B9TYW26"", ""B9TYW27"", ""B9TYW28"", ""B9TYW29"", ""B9TYW30"", ""B9TYW31"", ""B9TYW32"", ""B9TYW33"", ""B9TYW34"", ""B9TYW35"", ""B9TYW36"", ""B9TYW37"", ""B9TYW38"", ""B9TYW39"", ""B9TYW40"", ""B9TYW41"", ""B9TYW42"", ""B9TYW43"", ""B9TYW44"", ""B9TYW45"", ""B9TYW46"", ""B9TYW47"", ""B9TYW48"", ""B9TYW49"", ""B9TYW50"", ""B9TYW51"", ""B9TYW52"", ""B9TYW53"", ""B9TYW54"", ""B9TYW55"", ""B9TYW56"", ""B9TYW57"", ""B9TYW58"", ""BD67K26"", ""BD67K28"", ""BD67K29""]","""1000""","""true""","[""0.03""]","[{'src': 'hda', 'id': 32870330}]",1,no,32.0,,42605486,1513067541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_shared/mothur_rarefaction_shared/1.36.1.0,1.36.1.0,,2017-12-12 08:32:35.698595,113456,11.0
