bams,bams1,bams10,bams10_filetype,bams11,bams11_filetype,bams12,bams12_filetype,bams13,bams13_filetype,bams14,bams14_filetype,bams15,bams15_filetype,bams16,bams16_filetype,bams17,bams17_filetype,bams18,bams18_filetype,bams19,bams19_filetype,bams1_filetype,bams2,bams20,bams20_filetype,bams21,bams21_filetype,bams22,bams22_filetype,bams23,bams23_filetype,bams24,bams24_filetype,bams25,bams25_filetype,bams26,bams26_filetype,bams27,bams27_filetype,bams28,bams28_filetype,bams29,bams29_filetype,bams2_filetype,bams3,bams30,bams30_filetype,bams31,bams31_filetype,bams32,bams32_filetype,bams33,bams33_filetype,bams34,bams34_filetype,bams35,bams35_filetype,bams36,bams36_filetype,bams37,bams37_filetype,bams38,bams38_filetype,bams3_filetype,bams4,bams4_filetype,bams5,bams5_filetype,bams6,bams6_filetype,bams7,bams7_filetype,bams8,bams8_filetype,bams9,bams9_filetype,bams_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bams.values,parameters.chromInfo,parameters.dbkey,parameters.duplicate,parameters.failed,parameters.input.values,parameters.overlap,parameters.proper,parameters.q,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
199869036,199869036,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-07-13 17:19:34.232181,slurm_normal,1499966408.0,0,,1.0,main_w4_handler0,3165338,16335687,False,,258707,bed,10401393.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30351599}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30351846}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,39003127,1499966389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-07-13 17:20:11.306026,107928.0,19.0
199869036,199869036,,,,,,,,,,,,,,,,,,,,,bam,132844189.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-07-13 17:05:02.518009,slurm_normal,1499965570.0,0,,1.0,main_w3_handler0,3165338,16335597,False,,258707,bed,10401138.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30351599}, {'src': 'hda', 'id': 30351601}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30351846}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,39003127,1499965537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-07-13 17:06:48.900449,107928.0,33.0
132844189,132844189,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-07-13 17:13:30.860032,slurm_normal,1499966042.0,0,,1.0,main_w4_handler1,3165338,16335643,False,,258707,bed,10401266.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30351601}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30351846}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,39003127,1499966024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-07-13 17:14:03.544503,107928.0,18.0
27801,27801,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-05-30 19:33:57.622180,slurm_normal,1496206424.0,0,,1.0,main_w4_handler0,3131948,15972586,False,,455678,bed,10070440.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29823212}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29822804}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38264049,1496206417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-05-31 05:17:05.201835,105627.0,7.0
1999532011,1999532011,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-07-11 09:53:46.904128,slurm_normal,1499766982.0,0,,1.0,main_w3_handler1,2716612,16308209,False,,1583256,bed,10375847.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30376276}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 30376388}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,39201256,1499766841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-07-11 09:56:24.888885,70907.0,141.0
732979849,732979849,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-05-03 18:19:52.632317,slurm_normal,1493835768.0,0,,1.0,main_w4_handler0,2799745,15738657,False,,24823,bed,9848253.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29454535}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29455199}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37739878,1493835726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-05-03 18:24:15.964238,88896.0,42.0
1621239133,1621239133,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-06-28 10:08:24.689707,slurm_normal,1498644532.0,0,,1.0,main_w3_handler1,3099683,16209336,False,,17261,bed,10285525.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29485852}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 30193408}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38963444,1498644523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-06-28 10:08:55.899059,81351.0,9.0
1092585150,1092585150,,,,,,,,,,,,,,,,,,,,,bam,758280365.0,,,,,,,,,,,,,,,,,,,,,bam,1111272690.0,,,,,,,,,,,,,,,,,,,bam,639581041.0,bam,,,,,,,,,,,bam,2017-04-10 13:22:57.232735,slurm_normal,1491887252.0,0,,1.0,main_w4_handler1,3067103,15540872,False,,212028644,bed,9666169.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29147501}, {'src': 'hda', 'id': 29147502}, {'src': 'hda', 'id': 29147580}, {'src': 'hda', 'id': 29147581}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 29149898}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37184907,1491830827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-11 05:07:33.956927,78444.0,56425.0
1709491102,1709491102,,,,,,,,,,,,,,,,,,,,,bam,1621239133.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-12 13:15:56.468080,slurm_normal,1492003472.0,0,,1.0,main_w4_handler1,3067103,15565252,False,,2023294,bed,9688818.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29186492}, {'src': 'hda', 'id': 29186496}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 29186828}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37291211,1492003001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-12 13:25:02.157641,78444.0,471.0
1616623410,1616623410,,,,,,,,,,,,,,,,,,,,,bam,1716865617.0,,,,,,,,,,,,,,,,,,,,,bam,1533355323.0,,,,,,,,,,,,,,,,,,,bam,882939500.0,bam,1293934152.0,bam,1173231646.0,bam,,,,,,,bam,2017-04-12 19:15:10.389485,slurm_normal,1492024538.0,0,,1.0,main_w4_handler1,2968058,15568096,False,,132,bed,9691456.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28115694}, {'src': 'hda', 'id': 28116612}, {'src': 'hda', 'id': 28116617}, {'src': 'hda', 'id': 28116624}, {'src': 'hda', 'id': 28116641}, {'src': 'hda', 'id': 28116678}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29191646}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,35589446,1492024528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-12 19:15:39.665238,98744.0,10.0
107949,107949,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-13 14:04:56.101206,slurm_normal,1492092358.0,0,,1.0,main_w3_handler0,2759882,15576200,False,,12935,bed,9699173.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28065795}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 29202637}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36303779,1492092353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-13 14:06:02.578746,66990.0,5.0
1124356004,1124356004,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-19 10:47:58.702602,slurm_normal,1492602114.0,0,,1.0,main_w3_handler1,2993377,15623481,False,,13340559,bed,9742401.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29063862}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""false""","[{'src': 'hda', 'id': 28495264}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36171661,1492598895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-19 11:41:57.387978,99994.0,3219.0
