bams,bams1,bams10,bams10_filetype,bams11,bams11_filetype,bams12,bams12_filetype,bams13,bams13_filetype,bams14,bams14_filetype,bams15,bams15_filetype,bams16,bams16_filetype,bams17,bams17_filetype,bams18,bams18_filetype,bams19,bams19_filetype,bams1_filetype,bams2,bams20,bams20_filetype,bams21,bams21_filetype,bams22,bams22_filetype,bams23,bams23_filetype,bams24,bams24_filetype,bams25,bams25_filetype,bams26,bams26_filetype,bams27,bams27_filetype,bams28,bams28_filetype,bams29,bams29_filetype,bams2_filetype,bams3,bams30,bams30_filetype,bams31,bams31_filetype,bams32,bams32_filetype,bams33,bams33_filetype,bams34,bams34_filetype,bams35,bams35_filetype,bams36,bams36_filetype,bams37,bams37_filetype,bams38,bams38_filetype,bams3_filetype,bams4,bams4_filetype,bams5,bams5_filetype,bams6,bams6_filetype,bams7,bams7_filetype,bams8,bams8_filetype,bams9,bams9_filetype,bams_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bams.values,parameters.chromInfo,parameters.dbkey,parameters.duplicate,parameters.failed,parameters.input.values,parameters.overlap,parameters.proper,parameters.q,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
684354002,684354002,,,,,,,,,,,,,,,,,,,,,bam,680462874.0,,,,,,,,,,,,,,,,,,,,,bam,887922762.0,,,,,,,,,,,,,,,,,,,bam,986819691.0,bam,,,,,,,,,,,bam,2017-04-20 18:48:42.495269,slurm_normal,1492715116.0,0,,1.0,main_w4_handler0,3079932,15638427,False,,2633883,bed,9756386.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29297522}, {'src': 'hda', 'id': 29297523}, {'src': 'hda', 'id': 29297529}, {'src': 'hda', 'id': 29297530}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29298173}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36493338,1492714228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-20 19:05:19.721911,33658.0,888.0
684354002,684354002,,,,,,,,,,,,,,,,,,,,,bam,680462874.0,,,,,,,,,,,,,,,,,,,,,bam,887922762.0,,,,,,,,,,,,,,,,,,,bam,986819691.0,bam,,,,,,,,,,,bam,2017-04-21 03:37:25.187647,slurm_normal,1492776325.0,0,,1.0,main_w3_handler0,3079932,15641368,False,,96996334,bed,9759111.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29297522}, {'src': 'hda', 'id': 29297523}, {'src': 'hda', 'id': 29297529}, {'src': 'hda', 'id': 29297530}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29302802}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36493338,1492746920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-21 12:05:27.040342,33658.0,29405.0
1709491102,1709491102,,,,,,,,,,,,,,,,,,,,,bam,1621239133.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-21 12:32:31.034647,slurm_normal,1492778495.0,0,,1.0,main_w3_handler0,3067103,15643999,False,,1542743,bed,9761276.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29186492}, {'src': 'hda', 'id': 29186496}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 29307817}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37475888,1492777978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-21 12:41:38.280925,78444.0,517.0
17107717323,17107717323,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-21 14:44:46.884750,slurm_normal,1492816076.0,0,,1.0,main_w3_handler1,3079106,15644832,False,,219797539,bed,9762184.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29290228}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29308975}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37478621,1492786112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-21 23:07:59.439307,99849.0,29964.0
17107717323,17107717323,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-21 11:17:16.665385,slurm_normal,1492870404.0,0,,1.0,main_w4_handler0,3079106,15643377,False,,343926134,bed,9760887.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29290228}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29306416}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37472856,1492773880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-22 14:14:12.208503,99849.0,96524.0
684354002,684354002,,,,,,,,,,,,,,,,,,,,,bam,680462874.0,,,,,,,,,,,,,,,,,,,,,bam,1100524148.0,,,,,,,,,,,,,,,,,,,bam,749141386.0,bam,1445066547.0,bam,1977184019.0,bam,887922762.0,bam,986819691.0,bam,,,bam,2017-04-24 01:47:58.755900,slurm_normal,1493000789.0,0,,1.0,main_w4_handler0,3079932,15657444,False,,3734112,bed,9773841.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29297522}, {'src': 'hda', 'id': 29297523}, {'src': 'hda', 'id': 29297525}, {'src': 'hda', 'id': 29297526}, {'src': 'hda', 'id': 29297527}, {'src': 'hda', 'id': 29297528}, {'src': 'hda', 'id': 29297529}, {'src': 'hda', 'id': 29297530}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29328761}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36493338,1492998488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-24 02:26:31.812754,33658.0,2301.0
237810634,237810634,,,,,,,,,,,,,,,,,,,,,bam,234991715.0,,,,,,,,,,,,,,,,,,,,,bam,250664658.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,bam,2017-04-24 18:29:56.309354,slurm_normal,1493058626.0,0,,1.0,main_w3_handler1,2808912,15665259,False,,1849,bed,9781024.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 26341396}, {'src': 'hda', 'id': 26342247}, {'src': 'hda', 'id': 26342251}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29341080}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37531630,1493058611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-24 18:30:27.880707,89381.0,15.0
237810634,237810634,,,,,,,,,,,,,,,,,,,,,bam,234991715.0,,,,,,,,,,,,,,,,,,,,,bam,250664658.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,bam,2017-04-24 18:29:55.156447,slurm_normal,1493058630.0,0,,1.0,main_w3_handler1,2808912,15665258,False,,36357,bed,9781023.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 26341396}, {'src': 'hda', 'id': 26342247}, {'src': 'hda', 'id': 26342251}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29341079}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37531630,1493058611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-24 18:30:34.217580,89381.0,19.0
14146237269,14146237269,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-25 07:41:06.378918,slurm_normal,1493136076.0,0,,1.0,main_w3_handler0,3079106,15669734,False,,234932976,bed,9785488.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29337252}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29308976}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37527087,1493106077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-25 16:01:41.245650,99849.0,29999.0
1821413623,1821413623,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-06-07 18:36:34.505492,slurm_normal,1496860678.0,0,,1.0,main_w3_handler0,2169286,16043878,False,,183006,bed,10133656.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29827456}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 29911907}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38477184,1496860608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-06-07 18:38:02.034734,56227.0,70.0
1709491102,1709491102,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-06-28 10:07:05.628952,slurm_normal,1498644452.0,0,,1.0,main_w3_handler0,3099683,16209323,False,,13820,bed,10285510.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29485854}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 30193384}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38963444,1498644445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-06-28 10:07:34.936277,81351.0,7.0
8232950483,8232950483,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-06-28 10:07:46.431777,slurm_normal,1498644506.0,0,,1.0,main_w3_handler1,3099683,16209329,False,,46290,bed,10285516.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29485451}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 30193394}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38963444,1498644486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-06-28 10:08:27.755297,81351.0,20.0
3311355296,3311355296,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-06-28 10:07:25.791345,slurm_normal,1498644532.0,0,,1.0,main_w4_handler0,3099683,16209324,False,,277610,bed,10285511.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29485461}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 30193386}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38963444,1498644464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-06-28 10:08:56.062824,81351.0,68.0
1621239133,1621239133,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-06-28 10:08:05.135972,slurm_normal,1498644533.0,0,,1.0,main_w4_handler0,3099683,16209332,False,,113980,bed,10285518.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29485852}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 30193400}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,38963444,1498644501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-06-28 10:08:57.162360,81351.0,32.0
13278934295,13278934295,,,,,,,,,,,,,,,,,,,,,bam,10780502668.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-04-25 09:25:38.021908,slurm_normal,1493167540.0,0,,1.0,main_w3_handler1,3085766,15670599,False,,212028644,bed,9786236.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29349657}, {'src': 'hda', 'id': 29349665}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 29349749}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37540027,1493112571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-26 00:45:43.839775,68293.0,54969.0
1751341032,1751341032,,,,,,,,,,,,,,,,,,,,,bam,1770307336.0,,,,,,,,,,,,,,,,,,,,,bam,1755182199.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,bam,2017-04-26 09:36:10.177372,slurm_normal,1493199394.0,0,,1.0,main_w3_handler0,2932103,15679704,False,,146,bed,9794385.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 27671128}, {'src': 'hda', 'id': 27671130}, {'src': 'hda', 'id': 27671131}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29364078}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37569348,1493199387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-26 09:36:37.070011,96983.0,7.0
1756649857,1756649857,,,,,,,,,,,,,,,,,,,,,bam,1804963615.0,,,,,,,,,,,,,,,,,,,,,bam,1816576495.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,bam,2017-04-26 10:12:02.779292,slurm_normal,1493201539.0,0,,1.0,main_w4_handler1,2932103,15679891,False,,146,bed,9794539.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 27671132}, {'src': 'hda', 'id': 27671134}, {'src': 'hda', 'id': 27671151}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 29364078}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,37569348,1493201532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.26.0.0,2.26.0.0,,2017-04-26 10:12:20.953715,96983.0,7.0
