chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.condition,parameters.dbkey,parameters.description,parameters.filter,parameters.input,parameters.input.values,parameters.tag,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-10-25 21:00:55.932601,slurm_normal,1445806881.0,255,,1.0,main_w1_handler1,2481937,10727147,False,,1275138,vcf,4988788.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""hg38""","""""","""""",21737627,,"""TYPE = SNP""",32.0,,25669573.0,1445806876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-10-25 21:01:22.894262,71150.0,5.0
,,2015-09-20 10:36:06.004702,slurm_normal,1442745396.0,255,,1.0,main_w1_handler2,2444480,10364283,False,,664170,vcf,4646107.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""QUAL > 40.0""","""hg19""","""QUAL greater than 40.0""","""q40""",21173453,,"""q40""",32.0,,25189340.0,1442745381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-20 10:36:38.409718,69285.0,15.0
,,2015-09-20 10:41:35.566186,slurm_normal,1442745720.0,255,,1.0,main_w2_handler0,2444480,10364295,False,,664170,vcf,4646124.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""-f \""QUAL > 40.0\""""","""hg19""","""QUAL greater than 40.0""","""q40""",21173453,,"""q40""",32.0,,25189340.0,1442745716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-20 10:42:02.713812,69285.0,4.0
,,2015-08-18 09:01:14.005646,slurm_normal,1439888889.0,255,,1.0,main_w1_handler1,2411367,10139952,False,,260779,vcf,4410868.roundup,slurm,,132112168.0,corral-repl,,"""a965090c458711e5a8ba005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= ${allele_freq}""","""hg19""","""MinAF [${allele_freq}]""","""MinAF""",20809450,,"""FORMAT/FREQ""",32.0,,24254688.0,1439888885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 09:08:13.528024,66576.0,4.0
,,2015-08-18 09:15:29.636450,slurm_normal,1439889372.0,0,,1.0,main_w1_handler0,2411367,10139987,False,,260779,vcf,4410896.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.02""","""hg19""","""MinAF [0.02]""","""MinAF""",20809450,,"""FORMAT/FREQ""",32.0,,24254688.0,1439889368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 09:16:15.791331,66576.0,4.0
,,2015-08-18 11:18:17.222740,slurm_normal,1439897175.0,0,,1.0,main_w1_handler0,2411403,10140376,False,,33745,vcf,4411281.roundup,slurm,,132112168.0,corral-repl,,"""ce3d6f86459a11e5b93a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.01""","""hg19""","""MinAF [0.01]""","""MinAF""",20810108,,"""FORMAT/FREQ""",32.0,,24254688.0,1439897171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 11:26:17.586282,66576.0,4.0
,,2015-08-18 09:19:09.547686,slurm_normal,1439889933.0,0,,1.0,main_w1_handler1,2411387,10140003,False,,329318,vcf,4410916.roundup,slurm,,132112168.0,corral-repl,,"""260b3678458a11e5bda7005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.05""","""hg19""","""MinAF [0.05]""","""MinAF""",20809536,,"""FORMAT/FREQ""",32.0,,24254688.0,1439889928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 09:25:41.656953,66576.0,5.0
,,2015-08-18 09:57:52.399511,slurm_normal,1439892400.0,0,,1.0,main_w1_handler0,2411403,10140083,False,,21180,vcf,4411024.roundup,slurm,,132112168.0,corral-repl,,"""9017897c458f11e59cfe005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.01""","""hg19""","""MinAF [0.01]""","""MinAF""",20809647,,"""FORMAT/FREQ""",32.0,,24254688.0,1439892396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 10:06:44.576944,66576.0,4.0
,,2015-08-18 11:06:16.283038,slurm_normal,1439896368.0,0,,1.0,main_w2_handler1,2411403,10140325,False,,60300,vcf,4411237.roundup,slurm,,132112168.0,corral-repl,,"""1a08e85c459911e5b516005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.01""","""hg19""","""MinAF [0.01]""","""MinAF""",20810023,,"""FORMAT/FREQ""",32.0,,24254688.0,1439896362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 11:12:53.179332,66576.0,6.0
,,2015-08-18 11:33:03.815007,slurm_normal,1439897988.0,0,,1.0,main_w1_handler1,2411403,10140443,False,,44734,vcf,4411333.roundup,slurm,,132112168.0,corral-repl,,"""d9935a4c459c11e5b907005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.01""","""hg19""","""MinAF [0.01]""","""MinAF""",20810202,,"""FORMAT/FREQ""",32.0,,24254688.0,1439897984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 11:39:50.328499,66576.0,4.0
,,2015-08-18 16:52:07.252645,slurm_normal,1439916771.0,255,,1.0,main_w1_handler0,2411717,10142640,False,,1597274,vcf,4413376.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""","""""",20812811,,"""""",32.0,,24678273.0,1439916764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 16:52:55.943876,67753.0,7.0
,,2015-08-18 23:49:12.282020,slurm_normal,1439941795.0,255,,1.0,main_w1_handler2,2412042,10144824,False,,1501759,vcf,4415711.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""only include sites where the chance of a false positive call is 1 in 10,000 or better according to the VCF qual field""","""?""","""""","""Filter False Positives""",20816394,,"""Filter False Positives""",32.0,,24737292.0,1439941790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-18 23:49:57.067700,67917.0,5.0
,,2015-08-19 06:45:24.189906,slurm_normal,1439967205.0,0,,1.0,main_w1_handler0,2412305,10146792,False,,51201,vcf,4417527.roundup,slurm,,132112168.0,corral-repl,,"""d8870a08463d11e5a295005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= 0.01""","""hg19""","""MinAF [0.01]""","""MinAF""",20819616,,"""FORMAT/FREQ""",32.0,,24254688.0,1439967201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-19 06:53:30.993188,66576.0,4.0
,,2015-09-19 19:03:09.687632,slurm_normal,1442689421.0,255,,1.0,main_w2_handler1,2388541,10361159,False,,35713,vcf,4643102.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",20559977,,"""TESTING VARIAT ANNOTATION""",32.0,,25282408.0,1442689413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-19 19:03:45.583599,66085.0,8.0
,,2015-12-09 18:39:43.651502,slurm_normal,1449708999.0,255,,1.0,main_w1_handler1,2503312,11131100,False,,25776351,vcf,5402788.roundup,slurm,,132112168.0,corral-repl,,"""2ebc9c949ea411e59359005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",""">= ${allele_freq}""","""hg19""","""MinAF [${allele_freq}]""","""MinAF""",22371204,,"""FORMAT/FREQ""",32.0,,26705677.0,1449708995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-12-10 00:56:40.993952,73211.0,4.0
,,2015-08-21 17:08:02.864021,slurm_normal,1440176906.0,255,,1.0,main_w1_handler0,1951552,10166437,False,,68527684,vcf,4435121.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""","""""",20850978,,"""""",32.0,,24776176.0,1440176900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-21 17:08:28.939117,19592.0,6.0
,,2015-08-22 11:27:08.672514,slurm_normal,1440242849.0,255,,1.0,main_w1_handler1,2415251,10171843,False,,1335738,vcf,4441361.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""=snp""","""hg38""","""real type""","""TYPE""",20861143,,"""REALTYPE""",32.0,,24786024.0,1440242843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-22 11:27:32.294334,68049.0,6.0
,,2015-08-22 19:39:42.874667,slurm_normal,1440272422.0,255,,1.0,main_w1_handler2,2415628,10173480,False,,633644,vcf,4443309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",""">=40""","""hg19""","""""","""QUAL""",20862693,,"""""",32.0,,24529498.0,1440272404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-22 19:40:22.887535,67450.0,18.0
,,2015-08-22 19:50:19.026909,slurm_normal,1440273050.0,255,,1.0,main_w2_handler1,2415396,10173512,False,,15225,vcf,4443345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",20864260,,"""""",32.0,,24762191.0,1440273045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-22 19:50:53.309588,67996.0,5.0
,,2015-08-22 19:50:17.796914,slurm_normal,1440273039.0,255,,1.0,main_w1_handler2,2415396,10173511,False,,13416,vcf,4443343.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",20864259,,"""""",32.0,,24762191.0,1440273034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-22 19:50:41.192693,67996.0,5.0
,,2015-08-22 19:50:17.226133,slurm_normal,1440273043.0,255,,1.0,main_w1_handler0,2415396,10173510,False,,14730,vcf,4443344.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",20864258,,"""""",32.0,,24762191.0,1440273039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-22 19:50:44.061658,67996.0,4.0
,,2015-08-23 16:54:47.227928,slurm_normal,1440348918.0,255,,1.0,main_w1_handler0,2416055,10180402,False,,1682025,vcf,4449990.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""","""""",20872694,,"""""",32.0,,24779670.0,1440348914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-23 16:55:22.179783,68044.0,4.0
,,2015-08-23 19:02:00.015334,slurm_normal,1440356546.0,255,,1.0,main_w2_handler1,2415952,10181589,False,Job output deleted by user before job completed.,1008078,vcf,4451302.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",20875616,,"""""",32.0,,24800657.0,1440356542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-23 19:02:29.824561,67875.0,4.0
,,2015-10-25 23:23:05.923880,slurm_normal,1445815405.0,255,,1.0,main_w1_handler0,2484690,10728454,False,,1424037,vcf,4990062.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""hg38""","""""","""""",21740454,,"""""",32.0,,25670152.0,1445815402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-10-25 23:23:28.322045,71037.0,3.0
,,2015-10-25 23:29:02.037572,slurm_normal,1445815766.0,255,,1.0,main_w2_handler1,2478677,10728485,False,,185656022,vcf,4990092.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""hg38""","""""","""""",21740466,,"""""",32.0,,25797914.0,1445815762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-10-25 23:29:28.218872,71592.0,4.0
,,2015-10-25 23:29:01.216014,slurm_normal,1445815769.0,255,,1.0,main_w1_handler0,2478677,10728484,False,,180352233,vcf,4990093.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""hg38""","""""","""""",21740465,,"""""",32.0,,25797914.0,1445815765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-10-25 23:29:31.423697,71592.0,4.0
,,2015-09-21 15:57:16.649934,slurm_normal,1442851066.0,255,,1.0,main_w1_handler2,2446374,10374231,False,,564318428,vcf,4655225.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""","""""",21195890,,"""""",32.0,,25305591.0,1442851057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-21 15:57:51.814337,,9.0
,,2015-08-28 03:53:02.071880,slurm_normal,1440734008.0,255,,1.0,main_w2_handler0,2363180,10214424,False,,311295,vcf,4484713.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""","""""",20932372,,"""VP13_0064""",32.0,,23966212.0,1440734004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-28 03:53:30.971223,,4.0
,,2015-08-30 12:35:15.591478,slurm_normal,1440938143.0,255,,1.0,main_w1_handler0,2423437,10225271,False,,652974,vcf,4497413.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""hg38""","""FATHER""","""""",20954995,,"""FATHER""",32.0,,24918700.0,1440938138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-30 12:35:45.132453,68049.0,5.0
,,2015-08-30 12:36:28.080419,slurm_normal,1440938222.0,255,,1.0,main_w2_handler1,2423437,10225272,False,,652974,vcf,4497414.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""hg38""","""""","""""",20954995,,"""""",32.0,,24918700.0,1440938214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-08-30 12:37:04.313001,68049.0,8.0
,,2015-09-22 09:31:58.670032,slurm_normal,1442914342.0,255,,1.0,main_w1_handler0,2446344,10380368,False,,204923,vcf,4661665.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205340,,"""""",32.0,,25111037.0,1442914338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:32:24.654226,69005.0,4.0
,,2015-09-22 09:32:00.775997,slurm_normal,1442914342.0,255,,1.0,main_w1_handler0,2446344,10380369,False,,204094,vcf,4661666.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205341,,"""""",32.0,,25111037.0,1442914338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:32:25.078679,69005.0,4.0
,,2015-09-22 09:32:05.313346,slurm_normal,1442914345.0,255,,1.0,main_w2_handler0,2446344,10380373,False,,198214,vcf,4661667.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205344,,"""""",32.0,,25111037.0,1442914341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:32:26.814842,69005.0,4.0
,,2015-09-22 09:32:03.864234,slurm_normal,1442914358.0,255,,1.0,main_w1_handler0,2446344,10380371,False,,161415,vcf,4661669.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205343,,"""""",32.0,,25111037.0,1442914355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:32:42.294964,69005.0,3.0
,,2015-09-22 09:32:01.974374,slurm_normal,1442914361.0,255,,1.0,main_w1_handler1,2446344,10380370,False,,175266,vcf,4661670.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205342,,"""""",32.0,,25111037.0,1442914358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:32:43.283422,69005.0,3.0
,,2015-09-22 09:32:06.249925,slurm_normal,1442914373.0,255,,1.0,main_w1_handler1,2446344,10380374,False,,188575,vcf,4661672.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205346,,"""""",32.0,,25111037.0,1442914369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:32:54.587782,69005.0,4.0
,,2015-09-22 09:40:17.895947,slurm_normal,1442914844.0,255,,1.0,main_w2_handler1,2446344,10380429,False,,204923,vcf,4661734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205340,,"""""",32.0,,25111037.0,1442914837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:40:46.211105,69005.0,7.0
,,2015-09-22 09:40:21.839911,slurm_normal,1442914847.0,255,,1.0,main_w1_handler1,2446344,10380431,False,,175266,vcf,4661735.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205342,,"""""",32.0,,25111037.0,1442914842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:40:49.385079,69005.0,5.0
,,2015-09-22 09:40:19.986357,slurm_normal,1442914853.0,255,,1.0,main_w1_handler0,2446344,10380430,False,,204094,vcf,4661736.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205341,,"""""",32.0,,25111037.0,1442914845.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:40:55.902869,69005.0,8.0
,,2015-09-22 09:40:23.799803,slurm_normal,1442914866.0,255,,1.0,main_w2_handler1,2446344,10380432,False,,161415,vcf,4661738.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205343,,"""""",32.0,,25111037.0,1442914862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:41:08.468923,69005.0,4.0
,,2015-09-22 09:40:25.388341,slurm_normal,1442914866.0,255,,1.0,main_w1_handler0,2446344,10380434,False,,188575,vcf,4661737.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205346,,"""""",32.0,,25111037.0,1442914859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:41:09.292868,69005.0,7.0
,,2015-09-22 09:40:24.635884,slurm_normal,1442914878.0,255,,1.0,main_w2_handler1,2446344,10380433,False,,198214,vcf,4661739.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""Variant allele frequency""","""""",21205344,,"""""",32.0,,25111037.0,1442914873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 09:41:19.736031,69005.0,5.0
,,2015-09-22 10:25:53.385400,slurm_normal,1442917585.0,255,,1.0,main_w1_handler0,2446344,10380767,False,,198214,vcf,4661946.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1 in 10 000""","""hg19""","""Variant allele frequency""","""""",21205344,,"""Variant filter file""",32.0,,25111037.0,1442917581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 10:26:27.892595,69005.0,4.0
,,2015-09-22 10:25:54.006984,slurm_normal,1442917613.0,255,,1.0,main_w2_handler1,2446344,10380768,False,Job output deleted by user before job completed.,188575,vcf,4661956.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1 in 10 000""","""hg19""","""Variant allele frequency""","""""",21205346,,"""Variant filter file""",32.0,,25111037.0,1442917609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 10:27:58.323047,69005.0,4.0
,,2015-09-04 13:52:29.961492,slurm_normal,1441374919.0,255,,1.0,main_w2_handler0,2428543,10259485,False,,2173,vcf,4546751.roundup,slurm,,132112168.0,corral-repl,,"""289055d8530c11e5ae93005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",""">= ${allele_freq}""","""?""","""MinAF [${allele_freq}]""","""MinAF""",21008982,,"""FORMAT/FREQ""",32.0,,25014917.0,1441374907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-04 13:55:20.806642,54629.0,12.0
,,2015-09-22 12:17:37.883074,slurm_normal,1442924276.0,255,,1.0,main_w1_handler1,2446344,10381227,False,,161415,vcf,4662469.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",21205343,,"""""",32.0,,25111037.0,1442924272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 12:17:58.113703,69005.0,4.0
,,2015-09-22 12:17:32.234161,slurm_normal,1442924281.0,255,,1.0,main_w1_handler0,2446344,10381224,False,,204923,vcf,4662470.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",21205340,,"""""",32.0,,25111037.0,1442924276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 12:18:02.524868,69005.0,5.0
,,2015-09-22 12:17:41.750496,slurm_normal,1442924283.0,255,,1.0,main_w2_handler1,2446344,10381229,False,,188575,vcf,4662471.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",21205346,,"""""",32.0,,25111037.0,1442924278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 12:18:04.963773,69005.0,5.0
,,2015-09-22 12:17:35.841294,slurm_normal,1442924283.0,255,,1.0,main_w2_handler0,2446344,10381226,False,,175266,vcf,4662472.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",21205342,,"""""",32.0,,25111037.0,1442924279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 12:18:05.294286,69005.0,4.0
,,2015-09-22 12:17:40.799581,slurm_normal,1442924290.0,255,,1.0,main_w1_handler1,2446344,10381228,False,,198214,vcf,4662473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",21205344,,"""""",32.0,,25111037.0,1442924286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 12:18:11.129716,69005.0,4.0
,,2015-09-22 12:17:32.907416,slurm_normal,1442924299.0,255,,1.0,main_w1_handler2,2446344,10381225,False,,204094,vcf,4662476.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""","""""",21205341,,"""""",32.0,,25111037.0,1442924295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-22 12:18:22.294316,69005.0,4.0
,,2015-09-02 13:34:43.015000,slurm_normal,1441200903.0,255,,1.0,main_w1_handler2,2426091,10244005,False,,93730628,vcf,4528170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""""","""hg19Patch2""","""""","""""",20985188,,"""Fichier Lille L1302547 analyse du vcf """,32.0,,24981075.0,1441200899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_annotate/vcftools_annotate/0.1,0.1,,2015-09-02 13:35:04.215550,,4.0
