create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,input_header,input_header_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,parameters.input_header.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-24 18:52:05.104055,slurm_normal,1508871190.0,0,,1.0,main_w4_handler0,3267533,17201534,False,,196780960,bam,196779927,bam,11260933,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828920}]","[{'src': 'hda', 'id': 31828967}]",32.0,,40891194.0,1508871178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:53:14.296425,112332.0,12.0
2017-10-24 18:52:01.878416,slurm_normal,1508871238.0,0,,1.0,main_w4_handler1,3267533,17201524,False,,179581167,bam,179580122,bam,11260947,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828884}]","[{'src': 'hda', 'id': 31828957}]",32.0,,40891194.0,1508871229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:54:11.442480,112332.0,9.0
2017-10-24 18:52:05.725178,slurm_normal,1508871227.0,0,,1.0,main_w3_handler1,3267533,17201537,False,,359722809,bam,359721782,bam,11260939,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828926}]","[{'src': 'hda', 'id': 31828969}]",32.0,,40891194.0,1508871198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:53:51.832745,112332.0,29.0
2017-10-24 18:52:02.177191,slurm_normal,1508871146.0,0,,1.0,main_w3_handler0,3267533,17201525,False,,294725121,bam,294724078,bam,11260915,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828887}]","[{'src': 'hda', 'id': 31828958}]",32.0,,40891194.0,1508871133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:52:31.575103,112332.0,13.0
2017-10-24 18:52:00.735050,slurm_normal,1508871148.0,0,,1.0,main_w3_handler1,3267533,17201520,False,,218060464,bam,218059397,bam,11260916,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828872}]","[{'src': 'hda', 'id': 31828953}]",32.0,,40891194.0,1508871136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:52:34.347733,112332.0,12.0
2017-10-24 18:52:01.594956,slurm_normal,1508871143.0,0,,1.0,main_w3_handler0,3267533,17201523,False,,208084108,bam,208083057,bam,11260913,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828879}]","[{'src': 'hda', 'id': 31828956}]",32.0,,40891194.0,1508871133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:52:27.318441,112332.0,10.0
2017-10-24 18:52:03.089273,slurm_normal,1508871168.0,0,,1.0,main_w3_handler1,3267533,17201528,False,,237826586,bam,237825538,bam,11260922,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828893}]","[{'src': 'hda', 'id': 31828961}]",32.0,,40891194.0,1508871154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:52:52.527958,112332.0,14.0
2017-10-24 18:52:04.814169,slurm_normal,1508871204.0,0,,1.0,main_w3_handler0,3267533,17201533,False,,186749842,bam,186748796,bam,11260937,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828918}]","[{'src': 'hda', 'id': 31828966}]",32.0,,40891194.0,1508871194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:53:26.768305,112332.0,10.0
2017-10-24 18:52:02.772614,slurm_normal,1508871144.0,0,,1.0,main_w4_handler0,3267533,17201527,False,,210517563,bam,210516536,bam,11260914,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828892}]","[{'src': 'hda', 'id': 31828960}]",32.0,,40891194.0,1508871133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:52:31.527582,112332.0,11.0
2017-10-24 18:52:03.465549,slurm_normal,1508871212.0,0,,1.0,main_w4_handler0,3267533,17201529,False,,262753689,bam,262752636,bam,11260941,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31828896}]","[{'src': 'hda', 'id': 31828962}]",32.0,,40891194.0,1508871200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_reheader/samtools_reheader/2.0.1,2.0.1,,2017-10-24 18:53:36.872657,112332.0,12.0
