chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.conditions,parameters.dbkey,parameters.input_bam,parameters.input_bam.values,parameters.input_bam|__identifier__,parameters.rule_configuration.__current_case__,parameters.rule_configuration.rules_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-03 12:46:51.795455,slurm_normal,1496494040.0,0,,1.0,main_w3_handler1,3138544,16005002,False,,25952898,bam,10098685.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""mapQuality"", ""bam_property_value"": "">=40"", ""__current_case__"": 14}}]}]","""hg19""",,"[{'src': 'hda', 'id': 29875088}]",,0,false,32.0,,38369784.0,1496494022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-03 12:47:23.436550,106310.0,18.0
,,2017-06-03 13:16:06.758086,slurm_normal,1496495800.0,0,,1.0,main_w4_handler1,3138544,16005056,False,,25952898,bam,10098739.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""mapQuality"", ""bam_property_value"": "">=40"", ""__current_case__"": 14}}]}]","""hg19""",,"[{'src': 'hda', 'id': 29875088}]",,0,false,32.0,,38369784.0,1496495782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-03 13:16:45.006952,106310.0,18.0
,,2017-06-03 15:01:21.387896,slurm_normal,1496502112.0,0,,1.0,main_w4_handler1,3138583,16005432,False,,13868475,bam,10099091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""mapQuality"", ""bam_property_value"": ""\"">=40\"""", ""__current_case__"": 14}}]}]","""hg19""",,"[{'src': 'hda', 'id': 29876363}]",,0,false,32.0,,38418206.0,1496502100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-03 15:02:01.523922,106310.0,12.0
,,2017-06-26 19:40:45.491791,slurm_normal,1498506750.0,0,,1.0,main_w3_handler1,3170906,16191547,False,,2727727666,bam,10267563.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""tag"", ""bam_property_value"": ""NM:<3"", ""__current_case__"": 21}}]}]","""?""",,"[{'src': 'hda', 'id': 30152303}]",,0,false,32.0,,38910658.0,1498506294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-26 19:52:40.412778,106999.0,456.0
,,2017-06-03 22:34:29.477723,slurm_normal,1496529305.0,0,,1.0,main_w4_handler0,3138952,16006682,False,,33915336,bam,10100236.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""mapQuality"", ""bam_property_value"": "">=20"", ""__current_case__"": 14}}, {""__index__"": 1, ""bam_property"": {""bam_property_selector"": ""isProperPair"", ""bam_property_value"": ""true"", ""__current_case__"": 11}}]}]","""hg19""",,"[{'src': 'hda', 'id': 29879034}]",,0,false,32.0,,38419120.0,1496529284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-03 22:35:10.281681,105373.0,21.0
,,2017-06-03 23:59:56.551357,slurm_normal,1496534415.0,0,,1.0,main_w4_handler1,3139057,16006946,False,,33948630,bam,10100394.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""mapQuality"", ""bam_property_value"": ""20"", ""__current_case__"": 14}}, {""__index__"": 1, ""bam_property"": {""bam_property_selector"": ""isProperPair"", ""bam_property_value"": ""true"", ""__current_case__"": 11}}]}]","""hg19""",,"[{'src': 'hda', 'id': 29879413}]",,0,false,32.0,,38423216.0,1496534408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 00:00:17.095567,105598.0,7.0
,,2017-06-04 01:05:14.930347,slurm_normal,1496538354.0,0,,1.0,main_w3_handler0,3139032,16007045,False,,5130739,bam,10100565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*H*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879759}]",,0,false,32.0,,38328538.0,1496538348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:05:56.250286,98683.0,6.0
,,2017-06-04 01:12:44.018862,slurm_normal,1496538784.0,0,,1.0,main_w4_handler0,3139032,16007060,False,,192647,bam,10100581.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*I*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879758}]",,0,false,32.0,,38328538.0,1496538779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:13:05.962840,98683.0,5.0
,,2017-06-04 01:05:16.723149,slurm_normal,1496538357.0,0,,1.0,main_w4_handler0,3139032,16007049,False,,5817325,bam,10100568.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*H*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879765}]",,0,false,32.0,,38328538.0,1496538352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:05:59.508197,98683.0,5.0
,,2017-06-04 01:05:14.026884,slurm_normal,1496538352.0,0,,1.0,main_w4_handler1,3139032,16007043,False,,5968434,bam,10100566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*H*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879756}]",,0,false,32.0,,38328538.0,1496538348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:05:57.419594,98683.0,4.0
,,2017-06-04 01:05:15.979721,slurm_normal,1496538354.0,0,,1.0,main_w4_handler1,3139032,16007047,False,,7154926,bam,10100567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*H*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879762}]",,0,false,32.0,,38328538.0,1496538350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:05:57.674735,98683.0,4.0
,,2017-06-04 01:12:44.705420,slurm_normal,1496538780.0,0,,1.0,main_w4_handler1,3139032,16007062,False,,6424,bam,10100578.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*I*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879761}]",,0,false,32.0,,38328538.0,1496538774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:13:02.335873,98683.0,6.0
,,2017-06-04 01:12:45.685564,slurm_normal,1496538783.0,0,,1.0,main_w3_handler0,3139032,16007064,False,,5612,bam,10100580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*I*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879767}]",,0,false,32.0,,38328538.0,1496538777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:13:04.942372,98683.0,6.0
,,2017-06-04 01:12:45.238623,slurm_normal,1496538783.0,0,,1.0,main_w3_handler0,3139032,16007063,False,,137220,bam,10100579.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""cigar"", ""bam_property_value"": ""*I*"", ""__current_case__"": 1}}]}]","""?""",,"[{'src': 'hda', 'id': 29879764}]",,0,false,32.0,,38328538.0,1496538777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-04 01:13:06.477550,98683.0,6.0
,,2017-06-03 17:17:08.059293,slurm_normal,1496510261.0,0,,1.0,main_w3_handler0,3131243,16005727,False,,33914910,bam,10099380.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""filters"": [{""__index__"": 0, ""bam_property"": {""bam_property_selector"": ""mapQuality"", ""bam_property_value"": "">=20"", ""__current_case__"": 14}}, {""__index__"": 1, ""bam_property"": {""bam_property_selector"": ""isProperPair"", ""bam_property_value"": ""true"", ""__current_case__"": 11}}]}]","""hg19""",,"[{'src': 'hda', 'id': 29877080}]",,0,false,32.0,,38419120.0,1496510240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/2.4.1,2.4.1,,2017-06-03 17:17:43.606154,105373.0,21.0
