create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.genome.__current_case__,parameters.genome.genome_choose,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-19 15:06:16.642642,slurm_normal,1497884798.0,0,,1.0,main_w3_handler0,3044553,16133031,False,,1217481,bed,4426449,bed,10212759.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911912}]","[{'src': 'hda', 'id': 30065926}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497884793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:06:40.292393,5424.0,5.0
2017-06-19 15:06:14.163525,slurm_normal,1497884806.0,0,,1.0,main_w4_handler0,3044553,16133025,False,,11261590,bed,4426449,bed,10212762.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911907}]","[{'src': 'hda', 'id': 30065926}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497884798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:06:53.622559,5424.0,8.0
2017-06-19 15:35:30.892556,slurm_normal,1497886562.0,0,,1.0,main_w3_handler1,3044553,16133409,False,,10236611,bed,5043188,bed,10213068.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911906}]","[{'src': 'hda', 'id': 30081730}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497886553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:36:04.865931,5424.0,9.0
2017-06-19 15:35:32.087811,slurm_normal,1497886571.0,0,,1.0,main_w3_handler1,3044553,16133412,False,,1440828,bed,5043188,bed,10213074.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911909}]","[{'src': 'hda', 'id': 30081730}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497886565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:36:16.870260,5424.0,6.0
2017-06-19 15:35:32.591147,slurm_normal,1497886586.0,0,,1.0,main_w3_handler1,3044553,16133413,False,Job output deleted by user before job completed.,10463232,bed,5043188,bed,10213082.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911910}]","[{'src': 'hda', 'id': 30081730}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497886578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:36:30.348489,5424.0,8.0
2017-06-19 15:37:32.557578,slurm_normal,1497886689.0,0,,1.0,main_w3_handler1,3044553,16133434,False,,11261590,bed,5043188,bed,10213105.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911907}]","[{'src': 'hda', 'id': 30081730}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497886680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:38:24.494222,5424.0,9.0
2017-06-19 15:37:32.058601,slurm_normal,1497886689.0,0,,1.0,main_w3_handler1,3044553,16133433,False,,10236611,bed,5043188,bed,10213104.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911906}]","[{'src': 'hda', 'id': 30081730}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497886680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:38:22.244549,5424.0,9.0
2017-06-19 15:35:31.292996,slurm_normal,1497886565.0,0,,1.0,main_w4_handler1,3044553,16133410,False,,11261590,bed,5043188,bed,10213069.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""4""}]","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",1,false,"""false""","[{'src': 'hda', 'id': 28911907}]","[{'src': 'hda', 'id': 30081730}]","""1e-09""","""false""","""false""","""-s""",32.0,,38661379,1497886553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-06-19 15:36:07.904042,5424.0,12.0
2017-05-30 00:41:04.941685,slurm_normal,1496104881.0,0,,1.0,main_w3_handler1,3041826,15963820,False,,182704,bed,39665540,bed,10060615.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",1,false,"""false""","[{'src': 'hda', 'id': 29810605}]","[{'src': 'hda', 'id': 29810337}]","""1e-09""","""false""","""false""","""""",32.0,,37979547,1496104876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-05-30 00:41:25.476560,83591.0,5.0
2017-05-30 00:18:29.876292,slurm_normal,1496103523.0,0,,1.0,main_w4_handler0,3041826,15963758,False,,182704,bed,39665540,bed,10060567.roundup,slurm,,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",1,false,"""false""","[{'src': 'hda', 'id': 29810605}]","[{'src': 'hda', 'id': 29810337}]","""1e-09""","""false""","""false""","""""",32.0,,37979547,1496103518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,2.26.0.0,,2017-05-30 00:18:48.399874,83591.0,5.0
