create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-02 00:51:20.981968,slurm_normal,1506905767.0,0,,1.0,1405,tabular,main_w4_handler0,3171019,16982204,False,,1499415260,bed,11049415.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30251055}]","[{'src': 'hda', 'id': 31495493}]","""255""",32.0,,40681719,1506905484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-10-02 00:56:08.665321,84314.0,283.0
2017-08-31 17:33:15.301040,slurm_normal,1504200892.0,0,,1.0,48353,bed,main_w3_handler0,2944470,16705323,False,,48353,bed,10778074.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 31023822}]","[{'src': 'hda', 'id': 31023822}]","""255""",32.0,,40108324,1504200805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-08-31 17:34:54.936451,97544.0,87.0
2017-09-12 02:39:33.898046,slurm_normal,1505183998.0,0,,1.0,1405,tabular,main_w3_handler1,3190573,16791293,False,,30029542,bed,10860043.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31189778}]","[{'src': 'hda', 'id': 31189742}]","""255""",32.0,,40417655,1505183989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-09-12 02:40:02.004013,84314.0,9.0
2017-09-20 16:27:41.173025,slurm_normal,1505924905.0,0,,1.0,0,bed,main_w3_handler0,3258204,16878209,False,,0,bed,10943431.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31325891}]","[{'src': 'hda', 'id': 31325891}]","""255""",32.0,,40615993,1505924900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-09-20 16:28:42.152293,,5.0
2017-10-13 14:47:29.934435,slurm_normal,1507906398.0,0,,1.0,1405,tabular,main_w4_handler1,3286384,17095860,False,,2000590977,bed,11152384.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31678774}]","[{'src': 'hda', 'id': 31678939}]","""255""",32.0,,41256060,1507906060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-10-13 14:53:29.130608,84314.0,338.0
2017-10-16 18:18:10.207587,slurm_normal,1508177992.0,0,,1.0,1405,tabular,main_w4_handler1,3286384,17115292,False,,586038850,bed,11172583.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31678774}]","[{'src': 'hda', 'id': 31712170}]","""255""",32.0,,41306171,1508177895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-10-16 18:19:53.601944,84314.0,97.0
2017-10-16 18:18:09.874752,slurm_normal,1508177985.0,0,,1.0,1405,tabular,main_w4_handler1,3286384,17115291,False,,556846593,bed,11172581.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31678774}]","[{'src': 'hda', 'id': 31712168}]","""255""",32.0,,41306171,1508177892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2017-10-16 18:19:47.686456,84314.0,93.0
2018-02-19 15:04:45.517411,slurm_normal,1519052730.0,0,7680.0,1.0,4641721,tabular,main_w4_handler0,3410370,18436774,False,,54715,bed,12531240,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33940358}]","[{'src': 'hda', 'id': 33879014}]","""255""",32.0,,43546483,1519052722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-19 15:05:31.537608,96743.0,8.0
2018-02-20 13:15:54.858532,slurm_normal,1519132569.0,0,7680.0,1.0,4641721,tabular,main_w4_handler0,3410370,18446514,False,,54715,bed,12541531,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33940358}]","[{'src': 'hda', 'id': 33879014}]","""255""",32.0,,43546483,1519132561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 13:16:12.074438,96743.0,8.0
2018-02-20 20:09:13.429578,slurm_normal,1519160199.0,0,7680.0,1.0,1405,tabular,main_w4_handler1,3433527,18452028,False,,18059967790,bed,12547023,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33966934}]","""255""",32.0,,44039207,1519157362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 20:56:40.354321,84314.0,2837.0
2018-02-20 21:51:56.603696,slurm_normal,1519163789.0,0,7680.0,1.0,1405,tabular,main_w3_handler0,3433527,18453246,False,,1501781528,bed,12548231,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33968588}]","""255""",32.0,,44039207,1519163529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 21:56:32.130137,84314.0,260.0
2018-02-20 22:02:39.584450,slurm_normal,1519164444.0,0,7680.0,1.0,1405,tabular,main_w4_handler1,3433527,18453379,False,,1501781528,bed,12548327,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33969080}]","""255""",32.0,,44039207,1519164166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 22:07:25.881122,84314.0,278.0
2018-02-20 21:27:06.001775,slurm_normal,1519164995.0,0,7680.0,1.0,1405,tabular,main_w4_handler1,3433527,18453010,False,,18059967790,bed,12547973,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33966934}]","""255""",32.0,,44039207,1519162031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 22:16:37.030887,84314.0,2964.0
2018-02-20 22:53:56.640477,slurm_normal,1519167248.0,0,7680.0,1.0,1405,tabular,main_w3_handler0,3433527,18453745,False,,916,bed,12548689,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33969588}]","""255""",32.0,,44039207,1519167244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 22:54:11.094122,84314.0,4.0
2018-02-20 23:27:56.756966,slurm_normal,1519169287.0,0,7680.0,1.0,1405,tabular,main_w4_handler0,3433527,18453956,False,,916,bed,12548912,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33969588}]","""255""",32.0,,44039207,1519169284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 23:28:09.822708,84314.0,3.0
2018-02-20 23:22:13.337044,slurm_normal,1519168949.0,0,7680.0,1.0,1405,tabular,main_w3_handler0,3433527,18453891,False,,916,bed,12548852,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33969775}]","""255""",32.0,,44039207,1519168942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 23:22:31.448549,84314.0,7.0
2018-02-20 23:23:10.327659,slurm_normal,1519169006.0,0,7680.0,1.0,1405,tabular,main_w4_handler0,3433527,18453897,False,,916,bed,12548860,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33969781}]","""255""",32.0,,44039207,1519168996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 23:23:27.764916,84314.0,10.0
2018-02-20 23:43:14.111326,slurm_normal,1519170210.0,0,7680.0,1.0,1405,tabular,main_w3_handler1,3433527,18454108,False,,916,bed,12549023,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33970034}]","""255""",32.0,,44039207,1519170205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-20 23:43:31.166107,84314.0,5.0
2018-02-21 15:18:30.652732,slurm_normal,1519226330.0,0,7680.0,1.0,1405,tabular,main_w3_handler1,3433527,18463929,False,,939,bed,12558720,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 33984259}]","""255""",32.0,,44047607,1519226323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-21 15:18:53.540666,84314.0,7.0
2018-02-21 14:57:36.024582,slurm_normal,1519225076.0,0,7680.0,1.0,1405,tabular,main_w3_handler0,3171048,18463437,False,,568,bed,12557974,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30151103}]","[{'src': 'hda', 'id': 33983844}]","""255""",32.0,,44061828,1519225071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-21 14:58:00.637105,32853.0,5.0
2018-02-21 14:59:10.211319,slurm_normal,1519225165.0,0,7680.0,1.0,1405,tabular,main_w3_handler0,3171048,18463544,False,,916,bed,12558048,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30151103}]","[{'src': 'hda', 'id': 33983792}]","""255""",32.0,,44061828,1519225161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-21 14:59:26.967229,32853.0,4.0
2018-02-21 15:09:06.318748,slurm_normal,1519225774.0,0,7680.0,1.0,1405,tabular,main_w4_handler0,3171048,18463711,False,,758,bed,12558491,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30151103}]","[{'src': 'hda', 'id': 33984229}]","""255""",32.0,,44061828,1519225770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-21 15:09:36.838142,32853.0,4.0
2018-02-24 16:19:21.141552,slurm_normal,1519489173.0,0,7680.0,1.0,1405,tabular,main_w4_handler0,3433527,18507226,False,,189,bed,12603330,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 34048045}]","""255""",32.0,,44136442,1519489170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-24 16:19:34.969337,84314.0,3.0
2018-02-24 16:44:02.695737,slurm_normal,1519490653.0,0,7680.0,1.0,1405,tabular,main_w4_handler0,3433527,18507293,False,,750,bed,12603388,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 34048257}]","""255""",32.0,,44136645,1519490649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-24 16:44:15.267199,84314.0,4.0
2018-02-24 16:16:23.883040,slurm_normal,1519488999.0,0,7680.0,1.0,1405,tabular,main_w4_handler0,3433527,18507213,False,,189,bed,12603316,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33926345}]","[{'src': 'hda', 'id': 34048035}]","""255""",32.0,,44136442,1519488994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.26.0.0,2.26.0.0,,2018-02-24 16:16:41.495161,84314.0,5.0
