create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.eightyseven,parameters.input1,parameters.input1.values,parameters.mean,parameters.minsd,parameters.out_format1,parameters.sd,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-06 16:28:24.373480,slurm_normal,1436200128.0,0.0,1.0,main_w1_handler1,2366268,9797032,False,,37113,fasta,4098859.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",20238211,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,24004955.0,1436200124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-07-06 16:28:50.000153,,4.0
2015-08-05 15:36:09.556857,slurm_normal,1438789003.0,0.0,1.0,main_w1_handler1,2288868,10068024,False,,42,txt,4346416.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",20694776,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,24182885.0,1438788994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-08-05 15:36:47.272478,62515.0,9.0
2015-08-20 13:49:42.685022,slurm_normal,1440078635.0,0.0,1.0,main_w1_handler2,2413589,10156967,False,,249,fasta,4426751.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/223.len""","""223""","""no""",20834124,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,24759459.0,1440078631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-08-20 13:50:37.845316,67983.0,4.0
2015-08-21 20:11:46.445095,slurm_normal,1440187926.0,0.0,1.0,main_w1_handler0,2401942,10167556,False,,2521,fasta,4436316.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""caulCres""","""no""",20854593,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,24669548.0,1440187921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-08-21 20:12:07.376715,67439.0,5.0
2015-10-14 23:21:58.810216,slurm_normal,1444864958.0,0.0,1.0,main_w2_handler1,2471131,10575967,False,,923,fasta,4846866.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",21524138,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,25684143.0,1444864942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-10-14 23:22:42.560848,27530.0,16.0
2016-04-26 16:27:41.665357,slurm_normal,1461688088.0,0.0,1.0,main_w1_handler0,2681097,12625146,False,,253,fasta,6828508.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8c9ff715ba20a37'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29195711.0,1461688085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-26 16:28:11.912306,71010.0,3.0
2016-04-26 16:27:40.876822,slurm_normal,1461688075.0,0.0,1.0,main_w1_handler0,2681097,12625145,False,,93,fasta,6828506.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a0170e0ebdfe2de'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29195711.0,1461688072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-26 16:27:59.644570,71010.0,3.0
2016-04-26 16:27:40.253143,slurm_normal,1461688093.0,0.0,1.0,main_w1_handler1,2681097,12625144,False,,158,fasta,6828509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53677e4ac282f1424'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29195711.0,1461688089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-26 16:28:17.026933,71010.0,4.0
2015-11-04 03:41:48.392587,slurm_normal,1446608527.0,0.0,1.0,main_w2_handler1,2494311,10812881,False,,390,fasta,5068457.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",21867252,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,26074369.0,1446608521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-11-04 03:42:11.144696,,6.0
2015-12-01 02:03:05.175742,slurm_normal,1448935619.0,0.0,1.0,main_w1_handler0,2514652,11049068,False,,553528054,fasta,5304188.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",22228456,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,26252225.0,1448935408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2015-12-01 02:07:02.664531,29303.0,211.0
2016-02-03 06:15:56.051081,slurm_normal,1454480180.0,0.0,1.0,main_w1_handler1,2587112,11690738,False,,1237094,fasta,5947935.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""no""",23156102,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,28059337.0,1454480176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-02-03 06:16:22.359696,,4.0
2016-02-15 19:59:08.892502,slurm_normal,1455566454.0,0.0,1.0,main_w2_handler1,2592866,11836882,False,,2285,fasta,6080971.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",23357512,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,28209113.0,1455566418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-02-15 20:01:04.718193,,36.0
2016-02-23 15:32:00.937747,slurm_normal,1456241784.0,0.0,1.0,main_w1_handler0,2288868,11911507,False,,3863013,fasta,6149463.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",23473626,,"""238.71""","""2.5""","""table""","""293.61""",32.0,,28104400.0,1456241772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-02-23 15:36:26.985427,62515.0,12.0
2016-09-13 15:07:10.386598,slurm_normal,1473779260.0,0.0,1.0,main_w4_handler0,2525400,13842305,False,,3229,fasta,8065143.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c1b0b0f4a403221'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,31065733.0,1473779256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-09-13 15:07:42.281692,57124.0,4.0
2016-09-20 04:00:52.911541,slurm_normal,1474344074.0,0.0,1.0,main_w4_handler0,2825735,13889183,False,,341079,txt,8112910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/campJeju_RM1221.len""","""campJeju_RM1221""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df4f4cf289f41da6'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,33049774.0,1474344067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-09-20 04:01:17.687148,90584.0,7.0
2016-04-01 13:08:45.125471,slurm_normal,1459516143.0,0.0,1.0,main_w2_handler1,2556937,12310246,False,,648,fasta,6517971.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",24100623,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,27237306.0,1459516138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-01 13:09:07.766155,,5.0
2016-04-11 11:51:15.204408,slurm_normal,1460375571.0,0.0,1.0,main_w2_handler0,2625426,12416620,False,,230847671,fasta,6617575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",24252501,,"""238.71""","""2.5""","""motif""","""293.61""",32.0,,29399974.0,1460375505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-11 11:52:56.581653,80064.0,66.0
2016-04-20 05:23:11.719747,slurm_normal,1461129868.0,0.0,1.0,main_w1_handler0,2672017,12532051,False,,10433298,fasta,6719528.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55adbec51d89f791f'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29697738.0,1461129863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-20 05:24:29.951411,62093.0,5.0
2016-04-25 17:43:23.611014,slurm_normal,1461606214.0,0.0,1.0,main_w1_handler2,2681097,12610225,False,,253,fasta,6810306.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8c9ff715ba20a37'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29195711.0,1461606211.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-25 17:43:35.818951,71010.0,3.0
2016-04-25 17:43:22.361315,slurm_normal,1461606218.0,0.0,1.0,main_w1_handler1,2681097,12610222,False,,158,fasta,6810307.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53677e4ac282f1424'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29195711.0,1461606214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-25 17:43:41.615962,71010.0,4.0
2016-04-25 17:43:22.796098,slurm_normal,1461606220.0,0.0,1.0,main_w1_handler0,2681097,12610224,False,,93,fasta,6810310.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a0170e0ebdfe2de'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,29195711.0,1461606217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-04-25 17:43:43.350593,71010.0,3.0
2016-07-25 08:00:29.060657,slurm_normal,1469433649.0,0.0,1.0,main_w2_handler0,2774914,13482474,False,,77864,txt,7698381.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8a2126d27143d9a'}]","""238.71""","""2.5""","""table""","""293.61""",32.0,,31593243.0,1469433644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-07-25 08:00:52.018596,,5.0
2016-07-25 08:01:03.680275,slurm_normal,1469433681.0,0.0,1.0,main_w1_handler0,2774914,13482476,False,,1378969,txt,7698384.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57faf197b5d6fd447'}]","""238.71""","""2.5""","""table""","""293.61""",32.0,,31593243.0,1469433676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-07-25 08:01:22.951096,,5.0
2016-07-30 17:10:29.592143,slurm_normal,1469898642.0,0.0,1.0,main_w2_handler0,2780126,13531206,False,,78535,fasta,7745910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58cfd71c5a77efe9f'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,31844759.0,1469898639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-07-30 17:10:44.365847,,3.0
2016-08-03 01:59:26.960464,slurm_normal,1470189589.0,0.0,1.0,main_w1_handler1,2783230,13570586,False,,1213,fasta,7779179.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539973dcb1b669a31'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,31927372.0,1470189585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-08-03 01:59:50.982729,,4.0
2016-08-22 13:25:18.664000,slurm_normal,1471872356.0,0.0,1.0,main_w3_handler1,2796298,13697665,False,,2169,txt,7913241.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56690cf98e0d2d204'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,32367503.0,1471872335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-08-22 13:25:58.149393,88711.0,21.0
2017-01-12 01:46:42.165730,slurm_normal,1484185611.0,0.0,1.0,main_w3_handler0,2947810,14745633,False,,1060206,fasta,8910133.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27895643}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,35217326.0,1484185607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-01-12 01:46:53.443172,97697.0,4.0
2016-11-07 18:33:36.694304,slurm_normal,1478546787.0,0.0,1.0,main_w4_handler1,2884820,14276883,False,,200454,fasta,8485384.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcabb5b3a7043170'}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,34129261.0,1478546773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-11-07 19:26:30.085328,60837.0,14.0
2017-05-08 23:36:34.061552,slurm_normal,1494286625.0,0.0,1.0,main_w4_handler0,3103198,15785350,False,,7581,fasta,9891542.roundup,slurm,,132112168.0,corral-repl,,"""260dbf9e344711e7a3f4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 29525902}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,,1494286620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-05-08 23:37:07.591137,105500.0,5.0
2017-01-18 06:42:28.710214,slurm_normal,1484721762.0,0.0,1.0,main_w3_handler1,2896079,14796104,False,,5864866,fasta,8958828.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27971939}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,34269497.0,1484721757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-01-18 06:42:44.280420,,5.0
2016-11-23 12:31:55.937523,slurm_normal,1479904325.0,0.0,1.0,main_w3_handler1,2888094,14413772,False,,29535,fasta,8618565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27382163}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,34171145.0,1479904321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-11-23 12:32:08.222034,,4.0
2016-11-24 13:01:51.004190,slurm_normal,1479992518.0,0.0,1.0,main_w3_handler1,878801,14424660,False,,17012,fasta,8627674.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""no""",,"[{'src': 'hda', 'id': 27398835}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,34445571.0,1479992513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2016-11-24 13:02:00.490009,20249.0,5.0
2017-01-04 05:36:29.542660,slurm_normal,1483508225.0,0.0,1.0,main_w3_handler0,2006311,14685663,False,,45831590,fasta,8855658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 27777745}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,33855379.0,1483508194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-01-04 05:37:10.202417,42372.0,31.0
2017-05-09 01:43:23.172562,slurm_normal,1494294232.0,0.0,1.0,main_w3_handler1,3103225,15785809,False,,7581,fasta,9891997.roundup,slurm,,132112168.0,corral-repl,,"""d7e1a134345811e79b29005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 29526522}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,,1494294228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-05-09 01:43:55.291214,105500.0,4.0
2017-02-06 15:39:29.450617,slurm_normal,1486395578.0,0.0,1.0,main_w4_handler0,2981419,14961405,False,,462,fasta,9119067.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 28205783}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,35801447.0,1486395572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-02-06 15:39:42.276264,71936.0,6.0
2017-02-06 15:39:29.934406,slurm_normal,1486395577.0,0.0,1.0,main_w3_handler1,2981419,14961406,False,,374,fasta,9119068.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 28205785}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,35801447.0,1486395572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-02-06 15:39:39.832201,71936.0,5.0
2017-05-08 18:27:20.348019,slurm_normal,1494268050.0,0.0,1.0,main_w4_handler0,3102831,15782933,False,,7581,fasta,9889295.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 29521785}]","""238.71""","""2.5""","""motif""","""293.61""",32.0,,37837475.0,1494268044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: helixturnhelix43/5.0.0,5.0.0,,2017-05-08 18:27:32.130633,105501.0,6.0
