chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.g_option,parameters.input,parameters.null_filler,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-26 09:38:47.964245,rodeo_normal,1427362780.0,0,1.0,main_w2_handler1,2247106,9043679,False,,22111650,vcf,3329358.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""True""",18977108,"""""",32.0,,21901477,1427362740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-26 09:39:43.080430,61115.0,40.0
,,2015-03-26 09:46:55.766467,rodeo_normal,1427363575.0,0,1.0,main_w2_handler0,2247106,9043711,False,,1140849416,vcf,3329397.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""True""",18989786,"""""",32.0,,21901477,1427363227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-26 09:52:58.940548,61115.0,348.0
,,2015-03-26 14:49:27.094734,rodeo_normal,1427381413.0,0,1.0,main_w1_handler1,2247106,9048391,False,,21958975,vcf,3333820.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""True""",18973730,"""""",32.0,,21905254,1427381377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-26 14:50:27.847286,61115.0,36.0
,,2015-03-26 15:13:50.110122,rodeo_normal,1427382870.0,0,1.0,main_w1_handler0,2247106,9049362,False,,8485344,vcf,3334209.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""True""",18989884,"""""",32.0,,21905254,1427382846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-26 15:14:41.868717,61115.0,24.0
,,2015-06-19 12:30:51.494585,slurm_normal,1434717111.0,0,1.0,main_w1_handler1,2348932,9691454,False,,12582795,vcf,4000525.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",20068167,"""*""",32.0,,23709056,1434717070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-06-19 12:31:54.265935,64892.0,41.0
,,2015-03-30 17:12:41.942247,rodeo_normal,1427735601.0,0,1.0,main_w1_handler1,2254285,9090063,False,,40483,vcf,3374858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19067751,"""""",32.0,,22122312,1427735599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-30 17:13:23.749991,,2.0
,,2015-03-30 17:12:22.704975,rodeo_normal,1427735555.0,0,1.0,main_w1_handler1,2254285,9090059,False,,37248,vcf,3374836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19067749,"""""",32.0,,22122312,1427735553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-30 17:12:38.794575,,2.0
,,2015-03-30 17:12:33.661234,rodeo_normal,1427735575.0,0,1.0,main_w1_handler1,2254285,9090061,False,,40821,vcf,3374845.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19067750,"""""",32.0,,22122312,1427735572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-30 17:12:56.288523,,3.0
,,2015-03-30 17:12:48.630369,rodeo_normal,1427735588.0,0,1.0,main_w2_handler1,2254285,9090066,False,,37250,vcf,3374853.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19067752,"""""",32.0,,22122312,1427735586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-30 17:13:16.767559,,2.0
,,2015-03-30 21:06:47.800408,rodeo_normal,1427749682.0,0,1.0,main_w2_handler1,2252815,9093726,False,,51703,vcf,3378055.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19072487,"""""",32.0,,22094984,1427749679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-30 21:08:05.694016,,3.0
,,2015-03-30 21:06:35.683329,rodeo_normal,1427749657.0,0,1.0,main_w2_handler1,2252815,9093724,False,,40483,vcf,3378039.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19072486,"""""",32.0,,22094984,1427749611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-30 21:07:40.337574,,46.0
,,2015-04-01 07:26:17.899042,rodeo_normal,1427873201.0,0,1.0,main_w2_handler1,2256328,9110911,False,,1861015,vcf,3396133.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oviAri3.len""","""oviAri3""","""True""",19098913,"""""",32.0,,22190214,1427873197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-01 07:26:47.240188,61801.0,4.0
,,2015-03-31 11:27:57.700450,rodeo_normal,1427801372.0,0,1.0,main_w1_handler1,2255174,9100402,False,,211357407,vcf,3386631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19082396,"""""",32.0,,21905254,1427801295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-31 11:29:34.018259,61115.0,77.0
,,2015-03-31 19:02:38.350797,rodeo_normal,1427828572.0,0,1.0,main_w1_handler0,2254493,9104516,False,,163007,vcf,3390255.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19090077,"""NULL""",32.0,,22177248,1427828568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-31 19:02:56.637186,50992.0,4.0
,,2015-03-31 18:57:47.761429,rodeo_normal,1427828290.0,0,1.0,main_w2_handler1,2254493,9104477,False,,2699,vcf,3390220.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19071928,"""NULL""",32.0,,22177248,1427828283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-31 18:58:15.672626,50992.0,7.0
,,2015-03-31 18:57:47.082912,rodeo_normal,1427828287.0,0,1.0,main_w2_handler1,2254493,9104476,False,,2852,vcf,3390219.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19071927,"""NULL""",32.0,,22177248,1427828283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-31 18:58:15.538010,50992.0,4.0
,,2015-03-31 19:02:38.834601,rodeo_normal,1427828574.0,0,1.0,main_w2_handler0,2254493,9104517,False,,119674,vcf,3390256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19090078,"""NULL""",32.0,,22177248,1427828571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-03-31 19:02:59.383672,50992.0,3.0
,,2015-06-19 12:28:58.370220,slurm_normal,1434717001.0,0,1.0,main_w2_handler1,2348932,9691443,False,,12582795,vcf,4000511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",20068167,"""""",32.0,,23709056,1434716960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-06-19 12:30:03.100617,64892.0,41.0
,,2015-04-01 06:57:32.909892,rodeo_normal,1427871487.0,0,1.0,main_w1_handler1,2256328,9110754,False,,15070712,vcf,3395878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oviAri3.len""","""oviAri3""","""True""",19098508,"""""",32.0,,22190214,1427871471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-01 06:58:09.679128,61801.0,16.0
,,2015-04-01 06:52:52.923063,rodeo_normal,1427871201.0,0,1.0,main_w1_handler0,2256328,9110739,False,,15070712,vcf,3395854.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oviAri3.len""","""oviAri3""","""True""",19098508,"""""",32.0,,22190214,1427871186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-01 06:53:23.679625,61801.0,15.0
,,2015-04-01 07:18:31.968865,rodeo_normal,1427872727.0,0,1.0,main_w2_handler0,2256328,9110880,False,,1589253,vcf,3396074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oviAri3.len""","""oviAri3""","""True""",19098898,"""""",32.0,,22190214,1427872722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-01 07:18:51.272250,61801.0,5.0
,,2015-04-01 07:20:57.255925,rodeo_normal,1427872888.0,0,1.0,main_w1_handler0,2256328,9110895,False,,15597750,vcf,3396100.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oviAri3.len""","""oviAri3""","""True""",19098910,"""""",32.0,,22190214,1427872873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-01 07:21:29.832412,61801.0,15.0
,,2015-04-01 17:30:04.025406,rodeo_normal,1427909417.0,0,1.0,main_w1_handler0,2256556,9116469,False,,1037692,vcf,3402354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""True""",19107380,"""""",32.0,,21905254,1427909414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-01 17:30:20.974445,61115.0,3.0
,,2015-04-06 14:28:24.104898,slurm_normal,1428330553.0,0,1.0,main_w2_handler1,2260310,9149767,False,,29951586,vcf,3432623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19153063,"""*""",32.0,,22263322,1428330519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-06 14:29:17.798880,,34.0
,,2015-06-19 18:19:33.815323,slurm_normal,1434738046.0,0,1.0,main_w2_handler0,2349364,9694555,False,,12408767,vcf,4003237.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",20072491,"""""",32.0,,23709056,1434738004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-06-19 18:20:48.277245,64892.0,42.0
,,2015-04-03 11:27:21.192154,slurm_normal,1428060587.0,0,1.0,main_w2_handler0,2255037,9131230,False,,800604490,vcf,3415702.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19133343,"""""",32.0,,22235719,1428060455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-03 11:29:49.473821,61755.0,132.0
,,2015-04-03 12:36:21.331794,slurm_normal,1428064601.0,0,1.0,main_w1_handler0,2255037,9132303,False,,1608425,vcf,3416199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19083615,"""""",32.0,,22235719,1428064596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-03 12:36:44.108635,61755.0,5.0
,,2015-04-06 13:47:25.358383,slurm_normal,1428328095.0,0,1.0,main_w2_handler1,2260310,9149625,False,,29951586,vcf,3432442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19153063,"""""",32.0,,22263322,1428328061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-06 13:48:17.359816,,34.0
,,2015-04-10 14:04:38.101395,slurm_normal,1428674718.0,0,1.0,main_w1_handler1,2266162,9193417,False,,29808966,vcf,3475450.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19226450,"""""",32.0,,22372949,1428674702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-10 14:05:20.891726,,16.0
,,2015-04-09 02:23:02.312708,slurm_normal,1428546259.0,0,1.0,main_w2_handler0,2263077,9176242,False,,198245792,vcf,3455966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19201588,"""""",32.0,,22335351,1428546203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-09 02:24:21.149246,58799.0,56.0
,,2015-04-13 05:36:03.584253,slurm_normal,1428903379.0,0,1.0,main_w2_handler1,2230179,9212432,False,,413121,vcf,3494817.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19259597,"""""",32.0,,21800494,1428903373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-13 05:36:22.148814,60521.0,6.0
,,2015-04-09 21:14:49.935764,slurm_normal,1428614119.0,0,1.0,main_w1_handler1,2260530,9186030,False,,710202,vcf,3467190.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19214667,"""NULL""",32.0,,21900505,1428614114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-09 21:15:24.474542,50992.0,5.0
,,2015-04-10 04:24:19.851732,slurm_normal,1428639875.0,0,1.0,main_w1_handler1,2265752,9189148,False,,2849818,vcf,3471438.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19220256,"""""",32.0,,22366969,1428639872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-10 04:24:38.595764,,3.0
,,2015-04-10 04:29:12.802480,slurm_normal,1428640178.0,0,1.0,main_w2_handler1,2265752,9189155,False,,2670473,vcf,3471450.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19220257,"""""",32.0,,22366969,1428640172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-10 04:29:41.724137,,6.0
,,2015-06-19 18:08:56.043683,slurm_normal,1434737444.0,0,1.0,main_w2_handler1,2349364,9694487,False,,12405563,vcf,4003141.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",20072374,"""""",32.0,,23709056,1434737402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-06-19 18:10:46.049968,64892.0,42.0
,,2015-04-11 14:55:01.397785,slurm_normal,1428764119.0,0,1.0,main_w2_handler0,2256328,9201654,False,,2521019,vcf,3484169.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19238497,"""""",32.0,,22391619,1428764113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-11 14:55:21.639683,61801.0,6.0
,,2015-04-11 14:55:55.356593,slurm_normal,1428764188.0,0,1.0,main_w2_handler1,2256328,9201658,False,,22302963,vcf,3484173.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19238557,"""""",32.0,,22391619,1428764171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-11 14:56:31.668678,61801.0,17.0
,,2015-04-11 14:56:57.002300,slurm_normal,1428764237.0,0,1.0,main_w1_handler0,2256328,9201661,False,,2816558,vcf,3484176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19238563,"""""",32.0,,22391619,1428764230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-11 14:57:19.346938,61801.0,7.0
,,2015-04-11 14:54:00.827538,slurm_normal,1428764069.0,0,1.0,main_w1_handler0,2256328,9201652,False,,22001653,vcf,3484164.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",19238465,"""""",32.0,,22391619,1428764052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-11 14:54:30.812989,61801.0,17.0
,,2015-04-10 16:30:50.948856,slurm_normal,1428683478.0,0,1.0,main_w2_handler0,2261071,9195823,False,,15948,vcf,3477842.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19230002,"""""",32.0,,22121593,1428683473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-10 16:31:23.389312,61692.0,5.0
,,2015-04-13 14:39:54.539117,slurm_normal,1428936051.0,0,1.0,main_w1_handler0,2268721,9217857,False,,961090,vcf,3499841.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""",19269150,"""""",32.0,,22425376,1428936018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-13 14:40:55.393453,,33.0
,,2015-06-21 16:20:34.397839,slurm_normal,1434904032.0,0,1.0,main_w1_handler1,2350234,9702316,False,,749724682,vcf,4010635.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",20085023,"""NULL""",32.0,,23737112,1434903648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-06-21 16:27:14.347670,65100.0,384.0
,,2015-04-14 17:17:19.419647,slurm_normal,1429031853.0,0,1.0,main_w1_handler0,2200150,9230033,False,,76733,vcf,3511322.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""True""",19287122,"""""",32.0,,21137154,1429031851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcf2tsv/vcf2tsv/0.0.2,0.0.2,,2015-04-14 17:17:36.363695,,2.0
