chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.input_type.__current_case__,parameters.input_type.genome.values,parameters.input_type.input.values,parameters.input_type.input_type_select,parameters.input|__identifier__,parameters.report.__current_case__,parameters.report.max,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-21 19:44:50.037504,slurm_normal,1492804105.0,0,,1.0,,,main_w3_handler1,3079932,15646850,False,,680462874,bam,9764131.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297523}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492803906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:48:30.450557,33658.0,199.0
,,2017-04-21 19:44:51.711007,slurm_normal,1492804404.0,0,,1.0,,,main_w4_handler1,3079932,15646854,False,,1977184019,bam,9764142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297528}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492804013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:53:27.486740,33658.0,391.0
,,2017-04-21 19:44:50.707483,slurm_normal,1492804307.0,0,,1.0,,,main_w4_handler0,3079932,15646852,False,,749141386,bam,9764171.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297526}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492804136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:51:52.431834,33658.0,171.0
,,2017-04-21 19:44:50.305566,slurm_normal,1492804126.0,0,,1.0,,,main_w3_handler1,3079932,15646851,False,,1100524148,bam,9764132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297525}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492803904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:48:47.784961,33658.0,222.0
,,2017-04-21 19:44:49.765098,slurm_normal,1492804292.0,0,,1.0,,,main_w4_handler0,3079932,15646849,False,,684354002,bam,9764141.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297522}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492803984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:51:33.782800,33658.0,308.0
,,2017-04-21 19:43:43.962862,slurm_normal,1492804338.0,0,,1.0,,,main_w3_handler0,2418892,15646846,False,,2003702910,bam,9764124.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29311015}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37484124.0,1492803836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:52:23.041439,68237.0,502.0
,,2017-04-21 19:44:52.212863,slurm_normal,1492804565.0,0,,1.0,,,main_w4_handler1,3079932,15646855,False,,887922762,bam,9764198.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297529}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492804315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:56:09.314765,33658.0,250.0
,,2017-04-21 19:44:51.199060,slurm_normal,1492804453.0,0,,1.0,,,main_w4_handler0,3079932,15646853,False,,1445066547,bam,9764180.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29297527}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36493338.0,1492804175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-21 19:54:18.914773,33658.0,278.0
,,2017-06-07 12:54:10.009345,slurm_normal,1496840317.0,0,,1.0,,,main_w3_handler0,3143388,16040147,False,,1510703489,bam,10130123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29929192}]",bam,,0,,bg,1.0,true,"""true""","""-strand +""","""false""",32.0,,37330168.0,1496840072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 12:58:39.037926,49127.0,245.0
,,2017-06-07 12:54:43.833387,slurm_normal,1496840368.0,0,,1.0,,,main_w4_handler1,3143388,16040151,False,,1510703489,bam,10130128.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29929192}]",bam,,0,,bg,1.0,true,"""true""","""-strand -""","""false""",32.0,,37330168.0,1496840100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 12:59:30.947286,49127.0,268.0
,,2017-04-22 14:41:49.082090,slurm_normal,1492872322.0,0,,1.0,,,main_w3_handler0,3082570,15650297,False,,499920633,bam,9767505.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""false""","""Schizosaccharomyces_pombe_1.1""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29317766}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37487930.0,1492872270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-22 14:45:24.964056,85563.0,52.0
,,2017-06-07 09:21:58.997907,slurm_normal,1496842703.0,0,,1.0,,,main_w4_handler0,3143390,16038495,False,,2386223521,bam,10130551.roundup,slurm,,132112168.0,corral-repl,,"""b5ed273a4b6211e7ac3c005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29929262}]",bam,,0,,bg,1.0,false,"""false""","""-strand +""","""false""",32.0,,,1496842344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 13:38:30.342322,49127.0,359.0
,,2017-04-22 13:32:41.835083,slurm_normal,1492868016.0,0,,1.0,,,main_w4_handler1,3082570,15650090,False,,436184315,bam,9767325.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""false""","""Schizosaccharomyces_pombe_1.1""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29317545}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37487930.0,1492867969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-22 13:33:39.621495,85563.0,47.0
,,2017-04-22 20:43:23.193389,slurm_normal,1492894735.0,0,,1.0,,,main_w3_handler1,3083060,15652167,False,,1144362161,bam,9769114.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""false""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29321693}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37499547.0,1492894368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-22 20:59:09.260531,104539.0,367.0
,,2017-04-23 00:23:12.368935,slurm_normal,1492907099.0,0,,1.0,,,main_w4_handler1,3082570,15652622,False,,972924206,bam,9769506.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""false""","""Schizosaccharomyces_pombe_1.1""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29319960}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37487930.0,1492907000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-23 00:25:01.466715,85563.0,99.0
,,2017-04-23 00:38:31.584051,slurm_normal,1492908075.0,0,,1.0,,,main_w4_handler1,3082570,15652668,False,,1556274277,bam,9769535.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""false""","""Schizosaccharomyces_pombe_1.1""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29322345}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37487930.0,1492907926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-23 00:41:17.733108,85563.0,149.0
,,2017-06-07 14:48:38.576544,slurm_normal,1496847344.0,0,,1.0,,,main_w3_handler0,3143390,16041177,False,,2386223521,bam,10131284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29929262}]",bam,,0,,bg,1.0,true,"""true""","""-strand +""","""false""",32.0,,37330168.0,1496846937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 14:55:45.256982,49127.0,407.0
,,2017-04-25 04:38:24.889247,slurm_normal,1493095368.0,0,,1.0,2042123956.0,bed,main_w3_handler1,2335713,15668893,False,,1548676908,bed,9784713.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29347138}]","[{'src': 'hda', 'id': 29347137}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37529627.0,1493095156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 04:42:51.657442,64655.0,212.0
,,2017-06-07 16:19:28.374960,slurm_normal,1496852907.0,0,,1.0,,,main_w3_handler0,3085116,16042258,False,,1965236554,bam,10132279.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29527224}]",bam,,0,,bg,0.272859,false,"""false""","""""","""false""",32.0,,37032143.0,1496852443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 16:28:30.231122,97264.0,464.0
,,2017-06-07 16:18:43.298084,slurm_normal,1496852605.0,0,,1.0,,,main_w3_handler0,3085116,16042252,False,,1394510811,bam,10132267.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29525838}]",bam,,0,,bg,0.353401,false,"""false""","""""","""false""",32.0,,37032143.0,1496852337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 16:23:28.881640,97264.0,268.0
,,2017-04-24 13:03:40.943698,slurm_normal,1493039540.0,0,,1.0,,,main_w4_handler1,3035981,15661958,False,,552533325,bam,9778005.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29335854}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36688935.0,1493039456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-24 13:12:21.888901,102292.0,84.0
,,2017-04-24 13:38:59.258833,slurm_normal,1493041267.0,0,,1.0,,,main_w4_handler1,3084216,15662452,False,,583348119,bam,9778279.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""false""","""dm3""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29335079}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37521875.0,1493041152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-24 13:41:11.177015,8928.0,115.0
,,2017-04-24 14:13:13.281571,slurm_normal,1493043528.0,0,,1.0,,,main_w3_handler1,2634407,15662892,False,,2994310580,bam,9778719.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29305634}]",bam,,1,0,hist,,,"""false""","""-strand +""","""false""",32.0,,37473237.0,1493043209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-24 14:18:51.772991,80657.0,319.0
,,2017-04-24 14:35:33.746978,slurm_normal,1493045021.0,0,,1.0,,,main_w4_handler1,3035981,15663177,False,,604007801,bam,9779132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29337440}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36688935.0,1493044944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-24 14:43:45.804769,102292.0,77.0
,,2017-04-24 15:57:35.192554,slurm_normal,1493049475.0,0,,1.0,231.0,gg,main_w4_handler0,2203295,15664011,False,,53987675,bed,9779770.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""true""",0,"[{'src': 'hda', 'id': 29312409}]","[{'src': 'hda', 'id': 29312342}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37484043.0,1493049463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-24 15:58:20.141947,41563.0,12.0
,,2017-04-24 21:32:02.258012,slurm_normal,1493069782.0,0,,1.0,1548676908.0,bed,main_w3_handler0,2335713,15666725,False,,1548676908,bed,9782701.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29344075}]","[{'src': 'hda', 'id': 29344075}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37529627.0,1493069547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-24 21:36:26.018422,64655.0,235.0
,,2017-04-25 04:38:25.184687,slurm_normal,1493095382.0,0,,1.0,2042123956.0,bed,main_w3_handler1,2335713,15668894,False,,1810774419,bed,9784716.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29347138}]","[{'src': 'hda', 'id': 29347139}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37529627.0,1493095169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 04:43:04.965513,64655.0,213.0
,,2017-04-25 04:38:25.522320,slurm_normal,1493095455.0,0,,1.0,2042123956.0,bed,main_w4_handler0,2335713,15668895,False,,1651357881,bed,9784714.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29347138}]","[{'src': 'hda', 'id': 29347140}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37529627.0,1493095159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 04:44:17.144681,64655.0,296.0
,,2017-04-25 12:45:54.120942,slurm_normal,1493124671.0,0,,1.0,,,main_w4_handler0,2418892,15671821,False,,1376596734,bam,9787359.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29344714}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37545461.0,1493124362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 12:51:25.057493,68237.0,309.0
,,2017-04-25 14:10:48.759605,slurm_normal,1493129713.0,0,,1.0,,,main_w4_handler0,3073273,15672473,False,,187789231,bam,9787912.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29352227}]",bam,,0,,bg,1.0,false,"""false""","""-strand +""","""false""",32.0,,37330168.0,1493129646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 14:18:37.552784,49127.0,67.0
,,2017-04-25 13:52:08.995348,slurm_normal,1493128571.0,0,,1.0,,,main_w4_handler0,3085682,15672272,False,,402411601,bam,9787753.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29352216}]",bam,,0,,bg,1.0,false,"""false""","""-strand +""","""false""",32.0,,37330168.0,1493128411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 13:58:38.517013,49127.0,160.0
,,2017-04-25 14:10:58.971046,slurm_normal,1493129787.0,0,,1.0,,,main_w4_handler0,3073273,15672480,False,,187789231,bam,9787931.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29352227}]",bam,,0,,bg,1.0,false,"""false""","""-strand -""","""false""",32.0,,37330168.0,1493129714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-25 14:19:57.207345,49127.0,73.0
,,2017-06-07 22:53:36.694042,slurm_normal,1496876263.0,0,,1.0,,,main_w4_handler0,2418892,16045917,False,,638819050,bam,10135963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29940286}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,38517463.0,1496876028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-07 22:57:44.946277,68237.0,235.0
,,2017-04-26 14:29:32.610170,slurm_normal,1493217456.0,0,,1.0,,,main_w4_handler0,2796260,15682084,False,,709909462,bam,9796353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""false""","""false""",1,,"[{'src': 'hda', 'id': 26904015}]",bam,,1,0,hist,,,"""false""","""""","""false""",32.0,,37558572.0,1493217286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-26 14:37:41.914019,45000.0,170.0
,,2017-04-26 16:19:19.857042,slurm_normal,1493224351.0,0,,1.0,,,main_w3_handler1,3086472,15683083,False,,3112689751,bam,9797158.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29364159}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37572952.0,1493223563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-26 16:32:37.499922,8928.0,788.0
,,2017-04-26 18:23:48.979549,slurm_normal,1493231385.0,0,,1.0,,,main_w3_handler1,3085460,15683840,False,,1521252129,bam,9797894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29368915}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37529627.0,1493231034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-26 18:29:47.009016,64655.0,351.0
,,2017-04-26 21:36:08.840891,slurm_normal,1493243094.0,0,,1.0,,,main_w3_handler0,2418892,15685318,False,,2325227161,bam,9799290.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29373292}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,37589580.0,1493242573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-26 21:44:57.747687,68237.0,521.0
,,2017-06-20 04:38:57.954377,slurm_normal,1497933617.0,0,,1.0,1405.0,tabular,main_w4_handler1,2099081,16139314,False,,915536,bed,10219005.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29998047}]","[{'src': 'hda', 'id': 30090575}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,38791483.0,1497933550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-20 04:40:19.793149,32853.0,67.0
,,2017-06-19 14:04:22.860631,slurm_normal,1497881381.0,0,,1.0,,,main_w4_handler0,2418892,16132389,False,,1515612643,bam,10212342.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 30078922}]",bam,,0,,bg,1.0,false,"""true""","""""","""false""",32.0,,38777877.0,1497881084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-19 14:09:43.704342,68237.0,297.0
,,2017-06-20 05:02:03.600003,slurm_normal,1497934961.0,0,,1.0,1405.0,tabular,main_w4_handler1,2099081,16139382,False,,532656,bed,10219099.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",0,"[{'src': 'hda', 'id': 29998047}]","[{'src': 'hda', 'id': 30090700}]",bed,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,38791483.0,1497934946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-20 05:02:43.772675,32853.0,15.0
,,2017-04-27 14:05:06.106544,slurm_normal,1493302107.0,0,,1.0,,,main_w3_handler0,3089235,15691168,False,,485988313,bam,9804620.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29382851}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37600905.0,1493301911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-04-27 14:08:33.866477,104814.0,196.0
,,2017-06-08 05:20:12.754290,slurm_normal,1496899504.0,0,,1.0,,,main_w3_handler0,3085116,16048694,False,,1186827397,bam,10138649.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29361583}]",bam,,0,,bg,0.416283,false,"""false""","""""","""false""",32.0,,37032143.0,1496899235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-08 05:25:05.315917,97264.0,269.0
,,2017-06-08 05:17:35.089075,slurm_normal,1496899352.0,0,,1.0,,,main_w4_handler0,3085116,16048617,False,,1361471302,bam,10138620.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""",1,,"[{'src': 'hda', 'id': 29525824}]",bam,,0,,bg,0.375268,false,"""false""","""""","""false""",32.0,,37032143.0,1496899076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,2.26.0.0,,2017-06-08 05:22:33.748399,97264.0,276.0
