chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,forward_input,forward_input_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_sequences,input_sequences_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_sequences|__identifier__,parameters.kraken_database,parameters.only_classified_output,parameters.quick_operation.__current_case__,parameters.quick_operation.min_hits,parameters.quick_operation.quick,parameters.single_paired.__current_case__,parameters.single_paired.check_names,parameters.single_paired.forward_input.values,parameters.single_paired.input_sequences.values,parameters.single_paired.reverse_input.values,parameters.single_paired.single_paired_selector,parameters.split_reads,processor_count,reverse_input,reverse_input_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-14 15:39:05.766274,slurm_multi,1500053046.0,0.0,,,,6.0,main_w3_handler2,3193074,16346283,False,,3894.0,fastq,10412500,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""ERR588924_1.fastq""","""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 30494834}]",,no,"""false""",32.0,,,,39250144.0,1500053039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-07-14 17:24:07.103159,108852.0,7.0
,,2017-06-20 01:18:11.632990,slurm_multi,1497923109.0,0.0,1277251479.0,fastq,,6.0,main_w4_handler2,3144589,16138334,False,,,,10218143,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""viruses""","""true""",0,1,yes,1,true,"[{'src': 'hda', 'id': 30088161}]",,"[{'src': 'hda', 'id': 30088167}]",yes,"""true""",32.0,959116573.0,fastq,,38520295.0,1497922770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-06-20 01:45:09.905345,107300.0,339.0
,,2017-02-24 16:38:54.454548,slurm_multi,1487954351.0,0.0,,,,6.0,main_w4_handler2,3008288,15132378,False,,303376.0,fasta,9285948,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28500539}]",,no,"""false""",32.0,,,,36267685.0,1487954346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 16:39:18.221966,100816.0,5.0
,,2017-02-24 16:38:41.052129,slurm_multi,1487954346.0,0.0,,,,6.0,main_w4_handler2,3008224,15132355,False,,303376.0,fasta,9285933,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28500502}]",,no,"""true""",32.0,,,,36254325.0,1487954332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 16:39:15.909448,100803.0,14.0
,,2017-02-24 16:40:53.290684,slurm_multi,1487954465.0,0.0,,,,6.0,main_w4_handler2,3008211,15132406,False,,303376.0,fasta,9285983,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28500536}]",,no,"""true""",32.0,,,,36254302.0,1487954457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 16:41:06.862556,100798.0,8.0
,,2017-02-24 16:38:44.471388,slurm_multi,1487954356.0,0.0,,,,6.0,main_w4_handler2,3008255,15132366,False,,303376.0,fasta,9285944,slurm,,132111800.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28500518}]",,no,"""true""",32.0,,,,36267832.0,1487954341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 16:39:24.533331,100808.0,15.0
,,2017-02-24 16:38:49.162181,slurm_multi,1487954358.0,0.0,,,,6.0,main_w4_handler2,3008268,15132373,False,,397175.0,fasta,9285949,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28500150}]",,no,"""true""",32.0,,,,36267851.0,1487954347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 16:39:24.617258,100810.0,11.0
,,2017-02-24 16:40:22.330998,slurm_multi,1487954434.0,0.0,,,,6.0,main_w4_handler2,3008207,15132403,False,,288779.0,fasta,9285979,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28500523}]",,no,"""true""",32.0,,,,36254293.0,1487954427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 16:40:35.521670,100796.0,7.0
,,2017-02-21 00:37:00.825696,slurm_multi,1487637517.0,0.0,,,,6.0,main_w3_handler2,3003329,15091204,False,,904686.0,fastq,9246259,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28437183}]",,no,"""false""",32.0,,,,36182063.0,1487637490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-21 00:38:38.548717,31294.0,27.0
,,2017-02-21 00:37:00.613037,slurm_multi,1487637605.0,0.0,,,,6.0,main_w4_handler2,3003329,15091203,False,,948712.0,fastq,9246272,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28437182}]",,no,"""false""",32.0,,,,36182063.0,1487637591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-21 00:40:07.006978,31294.0,14.0
,,2017-02-24 17:57:04.170056,slurm_multi,1487959039.0,0.0,,,,6.0,main_w3_handler2,3008258,15133962,False,,433059.0,fasta,9287377,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""true""",1,,no,2,,,"[{'src': 'hda', 'id': 28502853}]",,no,"""true""",32.0,,,,36254566.0,1487959031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 17:57:21.362442,100809.0,8.0
,,2017-02-24 17:59:14.435471,slurm_multi,1487959220.0,0.0,,,,6.0,main_w4_handler2,3008259,15134001,False,,344277.0,fasta,9287429,slurm,,132112168.0,corral-repl,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""bacteria""","""false""",1,,no,2,,,"[{'src': 'hda', 'id': 28502843}]",,no,"""true""",32.0,,,,36254477.0,1487959207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.1,1.2.1,,2017-02-24 18:00:22.185564,93774.0,13.0
