aligned_or_read1_and_read2|aligned_bams_0|aligned_bam,aligned_or_read1_and_read2|aligned_bams_0|aligned_bam_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.add_mate_cigar,parameters.aligned_or_read1_and_read2.__current_case__,parameters.aligned_or_read1_and_read2.aligned_bams,parameters.aligned_or_read1_and_read2.aligned_or_read1_and_read2_selector,parameters.aligned_reads_only,parameters.aligner_proper_pair_flags,parameters.attributes_to_remove,parameters.attributes_to_retain,parameters.chromInfo,parameters.clip_adapters,parameters.clip_overlapping_reads,parameters.dbkey,parameters.include_secondary_alignments,parameters.is_bisulfite_sequence,parameters.max_insertions_or_deletions,parameters.orientations,parameters.primary_alignment_strategy,parameters.read1_trim,parameters.read2_trim,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.unmapped_bam.values,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,unmapped_bam,unmapped_bam_filetype,update_time,user_id,runtime
206102485,bam,2017-01-16 16:23:54.947885,slurm_normal,1484583962.0,0,1.0,main_w3_handler0,2942340,14780006,False,,8942005.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,"[{'__index__': 0, 'aligned_bam': {'values': [{'src': 'hda', 'id': 27945214}]}}]",paired_one_file,"""false""","""false""",[],[],"""/galaxy-repl/localdata/chrom/?.len""","""true""","""true""","""?""","""true""","""false""","""1""",,"""BestMapq""","""0""","""0""",0,eschColi_K12_MG1655,,cached,"[{'src': 'hda', 'id': 27945214}]","""LENIENT""",32.0,,,,35404777,1484583839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.136.0,1.136.0,,206102485,bam,2017-01-16 16:26:04.139787,79055.0,123.0
109044196,bam,2016-12-02 02:29:01.433837,slurm_normal,1480645876.0,0,1.0,main_w3_handler0,2826963,14468482,False,,8662091.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,"[{'__index__': 0, 'aligned_bam': {'values': [{'src': 'hda', 'id': 27467568}]}}]",paired_one_file,"""false""","""false""",[],[],"""/galaxy-repl/localdata/chrom/?.len""","""true""","""true""","""?""","""true""","""false""","""1""",,"""BestMapq""","""0""","""0""",0,vicPac1,,cached,"[{'src': 'hda', 'id': 27467548}]","""LENIENT""",32.0,,,,33022672,1480645819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.136.0,1.136.0,,107175125,bam,2016-12-02 02:31:18.406739,90440.0,57.0
100546881,bam,2016-12-02 02:28:35.200206,slurm_normal,1480645812.0,0,1.0,main_w3_handler1,2826963,14468481,False,,8662090.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,"[{'__index__': 0, 'aligned_bam': {'values': [{'src': 'hda', 'id': 27467562}]}}]",paired_one_file,"""false""","""false""",[],[],"""/galaxy-repl/localdata/chrom/?.len""","""true""","""true""","""?""","""true""","""false""","""1""",,"""BestMapq""","""0""","""0""",0,vicPac1,,cached,"[{'src': 'hda', 'id': 27467562}]","""LENIENT""",32.0,,,,33022672,1480645720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.136.0,1.136.0,,100546881,bam,2016-12-02 02:30:14.395834,90440.0,92.0
900644152,bam,2017-01-24 03:57:21.736578,slurm_normal,1485230562.0,0,1.0,main_w3_handler0,2966217,14853901,False,,9014083.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,"[{'__index__': 0, 'aligned_bam': {'values': [{'src': 'hda', 'id': 28058234}]}}]",paired_one_file,"""false""","""false""",[],[],"""/galaxy-repl/localdata/chrom/?.len""","""true""","""true""","""?""","""true""","""false""","""1""",,"""BestMapq""","""0""","""0""",1,,"[{'src': 'hda', 'id': 28058179}]",history,"[{'src': 'hda', 'id': 28058234}]","""LENIENT""",32.0,139990.0,fasta,,35551730,1485230245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.136.0,1.136.0,,900644152,bam,2017-01-24 04:02:43.188515,,317.0
593435068,bam,2017-02-17 16:14:54.369525,slurm_normal,1487349780.0,0,1.0,main_w4_handler0,2953065,15068541,False,,9223750.roundup,slurm,,132112168.0,corral-repl,,"""true""",0,"[{'__index__': 0, 'aligned_bam': {'values': [{'src': 'hda', 'id': 28400811}]}}]",paired_one_file,"""false""","""false""",[],[],"""/galaxy-repl/localdata/chrom/?.len""","""true""","""true""","""?""","""true""","""false""","""1""","[""FR"", ""RF"", ""TANDEM""]","""BestMapq""","""0""","""0""",1,,"[{'src': 'hda', 'id': 28326036}]",history,"[{'src': 'hda', 'id': 28400098}]","""LENIENT""",32.0,2461279.0,fasta,,35321217,1487348358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.136.0,1.136.0,,538060467,bam,2017-02-17 16:43:12.995451,97937.0,1422.0
