create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-26 21:06:09.124820,slurm_normal,1509052474.0,0,1.0,main_w4_handler0,3014095,17233969,False,,2158,tabular,11294362,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31912745}]","""20""","""false""","""2""",32.0,,40138345,1509052464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.6,2.0.6,,2017-10-26 21:14:36.452804,24894,10.0
2017-10-27 01:48:41.320826,slurm_normal,1509069561.0,0,1.0,main_w4_handler0,3014095,17235509,False,,3451698814,tabular,11295970,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1""","[{'src': 'hda', 'id': 31916515}]","""20""","""true""","""2""",32.0,,40138345,1509069397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.6,2.0.6,,2017-10-27 01:59:29.354169,24894,164.0
2017-10-27 04:14:24.998254,slurm_normal,1509077963.0,0,1.0,main_w4_handler1,3014095,17236257,False,,3451698814,tabular,11296693,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""1""","[{'src': 'hda', 'id': 31916515}]","""20""","""false""","""2""",32.0,,40138345,1509077791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.6,2.0.6,,2017-10-27 04:19:30.480816,24894,172.0
