create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.ignore,parameters.ignore_warnings,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.is_bisulfite_sequenced,parameters.max_output,parameters.mode,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validate_index,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-18 16:21:57.254132,slurm_normal,1511022133.0,1,,1.0,main_w4_handler1,3319368,17503051,False,,599768540,bam,11563212,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"""false""","[{'src': 'hda', 'id': 32379549}]",,"""false""","""100""","""VERBOSE""",0,mm9,,cached,"""true""",32.0,,,,41916499.0,1511022125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2017-11-18 16:22:14.867222,115888.0,8.0
2018-01-12 20:04:44.813054,slurm_normal,1515787504.0,1,,1.0,main_w4_handler0,3339767,18021042,False,,33225538495,sam,12098458,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33292006}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515787488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-12 20:05:06.658476,117234.0,16.0
2018-01-12 20:56:00.424081,slurm_normal,1515790577.0,1,,1.0,main_w3_handler1,3339767,18021781,False,,10799420266,bam,12099228,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33292650}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515790563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-12 20:56:21.479254,117234.0,14.0
2018-01-12 21:51:32.292770,slurm_normal,1515793910.0,1,,1.0,main_w4_handler0,3339767,18022731,False,,7779232981,bam,12099975,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33293614}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515793896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-12 21:51:52.290895,117234.0,14.0
2018-01-13 13:00:12.123882,slurm_normal,1515849122.0,1,,1.0,main_w4_handler1,3339767,18026068,False,,8071769804,bam,12103429,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33299932}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515848414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-13 13:12:03.343290,117234.0,708.0
2018-01-13 14:32:53.457844,slurm_normal,1515854641.0,1,,1.0,main_w4_handler1,3339767,18026420,False,,8086317376,bam,12103802,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33300341}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515853984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-13 14:44:02.990761,117234.0,657.0
2018-01-13 14:52:13.811727,slurm_normal,1515855143.0,1,,1.0,main_w3_handler0,3339767,18026489,False,,33225669771,sam,12103870,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33300415}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515855137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-13 14:52:24.258920,117234.0,6.0
2018-01-13 16:10:05.790751,slurm_normal,1515860280.0,1,,1.0,main_w3_handler1,3339767,18026695,False,,8693744397,bam,12104052,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33300801}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515859809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-13 16:18:01.510489,117234.0,471.0
2018-01-13 18:06:39.457197,slurm_normal,1515867260.0,0,,1.0,main_w3_handler0,3339767,18027025,False,,8693744118,bam,12104358,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33301591}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515866803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-13 18:14:22.916365,117234.0,457.0
2018-01-13 19:39:15.816936,slurm_normal,1515872739.0,0,,1.0,main_w3_handler1,3339767,18027343,False,,8693742725,bam,12104663,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 33302000}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43170528.0,1515872360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-13 19:45:41.763244,117234.0,379.0
2017-12-02 16:16:11.219415,slurm_normal,1512231461.0,1,,1.0,main_w3_handler1,3339767,17675834,False,,1018178194,bam,11737528,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"""false""","[{'src': 'hda', 'id': 32566140}]",,"""false""","""100""","""VERBOSE""",0,vicPac1,,cached,"""false""",32.0,,,,42312504.0,1512231385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2017-12-02 16:17:41.961472,117234.0,76.0
2018-01-16 21:09:50.758501,slurm_normal,1516137000.0,1,,1.0,main_w3_handler1,3394445,18053004,False,,409474383,sam,12130555,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[""INVALID_QUALITY_FORMAT"", ""INVALID_FLAG_PROPER_PAIR"", ""INVALID_FLAG_MATE_UNMAPPED"", ""MISMATCH_FLAG_MATE_UNMAPPED"", ""INVALID_FLAG_MATE_NEG_STRAND"", ""MISMATCH_FLAG_MATE_NEG_STRAND"", ""INVALID_FLAG_FIRST_OF_PAIR"", ""INVALID_FLAG_SECOND_OF_PAIR"", ""PAIRED_READ_NOT_MARKED_AS_FIRST_OR_SECOND"", ""INVALID_FLAG_NOT_PRIM_ALIGNMENT"", ""INVALID_FLAG_SUPPLEMENTARY_ALIGNMENT"", ""INVALID_FLAG_READ_UNMAPPED"", ""INVALID_INSERT_SIZE"", ""INVALID_MAPPING_QUALITY"", ""INVALID_CIGAR"", ""ADJACENT_INDEL_IN_CIGAR"", ""INVALID_MATE_REF_INDEX"", ""MISMATCH_MATE_REF_INDEX"", ""INVALID_REFERENCE_INDEX"", ""INVALID_ALIGNMENT_START"", ""MISMATCH_MATE_ALIGNMENT_START"", ""MATE_FIELD_MISMATCH"", ""INVALID_TAG_NM"", ""MISSING_TAG_NM"", ""MISSING_HEADER"", ""MISSING_SEQUENCE_DICTIONARY"", ""MISSING_READ_GROUP"", ""RECORD_OUT_OF_ORDER"", ""READ_GROUP_NOT_FOUND"", ""RECORD_MISSING_READ_GROUP"", ""INVALID_INDEXING_BIN"", ""MISSING_VERSION_NUMBER"", ""INVALID_VERSION_NUMBER"", ""TRUNCATED_FILE"", ""MISMATCH_READ_LENGTH_AND_QUALS_LENGTH"", ""EMPTY_READ"", ""CIGAR_MAPS_OFF_REFERENCE"", ""MISMATCH_READ_LENGTH_AND_E2_LENGTH"", ""MISMATCH_READ_LENGTH_AND_U2_LENGTH"", ""E2_BASE_EQUALS_PRIMARY_BASE"", ""BAM_FILE_MISSING_TERMINATOR_BLOCK"", ""UNRECOGNIZED_HEADER_TYPE"", ""POORLY_FORMATTED_HEADER_TAG"", ""HEADER_TAG_MULTIPLY_DEFINED"", ""HEADER_RECORD_MISSING_REQUIRED_TAG"", ""INVALID_DATE_STRING"", ""TAG_VALUE_TOO_LARGE"", ""INVALID_INDEX_FILE_POINTER"", ""INVALID_PREDICTED_MEDIAN_INSERT_SIZE"", ""DUPLICATE_READ_GROUP_ID"", ""MISSING_PLATFORM_VALUE"", ""INVALID_PLATFORM_VALUE"", ""DUPLICATE_PROGRAM_GROUP_ID"", ""MATE_NOT_FOUND"", ""MATES_ARE_SAME_END"", ""MISMATCH_MATE_CIGAR_STRING"", ""MATE_CIGAR_STRING_INVALID_PRESENCE""]","""false""","[{'src': 'hda', 'id': 33338426}]",,"""false""","""100""","""VERBOSE""",0,hg19,,cached,"""true""",32.0,,,,43229622.0,1516136994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,2.7.1.0,,2018-01-16 21:10:01.160780,,6.0
