chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-09 11:12:55.134171,slurm_normal,1473419717.0,0,3582064677,fasta,1.0,main_w3_handler1,2815173,13814767,False,,5833,bed,8036148.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5020790153e6c9cdd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e003c4e4561875d9'}]","""false""","""false""","""true""",32.0,,31340198,1473419623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-09-09 11:15:19.795480,10211.0,94.0
,,2016-09-12 15:12:47.345582,slurm_normal,1473693235.0,0,3199905909,fasta,1.0,main_w3_handler0,2815173,13832342,False,,5833,bed,8054370.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ded4ec7920b3c51d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e003c4e4561875d9'}]","""false""","""false""","""false""",32.0,,31340198,1473693226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-09-12 15:13:58.508520,10211.0,9.0
,,2016-09-12 15:55:37.431535,slurm_normal,1473695794.0,0,3199905909,fasta,1.0,main_w3_handler0,2815173,13832798,False,,59815,bed,8054930.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ded4ec7920b3c51d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a790ff56230da0d6'}]","""false""","""false""","""false""",32.0,,31340198,1473695753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-09-12 15:56:37.381170,10211.0,41.0
,,2016-08-09 09:36:28.870229,slurm_normal,1470735464.0,0,1550952,fasta,1.0,main_w1_handler0,2778343,13628172,False,,73562,bed,7840997.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b589eac8674f20dae5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9ced18fbf1f62ed'}]","""false""","""false""","""false""",32.0,,31815404,1470735460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-08-09 09:37:50.967260,21426.0,4.0
,,2016-08-09 09:36:15.095272,slurm_normal,1470735465.0,0,124941,fasta,1.0,main_w1_handler0,2778343,13628171,False,,9265,bed,7840996.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5136fd9e6cbeac5f0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50fceb5807eb23c66'}]","""false""","""false""","""false""",32.0,,31815404,1470735460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-08-09 09:37:50.951808,21426.0,5.0
,,2016-08-26 16:52:49.018533,slurm_normal,1472230459.0,0,3199905909,fasta,1.0,main_w3_handler0,2785126,13727351,False,,129417,bed,7944878.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b578a9d81165777765'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb0fc2cb2f3cb427'}]","""false""","""false""","""false""",32.0,,31758137,1472230410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-08-26 16:54:27.403899,63217.0,49.0
,,2016-08-26 16:54:55.232520,slurm_normal,1472230526.0,0,3199905909,fasta,1.0,main_w4_handler1,2785126,13727358,False,,129417,bed,7944884.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b578a9d81165777765'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb0fc2cb2f3cb427'}]","""false""","""false""","""false""",32.0,,31758137,1472230505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-08-26 16:55:28.289836,63217.0,21.0
,,2016-08-26 17:07:30.335675,slurm_normal,1472231295.0,0,3199905909,fasta,1.0,main_w3_handler0,2785126,13727462,False,,1763,bed,7944968.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b578a9d81165777765'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d07ff8ed4f9c2053'}]","""false""","""false""","""false""",32.0,,31758137,1472231266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-08-26 17:08:19.276077,63217.0,29.0
,,2016-08-26 19:34:43.856955,slurm_normal,1472240103.0,0,3199905909,fasta,1.0,main_w4_handler0,2785126,13728359,False,,1763,bed,7945954.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b578a9d81165777765'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d07ff8ed4f9c2053'}]","""false""","""true""","""false""",32.0,,31758137,1472240095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-08-26 19:35:05.426556,63217.0,8.0
,,2016-09-02 14:50:23.531294,slurm_normal,1472827904.0,0,14611042,fasta,1.0,main_w4_handler0,2793784,13770447,False,,314,bed,7991620.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b568a373e7365b1cc8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a4f18310b53e2c72'}]","""false""","""false""","""false""",32.0,,32290113,1472827842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-09-02 14:51:55.548690,77683.0,62.0
,,2016-09-30 09:57:39.865418,slurm_normal,1475229572.0,0,500073,fasta,1.0,main_w4_handler1,2837121,13981287,False,,94110,gtf,8200644.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5caac5560b8d34a45'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed7c8669ec0d9a88'}]","""false""","""false""","""false""",32.0,,33323181,1475229559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-09-30 09:59:35.714909,75088.0,13.0
,,2016-11-02 16:46:22.215945,slurm_normal,1478108094.0,0,3757972,fasta,1.0,main_w3_handler1,2849843,14235246,False,,78656,bed,8444147.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b560b06854aae08b2a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc394a9fae383e35'}]","""false""","""false""","""false""",32.0,,33589788,1478108084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-11-02 17:35:02.225226,91955.0,10.0
,,2016-11-03 20:40:00.379761,slurm_normal,1478205753.0,0,84131,fasta,1.0,main_w3_handler1,2880149,14245698,False,,5912,bed,8454609.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5648419a7aad122ed'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a55a5f21b45b45a6'}]","""false""","""false""","""false""",32.0,,34076462,1478205603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-11-03 20:43:25.031877,91291.0,150.0
19.0,len,2016-11-15 15:33:37.713650,slurm_normal,1479224336.0,0,519,fasta,1.0,main_w4_handler0,2886734,14345998,False,,3365122,bed,8551869.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/main/files/017/858/dataset_17858461.dat""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e66e77801a050adc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe8b4cf0f38d6054'}]","""false""","""false""","""false""",32.0,,34164056,1479224024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-11-15 15:39:15.113009,94372.0,312.0
