chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
32.0,len,2016-11-19 14:26:45.674756,slurm_normal,1479565636.0,0,4606789,fasta,1.0,main_w4_handler0,2658961,14384517,False,,105786,bed,8590188.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/main/files/017/488/dataset_17488780.dat""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1687bf1332bfa76'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50b5786eca090635f'}]","""false""","""false""","""false""",32.0,,34136651,1479565626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-11-19 14:27:18.765425,82030.0,10.0
,,2016-12-08 14:23:40.843100,slurm_normal,1481207035.0,0,221845,fasta,1.0,main_w3_handler0,2922221,14516374,False,,32028,bed,8698936.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27540830}]","[{'src': 'hda', 'id': 27540793}]","""false""","""false""","""false""",32.0,,34702370,1481207024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2016-12-08 14:23:58.017524,,11.0
,,2017-01-24 04:19:55.353285,slurm_normal,1485231603.0,0,1114193,fasta,1.0,main_w3_handler1,1564580,14853961,False,,24250,bed,9014160.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28057745}]","[{'src': 'hda', 'id': 28058377}]","""false""","""false""","""false""",32.0,,35525146,1485231599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-01-24 04:20:06.513707,23125.0,4.0
,,2017-02-28 00:36:52.388569,slurm_normal,1488242231.0,0,3070482,fasta,1.0,main_w3_handler1,1564580,15160661,False,,42258,bed,9312276.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28541609}]","[{'src': 'hda', 'id': 28542118}]","""false""","""false""","""false""",32.0,,35525146,1488242216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-02-28 00:37:13.518120,23125.0,15.0
,,2017-02-12 02:02:07.355121,slurm_normal,1486864956.0,0,889127332,fasta,1.0,main_w4_handler1,2979425,15014371,False,,20023147,bed,9170846.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28183491}]","[{'src': 'hda', 'id': 28183376}]","""false""","""false""","""false""",32.0,,35696643,1486864930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-02-12 02:02:37.669711,52630.0,26.0
,,2017-02-12 02:01:37.361629,slurm_normal,1486864939.0,0,1168796726,fasta,1.0,main_w4_handler1,2979425,15014369,False,,26335913,bed,9170844.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28183490}]","[{'src': 'hda', 'id': 28183373}]","""false""","""false""","""false""",32.0,,35696643,1486864900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-02-12 02:02:22.623973,52630.0,39.0
,,2017-02-12 02:02:21.718248,slurm_normal,1486864955.0,0,96674770,fasta,1.0,main_w3_handler1,2979425,15014372,False,,2177546,bed,9170847.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28183492}]","[{'src': 'hda', 'id': 28183378}]","""false""","""false""","""false""",32.0,,35696643,1486864945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-02-12 02:02:39.398319,52630.0,10.0
,,2017-02-12 02:02:35.235187,slurm_normal,1486864966.0,0,93810678,fasta,1.0,main_w3_handler1,2979425,15014373,False,,2114585,bed,9170848.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28183493}]","[{'src': 'hda', 'id': 28183379}]","""false""","""false""","""false""",32.0,,35696643,1486864958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-02-12 02:02:50.280301,52630.0,8.0
,,2017-02-28 00:38:10.683197,slurm_normal,1488242299.0,0,73594,fasta,1.0,main_w3_handler0,1564580,15160666,False,,1341,bed,9312280.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28541604}]","[{'src': 'hda', 'id': 28542117}]","""false""","""false""","""false""",32.0,,35525146,1488242295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-02-28 00:38:20.616614,23125.0,4.0
,,2017-03-02 15:24:53.922207,slurm_normal,1488468301.0,0,5631,fasta,1.0,main_w4_handler0,2956909,15189739,False,,2051,bed,9340540.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28588573}]","[{'src': 'hda', 'id': 28588570}]","""false""","""false""","""true""",32.0,,35389189,1488468296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-03-02 15:25:02.523213,,5.0
,,2017-03-03 16:00:14.742469,slurm_normal,1488556845.0,0,3199905909,fasta,1.0,main_w4_handler1,2998477,15201126,False,,1068,bed,9351390.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28606319}]","[{'src': 'hda', 'id': 28384990}]","""false""","""false""","""false""",32.0,,35848317,1488556819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-03-03 16:00:48.575409,63217.0,26.0
,,2017-03-10 21:28:33.404658,slurm_normal,1489181328.0,0,8589462,fasta,1.0,main_w3_handler0,2939952,15266920,False,,12058080,bed,9412836.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28709950}]","[{'src': 'hda', 'id': 28707280}]","""false""","""false""","""true""",32.0,,35123085,1489181319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-03-10 21:28:51.468952,93212.0,9.0
,,2017-03-10 21:42:15.939548,slurm_normal,1489182154.0,0,17490278,fasta,1.0,main_w3_handler0,2939952,15266976,False,,12058080,bed,9412890.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28713190}]","[{'src': 'hda', 'id': 28707280}]","""false""","""false""","""false""",32.0,,35123085,1489182143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-03-10 21:42:38.699209,93212.0,11.0
,,2017-04-19 18:52:01.590906,slurm_normal,1492627989.0,0,3199905909,fasta,1.0,main_w4_handler0,2998477,15628194,False,,42591,bed,9746947.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28606319}]","[{'src': 'hda', 'id': 29281899}]","""false""","""false""","""false""",32.0,,36531407,1492627985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-04-19 18:54:13.601618,63217.0,4.0
,,2017-04-19 18:55:15.684272,slurm_normal,1492628135.0,0,3199905909,fasta,1.0,main_w4_handler0,2998477,15628221,False,,24507,bed,9746963.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28606319}]","[{'src': 'hda', 'id': 29282220}]","""false""","""false""","""false""",32.0,,36531407,1492628130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.24.0,2.24.0,,2017-04-19 18:55:38.906561,63217.0,5.0
