create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.groups,parameters.label,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-23 21:13:24.912201,slurm_normal,1516742018.0,0,1.0,main_w4_handler1,3397277,18138255,False,,12217996,slurm,,132112168.0,corral-repl,403053,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[""Bm014"", ""Bm022"", ""Bm023"", ""Bm037"", ""Bm040"", ""Bm041"", ""Bm043"", ""Bm044"", ""Bm045"", ""Bm050"", ""Bm051"", ""Bm052"", ""Bm054"", ""Bm056"", ""Bm057"", ""Bm059"", ""ControlCADS"", ""ControlLab"", ""ControlWater"", ""Mucus""]","[""0.03""]","[{'src': 'hda', 'id': 33467134}]",32.0,,42668866,1516742013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_otulabels/mothur_list_otulabels/1.36.1.0,1.36.1.0,,2018-01-23 21:13:40.775668,112430,5.0
