chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB11,inputB11_filetype,inputB12,inputB12_filetype,inputB13,inputB13_filetype,inputB14,inputB14_filetype,inputB15,inputB15_filetype,inputB16,inputB16_filetype,inputB17,inputB17_filetype,inputB18,inputB18_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count,parameters.dbkey,parameters.fraction,parameters.header,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.invert,parameters.once,parameters.overlap_mode,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-25 20:15:39.066202,slurm_normal,1456431545.0,0,1.0,main_w1_handler2,2557147,11944856,False,,369,bed,23519,23519,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174736.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23519641,,"""23519660""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:19:10.857210,76207.0,8.0
,,2016-02-25 19:46:18.543144,slurm_normal,1456429640.0,0,1.0,main_w1_handler0,2557147,11944564,False,,3031402,bed,5528,5528,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174415.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23518790,,"""23518969""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28597124.0,1456429633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 19:47:28.256624,76207.0,7.0
,,2016-02-25 20:12:56.790435,slurm_normal,1456431446.0,0,1.0,main_w2_handler1,2557147,11944793,False,,4504344,bed,369,369,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174715.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23506580,,"""23519641""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:17:42.204960,76207.0,9.0
,,2016-03-15 06:33:22.701325,slurm_normal,1458023643.0,0,1.0,main_w2_handler0,2633849,12136941,False,,8593,bed,8237506,8237506,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6355151.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""False""",23841361,,"""23841377""",,"""False""","""False""","[""-wao""]","""False""","""False""","""-S""",32.0,,28996248.0,1458023639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 06:34:07.197407,,4.0
,,2016-02-25 20:13:21.424277,slurm_normal,1456431506.0,0,1.0,main_w2_handler0,2557147,11944795,False,,4504344,bed,57275,57275,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174730.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23506580,,"""23519643""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:19:00.331557,76207.0,7.0
,,2016-02-25 20:24:50.306874,slurm_normal,1456431967.0,0,1.0,main_w2_handler0,2557147,11944969,False,,4504344,bed,937,937,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174822.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23506580,,"""23519731""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:26:19.276456,76207.0,33.0
,,2016-02-25 19:47:12.402858,slurm_normal,1456429708.0,0,1.0,main_w1_handler2,2557147,11944581,False,,3031402,bed,379048,379048,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174429.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23518790,,"""23518967""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28597124.0,1456429702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 19:48:30.955539,76207.0,6.0
,,2016-02-25 20:13:36.557674,slurm_normal,1456431452.0,0,1.0,main_w1_handler2,2557147,11944797,False,,4504344,bed,180865,180865,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174719.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23506580,,"""23519645""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:17:38.065754,76207.0,6.0
,,2016-02-25 20:16:06.998467,slurm_normal,1456431677.0,0,1.0,main_w1_handler2,2557147,11944878,False,,180865,bed,35474,35474,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174770.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23519645,,"""23519689""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:21:22.367786,76207.0,7.0
,,2016-02-25 20:25:01.051756,slurm_normal,1456431967.0,0,1.0,main_w1_handler1,2557147,11944970,False,,4504344,bed,10131,10131,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174827.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23506580,,"""23519742""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:26:14.941860,76207.0,12.0
,,2016-03-15 06:34:49.661637,slurm_normal,1458023728.0,0,1.0,main_w1_handler2,2633849,12136946,False,,8593,bed,8237506,8237506,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6355170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""False""",23841361,,"""23841377""",,"""False""","""False""","[""-wao""]","""False""","""False""","""""",32.0,,28996248.0,1458023724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 06:35:31.232493,,4.0
,,2016-02-25 20:14:04.121340,slurm_normal,1456431463.0,0,1.0,main_w1_handler0,2557147,11944806,False,,4504344,bed,23519,23519,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6174721.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23506580,,"""23519660""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28623915.0,1456431452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:17:46.934633,76207.0,11.0
,,2016-03-15 06:53:32.678325,slurm_normal,1458024860.0,0,1.0,main_w1_handler2,2633849,12137027,False,,8593,bed,8237506,8237506,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6355264.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""False""",23841361,,"""23841377""",,"""False""","""True""","[""-wb""]","""False""","""False""","""""",32.0,,28996248.0,1458024857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 06:54:22.563003,,3.0
,,2016-02-25 20:57:50.495153,slurm_normal,1456433972.0,0,1.0,main_w2_handler0,2612600,11945328,False,,1548606,bed,269835,269835,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6175237.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/equCab2.len""","""False""","""equCab2""","""""","""False""",23515622,,"""23520287""",,"""False""","""False""","[""-wao""]","""False""","""False""","""""",32.0,,28341242.0,1456433962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-25 20:59:38.464029,27560.0,10.0
,,2016-03-15 06:44:44.434387,slurm_normal,1458024328.0,0,1.0,main_w2_handler0,2633849,12136969,False,,8593,bed,8237506,8237506,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6355202.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""False""",23841361,,"""23841377""",,"""False""","""False""","[""-loj""]","""False""","""False""","""""",32.0,,28996248.0,1458024322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 06:45:34.188723,,6.0
,,2016-03-15 06:56:14.412991,slurm_normal,1458025021.0,0,1.0,main_w1_handler2,2633849,12137053,False,,8593,bed,8237506,8237506,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6355294.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""False""",23841361,,"""23841377""",,"""False""","""True""","[""-loj""]","""False""","""False""","""""",32.0,,28996248.0,1458025018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 06:57:04.735908,,3.0
,,2016-05-02 07:52:02.262063,slurm_normal,1462175608.0,0,1.0,main_w1_handler2,2549611,12720947,False,,28879,bed,76325,76325,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6926722.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""true""","""caulCres""","""""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fcb053456dcec1b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d98a20c3a81a474c'}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",32.0,,28269289.0,1462175604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-05-02 07:53:30.321990,75857.0,4.0
,,2016-02-29 05:49:14.551654,slurm_normal,1456725001.0,0,1.0,main_w1_handler2,2615276,11964533,False,,593019385,bed,303,303,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6197560.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""False""","""Homo_sapiens_nuHg19_mtrCRS""","""0.5""","""False""",23549067,,"""23549065""",,"""False""","""True""","[""-wa""]","""False""","""False""","""""",32.0,,28673969.0,1456724987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-29 05:50:04.640612,,14.0
,,2016-05-02 07:57:17.507506,slurm_normal,1462175950.0,0,1.0,main_w2_handler0,2549611,12721123,False,,21006,bed,28879,28879,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6926811.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""true""","""caulCres""","""""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51339adb0915e0433'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fcb053456dcec1b'}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",32.0,,28269289.0,1462175946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-05-02 07:59:14.292913,75857.0,4.0
,,2016-02-26 10:23:26.386354,slurm_normal,1456482265.0,0,1.0,main_w2_handler0,2613514,11949249,False,,5392,bed,23083616,23083616,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6182017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""""","""False""",23525962,,"""23525884""",,"""False""","""False""","[""-wa""]","""False""","""False""","""-s""",32.0,,28635557.0,1456482260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 10:24:31.900802,79365.0,5.0
,,2016-02-26 10:07:53.707240,slurm_normal,1456481337.0,0,1.0,main_w2_handler0,2613514,11949150,False,,5392,bed,23083616,23083616,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6181878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""""","""False""",23525962,,"""23525884""",,"""False""","""False""","[""-wa"", ""-wb""]","""False""","""False""","""-s""",32.0,,28635557.0,1456481330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 10:09:04.272573,79365.0,7.0
,,2016-05-02 08:06:15.507601,slurm_normal,1462176421.0,0,1.0,main_w1_handler2,2549611,12722131,False,,21006,bed,28879,28879,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6926873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""true""","""caulCres""","""""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51339adb0915e0433'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fcb053456dcec1b'}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",32.0,,28269289.0,1462176418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-05-02 08:07:02.589718,75857.0,3.0
,,2016-02-26 10:28:02.220269,slurm_normal,1456482534.0,0,1.0,main_w2_handler1,2613514,11949272,False,,5392,bed,23083616,23083616,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6182044.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""""","""False""",23525962,,"""23525884""",,"""False""","""False""","[""-wb""]","""False""","""False""","""""",32.0,,28635557.0,1456482529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 10:28:59.138003,79365.0,5.0
,,2016-05-02 08:22:59.514262,slurm_normal,1462177424.0,0,1.0,main_w1_handler1,2549611,12722720,False,,28879,bed,21006,21006,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6927062.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""true""","""caulCres""","""""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fcb053456dcec1b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51339adb0915e0433'}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",32.0,,28269289.0,1462177421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-05-02 08:23:46.891572,75857.0,3.0
,,2016-03-15 00:05:13.306442,slurm_normal,1458000388.0,0,1.0,main_w1_handler2,2632333,12133408,False,,88764050,bam,107388,107388,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6352539.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23837017,,"""23835602""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28992008.0,1458000354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 00:06:29.490414,80547.0,34.0
,,2016-03-15 00:04:20.021641,slurm_normal,1458000380.0,0,1.0,main_w2_handler0,2381774,12133395,False,,89807928,bam,107388,107388,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6352534.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23837035,,"""23835647""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28991984.0,1458000335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 00:06:27.526385,65893.0,45.0
,,2016-03-15 00:05:01.736899,slurm_normal,1458000398.0,0,1.0,main_w2_handler0,2633674,12133406,False,,89807882,bam,107388,107388,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6352542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23836884,,"""23836877""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28992559.0,1458000370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 00:06:41.733748,80588.0,28.0
,,2016-03-15 00:04:16.865100,slurm_normal,1458000919.0,0,1.0,main_w1_handler2,2633669,12133391,False,,88850434,bam,88842899,88842899,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,6352547.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23836969,,"""23837362""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28988768.0,1458000407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 00:15:22.565477,80600.0,512.0
,,2016-03-15 00:04:01.616589,slurm_normal,1458000903.0,0,1.0,main_w2_handler1,2633357,12133387,False,,89807875,bam,89807875,89807875,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,6352519.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23837042,,"""23837042""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28987803.0,1458000299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 00:15:07.633093,80597.0,604.0
,,2016-03-15 00:04:19.939257,slurm_normal,1458000857.0,0,1.0,main_w1_handler1,2633665,12133394,False,,89807925,bam,89807925,89807925,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,bam,6352525.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""""","""False""",23837055,,"""23837055""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28994100.0,1458000313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-03-15 00:14:21.538028,80602.0,544.0
,,2016-05-02 09:13:39.425010,slurm_normal,1462180506.0,0,1.0,main_w2_handler0,2549611,12727268,False,,24569,bed,28879,28879,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6927608.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/caulCres.len""","""true""","""caulCres""","""""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5052ef380c40deba7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fcb053456dcec1b'}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",32.0,,28269289.0,1462180503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-05-02 09:15:10.755784,75857.0,3.0
,,2016-02-29 09:29:10.485417,slurm_normal,1456738210.0,0,1.0,main_w2_handler1,2613514,11965678,False,,23083616,bed,5392,5392,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6198511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""False""","""hg38""","""0.5""","""False""",23525884,,"""23525962""",,"""False""","""False""","[""-wa""]","""False""","""False""","""-s""",32.0,,28694447.0,1456738204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-29 09:30:13.486324,79365.0,6.0
,,2016-02-26 21:01:40.007091,slurm_normal,1456520622.0,0,1.0,main_w1_handler0,2557147,11954581,False,,3499590,bed,2313920,2313920,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6187875.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23324785,,"""23533499""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456520614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:03:47.174578,76207.0,8.0
,,2016-02-26 21:11:13.660917,slurm_normal,1456521115.0,0,1.0,main_w2_handler1,2557147,11954646,False,,3499590,bed,2313920,2313920,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6187942.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23324785,,"""23533499""",,"""True""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456521104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:12:02.885074,76207.0,11.0
,,2016-02-26 21:32:28.650409,slurm_normal,1456522384.0,0,1.0,main_w2_handler1,2557147,11954810,False,,2313930,bed,770751,770751,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6188092.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23518787,,"""23322369""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456522378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:33:09.246862,76207.0,6.0
,,2016-02-26 21:12:54.948877,slurm_normal,1456521240.0,0,1.0,main_w1_handler1,2557147,11954651,False,,2313920,bed,3499590,3499590,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6187951.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23533499,,"""23324785""",,"""True""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456521232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:14:05.789844,76207.0,8.0
,,2016-02-26 21:33:10.606477,slurm_normal,1456522433.0,0,1.0,main_w2_handler0,2557147,11954815,False,,701714,bed,2313930,2313930,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6188098.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23322367,,"""23518787""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456522428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:33:58.343879,76207.0,5.0
,,2016-02-26 21:32:03.766198,slurm_normal,1456522362.0,0,1.0,main_w1_handler1,2557147,11954806,False,,2313930,bed,63318,63318,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6188088.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23518787,,"""23322368""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456522359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:32:47.864473,76207.0,3.0
,,2016-02-26 21:31:35.012723,slurm_normal,1456522333.0,0,1.0,main_w1_handler0,2557147,11954797,False,,2313930,bed,701714,701714,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6188078.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""""","""False""",23518787,,"""23322367""",,"""False""","""False""","[""-wa""]","""False""","""False""","""""",32.0,,28640823.0,1456522326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0,2.22.0,,2016-02-26 21:32:16.695352,76207.0,7.0
