create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-28 18:57:53.240420,slurm_normal,1509217884.0,0,1.0,main_w3_handler0,3266956,17250896,False,,3673802554,tabular,11310945,slurm,,132112168.0,corral-repl,,"""e478271abc1111e79b3c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 31940516}]","""20""","""true""","""2""",32.0,,,1509217605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.6.1,2.0.6.1,,2017-10-28 19:11:26.738899,61346,279.0
2017-11-02 09:03:29.115031,slurm_normal,1509614912.0,0,1.0,main_w3_handler0,3308015,17295882,False,,7651189846,tabular,11358343,slurm,,132112168.0,corral-repl,,"""acc95ce6bfac11e7adf9005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32019135}]","""20""","""true""","""2""",32.0,,,1509614461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.6.1,2.0.6.1,,2017-11-02 09:28:38.077321,84316,451.0
