beds_0|input,beds_0|input1,beds_0|input1_filetype,beds_0|input_filetype,beds_10|input,beds_10|input1,beds_10|input1_filetype,beds_10|input_filetype,beds_11|input,beds_11|input1,beds_11|input1_filetype,beds_11|input_filetype,beds_12|input,beds_12|input1,beds_12|input1_filetype,beds_12|input_filetype,beds_13|input,beds_13|input1,beds_13|input1_filetype,beds_13|input_filetype,beds_14|input,beds_14|input1,beds_14|input1_filetype,beds_14|input_filetype,beds_15|input,beds_15|input1,beds_15|input1_filetype,beds_15|input_filetype,beds_16|input,beds_16|input1,beds_16|input1_filetype,beds_16|input_filetype,beds_17|input,beds_17|input1,beds_17|input1_filetype,beds_17|input_filetype,beds_1|input,beds_1|input1,beds_1|input1_filetype,beds_1|input_filetype,beds_2|input,beds_2|input1,beds_2|input1_filetype,beds_2|input_filetype,beds_3|input,beds_3|input1,beds_3|input1_filetype,beds_3|input_filetype,beds_4|input,beds_4|input1,beds_4|input1_filetype,beds_4|input_filetype,beds_5|input,beds_5|input1,beds_5|input1_filetype,beds_5|input_filetype,beds_6|input,beds_6|input1,beds_6|input1_filetype,beds_6|input_filetype,beds_7|input,beds_7|input1,beds_7|input1_filetype,beds_7|input_filetype,beds_8|input,beds_8|input1,beds_8|input1_filetype,beds_8|input_filetype,beds_9|input,beds_9|input1,beds_9|input1_filetype,beds_9|input_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs1_filetype,inputs2,inputs2_filetype,inputs3,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cluster,parameters.dbkey,parameters.filler,parameters.genome,parameters.genome.values,parameters.header,parameters.tag.__current_case__,parameters.tag.beds,parameters.tag.inputs,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|beds_0|input,tag|beds_0|input1,tag|beds_0|input1_filetype,tag|beds_0|input_filetype,tag|beds_1|input,tag|beds_1|input1,tag|beds_1|input1_filetype,tag|beds_1|input_filetype,tag|beds_2|input,tag|beds_2|input1,tag|beds_2|input1_filetype,tag|beds_2|input_filetype,tag|beds_3|input,tag|beds_3|input1,tag|beds_3|input1_filetype,tag|beds_3|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
676399.0,676399.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36496.0,36496.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-16 20:44:28.891548,slurm_normal,1455655521.0,0,1.0,12887317,bed,main_w1_handler2,2567634,11851401,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6094581.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",23263431,,"""False""",1,"[{'__index__': 0, 'custom_name': '', 'input': '23380962'}, {'__index__': 1, 'custom_name': '', 'input': '23263359'}]",,,custom,"""False""",32.0,,27523479,1455655517.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-16 20:45:27.968420,76930.0,4.0
56816.0,56816.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744228.0,744228.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-17 16:43:02.946388,slurm_normal,1455727877.0,0,1.0,5363736,gff,main_w2_handler0,2567634,11858817,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100232.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",23150501,,"""False""",1,"[{'__index__': 0, 'custom_name': '', 'input': '23259659'}, {'__index__': 1, 'custom_name': '', 'input': '23150678'}]",,,custom,"""False""",32.0,,27523479,1455727872.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-17 16:51:23.151984,76930.0,5.0
2033280.0,2033280.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744228.0,744228.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-17 17:26:06.287265,slurm_normal,1455730823.0,0,1.0,610067,bed,main_w2_handler0,2567634,11859120,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100510.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",23393101,,"""False""",1,"[{'__index__': 0, 'custom_name': '', 'input': '23393106'}, {'__index__': 1, 'custom_name': '', 'input': '23393104'}]",,,custom,"""False""",32.0,,27523479,1455730797.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-17 17:40:27.224319,76930.0,26.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-19 16:53:07.830254,slurm_normal,1455901998.0,0,1.0,6374576,bed,main_w1_handler1,2543326,11878734,False,,8282350.0,8282350.0,,,,,,,,,,,,,,,,,,,bed,40689409.0,bed,32473101.0,bed,,,,,,,,,,,,,bed,6118895.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",23422446,,"""True""",0,,"22980763,22980886,22980931",,tag,"""True""",32.0,,26866172,1455901975.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-19 17:13:26.936662,,23.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 13:39:36.929462,slurm_normal,1462110011.0,0,1.0,1971,gg,main_w1_handler2,2625988,12715710,False,,98820.0,98820.0,,,,,,,,,,,,,,,,,,,bed,100144.0,bed,67298.0,bed,95485.0,bed,,,,,,,,,,,bed,6915809.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0c0fbdc7a1fb81e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56b684171f6d8d3af'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5145a9666b301e922'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54852aa76b3f89919'}]",tag,"""false""",32.0,,28680331,1462110008.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 13:40:13.826925,,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 13:59:49.564985,slurm_normal,1462111234.0,0,1.0,1971,gg,main_w1_handler1,2625988,12715815,False,,98820.0,98820.0,,,,,,,,,,,,,,,,,,,bed,100144.0,bed,67298.0,bed,95485.0,bed,195937.0,bed,,,,,,,,,bed,6916115.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0c0fbdc7a1fb81e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56b684171f6d8d3af'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5145a9666b301e922'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54852aa76b3f89919'}, {'src': 'hda', 'id': 'bbd44e69cb8906b524228c31f2bb7ded'}]",tag,"""false""",32.0,,28680331,1462111231.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 14:00:37.337607,,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-19 16:52:34.925026,slurm_normal,1455901234.0,0,1.0,16035538,tabular,main_w2_handler1,2543326,11878724,False,,8046457.0,8046457.0,,,,,,,,,,,,,,,,,,,bed,40689409.0,bed,31560600.0,bed,,,,,,,,,,,,,bed,6118826.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""False""","""?""","""N/A""",22980986,,"""True""",0,,"22980766,22980886,22980943",,tag,"""False""",32.0,,26866172,1455901202.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-19 17:00:42.112857,,32.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-22 01:14:28.132772,slurm_normal,1456103703.0,0,1.0,365,bed,main_w1_handler0,2607538,11895900,False,,1618078.0,1618078.0,1160554.0,bed,1375282.0,bed,1259964.0,bed,786205.0,bed,,,,,,,,,,,bed,2869792.0,bed,917296.0,bed,1935959.0,bed,383853.0,bed,2654048.0,bed,706982.0,bed,979753.0,bed,1044575.0,bed,bed,6134942.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""N/A""",23450458,,"""True""",0,,"23450328,23450330,23450331,23450339,23450340,23450344,23450345,23450346,23450348,23450349,23450351,23450352,23450353",,tag,"""True""",32.0,,27234761,1456103691.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-22 01:15:05.882680,64737.0,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-22 01:03:27.203762,slurm_normal,1456103041.0,0,1.0,365,bed,main_w1_handler1,2607538,11895883,False,,454429.0,454429.0,,,,,,,,,,,,,,,,,,,bed,177824.0,bed,595355.0,bed,432357.0,bed,479235.0,bed,508449.0,bed,411802.0,bed,,,,,bed,6134919.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""N/A""",23450458,,"""True""",0,,"23450329,23450332,23450336,23450343,23450347,23450350,23450354",,tag,"""True""",32.0,,27234761,1456103033.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-22 01:04:05.336804,64737.0,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-22 01:11:51.877148,slurm_normal,1456103569.0,0,1.0,365,bed,main_w2_handler1,2607538,11895895,False,,1618078.0,1618078.0,1160554.0,bed,1375282.0,bed,1259964.0,bed,786205.0,bed,,,,,,,,,,,bed,2869792.0,bed,917296.0,bed,1935959.0,bed,383853.0,bed,2654048.0,bed,706982.0,bed,979753.0,bed,1044575.0,bed,bed,6134936.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""N/A""",23450458,,"""False""",0,,"23450328,23450330,23450331,23450339,23450340,23450344,23450345,23450346,23450348,23450349,23450351,23450352,23450353",,tag,"""True""",32.0,,27234761,1456103539.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-22 01:12:53.400582,64737.0,30.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 12:59:16.409208,slurm_normal,1462107598.0,0,1.0,1971,gg,main_w1_handler1,2625988,12715601,False,,95485.0,95485.0,,,,,,,,,,,,,,,,,,,bed,100144.0,bed,67298.0,bed,98820.0,bed,,,,,,,,,,,bed,6915329.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5066a71b69c134aa3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d2f5adeedc948dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d15f5c2a5a7cb590'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e529572f338bd2c'}]",tag,"""false""",32.0,,28680331,1462107596.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 13:00:01.129314,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 12:54:28.248603,slurm_normal,1462107302.0,0,1.0,1971,gg,main_w1_handler2,2625988,12715595,False,,95485.0,95485.0,,,,,,,,,,,,,,,,,,,bed,100144.0,bed,67298.0,bed,98820.0,bed,,,,,,,,,,,bed,6915316.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5066a71b69c134aa3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d2f5adeedc948dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d15f5c2a5a7cb590'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e529572f338bd2c'}]",tag,"""false""",32.0,,28680331,1462107299.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 12:55:04.853588,,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 12:53:18.347645,slurm_normal,1462107245.0,0,1.0,1971,gg,main_w1_handler0,2625988,12715586,False,,95485.0,95485.0,,,,,,,,,,,,,,,,,,,bed,100144.0,bed,67298.0,bed,98820.0,bed,,,,,,,,,,,bed,6915305.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5066a71b69c134aa3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d2f5adeedc948dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d15f5c2a5a7cb590'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e529572f338bd2c'}]",tag,"""true""",32.0,,28680331,1462107242.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 12:54:08.392221,,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 12:57:04.182128,slurm_normal,1462107457.0,0,1.0,1971,gg,main_w1_handler0,2625988,12715600,False,,95485.0,95485.0,,,,,,,,,,,,,,,,,,,bed,100144.0,bed,67298.0,bed,98820.0,bed,,,,,,,,,,,bed,6915326.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5066a71b69c134aa3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52d2f5adeedc948dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d15f5c2a5a7cb590'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e529572f338bd2c'}]",tag,"""false""",32.0,,28680331,1462107453.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 12:57:39.180906,,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 13:23:26.969122,slurm_normal,1462109055.0,0,1.0,1971,gg,main_w1_handler0,2625988,12715675,False,,164174.0,164174.0,,,,,,,,,,,,,,,,,,,bed,166314.0,bed,158567.0,bed,111436.0,bed,,,,,,,,,,,bed,6915621.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d0c9f227ac7a94d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5afbbc6876811f549'}, {'src': 'hda', 'id': 'bbd44e69cb8906b518f899272ddbab34'}, {'src': 'hda', 'id': 'bbd44e69cb8906b508d830fcf822d0f2'}]",tag,"""false""",32.0,,28680331,1462109051.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 13:24:18.970788,,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-01 13:25:49.030422,slurm_normal,1462109195.0,0,1.0,1971,gg,main_w1_handler0,2625988,12715681,False,,164174.0,164174.0,,,,,,,,,,,,,,,,,,,bed,166314.0,bed,158567.0,bed,111436.0,bed,,,,,,,,,,,bed,6915650.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db744fc1182d8339'}]","""true""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d0c9f227ac7a94d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5afbbc6876811f549'}, {'src': 'hda', 'id': 'bbd44e69cb8906b518f899272ddbab34'}, {'src': 'hda', 'id': 'bbd44e69cb8906b508d830fcf822d0f2'}]",tag,"""false""",32.0,,28680331,1462109191.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-01 13:26:37.801320,,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-24 22:03:15.824781,slurm_normal,1456351466.0,0,1.0,1991143,tabular,main_w1_handler2,2578583,11933053,False,,870621.0,870621.0,,,,,,,,,,,,,,,,,,,bed,1104865.0,bed,971606.0,bed,1290041.0,bed,,,,,,,,,,,bed,6162088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",23048415,,"""False""",0,,"23503912,23503913,23503915,23503916",,tag,"""False""",32.0,,27770067,1456351445.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-24 22:04:34.046823,72234.0,21.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-24 22:33:00.264559,slurm_normal,1456353235.0,0,1.0,1991143,tabular,main_w2_handler1,2578583,11933373,False,,870621.0,870621.0,,,,,,,,,,,,,,,,,,,bed,1104865.0,bed,971606.0,bed,1290041.0,bed,,,,,,,,,,,bed,6162371.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",23048415,,"""True""",0,,"23503912,23503913,23503915,23503916",,tag,"""False""",32.0,,27770067,1456353224.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-24 22:34:00.008990,72234.0,11.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-23 22:44:02.771548,slurm_normal,1456267491.0,0,1.0,321,tabular,main_w1_handler2,2595910,11914828,False,,88918.0,88918.0,,,,,,,,,,,,,,,,,,,bed,24157.0,bed,5373.0,bed,9893.0,bed,8321.0,bed,,,,,,,,,bed,6152966.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",23479889,,"""False""",0,,"23429560,23479896,23479897,23479898,23479899",,tag,"""False""",32.0,,27240485,1456267485.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-23 22:44:58.235922,50494.0,6.0
88918.0,88918.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24157.0,24157.0,bed,bed,5373.0,5373.0,bed,bed,9893.0,9893.0,bed,bed,8321.0,8321.0,bed,bed,,,,,,,,,,,,,,,,,,,,,2016-02-23 22:53:44.870742,slurm_normal,1456268066.0,0,1.0,321,tabular,main_w1_handler0,2595910,11914990,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6153096.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",23479889,,"""False""",1,"[{'__index__': 0, 'custom_name': 'Ronin', 'input': '23429560'}, {'__index__': 1, 'custom_name': 'Med12', 'input': '23479896'}, {'__index__': 2, 'custom_name': 'Nanog', 'input': '23479897'}, {'__index__': 3, 'custom_name': 'Oct4', 'input': '23479898'}, {'__index__': 4, 'custom_name': 'Sox2', 'input': '23479899'}]",,,custom,"""False""",32.0,,27240485,1456268060.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-23 22:54:29.507594,50494.0,6.0
88918.0,88918.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333913.0,333913.0,bed,bed,5373.0,5373.0,bed,bed,9893.0,9893.0,bed,bed,8321.0,8321.0,bed,bed,,,,,,,,,,,,,,,,,,,,,2016-02-23 22:47:04.310617,slurm_normal,1456267674.0,0,1.0,321,tabular,main_w1_handler0,2595910,11914939,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6153006.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""False""","""mm9""","""N/A""",23479889,,"""False""",1,"[{'__index__': 0, 'custom_name': 'Ronin', 'input': '23429560'}, {'__index__': 1, 'custom_name': 'Med12', 'input': '23479844'}, {'__index__': 2, 'custom_name': 'Nanog', 'input': '23479897'}, {'__index__': 3, 'custom_name': 'Oct4', 'input': '23479898'}, {'__index__': 4, 'custom_name': 'Sox2', 'input': '23479899'}]",,,custom,"""False""",32.0,,27240485,1456267666.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-02-23 22:47:58.282718,50494.0,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-02 12:45:52.015818,slurm_normal,1462193213.0,0,1.0,9131986,bed,main_w2_handler1,2691717,12733019,False,,1457126.0,1457126.0,1576748.0,bed,,,,,,,,,,,,,,,,,bed,585781.0,bed,2056404.0,bed,1186549.0,bed,1150577.0,bed,589035.0,bed,1307787.0,bed,1443858.0,bed,1154667.0,bed,bed,6930357.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""N/A""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5958bc9fb4b6a2047'}]","""false""",0,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5635a0bcfd74dc5dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a70cf00c3f2acf31'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59016dd87bf9969cf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59c372fff18b5b78a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55d24d43355b8aef0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9f4169842d8aebc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a8e75e1628f6f594'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52c1eb7f435f99663'}, {'src': 'hda', 'id': 'bbd44e69cb8906b587543f1f6b3a8c02'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5794e0fc1f0e76319'}]",tag,"""false""",32.0,,29988014,1462193200.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.22.0,2.22.0,,2016-05-02 12:46:59.066104,,13.0
