create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-18 12:40:40.912183,slurm_normal,1508330484.0,0,,1.0,main_w4_handler0,3286581,17130877,False,,67078,bed,11187472,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31737184}]",0,hg38,,cached,32.0,,,,41309568,1508330476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-10-18 12:41:32.369416,107778.0,8.0
2018-01-08 02:36:25.989275,slurm_normal,1515378993.0,0,,1.0,main_w3_handler0,3381194,17968854,False,,61542,bed,12045461,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33209928}]",0,hg38,,cached,32.0,,,,42124260,1515378989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-01-08 02:36:34.828408,76356.0,4.0
2017-11-06 05:36:22.066099,slurm_normal,1509946652.0,0,,1.0,main_w3_handler1,3311035,17341116,False,,58518,bed,11404022,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32085741}]",0,hg19,,cached,32.0,,,,41777241,1509946646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-11-06 05:37:35.104369,102354.0,6.0
2017-11-06 04:44:22.899627,slurm_normal,1509943516.0,0,,1.0,main_w4_handler1,3311035,17340855,False,,20441,bed,11403695,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32085420}]",0,hg19,,cached,32.0,,,,41777241,1509943510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-11-06 04:45:19.781432,102354.0,6.0
2017-11-08 08:13:07.659978,slurm_normal,1510128802.0,0,,1.0,main_w4_handler1,3313950,17377813,False,,0,bed,11439231,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32143486}]",0,mm9,,cached,32.0,,,,41459965,1510128797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-11-08 08:13:25.491700,114191.0,5.0
2017-11-08 08:14:08.358104,slurm_normal,1510128904.0,0,,1.0,main_w3_handler0,3313950,17377818,False,,0,bed6,11439237,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32143494}]",1,,"[{'src': 'hda', 'id': 32100350}]",history,32.0,155588656.0,fasta,,41459965,1510128876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-11-08 08:15:07.785476,114191.0,28.0
2018-03-05 22:38:25.328524,slurm_normal,1520289525.0,0,7680.0,1.0,main_w4_handler0,3449629,18616287,False,,748,bed,12712147,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34175271}]",1,,"[{'src': 'hda', 'id': 34174641}]",history,32.0,9965.0,fasta,,43617958,1520289513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-03-05 22:38:47.607657,120758.0,12.0
2017-12-01 12:44:41.789194,slurm_normal,1512132330.0,0,,1.0,main_w4_handler1,3210049,17661415,False,,10249477,bed,11721811,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32669322}]",0,hg19,,cached,32.0,,,,42388049,1512132320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-12-01 12:45:33.807048,110873.0,10.0
2018-01-19 16:44:13.734253,slurm_normal,1516380267.0,0,,1.0,main_w4_handler0,3398319,18085652,False,,1617,bed,12164994,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33394265}]",0,hg38,,cached,32.0,,,,43308600,1516380262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-01-19 16:44:29.807597,,5.0
2018-01-26 09:35:35.838017,slurm_normal,1516959375.0,0,,1.0,main_w4_handler1,3290653,18162910,False,,33,bed,12244423,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","[{'src': 'hda', 'id': 33510671}]",0,hg38,,cached,32.0,,,,43224998,1516959369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-01-26 09:36:16.900009,114486.0,6.0
2018-02-01 21:14:57.970919,slurm_normal,1517519741.0,0,,1.0,main_w4_handler0,3411099,18228528,False,,99088,bed,12308801,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33619196}]",0,hg19,,cached,32.0,,,,43421767,1517519724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-02-01 21:15:43.118038,105071.0,17.0
2018-02-02 18:04:41.774919,slurm_normal,1517594700.0,0,,1.0,main_w3_handler0,3411099,18238762,False,,951967,bed,12319165,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33640137}]",0,hg38,,cached,32.0,,,,43421767,1517594692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-02-02 18:05:01.608754,105071.0,8.0
2018-02-20 14:51:21.759355,slurm_normal,1519138300.0,0,7680.0,1.0,main_w4_handler0,3063871,18447567,False,,6066643,bed,12542567,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 33957589}]",0,mm10,,cached,32.0,,,,43306872,1519138291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2018-02-20 14:51:42.346763,43355.0,9.0
