create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-30 18:41:21.507585,slurm_normal,1496169712.0,0,,1.0,main_w4_handler1,1540180,15972177,False,,67462,bed,10068623.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29789056}]",0,hg19,,cached,32.0,,,,38242484,1496169701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-05-30 18:41:57.648106,37112.0,11.0
2017-06-02 05:15:14.468290,slurm_normal,1496380805.0,0,,1.0,main_w4_handler0,3118347,15995619,False,,56834,bed,10090149.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29859757}]",0,mm10,,cached,32.0,,,,38078942,1496380797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-06-02 05:20:11.221375,1548.0,8.0
2017-06-13 04:57:43.377414,slurm_normal,1497329882.0,0,,1.0,main_w3_handler0,3152178,16087546,False,,56834,bed,10173762.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30005594}]",0,mm10,,cached,32.0,,,,38623747,1497329877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-06-13 04:58:05.095445,5186.0,5.0
2017-05-20 15:11:56.459957,slurm_normal,1495293144.0,0,,1.0,main_w4_handler0,846502,15896883,False,,3226,bed,9996290.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29700912}]",1,,"[{'src': 'hda', 'id': 29673929}]",history,32.0,835714844.0,fasta,,38098343,1495293126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-05-20 15:12:27.741084,19619.0,18.0
2017-05-23 18:48:18.025973,slurm_normal,1495565356.0,0,,1.0,main_w4_handler0,3122470,15920175,False,,7204108,bed,10018010.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29736656}]",1,,"[{'src': 'hda', 'id': 29722648}]",history,32.0,59507609.0,fasta,,38139266,1495565332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-05-23 18:49:18.345883,106371.0,24.0
2017-07-12 06:44:01.317917,slurm_normal,1499841865.0,0,,1.0,main_w3_handler0,3187608,16317041,False,,67078,bed,10384008.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30450953}]",0,hg38,,cached,32.0,,,,39095506,1499841856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-07-12 06:44:29.089052,107778.0,9.0
2017-07-25 17:14:16.727171,slurm_normal,1501003209.0,0,,1.0,main_w3_handler0,3195180,16415561,False,,67078,bed,10480601.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30606740}]",0,hg38,,cached,32.0,,,,39376664,1501003033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-07-25 17:20:12.704035,107778.0,176.0
2017-09-29 19:23:17.034566,slurm_normal,1506713012.0,0,,1.0,main_w3_handler0,3267160,16975063,False,,3976946,bed,11042898.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 31481429}]",0,Schizosaccharomyces_pombe_1.1,,cached,32.0,,,,40966011,1506713001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-09-29 19:23:33.632125,112319.0,11.0
2017-08-18 17:18:55.165951,slurm_normal,1503076748.0,0,,1.0,main_w4_handler1,3195180,16609581,False,,67078,bed,10681433.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30915937}]",0,hg38,,cached,32.0,,,,39880289,1503076744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-08-18 17:19:10.359514,107778.0,4.0
2017-08-24 14:55:44.793749,slurm_normal,1503586615.0,0,,1.0,main_w4_handler0,2989367,16649294,False,,74368851,bed,10721963.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30977448}]",0,hg38,,cached,32.0,,,,40006267,1503586580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,2.7.1.0,,2017-08-24 14:56:59.126297,99804.0,35.0
