create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input2.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-24 19:13:41.707313,slurm_normal,1508872461.0,0,,1.0,main_w4_handler0,3298392,17202119,False,,62060329,vcf,356954942,vcf,11261287,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31856190}]","[{'src': 'hda', 'id': 31856188}]",32.0,,41496051,1508872443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-24 19:14:27.706586,114396.0,18.0
2018-01-02 20:47:58.339629,slurm_normal,1514926180.0,0,,1.0,main_w3_handler0,3266379,17932732,False,,406139580,vcf,493693581,vcf,12008850,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33150860}]","[{'src': 'hda', 'id': 33150861}]",32.0,,41171628,1514926083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-02 20:49:42.547475,26979.0,97.0
2018-01-02 21:09:15.447335,slurm_normal,1514927364.0,0,,1.0,main_w4_handler1,3357766,17932821,False,,1708175,vcf,1767219,vcf,12008951,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33151006}]","[{'src': 'hda', 'id': 33151005}]",32.0,,42523326,1514927359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-02 21:09:26.326505,,5.0
2018-01-05 07:58:46.738189,slurm_normal,1515139226.0,0,,1.0,main_w3_handler0,3381053,17951578,False,,300876692,vcf,201009219,vcf,12027977,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33166017}]","[{'src': 'hda', 'id': 33161304}]",32.0,,42467966,1515139134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-05 08:00:27.164576,108548.0,92.0
2018-01-05 17:35:12.052892,slurm_normal,1515173721.0,0,,1.0,main_w4_handler0,3382609,17957779,False,,1363611,vcf,696444,vcf,12034465,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce11.len""","""ce11""","[{'src': 'hda', 'id': 33183637}]","[{'src': 'hda', 'id': 33192865}]",32.0,,42996041,1515173715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-05 17:35:22.311916,,6.0
2017-10-31 10:51:21.937795,slurm_normal,1509447246.0,0,,1.0,main_w3_handler0,2210340,17274372,False,,607084000,vcf,1187672462,vcf,11334960,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 28332381}]","[{'src': 'hda', 'id': 31912217}]",32.0,,41634567,1509447097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-31 10:54:08.548918,59804.0,149.0
2018-01-10 00:01:15.767870,slurm_normal,1515543189.0,0,,1.0,main_w3_handler0,2232551,17987201,False,,104825615,vcf,94511515189,vcf,12063599,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 33216329}]","[{'src': 'hda', 'id': 33227494}]",32.0,,43101658,1515543155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-10 00:13:10.663457,60720.0,34.0
2017-11-12 16:03:50.081693,slurm_normal,1510502639.0,0,,1.0,main_w4_handler0,3312921,17426686,False,,1069025,vcf,952690,vcf,11486228,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32196430}]","[{'src': 'hda', 'id': 32197315}]",32.0,,41785767,1510502632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-12 16:04:00.460917,115390.0,7.0
2017-11-12 15:55:58.579291,slurm_normal,1510502170.0,0,,1.0,main_w3_handler1,3312921,17426651,False,,1069025,vcf,952690,vcf,11486187,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32196430}]","[{'src': 'hda', 'id': 32197315}]",32.0,,41785767,1510502161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-12 15:56:12.344774,115390.0,9.0
2017-11-12 16:04:21.122266,slurm_normal,1510502669.0,0,,1.0,main_w4_handler1,3312921,17426689,False,,1069025,vcf,952690,vcf,11486233,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32196430}]","[{'src': 'hda', 'id': 32197315}]",32.0,,41785767,1510502664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-12 16:04:33.256126,115390.0,5.0
2017-11-14 12:01:31.205027,slurm_normal,1510660915.0,0,,1.0,main_w3_handler1,3323031,17451857,False,,32410355,vcf,32162721,vcf,11509470,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281366}]","[{'src': 'hda', 'id': 32281574}]",32.0,,41784388,1510660899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:00.059499,115408.0,16.0
2017-11-13 13:54:25.195389,slurm_normal,1510581278.0,0,,1.0,main_w4_handler0,3323031,17437684,False,,8470236,vcf,11400359,vcf,11496328,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281438}]","[{'src': 'hda', 'id': 32281621}]",32.0,,41784388,1510581268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-13 13:54:39.474976,115408.0,10.0
2017-11-14 12:01:30.306396,slurm_normal,1510660918.0,0,,1.0,main_w3_handler0,3323031,17451855,False,,31900923,vcf,31825700,vcf,11509472,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281344}]","[{'src': 'hda', 'id': 32281530}]",32.0,,41784388,1510660902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:03.842532,115408.0,16.0
2017-11-14 12:01:32.145193,slurm_normal,1510660919.0,0,,1.0,main_w3_handler0,3323031,17451859,False,,31917908,vcf,32041006,vcf,11509474,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281427}]","[{'src': 'hda', 'id': 32281594}]",32.0,,41784388,1510660903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:04.013607,115408.0,16.0
2017-11-14 12:01:32.809446,slurm_normal,1510660946.0,0,,1.0,main_w3_handler1,3323031,17451860,False,,32613002,vcf,32796182,vcf,11509480,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32305441}]","[{'src': 'hda', 'id': 32281602}]",32.0,,41784388,1510660930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:34.084972,115408.0,16.0
2017-11-14 12:01:31.639751,slurm_normal,1510660949.0,0,,1.0,main_w4_handler0,3323031,17451858,False,,32604540,vcf,32714004,vcf,11509481,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281369}]","[{'src': 'hda', 'id': 32281586}]",32.0,,41784388,1510660933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:32.656922,115408.0,16.0
2017-11-14 12:01:29.303696,slurm_normal,1510660918.0,0,,1.0,main_w4_handler0,3323031,17451853,False,,32225781,vcf,32455127,vcf,11509471,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281322}]","[{'src': 'hda', 'id': 32281510}]",32.0,,41784388,1510660902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:02.180405,115408.0,16.0
2017-11-14 12:01:29.865444,slurm_normal,1510660918.0,0,,1.0,main_w4_handler1,3323031,17451854,False,,31098231,vcf,30907196,vcf,11509473,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32281332}]","[{'src': 'hda', 'id': 32281514}]",32.0,,41784388,1510660903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcommonsamples/vcfcommonsamples/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 12:02:03.844374,115408.0,15.0
