chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,file,file_filetype,file_list,file_list_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.alignments,parameters.adv.clip,parameters.adv.matepairDist,parameters.adv.maxID,parameters.adv.minID,parameters.adv.minlen,parameters.adv.readfilter,parameters.adv.region,parameters.adv.skip_technical,parameters.adv.split,parameters.adv.spotgroups,parameters.chromInfo,parameters.dbkey,parameters.file|__identifier__,parameters.input.__current_case__,parameters.input.accession,parameters.input.file.values,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-20 04:37:16.463510,slurm_normal,1489988456.0,0,,,,,1.0,main_w4_handler0,3037841,15339686,False,,9479467.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2071378,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489987633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 05:40:58.921177,83348.0,823.0
,,2017-03-20 04:37:00.290945,slurm_normal,1489988481.0,0,,,,,1.0,main_w4_handler0,3037841,15339685,False,,9479421.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1554567,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489986707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 05:41:23.613692,83348.0,1774.0
,,2017-02-23 08:51:05.769005,slurm_normal,1487840313.0,0,2717080001.0,sra,,,1.0,main_w4_handler1,3002450,15116111,False,,9270572.roundup,slurm,,132112168.0,corral-repl,,"""349fecf8f9a511e69505005056a51846""",both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,1,,"[{'src': 'hda', 'id': 28427005}]",,file,"""fastqsanger""",32.0,,,1487839869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-02-23 08:58:34.528479,100366.0,444.0
,,2017-03-20 04:36:00.578935,slurm_normal,1489989053.0,0,,,,,1.0,main_w4_handler0,3037841,15339681,False,,9479288.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1554541,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489985037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 05:50:56.452759,83348.0,4016.0
,,2017-03-20 04:39:46.894859,slurm_normal,1489992737.0,0,,,,,1.0,main_w4_handler0,3037841,15339690,False,,9479720.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1554568,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489990743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 06:52:18.832654,83348.0,1994.0
,,2017-03-20 04:14:11.225659,slurm_normal,1489984978.0,0,,,,,1.0,main_w3_handler0,2728017,15339604,False,,9479205.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1554537,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489983255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 04:43:01.324528,83348.0,1723.0
,,2017-02-23 19:47:03.368292,slurm_normal,1487879322.0,0,,,,,1.0,main_w4_handler0,2279084,15122374,False,,9276289.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1660327,,,accession_number,"""fastqsanger""",32.0,,36251812.0,1487879225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-02-23 19:48:44.214805,62685.0,97.0
,,2017-02-24 05:22:41.454324,slurm_normal,1487914577.0,0,232995585.0,sra,,,1.0,main_w3_handler1,3008589,15126584,False,,9280565.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,1,,"[{'src': 'hda', 'id': 28492220}]",,file,"""fastqsanger""",32.0,,36258740.0,1487914384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-02-24 05:36:28.129059,95136.0,193.0
,,2017-03-20 04:35:00.138942,slurm_normal,1489985888.0,0,,,,,1.0,main_w4_handler1,3037841,15339678,False,,9479273.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR2071348,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489984502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 04:58:12.025972,83348.0,1386.0
,,2017-03-20 04:34:38.902258,slurm_normal,1489986096.0,0,,,,,1.0,main_w4_handler1,3037841,15339675,False,,9479270.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,SRR1554537,,,accession_number,"""fastqsanger""",32.0,,36716584.0,1489984482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.8.0,2.8.0,,2017-03-20 05:01:38.072814,83348.0,1614.0
