chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq,fastq_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fasta,parameters.fastq.values,parameters.fastq|__identifier__,parameters.format,parameters.oligo.__current_case__,parameters.oligo.add,parameters.pacbio,parameters.qfile,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-20 04:51:09.146013,slurm_normal,1489985688.0,0,57569398,fastq,1.0,main_w4_handler0,3037106,15339730,False,,9479328.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28830557}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36704194.0,1489985683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:54:51.895284,,5.0
,,2017-03-20 04:51:08.565232,slurm_normal,1489985500.0,0,41991029,fastq,1.0,main_w4_handler0,3037106,15339727,False,,9479313.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28829922}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36704194.0,1489985494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:51:42.537717,,6.0
,,2017-03-20 04:51:12.323855,slurm_normal,1489985569.0,0,25030341,fastq,1.0,main_w3_handler1,3037106,15339742,False,,9479319.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28830758}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36704194.0,1489985560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:52:52.020191,,9.0
,,2017-03-20 04:54:14.718628,slurm_normal,1489985726.0,0,99980502,fastq,1.0,main_w3_handler1,3037106,15339764,False,,9479337.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28830979}]",,"""illumina""",0,no,"""false""","""false""",32.0,,36704194.0,1489985722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:55:29.286201,,4.0
,,2017-03-20 04:51:08.269999,slurm_normal,1489985490.0,0,67169417,fastq,1.0,main_w3_handler0,3037106,15339725,False,,9479311.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28829912}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36704194.0,1489985484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:51:32.217651,,6.0
,,2017-03-20 04:51:09.687833,slurm_normal,1489985502.0,0,69794450,fastq,1.0,main_w3_handler0,3037106,15339732,False,,9479314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28830560}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36704194.0,1489985497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:51:44.656576,,5.0
,,2017-03-20 04:51:10.258259,slurm_normal,1489985698.0,0,544444,fastq,1.0,main_w3_handler0,3037106,15339734,False,,9479331.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28830746}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36704194.0,1489985694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-20 04:54:59.786699,,4.0
,,2017-03-21 14:56:37.730254,slurm_normal,1490108498.0,0,39166890,fastq,1.0,main_w4_handler0,2981571,15355213,False,,9494471.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28858554}]",,"""illumina""",0,no,"""false""","""true""",32.0,,36747419.0,1490108259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-21 15:03:17.926290,99408.0,239.0
,,2017-03-22 11:33:12.140936,slurm_normal,1490182400.0,0,19547717,fastq,1.0,main_w3_handler0,1755481,15364926,False,,9503801.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""true""","[{'src': 'hda', 'id': 28876663}]",,"""illumina1.8+""",0,no,"""false""","""true""",32.0,,36588675.0,1490182395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-22 11:33:22.371494,42910.0,5.0
,,2017-03-24 07:58:39.697784,slurm_normal,1490342331.0,0,10467451,fastq,1.0,main_w3_handler1,2981571,15383635,False,,9520716.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28905174}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36747419.0,1490342326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-24 07:58:56.464774,99408.0,5.0
,,2017-03-24 08:11:06.941411,slurm_normal,1490343075.0,0,10266745,fastq,1.0,main_w3_handler1,2981571,15383730,False,,9520763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28905273}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36747419.0,1490343070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-24 08:11:17.025102,99408.0,5.0
,,2017-03-24 14:24:18.294551,slurm_normal,1490368515.0,0,270734021,fastqsanger,1.0,main_w4_handler0,3015424,15386372,False,,9523064.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28906540}]",,"""illumina""",0,no,"""false""","""true""",32.0,,36642647.0,1490368503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-24 15:29:24.692446,64413.0,12.0
,,2017-05-31 18:59:04.932612,slurm_normal,1496258281.0,0,280880320,fastqsanger,1.0,main_w4_handler0,3133286,15981816,False,,10077139.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 29836803}]",,"""sanger""",0,no,"""false""","""true""",32.0,,38344990.0,1496258277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-05-31 19:18:07.231563,106903.0,4.0
,,2017-04-18 17:07:34.366946,slurm_normal,1492535945.0,0,1214349752,fastq,1.0,main_w4_handler0,3036841,15616109,False,,9734488.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28821750}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36772319.0,1492535940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-04-18 17:31:30.513015,102319.0,5.0
,,2017-03-24 18:16:39.340421,slurm_normal,1490379408.0,0,29538800,fastqsanger,1.0,main_w3_handler0,3042010,15390215,False,,9526204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28915209}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36762747.0,1490379402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-24 18:16:52.537001,82349.0,6.0
,,2017-03-25 23:11:39.939444,slurm_normal,1490483510.0,0,8283785850,fastq,1.0,main_w4_handler0,3045941,15396833,False,,9532260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28925698}]",,"""illumina""",0,no,"""false""","""true""",32.0,,36875989.0,1490483503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-25 23:11:52.366239,102851.0,7.0
,,2017-03-27 07:33:17.854225,slurm_normal,1490600007.0,0,1705740316,fastq,1.0,main_w3_handler0,3045941,15404134,False,,9538511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28933558}]",,"""illumina""",0,no,"""false""","""true""",32.0,,36897731.0,1490600003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-27 07:33:29.627044,102851.0,4.0
,,2017-03-29 01:20:26.350998,slurm_normal,1490750536.0,0,54499696,fastqsanger,1.0,main_w4_handler0,3042010,15419804,False,,9551763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28962813}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36762747.0,1490750531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-29 01:24:01.436340,82349.0,5.0
,,2017-02-16 16:19:52.671461,slurm_normal,1487268319.0,0,1630570,fastq,1.0,main_w3_handler1,2934362,15059703,False,,9215620.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28385955}]",,"""illumina""",0,no,"""false""","""true""",32.0,,34938472.0,1487268310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-02-16 18:05:21.866019,,9.0
,,2017-02-18 11:04:27.293409,slurm_normal,1487415877.0,0,1165,fastq,1.0,main_w3_handler1,3000796,15073756,False,,9229428.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28409005}]",,"""illumina1.8+""",0,no,"""false""","""true""",32.0,,36138500.0,1487415872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-02-18 11:04:39.923533,,5.0
,,2017-02-18 19:57:31.837851,slurm_normal,1487447861.0,0,22244108,fastq,1.0,main_w4_handler1,2980585,15076115,False,,9231763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28412442}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36150158.0,1487447856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-02-18 19:57:45.367521,99424.0,5.0
,,2017-02-20 10:44:55.017510,slurm_normal,1487587507.0,0,210022093,fastqillumina,1.0,main_w4_handler0,2938121,15085077,False,,9240244.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28426910}]",,"""sanger""",0,no,"""false""","""true""",32.0,,35052228.0,1487587499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-02-20 10:45:09.571338,,8.0
,,2017-04-05 11:00:19.964582,slurm_normal,1491390032.0,0,62546817,fastq,1.0,main_w3_handler0,3015424,15493598,False,,9621339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 29081299}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36642647.0,1491390024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-04-05 11:00:35.252766,64413.0,8.0
,,2017-04-05 10:51:41.669676,slurm_normal,1491389538.0,0,62543243,fastq,1.0,main_w3_handler1,3015424,15493545,False,,9621284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 29081219}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36642647.0,1491389508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-04-05 10:52:20.325419,64413.0,30.0
,,2017-04-05 11:31:34.322490,slurm_normal,1491391932.0,0,44212053,fastq,1.0,main_w3_handler1,3015424,15493783,False,,9621509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 29081129}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36642647.0,1491391926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-04-05 11:32:26.332152,64413.0,6.0
,,2017-03-06 14:18:14.385067,slurm_normal,1488809904.0,0,3097270802,fastqsanger,1.0,main_w4_handler1,3009018,15220134,False,,9368962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28531210}]",,"""illumina""",0,no,"""false""","""true""",32.0,,36264675.0,1488809898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-06 14:18:28.601480,100847.0,6.0
,,2017-03-07 07:48:58.082208,slurm_normal,1488872947.0,0,70984964,fastq,1.0,main_w4_handler1,3020290,15226915,False,,9375310.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28636834}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36477176.0,1488872942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-07 07:49:08.694434,101447.0,5.0
9.0,len,2017-03-14 21:05:10.218481,slurm_normal,1489525521.0,0,13748765168,fastqsanger,1.0,main_w3_handler0,2658961,15295756,False,,9438297.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/814/dataset_18814927.dat""","""?""","""true""","[{'src': 'hda', 'id': 28751384}]",,"""sanger""",0,no,"""false""","""true""",32.0,,36624992.0,1489525515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-14 21:05:23.708489,82030.0,6.0
,,2017-03-15 21:14:06.067378,slurm_normal,1489612454.0,0,604427740,fastqsanger,1.0,main_w4_handler1,3031589,15307018,False,,9449144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28773359}]",,"""sanger""",0,no,"""false""","""false""",32.0,,36626624.0,1489612450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-15 21:14:18.722830,,4.0
,,2017-03-18 05:18:06.669374,slurm_normal,1489814299.0,0,46219502,fastq,1.0,main_w3_handler0,2978932,15329474,False,,9470132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""illumina""",0,no,"""false""","""true""",32.0,,35761745.0,1489814291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 05:18:21.581043,92139.0,8.0
,,2017-03-18 05:48:36.724140,slurm_normal,1489816126.0,0,46219502,fastq,1.0,main_w4_handler1,2978932,15329558,False,,9470199.roundup,slurm,,132112168.0,corral-repl,,"""86c0b02a0b9e11e79e04005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489816121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 05:48:47.944335,92139.0,5.0
,,2017-03-18 06:38:18.061699,slurm_normal,1489819107.0,0,46219502,fastq,1.0,main_w3_handler0,2978932,15329632,False,,9470277.roundup,slurm,,132112168.0,corral-repl,,"""781bce5e0ba511e791ad005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489819100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 06:38:28.023990,92139.0,7.0
,,2017-03-18 15:18:07.150791,slurm_normal,1489850299.0,0,46219502,fastq,1.0,main_w4_handler0,3036756,15331299,False,,9471735.roundup,slurm,,132112168.0,corral-repl,,"""15d1275a0bee11e781c8005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489850294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 15:18:22.624372,92139.0,5.0
,,2017-03-18 15:17:00.067742,slurm_normal,1489850229.0,0,46219502,fastq,1.0,main_w3_handler0,3036754,15331296,False,,9471723.roundup,slurm,,132112168.0,corral-repl,,"""ed0191a20bed11e7b313005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489850223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 15:17:11.209337,92139.0,6.0
,,2017-03-18 15:39:53.995729,slurm_normal,1489851606.0,0,46219502,fastq,1.0,main_w4_handler1,2978932,15331378,False,,9471840.roundup,slurm,,132112168.0,corral-repl,,"""2109ba760bf111e79646005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489851599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 15:40:09.738754,92139.0,7.0
,,2017-03-18 15:43:38.299801,slurm_normal,1489851828.0,0,46219502,fastq,1.0,main_w4_handler1,2978932,15331404,False,,9471861.roundup,slurm,,132112168.0,corral-repl,,"""a6434a9a0bf111e7a51e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489851824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 15:43:50.315063,92139.0,4.0
,,2017-03-18 15:42:29.077803,slurm_normal,1489851757.0,0,46219502,fastq,1.0,main_w3_handler0,2978932,15331400,False,,9471859.roundup,slurm,,132112168.0,corral-repl,,"""7d7d56e60bf111e78d8d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 28552346}]",,"""sanger""",0,no,"""false""","""false""",32.0,,,1489851752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-03-18 15:42:40.831164,92139.0,5.0
,,2017-04-14 19:24:07.159289,slurm_normal,1492197865.0,0,159322066,fastq,1.0,main_w4_handler0,3073555,15589085,False,,9710926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 29222151}]",,"""illumina1.8+""",0,no,"""false""","""true""",32.0,,35739846.0,1492197858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_fastq_info/1.25.0,1.25.0,,2017-04-14 19:24:26.839885,93644.0,7.0
