chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.removeIfOverlap,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-19 18:04:56.123213,slurm_normal,1468951614.0,0,1.0,main_w2_handler0,2768958,13446223,False,,1111471,bed,72057,bed,7657473.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b535e332611c12026b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b546c0175e4f99cb2c'}]","""1e-09""","""""","""""",32.0,,31112565,1468951607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-19 18:06:57.347672,70743.0,7.0
,,2016-07-19 18:10:32.368381,slurm_normal,1468951994.0,0,1.0,main_w2_handler1,2768958,13446272,False,,1352138,bed,72057,bed,7657530.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b509c34b90b339d9a8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b546c0175e4f99cb2c'}]","""1e-09""","""""","""""",32.0,,31112565,1468951962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-19 18:13:17.311854,70743.0,32.0
,,2016-07-20 02:15:10.576086,slurm_normal,1468981003.0,0,1.0,main_w2_handler1,2633775,13449250,False,,967337049,bed,159105,bed,7662214.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8076ed0bbf1f823'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51e31e30ca92cc7af'}]","""1e-08""","""""","""""",32.0,,31576359,1468980935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-20 02:16:44.593882,46988.0,68.0
,,2016-07-19 18:10:47.630522,slurm_normal,1468951969.0,0,1.0,main_w2_handler1,2768958,13446275,False,,1572112,bed,72057,bed,7657531.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bbedf35a754b4410'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b546c0175e4f99cb2c'}]","""1e-09""","""""","""""",32.0,,31112565,1468951963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-19 18:12:51.270707,70743.0,6.0
,,2016-07-19 18:07:26.563725,slurm_normal,1468951685.0,0,1.0,main_w2_handler0,2768958,13446230,False,,1111471,bed,72057,bed,7657475.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b535e332611c12026b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b546c0175e4f99cb2c'}]","""1e-09""","""""","""""",32.0,,31112565,1468951680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-19 18:08:07.036192,70743.0,5.0
,,2016-10-19 21:12:35.190548,slurm_normal,1476911596.0,0,1.0,main_w3_handler1,2788464,14123046,False,,5777139,bed,5768723,bed,8337613.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d08a81c0a32ef571'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2fa002b6b780763'}]","""1e-09""","""-A""","""""",32.0,,32108995,1476911585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:13:20.093693,66832.0,11.0
,,2016-10-19 21:35:53.893557,slurm_normal,1476912980.0,0,1.0,main_w3_handler1,2755483,14123170,False,,445156,bed,334933,bed,8337740.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59ff6ea1394ced2e4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6eb7df07bce844d'}]","""1e-09""","""""","""""",32.0,,33811716,1476912961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:36:26.802959,86272.0,19.0
,,2016-07-20 00:59:39.817599,slurm_normal,1468976509.0,0,1.0,main_w2_handler1,2770574,13448954,False,,1465993,bed,63469,bed,7661841.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54430e24e52bd821f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52713883a689ceb35'}]","""1e-09""","""""","""""",32.0,,31576002,1468976502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-20 01:01:50.783411,,7.0
,,2016-07-20 01:39:30.869024,slurm_normal,1468978880.0,0,1.0,main_w2_handler1,2633775,13449145,False,,967337049,bed,82770,bed,7662070.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b525113cd051b6af86'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f656280baa9402c8'}]","""1e-09""","""""","""""",32.0,,31576359,1468978810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-20 01:41:21.158111,46988.0,70.0
,,2016-10-19 21:39:33.727663,slurm_normal,1476913184.0,0,1.0,main_w4_handler1,2755483,14123182,False,,445156,bed,251782,bed,8337752.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59ff6ea1394ced2e4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e455186fc6042f9e'}]","""1e-09""","""""","""""",32.0,,33811716,1476913177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:39:48.989610,86272.0,7.0
,,2016-10-19 21:39:14.168436,slurm_normal,1476913164.0,0,1.0,main_w3_handler0,2755483,14123181,False,,251782,bed,445156,bed,8337751.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e455186fc6042f9e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59ff6ea1394ced2e4'}]","""1e-09""","""""","""""",32.0,,33811716,1476913159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:39:27.250308,86272.0,5.0
,,2016-10-19 21:36:15.177566,slurm_normal,1476912985.0,0,1.0,main_w3_handler0,2755483,14123173,False,,251782,bed,334933,bed,8337742.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e455186fc6042f9e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6eb7df07bce844d'}]","""1e-09""","""""","""""",32.0,,33811716,1476912978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:36:29.347088,86272.0,7.0
,,2016-10-19 21:36:57.685947,slurm_normal,1476913033.0,0,1.0,main_w4_handler1,2755483,14123175,False,,334933,bed,251782,bed,8337744.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6eb7df07bce844d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e455186fc6042f9e'}]","""1e-09""","""""","""""",32.0,,33811716,1476913022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:37:15.832461,86272.0,11.0
,,2016-10-19 21:36:38.435785,slurm_normal,1476913006.0,0,1.0,main_w4_handler0,2755483,14123174,False,,334933,bed,445156,bed,8337743.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6eb7df07bce844d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59ff6ea1394ced2e4'}]","""1e-09""","""""","""""",32.0,,33811716,1476913002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-19 21:36:48.681824,86272.0,4.0
,,2016-07-20 19:05:10.764845,slurm_normal,1469041618.0,0,1.0,main_w2_handler0,2633775,13454681,False,,159105,bed,967337049,bed,7668778.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51e31e30ca92cc7af'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8076ed0bbf1f823'}]","""1e-08""","""""","""""",32.0,,31593539,1469041547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-20 19:07:06.888267,46988.0,71.0
,,2016-09-25 00:09:17.717789,slurm_normal,1474762215.0,0,1.0,main_w4_handler0,2831753,13934059,False,,162363,bed,100672,bed,8156669.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5403842527c11fbc0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54cb22bbb1a496d52'}]","""1e-09""","""""","""""",32.0,,33169955,1474762210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-09-25 00:10:16.953195,,5.0
,,2016-09-25 19:31:37.709345,slurm_normal,1474831963.0,0,1.0,main_w4_handler1,2831491,13937680,False,,5708,bed,3011,bed,8160088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55cff778b79ffee41'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5409e05c53088b48e'}]","""1e-09""","""""","""""",32.0,,33189733,1474831958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-09-25 19:32:45.215054,90907.0,5.0
,,2016-09-25 19:30:57.100903,slurm_normal,1474831952.0,0,1.0,main_w3_handler1,2831491,13937678,False,,4603,bed,3011,bed,8160086.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1487c14cc5a2440'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5409e05c53088b48e'}]","""1e-09""","""""","""""",32.0,,33189733,1474831948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-09-25 19:32:33.979931,90907.0,4.0
,,2016-10-20 08:54:46.574763,slurm_normal,1476953702.0,0,1.0,main_w3_handler1,2847231,14127267,False,,211440,bed,213380059,bed,8341713.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b504db7a80731a6625'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""""","""""",32.0,,33535251,1476953691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 08:55:04.042830,,11.0
,,2016-10-20 10:22:35.528601,slurm_normal,1476958993.0,0,1.0,main_w4_handler1,2847231,14128570,False,,159362,bed,213380059,bed,8342886.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9834fc1e24945b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""""","""""",32.0,,33535251,1476958973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:23:15.792305,,20.0
,,2016-10-20 10:33:01.708108,slurm_normal,1476959597.0,0,1.0,main_w4_handler1,2847231,14128787,False,,334210,bed,213380059,bed,8343120.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe63de299c0055b3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""""","""""",32.0,,33535251,1476959584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:33:19.850403,,13.0
,,2016-10-20 10:36:56.265760,slurm_normal,1476959838.0,0,1.0,main_w3_handler0,2847231,14128889,False,,338275,bed,213380059,bed,8343210.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58e7d40d14644ea3a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""-A""","""""",32.0,,33535251,1476959823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:37:22.659041,,15.0
,,2016-10-20 10:35:16.739699,slurm_normal,1476959734.0,0,1.0,main_w3_handler0,2847231,14128850,False,,334210,bed,213380059,bed,8343182.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe63de299c0055b3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""-A""","""""",32.0,,33535251,1476959720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:35:38.135823,,14.0
,,2016-10-20 10:38:01.392565,slurm_normal,1476959896.0,0,1.0,main_w3_handler1,2847231,14128911,False,,159362,bed,213380059,bed,8343230.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9834fc1e24945b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""-A""","""""",32.0,,33535251,1476959885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:38:19.857273,,11.0
,,2016-10-20 10:29:50.618556,slurm_normal,1476959427.0,0,1.0,main_w3_handler0,2847231,14128707,False,,338275,bed,213380059,bed,8343034.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58e7d40d14644ea3a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""""","""""",32.0,,33535251,1476959411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:30:30.779350,,16.0
,,2016-10-20 10:40:15.783975,slurm_normal,1476960033.0,0,1.0,main_w4_handler0,2847231,14128936,False,,211440,bed,213380059,bed,8343256.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b504db7a80731a6625'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54584d909295d87fb'}]","""1e-09""","""-A""","""""",32.0,,33535251,1476960021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-20 10:40:35.363907,,12.0
,,2016-07-27 19:19:19.866238,slurm_normal,1469649772.0,0,1.0,main_w1_handler0,2772444,13509891,False,,2311997672,bed,424961529,bed,7725681.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6acef913e54390d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b511d3f1e1e170dd80'}]","""1e-09""","""""","""""",32.0,,31570927,1469649062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-27 20:03:01.863620,87575.0,710.0
,,2016-08-04 17:27:59.977513,slurm_normal,1470331725.0,0,1.0,main_w1_handler0,2755483,13592625,False,,469094,bed,428655,bed,7803376.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5870b7afdb4529a72'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6663c9d9e935b67'}]","""1e-09""","""""","""""",32.0,,31551643,1470331722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-04 17:28:49.512582,86272.0,3.0
,,2016-08-02 20:03:02.772982,slurm_normal,1470168314.0,0,1.0,main_w2_handler0,2778624,13568535,False,,94965200,bed,94965200,bed,7776347.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d19ec8f4b8eab9ea'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d19ec8f4b8eab9ea'}]","""1e-09""","""""","""""",32.0,,31791453,1470168288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-02 20:05:16.575571,,26.0
,,2016-08-02 20:19:50.211442,slurm_normal,1470169305.0,0,1.0,main_w1_handler0,2778624,13568670,False,,15525927,bed,13017352,bed,7776871.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc683c1b1e32cd76'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec93b724bebc614e'}]","""1e-09""","""""","""""",32.0,,31791453,1470169274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-02 20:21:48.623256,,31.0
,,2016-10-21 07:26:43.983733,slurm_normal,1477034818.0,0,1.0,main_w3_handler0,2862597,14136980,False,,66208,bed,26414,bed,8350858.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5342805bfd5a791e1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50c6a712ce1979942'}]","""1e-09""","""""","""""",32.0,,33838340,1477034812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-21 07:26:59.912372,90306.0,6.0
,,2016-08-04 17:21:27.649132,slurm_normal,1470331339.0,0,1.0,main_w2_handler1,2755483,13592572,False,,428655,bed,469094,bed,7803326.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6663c9d9e935b67'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5870b7afdb4529a72'}]","""1e-09""","""""","""""",32.0,,31551643,1470331333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-04 17:22:21.872915,86272.0,6.0
,,2016-08-03 20:24:33.333415,slurm_normal,1470255900.0,0,1.0,main_w1_handler0,2781196,13582089,False,,46720,bed,2850994,bed,7791162.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d498f34c275a52e9'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b539a3f13fcc5331ad'}]","""1e-09""","""""","""""",32.0,,31940250,1470255895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-03 20:25:01.841047,84255.0,5.0
,,2016-08-04 19:52:22.662450,slurm_normal,1470340381.0,0,1.0,main_w1_handler1,2731249,13593571,False,,19237,bed,655,bed,7804671.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55d8e37f3efc91571'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58426161aecc3584d'}]","""1e-09""","""""","""""",32.0,,30712358,1470340376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-04 19:53:02.531666,79114.0,5.0
,,2016-08-04 20:08:12.918422,slurm_normal,1470341337.0,0,1.0,main_w1_handler1,2731249,13593672,False,,11830,bed,655,bed,7804898.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50d85cadb915faf3a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58426161aecc3584d'}]","""1e-09""","""""","""""",32.0,,30712358,1470341332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-04 20:09:01.885564,79114.0,5.0
,,2016-08-04 14:32:11.913431,slurm_normal,1470321190.0,0,1.0,main_w1_handler1,2785120,13591198,False,,49364721,bed,49364721,bed,7801499.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af70812ecfbd9c1a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af70812ecfbd9c1a'}]","""1e-09""","""""","""""",32.0,,31955756,1470321178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-04 14:33:11.259853,,12.0
,,2016-08-04 14:22:11.662087,slurm_normal,1470320588.0,0,1.0,main_w1_handler1,2785120,13591093,False,,49364721,bed,49364721,bed,7801351.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af70812ecfbd9c1a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af70812ecfbd9c1a'}]","""1e-09""","""""","""""",32.0,,31955756,1470320577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-04 14:23:11.916272,,11.0
,,2016-08-09 18:19:25.175743,slurm_normal,1470766860.0,0,1.0,main_w1_handler1,2785126,13632004,False,,42767,bed,129572,bed,7845402.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58b90c1caed43523b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5490975d0dabba70d'}]","""1e-09""","""""","""""",32.0,,31758137,1470766847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-09 18:21:08.776740,63217.0,13.0
,,2016-08-05 09:55:41.560580,slurm_normal,1470391009.0,0,1.0,main_w2_handler1,2761056,13599865,False,,80612,bed,17864166,gtf,7811870.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5683d9378677e6aa6'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57a73696f6ad829bc'}]","""1e-09""","""""","""""",32.0,,31780803,1470390998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-05 09:56:53.052532,15359.0,11.0
,,2016-08-05 09:57:38.710018,slurm_normal,1470391119.0,0,1.0,main_w1_handler0,2761056,13599904,False,,17864166,gtf,80612,bed,7811888.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57a73696f6ad829bc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5683d9378677e6aa6'}]","""1e-09""","""""","""""",32.0,,31780803,1470391111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-08-05 09:58:41.309141,15359.0,8.0
,,2016-10-21 10:38:32.760532,slurm_normal,1477046342.0,0,1.0,main_w4_handler1,2850982,14138866,False,,24753,bed,11095,bed,8352351.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5addd40d14969e8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5a2ca7f1969d788'}]","""1e-09""","""-A""","""""",32.0,,33655044,1477046338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-21 10:39:13.311782,89972.0,4.0
,,2016-10-21 08:45:55.288174,slurm_normal,1477039573.0,0,1.0,main_w3_handler1,2716382,14137675,False,,500016,vcf,242253,bed,8351265.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55404f4396d2aef46'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55b82f13fae48c069'}]","""1e-09""","""""","""""",32.0,,33838981,1477039569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-21 08:46:16.492910,77417.0,4.0
