create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.feature,parameters.input1,parameters.input1.values,parameters.out_format1,parameters.skip,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-26 09:59:10.618362,rodeo_normal,1427363968.0,0.0,1.0,main_w1_handler0,2249563,9043775,False,,371,fasta,3329454.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",19004980,,"""fasta""","""1""",32.0,,21553115,1427363961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2015-03-26 09:59:35.700302,60460.0,7.0
2015-03-26 10:09:32.845956,rodeo_normal,1427364592.0,0.0,1.0,main_w1_handler0,2249563,9043812,False,,295,fasta,3329504.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",19005015,,"""fasta""","""1""",32.0,,21553115,1427364589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2015-03-26 10:09:53.073291,60460.0,3.0
2015-03-25 04:08:08.123367,rodeo_normal,1427256503.0,0.0,1.0,main_w1_handler1,2248080,9030217,False,,15416,fasta,3315480.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18986227,,"""fasta""","""6""",32.0,,21985907,1427256500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2015-03-25 04:08:24.945379,4690.0,3.0
2017-06-25 17:52:38.580111,slurm_normal,1498413175.0,0.0,1.0,main_w3_handler0,3171055,16182690,False,,14349273,txt,10258115.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 30151351}]","""gff""","""0""",32.0,,38907395,1498413169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2017-06-25 17:52:56.426001,98003.0,6.0
2017-07-15 13:34:58.567631,slurm_normal,1500125708.0,0.0,1.0,main_w4_handler1,3190057,16351490,False,,55275,fasta,10416554.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 30502595}]","""fasta""","""0""",32.0,,39260595,1500125703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2017-07-15 13:35:09.430581,,5.0
2017-08-22 21:28:32.542698,slurm_normal,1503437331.0,0.0,1.0,main_w4_handler0,3202293,16635994,False,,33655,fasta,10708324.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 30951878}]","""fasta""","""30""",32.0,,39497986,1503437327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2017-08-22 21:28:55.934855,,4.0
2017-11-16 17:52:49.608227,slurm_normal,1510854788.0,0.0,1.0,main_w3_handler0,3327826,17484613,False,,205207,ab1,11542778,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 32360373}]","""text""","""2""",32.0,,42046413,1510854784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: skipseq91/5.0.0,5.0.0,,2017-11-16 17:53:10.626930,116449.0,4.0
