chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_file,parameters.input_file.values,parameters.mask_type,parameters.quality_score,parameters.score_comparison,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-15 18:23:13.307066,slurm_normal,1479234359.0,0,1.0,main_w3_handler1,2892525,14347272,False,,301200335,fastqsanger,8553336.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0789f1078a45f9a'}]","""N""","""20""","""le""",32.0,,34238621.0,1479234197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2016-11-15 18:26:02.129853,94328.0,162.0
,,2017-03-21 07:13:52.834675,slurm_normal,1490080441.0,0,1.0,main_w3_handler1,3030975,15350338,False,,4407542,fastqsanger,9489875.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852810}]","""N""","""35""","""lt""",32.0,,36302619.0,1490080436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:14:02.886031,,5.0
,,2017-03-21 07:14:13.791727,slurm_normal,1490080504.0,0,1.0,main_w4_handler1,3030975,15350340,False,,1321449,fastqsanger,9489884.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852819}]","""N""","""35""","""le""",32.0,,36302619.0,1490080500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:15:41.053561,,4.0
,,2017-03-21 07:40:37.700587,slurm_normal,1490082046.0,0,1.0,main_w4_handler1,3030975,15350595,False,,2878578,fastqsanger,9489991.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852956}]","""N""","""39""","""lt""",32.0,,36302619.0,1490082041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:40:48.355079,,5.0
,,2017-03-21 07:24:03.032913,slurm_normal,1490081051.0,0,1.0,main_w3_handler1,3030975,15350400,False,,4407542,fastqsanger,9489937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852810}]","""N""","""38""","""lt""",32.0,,36302619.0,1490081046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:24:13.893750,,5.0
,,2017-03-21 07:24:18.004908,slurm_normal,1490081143.0,0,1.0,main_w4_handler0,3030975,15350402,False,,1321449,fastqsanger,9489945.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852819}]","""N""","""38""","""lt""",32.0,,36302619.0,1490081139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:26:24.007953,,4.0
,,2017-03-21 07:35:25.102851,slurm_normal,1490081731.0,0,1.0,main_w4_handler0,3030975,15350442,False,,2878578,fastqsanger,9489979.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852956}]","""N""","""37""","""lt""",32.0,,36302619.0,1490081727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:35:33.500373,,4.0
,,2017-03-21 07:30:30.040408,slurm_normal,1490081437.0,0,1.0,main_w3_handler0,3030975,15350428,False,,2114079,fastqsanger,9489966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852938}]","""N""","""38""","""lt""",32.0,,36302619.0,1490081432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:30:38.486597,,5.0
,,2017-03-21 07:57:24.464500,slurm_normal,1490083052.0,0,1.0,main_w4_handler0,3030975,15350749,False,,2878578,fastqsanger,9490118.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28852956}]","""N""","""38""","""lt""",32.0,,36302619.0,1490083047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 07:57:34.923804,,5.0
,,2017-03-21 08:12:09.997219,slurm_normal,1490083944.0,0,1.0,main_w4_handler0,3030975,15350849,False,,1603991,fastqsanger,9490254.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28853453}]","""N""","""37""","""lt""",32.0,,36302619.0,1490083938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 08:12:27.095639,,6.0
,,2017-03-21 08:20:06.870697,slurm_normal,1490084459.0,0,1.0,main_w4_handler0,3030975,15350890,False,,767672,fastqsanger,9490303.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28853502}]","""N""","""37""","""lt""",32.0,,36302619.0,1490084414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 08:21:02.889051,,45.0
,,2017-03-21 08:41:16.604250,slurm_normal,1490085782.0,0,1.0,main_w3_handler0,3030975,15351016,False,,2364576,fastqsanger,9490460.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28853750}]","""N""","""37""","""lt""",32.0,,36302619.0,1490085735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.0.0,1.0.0,,2017-03-21 08:43:05.021473,,47.0
