create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.calc,parameters.chromInfo,parameters.countends,parameters.cutoff,parameters.dbkey,parameters.fasta.values,parameters.output,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-24 14:33:52.333297,slurm_normal,1508855648.0,0,1683937,mothur.align,,1.0,main_w4_handler0,3276720,17197666,False,,11257160,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 31852273}]","""""",32.0,,41090485,1508855643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-10-24 14:34:09.395291,112972.0,5.0
2018-01-08 17:43:14.869855,slurm_normal,1515433481.0,0,1095921,fasta,,1.0,main_w3_handler0,3357006,17974777,False,,12051291,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 33218916}]","""""",32.0,,43005625,1515433398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2018-01-08 17:44:43.567386,77009.0,83.0
2017-11-01 11:24:24.298392,slurm_normal,1509535494.0,0,2502,fasta,,1.0,main_w3_handler0,3295959,17284474,False,,11345862,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""""","""?""","[{'src': 'hda', 'id': 31869626}]","""""",32.0,,41658202,1509535490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-01 11:25:00.346660,72172.0,4.0
2017-11-01 16:18:10.370660,slurm_normal,1509553141.0,0,177259,fasta,,1.0,main_w4_handler0,3303860,17287207,False,,11348910,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 32005532}]","""""",32.0,,41333763,1509553133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-01 16:19:09.566983,110472.0,8.0
2017-11-02 06:00:56.042031,slurm_normal,1509605436.0,0,16713254,fasta,,1.0,main_w4_handler1,3307676,17294934,False,,11357206,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 32017305}]","""""",32.0,,41627267,1509602471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-02 06:50:47.218613,36706.0,2965.0
2017-11-02 07:47:51.793421,slurm_normal,1509608903.0,0,1250581,fasta,,1.0,main_w3_handler0,3307905,17295334,False,,11357646,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 32018187}]","""""",32.0,,41627267,1509608881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-02 07:48:25.892877,36706.0,22.0
2018-01-08 15:17:56.096110,slurm_normal,1515493276.0,0,2624488791,fasta,,1.0,main_w4_handler0,3384439,17973479,False,,12050041,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.25""","""?""","[{'src': 'hda', 'id': 33216513}]","""""",32.0,,42153845,1515424678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2018-01-09 10:21:23.733738,116275.0,68598.0
2017-11-04 14:45:01.890874,slurm_normal,1509806725.0,0,28307,fasta,,1.0,main_w4_handler1,3310785,17327439,False,,11388991,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 32064736}]","""""",32.0,,40381825,1509806720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-04 14:45:31.134844,94887.0,5.0
2017-11-07 19:19:27.155688,slurm_normal,1510095252.0,0,35660565,fasta,,1.0,main_w3_handler1,3308920,17372016,False,,11429724,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 32133801}]","""""",32.0,,41628482,1510082648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-07 22:54:17.794045,110821.0,12604.0
2017-11-08 01:24:16.324479,slurm_normal,1510104394.0,0,2698529,fasta,,1.0,main_w3_handler0,3308920,17375998,False,,11436110,slurm,,132112168.0,corral-repl,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.2""","""?""","[{'src': 'hda', 'id': 32134258}]","""""",32.0,,41628482,1510104301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.36.1.0,1.36.1.0,,2017-11-08 01:26:41.614750,110821.0,93.0
