chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage,parameters.dbkey,parameters.format_type.__current_case__,parameters.format_type.base_column,parameters.format_type.base_column.__class__,parameters.format_type.base_column.value,parameters.format_type.cvrg_column,parameters.format_type.cvrg_column.__class__,parameters.format_type.cvrg_column.value,parameters.format_type.format,parameters.format_type.loc_column,parameters.format_type.loc_column.__class__,parameters.format_type.loc_column.value,parameters.format_type.seq_column,parameters.format_type.seq_column.__class__,parameters.format_type.seq_column.value,parameters.format_type.which_base,parameters.input,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-12-30 21:51:06.171688,rodeo_normal,1419976315.0,0,1.0,main_w1_handler1,2158288,8481065,False,,409877271,pileup,660737.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""3""","""hg19""",1,,,,,,,ten,,,,,,,second,18069814,2.0,,20275718,1419976285.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-12-30 21:51:59.054067,55691.0,30.0
,,2014-09-15 09:57:43.967597,roundup_single,1410775072.0,0,1.0,main_w1_handler0,489976,7791861,False,,135816,tabular,1777367,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,,,,,six,,,,,,,,16878058,32.0,,16850383,1410775069.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-15 09:57:54.216955,7290.0,3.0
,,2014-09-15 12:36:58.725671,roundup_single,1410784629.0,0,1.0,main_w1_handler1,489976,7793297,False,,13908,tabular,1778815,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,,,,,six,,,,,,,,16881759,32.0,,16850383,1410784626.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-15 12:37:11.792925,7290.0,3.0
,,2014-09-15 17:28:49.300764,roundup_single,1410802139.0,0,1.0,main_w2_handler1,2049473,7796303,False,,1544162,tabular,1781275,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3""","""mm10""",0,,,,,,,six,,,,,,,,16886244,32.0,,16899622,1410802137.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-15 17:29:01.230106,33981.0,2.0
,,2014-09-16 13:12:29.236720,roundup_single,1410873157.0,0,1.0,main_w2_handler0,2053994,7801030,False,,102220,tabular,1786308,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1""","""hg18""",0,,,,,,,six,,,,,,,,16899498,32.0,,16850383,1410873155.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-16 13:12:39.382089,7290.0,2.0
,,2014-10-30 13:28:13.971519,rodeo_normal,1414675704.0,0,1.0,main_w2_handler0,2058534,8072121,False,,114362,tabular,99602.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/loxAfr3.len""","""3""","""loxAfr3""",0,,,,,,,six,,,,,,,,17379805,2.0,,17082282,1414675701.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-30 13:28:26.696066,,3.0
,,2014-09-18 14:39:27.932957,roundup_single,1411051178.0,0,1.0,main_w1_handler0,2053994,7813123,False,,123651,tabular,1797821,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,,,,,six,,,,,,,,16934188,32.0,,16850383,1411051175.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-18 14:39:39.520593,7290.0,3.0
,,2014-09-23 16:21:16.644048,roundup_single,1411489296.0,0,1.0,main_w2_handler1,1099587,7841980,False,,592154442,tabular,1825295,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,16992685,32.0,,17133033,1411489288.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-23 16:21:38.634616,25571.0,8.0
,,2014-09-23 16:21:40.809551,roundup_single,1411489321.0,0,1.0,main_w2_handler1,1099587,7841995,False,,421009365,tabular,1825307,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,16992702,32.0,,17133033,1411489314.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-23 16:22:04.185109,25571.0,7.0
,,2014-09-23 16:21:30.002677,roundup_single,1411489311.0,0,1.0,main_w1_handler0,1099587,7841991,False,,738363532,tabular,1825303,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,16992694,32.0,,17133033,1411489304.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-23 16:21:52.523193,25571.0,7.0
,,2014-10-30 23:25:27.844022,rodeo_normal,1414712176.0,0,1.0,main_w1_handler1,2102396,8075446,False,,8659900877,tabular,102408.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""3""","""mm9""",0,,,,,,,six,,,,,,,,17384408,1.0,,18039379,1414711549.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-30 23:36:20.279391,55164.0,627.0
,,2015-01-03 04:21:36.380262,rodeo_normal,1420258922.0,0,1.0,main_w2_handler1,1955668,8492383,False,,5928488,pileup,680328.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""",0,,,,,,,six,,,,,,,,18119862,2.0,,20094389,1420258917.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2015-01-03 04:22:05.742580,45032.0,5.0
,,2015-01-04 12:42:25.920954,rodeo_normal,1420375366.0,0,1.0,main_w1_handler0,2160189,8496466,False,,172897,tabular,2412525.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papHam.len""","""3""","""papHam""",0,,,,,,,six,,,,,,,,18126001,32.0,,20259393,1420375362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2015-01-04 12:42:48.058363,,4.0
,,2014-10-31 12:53:42.903579,rodeo_normal,1414760078.0,0,1.0,main_w1_handler0,1970546,8077748,False,,770612474,tabular,104527.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17388637,2.0,,17994912,1414760035.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-31 12:54:41.344396,10211.0,43.0
,,2014-10-31 16:28:57.496514,rodeo_normal,1414772990.0,0,1.0,main_w1_handler0,2080747,8079193,False,,256617211,tabular,105514.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1""","""mm9""",0,,,,,,,six,,,,,,,,17390922,1.0,,17490084,1414772952.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-31 16:29:55.141952,44140.0,38.0
,,2014-09-25 00:42:06.735991,roundup_single,1411605750.0,0,1.0,main_w2_handler1,1765715,7856253,False,,99500594,tabular,1839212,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/20079.len""","""3""","""20079""",0,,,,,,,six,,,,,,,,17014494,32.0,,17156216,1411605735.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-25 00:42:32.116372,43770.0,15.0
,,2014-11-02 13:35:42.116609,rodeo_normal,1414935399.0,0,1.0,main_w2_handler1,1970546,8085444,False,,770612474,tabular,111117.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17388637,2.0,,17981301,1414935357.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-02 13:36:41.188548,10211.0,42.0
,,2014-11-02 13:43:48.180774,rodeo_normal,1414935880.0,0,1.0,main_w2_handler1,1970546,8085502,False,,798586888,tabular,111131.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17403435,2.0,,17981301,1414935841.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-02 13:44:45.008775,10211.0,39.0
,,2014-11-03 11:36:30.232745,rodeo_normal,1415014648.0,0,1.0,main_w2_handler1,1970546,8089330,False,,923829320,vcf,114486.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,,,,,ten,,,,,,,second,17403539,2.0,,17994912,1415014600.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-03 11:37:32.043646,10211.0,48.0
,,2014-11-03 15:41:59.450153,rodeo_normal,1415029707.0,0,1.0,main_w2_handler0,1970546,8090829,False,,923829320,vcf,115636.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,,,,,ten,,,,,,,second,17403539,2.0,,17994912,1415029638.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-03 15:48:34.908302,10211.0,69.0
,,2014-09-29 19:42:45.331811,roundup_single,1412019784.0,0,1.0,main_w2_handler1,2047513,7896975,False,,165644855,pileup,1877272,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,second,17088541,32.0,,15847104,1412019778.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-29 19:43:05.940856,47634.0,6.0
,,2014-09-29 19:59:43.281827,roundup_single,1412020802.0,0,1.0,main_w2_handler1,2047513,7897044,False,,212370129,pileup,1877367,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,second,17088544,32.0,,15847104,1412020793.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-29 20:00:03.884095,47634.0,9.0
,,2014-09-29 19:54:03.968251,roundup_single,1412020461.0,0,1.0,main_w2_handler0,2047513,7897027,False,,165644855,pileup,1877342,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,first,17088541,32.0,,15847104,1412020455.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-29 19:54:23.386904,47634.0,6.0
,,2014-09-29 19:59:42.403729,roundup_single,1412020805.0,0,1.0,main_w1_handler0,2047513,7897043,False,,198077409,pileup,1877365,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,second,17088543,32.0,,15847104,1412020799.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-29 20:00:08.014963,47634.0,6.0
,,2014-11-03 15:59:35.780137,rodeo_normal,1415037783.0,0,1.0,main_w1_handler0,1970546,8090997,False,,923829320,vcf,116331.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,,,,,ten,,,,,,,second,17403539,2.0,,17994912,1415037729.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-03 18:03:35.571941,10211.0,54.0
,,2014-09-30 15:33:18.330061,roundup_single,1412091216.0,0,1.0,main_w2_handler0,2047513,7900854,False,Job output deleted by user before job completed.,165644855,pileup,1881403,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,second,17088541,32.0,,15847104,1412091208.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-30 15:33:58.558511,47634.0,8.0
,,2014-11-04 05:35:39.262822,rodeo_normal,1415079474.0,0,1.0,main_w1_handler0,2104741,8096670,False,,1332556251,pileup,120013.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17420167,2.0,,18118768,1415079351.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-04 05:37:58.246426,55307.0,123.0
,,2014-09-30 18:45:34.003119,roundup_single,1412102747.0,0,1.0,main_w1_handler1,2047513,7902081,False,,685758,tabular,1882544,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,first,17099898,32.0,,15847104,1412102744.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-30 18:45:49.781036,47634.0,3.0
,,2014-09-30 18:45:33.085965,roundup_single,1412102747.0,0,1.0,main_w2_handler0,2047513,7902080,False,,786392,tabular,1882545,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,first,17099897,32.0,,15847104,1412102744.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-30 18:45:49.752451,47634.0,3.0
,,2014-09-30 18:45:35.300487,roundup_single,1412102754.0,0,1.0,main_w2_handler1,2047513,7902083,False,,886007,tabular,1882548,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bartHens_HOUSTON_1.len""","""400""","""bartHens_HOUSTON_1""",1,,,,,,,ten,,,,,,,first,17099900,32.0,,15847104,1412102751.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-09-30 18:45:54.910939,47634.0,3.0
,,2014-10-01 02:08:52.307976,roundup_single,1412129345.0,0,1.0,main_w2_handler1,2070706,7906302,False,,47917580,tabular,1886048,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""?""",1,,,,,,,ten,,,,,,,first,17105574,32.0,,17300956,1412129343.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-01 02:09:06.646899,53665.0,2.0
,,2014-10-01 02:18:48.306382,roundup_single,1412129943.0,0,1.0,main_w2_handler0,2070706,7906321,False,,47917580,tabular,1886085,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""8000""","""?""",1,,,,,,,ten,,,,,,,first,17105574,32.0,,17300956,1412129940.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-01 02:19:04.439161,53665.0,3.0
,,2014-10-01 02:15:07.459020,roundup_single,1412129720.0,0,1.0,main_w1_handler1,2070706,7906314,False,,47917580,tabular,1886077,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3000""","""?""",1,,,,,,,ten,,,,,,,first,17105574,32.0,,17300956,1412129718.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-01 02:15:21.808203,53665.0,2.0
,,2014-10-01 02:19:31.530650,roundup_single,1412129987.0,0,1.0,main_w1_handler1,2070706,7906323,False,,47917580,tabular,1886091,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""6000""","""?""",1,,,,,,,ten,,,,,,,first,17105574,32.0,,17300956,1412129985.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-01 02:19:48.915561,53665.0,2.0
,,2014-10-01 02:16:08.599714,roundup_single,1412129782.0,0,1.0,main_w1_handler0,2070706,7906316,False,,47917580,tabular,1886081,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5000""","""?""",1,,,,,,,ten,,,,,,,first,17105574,32.0,,17300956,1412129779.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-01 02:16:23.914687,53665.0,3.0
,,2014-11-08 21:49:26.057194,rodeo_normal,1415483375.0,0,1.0,main_w1_handler1,1352864,8128347,False,,1653499,tabular,157599.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""0""","""?""",1,,,,,,,ten,,,,,,,second,17468508,1.0,,18417658,1415483372.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-11-08 21:49:38.506959,32334.0,3.0
,,2014-10-07 08:46:19.615128,roundup_single,1412671598.0,0,1.0,main_w2_handler0,2075868,7940032,False,,133253383,tabular,1918238,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,,,,,ten,,,,,,,second,17147928,32.0,,17439682,1412671591.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-07 08:46:39.731296,2390.0,7.0
,,2014-10-07 11:26:40.499535,roundup_single,1412681236.0,0,1.0,main_w2_handler0,1099587,7940738,False,,1695211588,pileup,1918745,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17156151,32.0,,17350658,1412681213.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-07 11:27:18.528820,25571.0,23.0
,,2014-10-07 11:26:05.442199,roundup_single,1412681195.0,0,1.0,main_w2_handler0,1099587,7940732,False,,610184950,pileup,1918741,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17156145,32.0,,17350658,1412681180.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-07 11:26:37.622852,25571.0,15.0
,,2014-10-07 11:26:25.463756,roundup_single,1412681220.0,0,1.0,main_w1_handler0,1099587,7940735,False,,1776834530,pileup,1918743,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17156148,32.0,,17350658,1412681195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-07 11:27:02.149172,25571.0,25.0
,,2014-10-07 11:25:52.248152,roundup_single,1412681182.0,0,1.0,main_w2_handler0,1099587,7940731,False,,911896016,pileup,1918740,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17156144,32.0,,17350658,1412681165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-07 11:26:25.132207,25571.0,17.0
,,2014-10-07 11:26:13.403654,roundup_single,1412706834.0,0,1.0,main_w2_handler1,1099587,7940734,False,,456958645,pileup,1920206,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,,,,,six,,,,,,,,17156146,32.0,,17350658,1412706800.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.0,1.0.0,,2014-10-07 18:34:23.657319,25571.0,34.0
