chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_source.__current_case__,parameters.fasta_source.fasta.values,parameters.fasta_source.fasta_id,parameters.fasta_source.fasta_source_selector,parameters.input.values,parameters.name,parameters.split,parameters.strand,parameters.tab,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-08 19:42:21.602304,slurm_normal,1520538195.0,0,,,7680.0,1.0,main_w3_handler1,3457318,18662437,False,,19351899,bed,12758525,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,mm9,preloaded,"[{'src': 'hda', 'id': 34304244}]","""false""","""false""","""false""","""false""",32.0,,44208054,1520538175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-03-08 19:43:21.965555,90109.0,20.0
,,2018-03-08 19:28:36.742106,slurm_normal,1520537526.0,0,,,7680.0,1.0,main_w4_handler1,3457318,18662258,False,,19351899,bed,12758374,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,mm9,preloaded,"[{'src': 'hda', 'id': 34304337}]","""false""","""false""","""false""","""false""",32.0,,44208054,1520537513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-03-08 19:32:07.961240,90109.0,13.0
,,2018-03-08 19:24:14.300312,slurm_normal,1520537204.0,0,,,7680.0,1.0,main_w4_handler0,3457318,18662195,False,,19351899,bed,12758294,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,mm9,preloaded,"[{'src': 'hda', 'id': 34304244}]","""false""","""false""","""false""","""true""",32.0,,44208054,1520537153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-03-08 19:26:45.694966,90109.0,51.0
,,2018-03-08 21:03:31.167893,slurm_normal,1520543056.0,0,3199905909.0,fasta,7680.0,1.0,main_w4_handler0,2886279,18663292,False,,14627,bed,12759446,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 27268889}]",,history,"[{'src': 'hda', 'id': 34306002}]","""false""","""false""","""false""","""false""",32.0,,43943959,1520543021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-03-08 21:04:23.144699,94242.0,35.0
,,2018-03-08 21:03:55.221992,slurm_normal,1520543124.0,0,3199905909.0,fasta,7680.0,1.0,main_w3_handler1,2886279,18663314,False,,15144,bed,12759462,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 27268889}]",,history,"[{'src': 'hda', 'id': 34306003}]","""false""","""false""","""false""","""false""",32.0,,43943959,1520543104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-03-08 21:05:54.405308,94242.0,20.0
,,2018-02-21 19:11:27.065411,slurm_normal,1519240322.0,0,,,7680.0,1.0,main_w3_handler0,3437751,18471961,False,,0,bed,12566321,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",1,,hg18,preloaded,"[{'src': 'hda', 'id': 33994912}]","""false""","""false""","""false""","""false""",32.0,,44070134,1519240318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-21 19:12:05.013831,,4.0
,,2018-02-22 08:21:57.546764,slurm_normal,1519287754.0,0,2776390702.0,fasta,7680.0,1.0,main_w4_handler0,3423314,18480070,False,,175270,bed,12574788,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 33985835}]",,history,"[{'src': 'hda', 'id': 34008251}]","""false""","""false""","""false""","""false""",32.0,,44003256,1519287724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-22 08:22:35.708628,6342.0,30.0
,,2018-02-22 08:48:12.794126,slurm_normal,1519289324.0,0,2776390702.0,fasta,7680.0,1.0,main_w3_handler1,3423314,18480277,False,,87679,bed,12575093,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 33985835}]",,history,"[{'src': 'hda', 'id': 34008527}]","""false""","""false""","""false""","""false""",32.0,,44003256,1519289301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-22 08:48:45.484961,6342.0,23.0
,,2018-02-22 09:57:00.945927,slurm_normal,1519293466.0,0,2776390702.0,fasta,7680.0,1.0,main_w3_handler1,3423314,18480726,False,,87679,bed,12575623,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 33985835}]",,history,"[{'src': 'hda', 'id': 34008542}]","""false""","""false""","""false""","""false""",32.0,,44003256,1519293431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-22 09:57:48.009016,6342.0,35.0
,,2018-02-23 06:31:03.456627,reserved_normal,1519367480.0,0,,,7680.0,1.0,main_w3_handler1,3218888,18493076,False,,183,bed,12588479.roundup,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",1,,mm9,preloaded,"[{'src': 'hda', 'id': 30831865}]","""false""","""false""","""false""","""false""",32.0,,44105931,1519367473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 06:31:21.941422,5254.0,7.0
,,2018-02-23 06:31:24.874946,reserved_normal,1519367499.0,0,,,7680.0,1.0,main_w3_handler1,3218888,18493078,False,,183,bed,12588481.roundup,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,mm10,preloaded,"[{'src': 'hda', 'id': 30831860}]","""false""","""false""","""false""","""false""",32.0,,44105931,1519367492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 06:31:41.479555,5254.0,7.0
,,2018-02-23 06:33:17.054618,reserved_normal,1519367613.0,0,,,7680.0,1.0,main_w3_handler1,3218888,18493088,False,,98,bed,12588494.roundup,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,hg38,preloaded,"[{'src': 'hda', 'id': 30831707}]","""false""","""false""","""false""","""false""",32.0,,44105931,1519367606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 06:33:35.146344,5254.0,7.0
281.0,len,2018-02-23 09:36:26.135554,slurm_normal,1519378598.0,0,33325678.0,fasta,7680.0,1.0,main_w3_handler1,3438905,18494682,False,,2339783,gff3,12590147,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/023/731/dataset_23731280.dat""","""Asolani""",0,"[{'src': 'hda', 'id': 34012014}]",,history,"[{'src': 'hda', 'id': 34029561}]","""false""","""false""","""true""","""false""",32.0,,44091155,1519378593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 09:36:40.674922,122612.0,5.0
,,2018-02-23 08:21:03.554183,slurm_normal,1519374112.0,0,2776390702.0,fasta,7680.0,1.0,main_w3_handler1,3423314,18494186,False,,195166,bed,12589420,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 33985835}]",,history,"[{'src': 'hda', 'id': 34028951}]","""false""","""false""","""false""","""false""",32.0,,44003256,1519374071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 08:21:54.925317,6342.0,41.0
281.0,len,2018-02-23 09:34:15.683689,slurm_normal,1519378473.0,0,33325678.0,fasta,7680.0,1.0,main_w3_handler0,3438905,18494671,False,,6134708,gff3,12590129,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/023/731/dataset_23731280.dat""","""Asolani""",0,"[{'src': 'hda', 'id': 34012014}]",,history,"[{'src': 'hda', 'id': 34028821}]","""false""","""false""","""true""","""false""",32.0,,44091155,1519378466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 09:34:36.055726,122612.0,7.0
281.0,len,2018-02-23 09:40:25.494367,slurm_normal,1519378839.0,0,33325678.0,fasta,7680.0,1.0,main_w3_handler1,3438905,18494694,False,,3490720,bed,12590156,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/023/731/dataset_23731280.dat""","""Asolani""",0,"[{'src': 'hda', 'id': 34012014}]",,history,"[{'src': 'hda', 'id': 34029806}]","""false""","""false""","""true""","""false""",32.0,,44091155,1519378832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 09:40:42.309412,122612.0,7.0
,,2018-02-23 13:54:09.851650,slurm_normal,1519394106.0,0,3199905909.0,fasta,7680.0,1.0,main_w4_handler0,3210869,18496983,False,,34820,bed,12592263,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 31081577}]",,history,"[{'src': 'hda', 'id': 31694815}]","""false""","""false""","""false""","""false""",32.0,,44118416,1519394063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 13:55:08.860514,109716.0,43.0
,,2018-02-23 16:16:42.311651,slurm_normal,1519402620.0,0,310363028.0,fasta,7680.0,1.0,main_w4_handler0,3432474,18499073,False,,5588,bed,12594628,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33911396}]",,history,"[{'src': 'hda', 'id': 34036185}]","""false""","""false""","""false""","""false""",32.0,,43968449,1519402612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-23 16:17:01.681904,,8.0
281.0,len,2018-02-24 10:13:08.237447,slurm_normal,1519467203.0,0,33325678.0,fasta,7680.0,1.0,main_w4_handler1,3438905,18506141,False,,6134708,gff3,12601994,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/023/731/dataset_23731280.dat""","""Asolani""",0,"[{'src': 'hda', 'id': 34012014}]",,history,"[{'src': 'hda', 'id': 34028821}]","""true""","""false""","""true""","""false""",32.0,,44091155,1519467196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-24 10:13:25.670940,122612.0,7.0
,,2018-02-25 02:48:51.426458,slurm_normal,1519526941.0,0,14608260.0,fasta,7680.0,1.0,main_w4_handler1,3439787,18509725,False,,0,bed,12605959,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/eschColi_K12.len""","""eschColi_K12""",0,"[{'src': 'hda', 'id': 34028496}]",,history,"[{'src': 'hda', 'id': 34052360}]","""false""","""false""","""false""","""false""",32.0,,44086010,1519526937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-25 02:49:03.153639,122563.0,4.0
,,2018-02-25 19:18:01.138755,slurm_normal,1519586291.0,0,4708032.0,fasta,7680.0,1.0,main_w3_handler0,3441920,18514032,False,,20646,bed,12610255,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 34058879}]",,history,"[{'src': 'hda', 'id': 34058825}]","""true""","""false""","""false""","""false""",32.0,,44153868,1519586287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-25 19:18:12.937969,,4.0
,,2018-02-25 19:22:50.019529,slurm_normal,1519586597.0,0,4708032.0,fasta,7680.0,1.0,main_w4_handler1,3441920,18514061,False,,68698,bed,12610292,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 34058879}]",,history,"[{'src': 'hda', 'id': 34058981}]","""true""","""false""","""false""","""false""",32.0,,44153868,1519586593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-25 19:23:18.964434,,4.0
,,2018-02-25 21:02:47.814646,slurm_normal,1519592591.0,0,4708032.0,fasta,7680.0,1.0,main_w3_handler1,3441920,18514833,False,,69396,bed,12611065,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 34058879}]",,history,"[{'src': 'hda', 'id': 34060286}]","""true""","""false""","""false""","""false""",32.0,,44153868,1519592587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-25 21:03:12.896695,,4.0
,,2018-02-26 13:00:12.319866,slurm_normal,1519650069.0,0,,,7680.0,1.0,main_w3_handler1,3229717,18521870,False,,1490192,bed,12617990,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,hg38,preloaded,"[{'src': 'hda', 'id': 34070799}]","""false""","""false""","""false""","""false""",32.0,,44166629,1519650019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 13:01:10.547956,110428.0,50.0
,,2018-02-26 16:18:52.114352,slurm_normal,1519661950.0,0,,,7680.0,1.0,main_w4_handler0,3229717,18524062,False,,14385,bed,12620010,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,hg38,preloaded,"[{'src': 'hda', 'id': 34074328}]","""false""","""false""","""false""","""false""",32.0,,44166629,1519661939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 16:19:11.298198,110428.0,11.0
,,2018-02-26 16:36:30.410582,slurm_normal,1519663007.0,0,472995.0,fasta,7680.0,1.0,main_w3_handler1,3443167,18524288,False,,122423,gff3,12620236,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 34074630}]",,history,"[{'src': 'hda', 'id': 34074632}]","""false""","""true""","""false""","""false""",32.0,,44174411,1519663002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 16:36:49.035209,,5.0
,,2018-02-27 10:20:07.027619,slurm_normal,1519726838.0,0,,,7680.0,1.0,main_w4_handler0,3412961,18532977,False,,260834,bed,12629511,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,hg19,preloaded,"[{'src': 'hda', 'id': 34090794}]","""false""","""false""","""false""","""false""",32.0,,44115813,1519726817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-27 10:20:40.257230,109776.0,21.0
,,2018-02-26 17:49:54.916491,slurm_normal,1519667440.0,0,2776390702.0,fasta,7680.0,1.0,main_w4_handler0,3423314,18524934,False,,175358,bed,12620915,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 33985835}]",,history,"[{'src': 'hda', 'id': 34076211}]","""false""","""false""","""false""","""false""",32.0,,44003256,1519667404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 17:50:41.465647,6342.0,36.0
,,2018-02-26 17:53:41.631110,slurm_normal,1519667646.0,0,2776390702.0,fasta,7680.0,1.0,main_w3_handler1,3423314,18524962,False,,390332,bed,12620943,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,"[{'src': 'hda', 'id': 33985835}]",,history,"[{'src': 'hda', 'id': 34076243}]","""false""","""false""","""false""","""false""",32.0,,44003256,1519667630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 17:54:07.855399,6342.0,16.0
,,2018-02-26 19:53:34.967721,slurm_normal,1519674842.0,0,,,7680.0,1.0,main_w3_handler1,3443501,18526372,False,,778,bed,12622438,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""hg19Patch10""",1,,hg19,preloaded,"[{'src': 'hda', 'id': 34079191}]","""false""","""false""","""false""","""false""",32.0,,44178141,1519674827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 19:54:08.348475,,15.0
,,2018-02-27 01:19:04.724479,slurm_normal,1519694356.0,0,,,7680.0,1.0,main_w4_handler0,3443858,18530013,False,,471,bed,12626388,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,hg38,preloaded,"[{'src': 'hda', 'id': 34086189}]","""true""","""false""","""true""","""true""",32.0,,44184800,1519694352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-27 01:19:18.998031,,4.0
,,2018-02-26 21:57:34.235102,slurm_normal,1519682318.0,0,3199905909.0,fasta,7680.0,1.0,main_w4_handler0,3210869,18528449,False,,21499,bed,12624634,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 31081577}]",,history,"[{'src': 'hda', 'id': 34083821}]","""false""","""false""","""false""","""false""",32.0,,44181964,1519682265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 21:58:40.295193,109716.0,53.0
,,2018-02-27 10:17:11.551834,slurm_normal,1519726685.0,0,,,7680.0,1.0,main_w4_handler1,3412961,18532948,False,,150112,bed,12629451,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,hg19,preloaded,"[{'src': 'hda', 'id': 34090784}]","""false""","""false""","""false""","""false""",32.0,,44115813,1519726642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-27 10:18:07.390465,109776.0,43.0
,,2018-02-27 01:11:39.818451,slurm_normal,1519693926.0,0,,,7680.0,1.0,main_w3_handler1,3443858,18529997,False,,458,bed,12626365,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,hg38,preloaded,"[{'src': 'hda', 'id': 34086173}]","""true""","""false""","""true""","""false""",32.0,,44184800,1519693922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-27 01:12:08.381799,,4.0
