create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.groups,parameters.label,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-02 20:30:36.154070,slurm_normal,1491165047.0,0,1.0,main_w3_handler0,3056115,15464140,False,,9593820.roundup,slurm,,132112168.0,corral-repl,4392437,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028960}]",32.0,,37023498,1491165042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:30:50.121278,,5.0
2017-04-02 20:30:45.994242,slurm_normal,1491165076.0,0,1.0,main_w4_handler1,3056115,15464179,False,,9593828.roundup,slurm,,132112168.0,corral-repl,1490490,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29029020}]",32.0,,37023498,1491165072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:31:21.689051,,4.0
2017-04-02 20:30:40.748679,slurm_normal,1491165157.0,0,1.0,main_w4_handler0,3056115,15464159,False,,9593845.roundup,slurm,,132112168.0,corral-repl,1170700,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028989}]",32.0,,37023498,1491165152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:32:43.119070,,5.0
2017-04-02 20:30:39.527645,slurm_normal,1491165263.0,0,1.0,main_w3_handler0,3056115,15464152,False,,9593867.roundup,slurm,,132112168.0,corral-repl,1960434,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028984}]",32.0,,37023498,1491165259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:34:25.820551,,4.0
2017-04-02 20:30:37.773559,slurm_normal,1491165183.0,0,1.0,main_w3_handler1,3056115,15464145,False,,9593849.roundup,slurm,,132112168.0,corral-repl,1105146,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028964}]",32.0,,37023498,1491165178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:33:08.707060,,5.0
2017-04-02 20:30:38.536099,slurm_normal,1491165208.0,0,1.0,main_w3_handler0,3056115,15464147,False,,9593855.roundup,slurm,,132112168.0,corral-repl,464122,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028980}]",32.0,,37023498,1491165204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:33:31.406529,,4.0
2017-04-02 20:30:40.192156,slurm_normal,1491165253.0,0,1.0,main_w3_handler1,3056115,15464156,False,,9593861.roundup,slurm,,132112168.0,corral-repl,631408,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028987}]",32.0,,37023498,1491165248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:34:16.488891,,5.0
2017-04-02 20:30:40.483783,slurm_normal,1491165286.0,0,1.0,main_w3_handler0,3056115,15464158,False,Job output deleted by user before job completed.,9593870.roundup,slurm,,132112168.0,corral-repl,839216,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028988}]",32.0,,37023498,1491165282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:34:48.364895,,4.0
2017-04-02 20:30:44.664310,slurm_normal,1491165219.0,0,1.0,main_w4_handler0,3056115,15464173,False,,9593856.roundup,slurm,,132112168.0,corral-repl,910950,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29029000}]",32.0,,37023498,1491165214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:33:47.274880,,5.0
2017-04-02 20:30:39.931440,slurm_normal,1491165276.0,0,1.0,main_w3_handler0,3056115,15464155,False,,9593869.roundup,slurm,,132112168.0,corral-repl,426404,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028986}]",32.0,,37023498,1491165272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:34:37.703463,,4.0
2017-04-02 20:30:35.501737,slurm_normal,1491165273.0,0,1.0,main_w4_handler1,3056115,15464139,False,,9593868.roundup,slurm,,132112168.0,corral-repl,5200662,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028943}]",32.0,,37023498,1491165270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:34:35.899454,,3.0
2017-04-02 20:30:36.607731,slurm_normal,1491165297.0,0,1.0,main_w4_handler1,3056115,15464141,False,,9593874.roundup,slurm,,132112168.0,corral-repl,945123,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 29028961}]",32.0,,37023498,1491165293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-04-02 20:35:01.562204,,4.0
2017-03-12 14:54:14.156131,slurm_normal,1489330463.0,0,1.0,main_w4_handler1,3026093,15274403,False,,9419421.roundup,slurm,,132112168.0,corral-repl,36074,mothur.shared,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""PT_01"", ""PT_03"", ""PT_04"", ""PT_05"", ""PT_07"", ""PT_08"", ""PT_10"", ""PT_100"", ""PT_103"", ""PT_104"", ""PT_107"", ""PT_110"", ""PT_12"", ""PT_13"", ""PT_14"", ""PT_15"", ""PT_16"", ""PT_17"", ""PT_18"", ""PT_20"", ""PT_22"", ""PT_23"", ""PT_25"", ""PT_27"", ""PT_29"", ""PT_30"", ""PT_31"", ""PT_32"", ""PT_33"", ""PT_38"", ""PT_40"", ""PT_43"", ""PT_44"", ""PT_45"", ""PT_46"", ""PT_47"", ""PT_48"", ""PT_52"", ""PT_53"", ""PT_56"", ""PT_57"", ""PT_58"", ""PT_59"", ""PT_61"", ""PT_63"", ""PT_64"", ""PT_71"", ""PT_72"", ""PT_74"", ""PT_75"", ""PT_76"", ""PT_79"", ""PT_80"", ""PT_83"", ""PT_85"", ""PT_86"", ""PT_87"", ""PT_89"", ""PT_92"", ""PT_94"", ""PT_96"", ""PT_97"", ""PT_98"", ""PT_99"", ""PT_blank""]","[""1""]","[{'src': 'hda', 'id': 28703017}]",32.0,,36550514,1489330459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-03-12 14:54:26.473562,37766.0,4.0
2017-06-12 20:39:54.655137,slurm_normal,1497303191.0,0,1.0,main_w3_handler0,3151567,16085931,False,,10172421.roundup,slurm,,132112168.0,corral-repl,153815,fastq,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,"[{'src': 'hda', 'id': 30002333}]",32.0,,38614704,1497303186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_list_otulabels/1.27.0,1.27.0,,2017-06-12 21:34:24.160768,,5.0
