chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.input,parameters.input.values,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-28 16:54:41.173682,slurm_normal,1454000158.0,0,1.0,159401627,gtf,main_w1_handler2,2578777,11624460,False,,992688,bed,5888510.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",23050545,,23070228,,"""255""",32.0,,27736509,1454000134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-28 16:56:04.466466,77421.0,24.0
,,2016-03-10 10:38:35.368691,slurm_normal,1457606378.0,0,1.0,404634482,bed,main_w1_handler2,2316346,12094061,False,,21399,bed,6318554.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23776086,,23775608,,"""255""",32.0,,28895959,1457606335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-03-10 10:39:42.004321,64006.0,43.0
,,2016-01-30 11:52:06.537455,slurm_normal,1454154770.0,0,1.0,116536815,gtf,main_w2_handler0,2583249,11637339,False,,35529111,bed,5900997.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/oreNil2.len""","""oreNil2""",23089976,,23090112,,"""255""",32.0,,27943061,1454154759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-30 11:52:53.072498,77690.0,11.0
,,2016-01-30 12:09:52.670295,slurm_normal,1454155834.0,0,1.0,5348920,tabular,main_w2_handler1,2583249,11637373,False,,7070006,bed,5901031.roundup,slurm,,132112168.0,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/oreNil2.len""","""oreNil2""",23090161,,23089816,,"""255""",32.0,,27943061,1454155828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-30 12:10:39.390771,77690.0,6.0
,,2016-02-01 10:18:01.216603,slurm_normal,1454321932.0,0,1.0,133186,interval,main_w1_handler1,2584523,11654595,False,,155620,bed,5915675.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23111997,,23112012,,"""255""",32.0,,27812458,1454321928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-02-01 10:18:54.369975,77537.0,4.0
,,2016-03-10 15:57:05.045535,slurm_normal,1457625554.0,0,1.0,294940573,interval,main_w1_handler2,2629095,12096975,False,,66735168,bed,6321353.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23781334,,23781411,,"""255""",32.0,,28921055,1457625524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-03-10 15:59:20.108274,,30.0
,,2016-02-01 13:40:36.653347,slurm_normal,1454334058.0,0,1.0,75416,bed,main_w1_handler2,2534574,11656575,False,,75416,bed,5916892.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22955248,,22955248,,"""255""",32.0,,26514348,1454334054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-02-01 13:41:00.767001,30421.0,4.0
,,2016-03-11 01:07:35.448124,slurm_normal,1457658522.0,0,1.0,130636527,tabular,main_w1_handler1,2629312,12101472,False,,10617904,bed,6325655.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23787908,,23787634,,"""255""",32.0,,28923274,1457658516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-03-11 01:08:44.897764,,6.0
,,2015-12-22 04:17:05.204235,slurm_normal,1450757859.0,0,1.0,3924,tabular,main_w1_handler2,2538336,11300032,False,,8762,bed,5579616.roundup,slurm,,132112168.0,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22613773,,22613832,,"""255""",32.0,,26949780,1450757854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2015-12-22 04:17:41.396017,58541.0,5.0
,,2015-12-22 04:09:25.438475,slurm_normal,1450757407.0,0,1.0,3924,tabular,main_w1_handler1,2538336,11300005,False,,8762,bed,5579583.roundup,slurm,,132112168.0,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22613773,,22613783,,"""255""",32.0,,26949780,1450757403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2015-12-22 04:10:09.759120,58541.0,4.0
,,2015-12-22 04:19:35.560972,slurm_normal,1450758021.0,0,1.0,3924,tabular,main_w1_handler2,2538336,11300046,False,,8762,bed,5579627.roundup,slurm,,132112168.0,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22613773,,22613851,,"""255""",32.0,,26949780,1450758018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2015-12-22 04:20:25.248857,58541.0,3.0
,,2015-12-22 04:07:13.117416,slurm_normal,1450757275.0,0,1.0,3924,tabular,main_w2_handler0,2538336,11299995,False,,8762,bed,5579569.roundup,slurm,,132112168.0,corral-repl,,"""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22613773,,22613772,,"""255""",32.0,,26949780,1450757269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2015-12-22 04:07:58.551051,58541.0,6.0
,,2016-03-11 16:15:53.832287,slurm_normal,1457712987.0,0,1.0,119386508,gtf,main_w2_handler1,2316346,12107778,False,,36307,bed,6331615.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23796332,,23795279,,"""255""",32.0,,28697037,1457712978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-03-11 16:16:29.985791,64006.0,9.0
,,2016-01-12 08:48:29.454934,slurm_normal,1452588569.0,0,1.0,1971,tabular,main_w2_handler1,2133820,11469571,False,,406640136,bed,5736441.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22855469,,22855732,,"""255""",32.0,,27234431,1452588532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-12 08:49:32.614472,3102.0,37.0
,,2016-01-12 09:09:14.066184,slurm_normal,1452589820.0,0,1.0,1971,gg,main_w1_handler0,2133820,11469705,False,,406640136,bed,5736626.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22855920,,22855732,,"""0""",32.0,,27234431,1452589784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-12 09:10:22.293571,3102.0,36.0
,,2016-01-12 09:20:08.932404,slurm_normal,1452590464.0,0,1.0,1971,tabular,main_w1_handler2,2133820,11469747,False,,406640136,bed,5736682.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22855997,,22855732,,"""1""",32.0,,27234431,1452590427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-12 09:21:08.890374,3102.0,37.0
,,2016-01-12 08:42:01.994040,slurm_normal,1452588183.0,0,1.0,1971,tabular,main_w1_handler2,2133820,11469419,False,,406640136,bed,5736350.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22855469,,22844999,,"""255""",32.0,,27234431,1452588141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-12 08:43:13.042104,3102.0,42.0
,,2016-01-12 10:10:58.789531,slurm_normal,1452593523.0,0,1.0,1971,tabular,main_w2_handler1,2133820,11470202,False,,355502831,bed,5737317.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22855997,,22856572,,"""1""",32.0,,27234431,1452593488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-12 10:12:10.749037,3102.0,35.0
,,2016-04-28 09:14:18.231411,slurm_normal,1461834982.0,0,1.0,21055,bed,main_w2_handler1,2684775,12664685,False,,1106126890,bed,6866210.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5baa1831ee3a5aceb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be59bab971b146a2'}]","""255""",32.0,,29829625,1461834900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-04-28 09:16:25.728630,,82.0
,,2016-01-14 13:59:50.346735,slurm_normal,1452780048.0,0,1.0,1971,tabular,main_w2_handler0,2133820,11502029,False,,535993662,bed,5770136.roundup,slurm,,132112168.0,corral-repl,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22855997,,22897170,,"""1""",32.0,,27234431,1452780003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0,2.22.0,,2016-01-14 14:00:51.426448,3102.0,45.0
