create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.boxit,parameters.chromInfo,parameters.dbkey,parameters.gap,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-03 20:05:23.425906,slurm_normal,1517688333.0,1.0,,1.0,main_w4_handler1,3415250,18248066,False,,363,fasta,12329645,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""10""",,"[{'src': 'hda', 'id': 33655489}]",,"""6""",32.0,,43649250.0,1517688329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-03 20:05:34.549919,,4.0
2018-02-03 20:05:24.548605,slurm_normal,1517688364.0,1.0,,1.0,main_w3_handler0,3415250,18248069,False,,284,fasta,12329651,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10Strains1.len""","""mm10Strains1""","""10""",,"[{'src': 'hda', 'id': 33655539}]",,"""6""",32.0,,43649250.0,1517688360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-03 20:06:07.930140,,4.0
2018-02-03 20:05:23.724822,slurm_normal,1517688354.0,1.0,,1.0,main_w3_handler0,3415250,18248067,False,,284,fasta,12329648,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""10""",,"[{'src': 'hda', 'id': 33655535}]",,"""6""",32.0,,43649250.0,1517688349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-03 20:05:55.849192,,5.0
2018-02-06 02:12:09.699798,slurm_normal,1517883139.0,1.0,7680.0,1.0,main_w3_handler0,3418142,18264744,False,,816,fasta,12346435,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33685207}]",,"""6""",32.0,,43704195.0,1517883137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-06 02:12:21.371488,121362.0,2.0
2018-02-07 04:05:19.261710,slurm_normal,1517976330.0,1.0,7680.0,1.0,main_w4_handler1,3419916,18282168,False,,461,fasta,12364923,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33709658}]",,"""6""",32.0,,43741457.0,1517976327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-07 04:05:32.707453,121489.0,3.0
2018-02-08 17:17:12.611988,slurm_normal,1518110262.0,1.0,7680.0,1.0,main_w3_handler1,3421319,18319552,False,,1645,fasta,12403190,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""10""",,"[{'src': 'hda', 'id': 33758511}]",,"""6""",32.0,,43765854.0,1518110259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-08 17:17:44.090630,,3.0
2018-02-10 01:31:04.250727,slurm_normal,1518226273.0,1.0,7680.0,1.0,main_w4_handler0,3413429,18334776,False,,373,fasta,12419103,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33699490}]",,"""6""",32.0,,43609243.0,1518226270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-10 01:31:16.029638,121113.0,3.0
2018-02-10 03:30:45.738442,slurm_normal,1518233454.0,1.0,7680.0,1.0,main_w4_handler1,3424364,18335212,False,,458,fasta,12419642,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33783206}]",,"""6""",32.0,,43704195.0,1518233451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-10 03:30:57.311948,121362.0,3.0
2018-02-12 02:39:44.440833,slurm_normal,1518403195.0,1.0,7680.0,1.0,main_w4_handler0,2900827,18345575,False,,355,fasta,12429997,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""10""",,"[{'src': 'hda', 'id': 33726837}]",,"""6""",32.0,,43753380.0,1518403193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-12 02:39:58.681693,94913.0,2.0
2018-02-12 02:39:43.802484,slurm_normal,1518403196.0,1.0,7680.0,1.0,main_w4_handler0,2900827,18345573,False,,461,fasta,12429996,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""10""",,"[{'src': 'hda', 'id': 33726835}]",,"""6""",32.0,,43753380.0,1518403193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-12 02:39:58.788112,94913.0,3.0
2018-02-17 00:15:34.214136,slurm_normal,1518826543.0,1.0,7680.0,1.0,main_w3_handler0,3432405,18417949,False,,917,fasta,12504054,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33909851}]",,"""6""",32.0,,43967124.0,1518826540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-17 00:15:45.333138,,3.0
2018-02-17 00:13:31.857705,slurm_normal,1518826423.0,1.0,7680.0,1.0,main_w3_handler1,3432405,18417939,False,,461,fasta,12504043,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33909718}]",,"""6""",32.0,,43967124.0,1518826420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-17 00:13:44.996481,,3.0
2018-02-17 00:39:37.845252,slurm_normal,1518827997.0,1.0,7680.0,1.0,main_w3_handler1,3432405,18418013,False,,816,fasta,12504205,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33909944}]",,"""6""",32.0,,43967124.0,1518827995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-17 00:40:00.180172,,2.0
2018-02-17 00:13:33.788038,slurm_normal,1518826425.0,1.0,7680.0,1.0,main_w4_handler1,3432405,18417940,False,,456,fasta,12504044,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33909725}]",,"""6""",32.0,,43967124.0,1518826423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-17 00:13:47.993354,,2.0
2018-02-17 02:39:56.313163,slurm_normal,1518835210.0,1.0,7680.0,1.0,main_w3_handler0,3432405,18418927,False,,816,fasta,12505175,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""",,"[{'src': 'hda', 'id': 33909944}]",,"""6""",32.0,,43967124.0,1518835207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2018-02-17 02:40:13.428922,,3.0
2015-03-30 19:36:51.648684,rodeo_normal,1427744243.0,1.0,,1.0,main_w1_handler0,2166549,9093042,False,,76902,fasta,3376829.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19063563,,,"""6""",32.0,,20370892.0,1427744224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-03-30 19:37:24.399160,,19.0
2015-05-06 16:50:04.351063,slurm_normal,1430931027.0,1.0,,1.0,main_w1_handler1,2295718,9413020,False,,5712,fasta,3743185.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611052,,,"""20""",32.0,,22909822.0,1430931023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:50:34.921622,,4.0
2015-05-06 16:57:04.068537,slurm_normal,1430931462.0,1.0,,1.0,main_w2_handler0,2295718,9413071,False,,3943,fasta,3743239.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611056,,,"""20""",32.0,,22909822.0,1430931459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:57:45.799368,,3.0
2015-05-06 16:56:43.730652,slurm_normal,1430931430.0,1.0,,1.0,main_w1_handler0,2295718,9413067,False,,5443,fasta,3743233.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611054,,,"""20""",32.0,,22909822.0,1430931425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:57:18.214280,,5.0
2015-05-06 15:06:41.112944,slurm_normal,1430925047.0,1.0,,1.0,main_w2_handler0,2295718,9411503,False,,187,fasta,3741683.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19608657,,,"""20""",32.0,,22909822.0,1430924825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 15:10:54.467468,,222.0
2015-05-06 15:06:40.501254,slurm_normal,1430925079.0,1.0,,1.0,main_w2_handler1,2295718,9411502,False,,43193,fasta,3741722.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19608656,,,"""20""",32.0,,22909822.0,1430925068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 15:11:26.618343,,11.0
2015-05-06 16:49:24.692509,slurm_normal,1430930987.0,1.0,,1.0,main_w2_handler0,2295718,9413016,False,,4993,fasta,3743178.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611049,,,"""20""",32.0,,22909822.0,1430930983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:49:49.949482,,4.0
2015-05-06 16:56:54.002026,slurm_normal,1430931450.0,1.0,,1.0,main_w1_handler1,2295718,9413068,False,,5789,fasta,3743236.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611055,,,"""20""",32.0,,22909822.0,1430931445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:57:36.729953,,5.0
2015-05-06 16:49:41.512796,slurm_normal,1430930998.0,1.0,,1.0,main_w2_handler0,2295718,9413017,False,,5693,fasta,3743182.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611051,,,"""20""",32.0,,22909822.0,1430930994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:50:05.097469,,4.0
2015-05-06 16:50:17.124664,slurm_normal,1430931055.0,1.0,,1.0,main_w2_handler1,2295718,9413022,False,,5710,fasta,3743187.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19611053,,,"""20""",32.0,,22909822.0,1430931048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 16:51:04.118573,,7.0
2015-05-06 17:42:07.546667,slurm_normal,1430934183.0,1.0,,1.0,main_w2_handler0,2295718,9413470,False,,19793,fasta,3743499.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19612019,,,"""20""",32.0,,22909822.0,1430934175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 17:43:31.726674,,8.0
2015-05-06 17:53:03.514109,slurm_normal,1430934813.0,1.0,,1.0,main_w2_handler0,2295718,9413689,False,,19538,fasta,3743580.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19612183,,,"""18""",32.0,,22909822.0,1430934808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 17:54:57.435715,,5.0
2015-05-06 18:49:46.632431,slurm_normal,1430938216.0,1.0,,1.0,main_w2_handler1,2295718,9414062,False,,35938,fasta,3743921.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19612923,,,"""16""",32.0,,22914679.0,1430938209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 18:50:19.897096,6865.0,7.0
2015-05-06 18:36:05.851159,slurm_normal,1430937388.0,1.0,,1.0,main_w1_handler1,2295718,9413965,False,,35938,fasta,3743839.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19612923,,,"""15""",32.0,,22914679.0,1430937383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 18:36:30.243201,6865.0,5.0
2015-05-06 19:27:09.039633,slurm_normal,1430940473.0,1.0,,1.0,main_w1_handler1,2295718,9414396,False,,35937,fasta,3744241.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19613467,,,"""15""",32.0,,22914679.0,1430940466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 19:27:58.798525,6865.0,7.0
2015-05-06 19:18:01.160707,slurm_normal,1430939922.0,1.0,,1.0,main_w1_handler1,2295718,9414364,False,,15636,fasta,3744106.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19613420,,,"""15""",32.0,,22914679.0,1430939902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 19:18:46.802078,6865.0,20.0
2015-05-06 19:31:50.050924,slurm_normal,1430940749.0,1.0,,1.0,main_w2_handler1,2295718,9414506,False,,7752,fasta,3744320.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19613570,,,"""15""",32.0,,22914679.0,1430940742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 19:32:50.874922,6865.0,7.0
2015-05-06 19:39:34.908693,slurm_normal,1430941205.0,1.0,,1.0,main_w2_handler1,2295718,9414537,False,,35927,fasta,3744413.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19613619,,,"""15""",32.0,,22914679.0,1430941196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 19:40:15.184810,6865.0,9.0
2015-05-06 19:44:44.325478,slurm_normal,1430941536.0,1.0,,1.0,main_w2_handler1,2295718,9414552,False,,3661,fasta,3744429.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",19613653,,,"""15""",32.0,,22914679.0,1430941528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-06 19:45:45.467148,6865.0,8.0
2015-05-11 21:35:43.864423,slurm_normal,1431380225.0,1.0,,1.0,main_w2_handler1,2297275,9447429,False,,1874,fasta,3773040.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19667626,,,"""6""",32.0,,22914679.0,1431380174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-11 21:37:09.286315,6865.0,51.0
2015-05-11 21:38:24.649036,slurm_normal,1431380340.0,1.0,,1.0,main_w1_handler1,2297275,9447437,False,,4592,fasta,3773050.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19667627,,,"""6""",32.0,,22914679.0,1431380335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-11 21:39:13.083113,6865.0,5.0
2015-05-11 21:27:46.946828,slurm_normal,1431379707.0,1.0,,1.0,main_w1_handler0,2297275,9447384,False,,1874,fasta,3772992.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19667626,,,"""6""",32.0,,22914679.0,1431379702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-11 21:28:33.281472,6865.0,5.0
2015-05-11 21:39:06.635253,slurm_normal,1431380387.0,1.0,,1.0,main_w1_handler0,2297275,9447440,False,,64,fasta,3773051.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19667630,,,"""6""",32.0,,22914679.0,1431380383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-11 21:39:52.283496,6865.0,4.0
2015-05-11 21:43:04.349116,slurm_normal,1431380637.0,1.0,,1.0,main_w2_handler1,2297275,9447467,False,,1405,fasta,3773063.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",19667756,,,"""6""",32.0,,22914679.0,1431380618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: polydot77/5.0.0,5.0.0,,2015-05-11 21:44:03.303211,6865.0,19.0
