chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
133234.0,len,2015-05-03 02:00:36.946969,slurm_normal,1430618463.0,0.0,,1.0,main_w1_handler0,2251814,9381396,False,,7124438,fasta,3716276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/206/dataset_11206932.dat""","""?""",19545872,,32.0,,22631479,1430618458.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-03 02:01:08.661112,61604.0,5.0
38.0,len,2015-06-23 19:03:41.120758,slurm_normal,1435086268.0,0.0,,1.0,main_w2_handler1,2353103,9718938,False,,6643713,fasta,4025223,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/637/dataset_11637117.dat""","""?""",20108804,,32.0,,23535877,1435086264.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-23 19:04:54.213732,64617.0,4.0
37.0,len,2015-05-13 14:51:02.239270,slurm_normal,1431528706.0,0.0,,1.0,main_w1_handler0,1094847,9463927,False,,4474646,fasta,3788457.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/311/dataset_11311089.dat""","""?""",15933342,,32.0,,22197368,1431528702.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-13 14:51:49.535833,25431.0,4.0
37315.0,len,2015-05-13 15:39:27.700230,slurm_normal,1431531603.0,0.0,,1.0,main_w1_handler0,2301829,9464258,False,,8383180,fasta,3788797.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/311/dataset_11311530.dat""","""felCat5""",19664527,,32.0,,23011461,1431531598.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-13 15:40:05.403952,63359.0,5.0
128633.0,len,2015-05-14 02:38:38.541300,slurm_normal,1431571161.0,0.0,,1.0,main_w2_handler0,2294829,9468169,False,,4198617,fasta,3792874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/316/dataset_11316892.dat""","""leptInte""",19618144,,32.0,,22835110,1431571158.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-14 02:39:23.837097,62942.0,3.0
12.0,len,2015-05-14 01:35:59.052065,slurm_normal,1431567412.0,0.0,,1.0,main_w2_handler0,2281774,9467931,False,,1612,fasta,3792688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/316/dataset_11316547.dat""","""?""",19699120,,32.0,,22847842,1431567408.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-14 01:36:54.553016,51090.0,4.0
37.0,len,2015-05-14 13:34:50.775332,slurm_normal,1431610525.0,0.0,,1.0,main_w1_handler0,2305820,9471554,False,,8791418,fasta,3795587.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/322/dataset_11322863.dat""","""?""",19707365,,32.0,,23076036,1431610522.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-14 13:35:30.458068,63505.0,3.0
261.0,len,2015-06-23 11:14:45.486007,slurm_normal,1435058169.0,0.0,,1.0,main_w1_handler0,2351990,9714912,False,,1003809056,fasta,4022159,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/632/dataset_11632199.dat""","""?""",20097052,,32.0,,23754788,1435058153.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-23 11:16:11.701558,65161.0,16.0
5345.0,len,2015-05-14 18:37:54.272029,slurm_normal,1431628702.0,0.0,,1.0,main_w2_handler1,2306031,9474107,False,,23153448,fasta,3798171.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/326/dataset_11326590.dat""","""?""",19708402,,32.0,,22606270,1431628699.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-14 18:38:25.039611,60198.0,3.0
37.0,len,2015-05-14 22:01:03.406797,slurm_normal,1431640900.0,0.0,,1.0,main_w2_handler0,2306522,9475174,False,,4338415,fasta,3799272.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/328/dataset_11328387.dat""","""?""",19714689,,32.0,,22791882,1431640895.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-14 22:01:45.274223,62942.0,5.0
37.0,len,2015-05-14 22:25:36.413060,slurm_normal,1431642363.0,0.0,,1.0,main_w2_handler1,2306522,9475420,False,,356677,fasta,3799365.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/328/dataset_11328387.dat""","""?""",19711752,,32.0,,22791882,1431642359.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-14 22:26:07.652874,62942.0,4.0
38.0,len,2015-07-28 05:54:11.736997,slurm_normal,1438062872.0,0.0,,1.0,main_w1_handler0,2391291,10013949,False,,5302176,fasta,4296101.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/032/dataset_12032322.dat""","""?""",20590161,,32.0,,24347690,1438062867.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-07-28 05:54:34.311713,67049.0,5.0
1019418.0,len,2015-09-16 02:11:28.954484,slurm_normal,1442369555.0,0.0,,1.0,main_w1_handler0,2436813,10329160,False,,2396943092,fasta,4612910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/460/dataset_12460190.dat""","""criGri1""",21099623,,32.0,,25082233,1442369513.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-09-16 02:12:38.123596,62952.0,42.0
,,2015-04-30 17:31:08.474192,slurm_normal,1430415185.0,0.0,,1.0,main_w1_handler0,2286124,9370035,False,,4474636,fasta,3705990.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19500163,,32.0,,22759430,1430415084.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-04-30 17:33:06.962616,49420.0,101.0
,,2015-05-15 07:15:10.604451,slurm_normal,1431674144.0,0.0,,1.0,main_w2_handler0,1128311,9476953,False,,9190421,fasta,3800939.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",9086185,,32.0,,23098711,1431674139.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-15 07:15:50.123378,26179.0,5.0
36.0,len,2015-06-24 14:36:06.263653,slurm_normal,1435156616.0,0.0,,1.0,main_w2_handler0,2353085,9724826,False,,4108456,fasta,4031387,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/644/dataset_11644158.dat""","""?""",20117545,,32.0,,23799203,1435156612.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-24 14:36:57.998482,48313.0,4.0
111.0,len,2015-05-19 16:34:01.374707,slurm_normal,1432053281.0,0.0,,1.0,main_w2_handler1,1339652,9497175,False,,10536,fasta,3819159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19725776,,32.0,,23105071,1432053276.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-19 16:34:45.525080,16797.0,5.0
14.0,len,2015-05-19 23:58:39.868495,slurm_normal,1432080029.0,0.0,,1.0,main_w1_handler1,2307735,9499984,False,,3316,fasta,3821575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/363/dataset_11363623.dat""","""?""",19759675,,32.0,,23117176,1432080025.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-20 00:00:36.653338,63570.0,4.0
14.0,len,2015-05-20 02:01:18.954623,slurm_normal,1432087319.0,0.0,,1.0,main_w1_handler0,2312815,9500515,False,,3316,fasta,3822104.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/364/dataset_11364354.dat""","""?""",19760280,,32.0,,23190884,1432087315.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-20 02:02:15.099269,63570.0,4.0
11.0,len,2015-12-09 15:33:55.793016,slurm_normal,1449675531.0,0.0,,1.0,main_w1_handler2,2525896,11127919,False,,80,fasta,5393339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/494/dataset_13494509.dat""","""?""",22361987,,32.0,,26649928,1449675281.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:38:57.214682,64540.0,250.0
38.0,len,2015-06-24 10:04:28.629059,slurm_normal,1435140350.0,0.0,,1.0,main_w1_handler0,2347795,9723146,False,,4993199,fasta,4029920,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/642/dataset_11642372.dat""","""?""",20068704,,32.0,,23701843,1435140346.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-24 10:05:52.472014,61107.0,4.0
1846.0,len,2016-01-28 10:42:10.011872,slurm_normal,1453978108.0,0.0,,1.0,main_w1_handler0,2580950,11621333,False,,6780239734,fasta,5885706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/102/dataset_14102466.dat""","""?""",23066122,,32.0,,27859158,1453977883.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2016-01-28 10:48:30.578023,77682.0,225.0
357.0,len,2015-05-22 15:46:00.217049,slurm_normal,1432309647.0,0.0,,1.0,main_w2_handler0,2316227,9520214,False,,1019772703,fasta,3840563.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/389/dataset_11389920.dat""","""?""",19792177,,32.0,,23240448,1432309624.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-22 15:47:33.918376,53799.0,23.0
21902.0,len,2015-05-21 20:51:09.034324,slurm_normal,1432242755.0,0.0,,1.0,main_w1_handler0,1163427,9514494,False,,985528622,fasta,3834728.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/382/dataset_11382928.dat""","""?""",10403160,,32.0,,23229743,1432242552.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-21 21:12:41.899496,27215.0,203.0
312739.0,len,2015-05-22 15:01:43.090483,slurm_normal,1432307409.0,0.0,,1.0,main_w1_handler0,2316227,9519915,False,,1065556393,fasta,3840297.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/389/dataset_11389578.dat""","""?""",19791299,,32.0,,23240448,1432307194.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-22 15:10:14.357860,53799.0,215.0
,,2015-05-22 14:55:11.213193,slurm_normal,1432306628.0,0.0,,1.0,main_w1_handler0,2316227,9519849,False,,1068203601,fasta,3840233.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17923009,,32.0,,23240448,1432306529.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-22 14:57:17.018137,53799.0,99.0
17.0,len,2015-12-09 15:47:15.803348,slurm_normal,1449676116.0,0.0,,1.0,main_w1_handler2,2533594,11128278,False,,17296,fasta,5393525.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/494/dataset_13494916.dat""","""?""",22366400,,32.0,,26691232,1449676065.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:48:42.371051,74897.0,51.0
17.0,len,2015-12-09 15:46:41.343063,slurm_normal,1449676116.0,0.0,,1.0,main_w1_handler0,2533630,11128249,False,,17296,fasta,5393501.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/494/dataset_13494914.dat""","""?""",22366957,,32.0,,26691199,1449676055.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:48:43.764541,23350.0,61.0
3552.0,len,2015-05-28 20:21:22.866561,slurm_normal,1432844495.0,0.0,,1.0,main_w2_handler1,2321464,9556426,False,,56370751,fasta,3869882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/433/dataset_11433876.dat""","""?""",19835558,,32.0,,23300035,1432844491.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-28 20:21:40.158886,54650.0,4.0
12.0,len,2015-06-29 08:26:04.733789,slurm_normal,1435566389.0,0.0,,1.0,main_w2_handler1,2358714,9756460,False,,59594634,fasta,4059792.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/683/dataset_11683933.dat""","""?""",20172886,,32.0,,23471101,1435566384.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-29 08:26:31.039064,62534.0,5.0
,,2015-06-29 13:05:14.904798,slurm_normal,1435583153.0,0.0,,1.0,main_w1_handler0,2347560,9758409,False,,835714844,fasta,4061221.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20091856,,32.0,,23677755,1435583136.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-29 13:05:55.121238,65002.0,17.0
13.0,len,2015-05-26 18:00:34.445740,slurm_normal,1432663249.0,0.0,,1.0,main_w2_handler1,2281774,9537524,False,,470,fasta,3851746.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/410/dataset_11410210.dat""","""?""",19817165,,32.0,,22698155,1432663245.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-26 18:00:54.414296,51090.0,4.0
13.0,len,2015-05-26 18:07:09.202619,slurm_normal,1432663687.0,0.0,,1.0,main_w1_handler1,2281774,9537572,False,,2428,fasta,3851796.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/410/dataset_11410210.dat""","""?""",19817159,,32.0,,22698155,1432663642.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-26 18:08:12.363603,51090.0,45.0
15.0,len,2015-05-29 10:02:03.943747,slurm_normal,1432893738.0,0.0,,1.0,main_w1_handler1,2323464,9561207,False,,48817472,fasta,3874746.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/439/dataset_11439568.dat""","""?""",19852616,,32.0,,23332007,1432893734.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-29 10:02:20.075133,63493.0,4.0
15.0,len,2015-06-03 05:20:26.718829,slurm_normal,1433308867.0,0.0,,1.0,main_w2_handler0,2328746,9587422,False,,48817472,fasta,3899636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/472/dataset_11472255.dat""","""?""",19896123,,32.0,,23416903,1433308862.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 05:21:11.458414,64310.0,5.0
17.0,len,2015-12-09 15:46:45.816283,slurm_normal,1449676055.0,0.0,,1.0,main_w2_handler1,2533187,11128256,False,,17296,fasta,5393510.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/494/dataset_13494902.dat""","""?""",22362268,,32.0,,26690816,1449676043.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:47:38.578566,74936.0,12.0
16.0,len,2015-05-27 17:55:05.563628,slurm_normal,1432749320.0,0.0,,1.0,main_w2_handler1,2123741,9546502,False,,716963,fasta,3860377.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/421/dataset_11421592.dat""","""?""",19830854,,32.0,,23300711,1432749317.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-27 17:55:22.958956,14805.0,3.0
509.0,len,2015-05-29 10:44:20.742458,slurm_normal,1432896275.0,0.0,,1.0,main_w1_handler0,2323545,9561356,False,,33175218,fasta,3874903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/439/dataset_11439783.dat""","""?""",19853246,,32.0,,23332497,1432896269.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-29 10:44:40.208827,54319.0,6.0
17.0,len,2015-12-09 15:47:08.280918,slurm_normal,1449676251.0,0.0,,1.0,main_w1_handler0,2533608,11128272,False,,17296,fasta,5393570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/494/dataset_13494934.dat""","""?""",22366819,,32.0,,26690700,1449676148.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:50:57.072938,74905.0,103.0
15.0,len,2015-05-29 09:44:55.493863,slurm_normal,1432892712.0,0.0,,1.0,main_w2_handler1,2323345,9561092,False,,48817472,fasta,3874675.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/439/dataset_11439442.dat""","""?""",19852094,,32.0,,23329518,1432892706.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-29 09:45:16.487839,57789.0,6.0
19.0,len,2015-05-28 12:11:37.176263,slurm_normal,1432815111.0,0.0,,1.0,main_w2_handler0,2320885,9553185,False,,4719090,fasta,3867069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/429/dataset_11429333.dat""","""?""",19839836,,32.0,,23297107,1432815108.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-05-28 12:11:55.322119,64159.0,3.0
,,2015-06-03 05:24:14.735402,slurm_normal,1433309091.0,0.0,,1.0,main_w2_handler0,2328748,9587437,False,,48817472,fasta,3899655.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19887449,,32.0,,23416899,1433309086.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 05:24:53.453218,64309.0,5.0
35.0,len,2015-06-30 16:15:20.809351,slurm_normal,1435680949.0,0.0,,1.0,main_w1_handler0,2304283,9768929,False,,36518,fasta,4071335.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/700/dataset_11700058.dat""","""?""",20192739,,32.0,,23169187,1435680945.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-30 16:15:52.368684,46602.0,4.0
68255.0,len,2015-06-03 07:56:42.142757,slurm_normal,1433318239.0,0.0,,1.0,main_w1_handler0,2325967,9588102,False,,4394946,fasta,3900268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/473/dataset_11473047.dat""","""?""",19897991,,32.0,,22881752,1433318235.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 07:57:21.580310,50967.0,4.0
15.0,len,2015-06-03 05:39:31.146972,slurm_normal,1433309996.0,0.0,,1.0,main_w2_handler0,2328716,9587478,False,,48817472,fasta,3899693.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/472/dataset_11472277.dat""","""?""",19895825,,32.0,,23416899,1433309992.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 05:40:00.169102,64309.0,4.0
14.0,len,2015-06-03 17:52:05.635536,slurm_normal,1433353991.0,0.0,,1.0,main_w1_handler1,2326813,9592259,False,,3316,fasta,3903787.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478027.dat""","""?""",19903690,,32.0,,23382160,1433353958.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:53:16.405200,64338.0,33.0
15.0,len,2015-06-03 17:49:58.813657,slurm_normal,1433353837.0,0.0,,1.0,main_w1_handler0,2329525,9592221,False,,48817472,fasta,3903747.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/477/dataset_11477937.dat""","""?""",19902629,,32.0,,23424357,1433353832.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:50:41.683047,64303.0,5.0
17.0,len,2015-12-09 15:46:45.397864,slurm_normal,1449676115.0,0.0,,1.0,main_w2_handler0,2533609,11128255,False,,17296,fasta,5393517.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/494/dataset_13494908.dat""","""?""",22366503,,32.0,,26690781,1449676055.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:48:37.615548,74911.0,60.0
17.0,len,2015-12-09 15:55:10.468356,slurm_normal,1449676683.0,0.0,,1.0,main_w1_handler1,2533640,11128484,False,,17296,fasta,5393658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/495/dataset_13495279.dat""","""?""",22367148,,32.0,,26693079,1449676590.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-12-09 15:58:05.757907,74941.0,93.0
14.0,len,2015-06-03 17:53:31.877846,slurm_normal,1433354082.0,0.0,,1.0,main_w2_handler0,2329646,9592286,False,,3316,fasta,3903804.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478049.dat""","""?""",19903682,,32.0,,23428523,1433354040.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:54:45.679331,64460.0,42.0
14.0,len,2015-06-03 17:58:13.223962,slurm_normal,1433354336.0,0.0,,1.0,main_w1_handler1,2326753,9592362,False,,3316,fasta,3903877.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478195.dat""","""?""",19903668,,32.0,,23381137,1433354329.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:58:58.935495,64333.0,7.0
14.0,len,2015-06-03 18:01:50.399697,slurm_normal,1433354535.0,0.0,,1.0,main_w1_handler1,2326873,9592406,False,,3316,fasta,3903914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478250.dat""","""?""",19903731,,32.0,,23383952,1433354532.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 18:02:18.870626,64342.0,3.0
14.0,len,2015-06-03 17:58:06.564311,slurm_normal,1433354321.0,0.0,,1.0,main_w1_handler0,2326820,9592359,False,,3316,fasta,3903874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478173.dat""","""?""",19903735,,32.0,,23428876,1433354318.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:58:48.268997,64339.0,3.0
14.0,len,2015-06-03 17:48:42.682560,slurm_normal,1433353762.0,0.0,,1.0,main_w1_handler0,2329645,9592192,False,,3316,fasta,3903725.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/477/dataset_11477970.dat""","""?""",19903685,,32.0,,23428512,1433353758.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:49:27.125365,64459.0,4.0
14.0,len,2015-06-03 17:54:08.760781,slurm_normal,1433354079.0,0.0,,1.0,main_w2_handler0,2329629,9592293,False,,3316,fasta,3903812.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478084.dat""","""?""",19903691,,32.0,,23428112,1433354075.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:54:41.577167,64458.0,4.0
14.0,len,2015-06-03 17:50:30.443278,slurm_normal,1433353870.0,0.0,,1.0,main_w1_handler0,2326796,9592228,False,,3316,fasta,3903757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478032.dat""","""?""",19903727,,32.0,,23381851,1433353867.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:51:15.024701,64335.0,3.0
14.0,len,2015-06-03 17:51:59.177003,slurm_normal,1433353942.0,0.0,,1.0,main_w1_handler0,2326836,9592256,False,,3316,fasta,3903781.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478035.dat""","""?""",19903689,,32.0,,23428752,1433353939.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:52:25.516386,64341.0,3.0
14.0,len,2015-06-03 18:05:12.950611,slurm_normal,1433354742.0,0.0,,1.0,main_w2_handler1,2329686,9592454,False,,3316,fasta,3903956.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478295.dat""","""?""",19903825,,32.0,,23419148,1433354739.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 18:05:47.700305,64409.0,3.0
14.0,len,2015-06-03 17:54:55.719029,slurm_normal,1433354135.0,0.0,,1.0,main_w1_handler0,2326804,9592312,False,,3316,fasta,3903831.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478088.dat""","""?""",19903723,,32.0,,23382049,1433354133.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:55:38.834715,64337.0,2.0
14.0,len,2015-06-03 18:17:25.026533,slurm_normal,1433355485.0,0.0,,1.0,main_w1_handler0,2326800,9592623,False,,3316,fasta,3904103.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478499.dat""","""?""",19904048,,32.0,,23381923,1433355483.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 18:18:10.100289,64336.0,2.0
14.0,len,2015-06-03 17:58:32.712450,slurm_normal,1433354352.0,0.0,,1.0,main_w1_handler1,2326795,9592368,False,,3316,fasta,3903882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478191.dat""","""?""",19903701,,32.0,,23428726,1433354349.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 17:59:16.957421,64334.0,3.0
14.0,len,2015-06-03 19:18:07.276521,slurm_normal,1433359119.0,0.0,,1.0,main_w1_handler1,2329712,9592926,False,,3316,fasta,3904411.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478877.dat""","""?""",19904457,,32.0,,23429733,1433359113.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 19:18:41.922122,64471.0,6.0
14.0,len,2015-06-03 18:11:41.275935,slurm_normal,1433355128.0,0.0,,1.0,main_w1_handler0,2329652,9592567,False,,3316,fasta,3904056.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478440.dat""","""?""",19904144,,32.0,,23428539,1433355123.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 18:12:12.732737,64461.0,5.0
14.0,len,2015-06-03 18:10:32.159882,slurm_normal,1433355058.0,0.0,,1.0,main_w2_handler1,2329683,9592551,False,,3316,fasta,3904045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/011/478/dataset_11478416.dat""","""?""",19903838,,32.0,,23428979,1433355054.0,ok,1023996.0,CONVERTER_fasta_to_2bit,1.0.0,,2015-06-03 18:11:03.754484,64468.0,4.0
