create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genome_version,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-08 02:08:48.814525,slurm_normal,1510106962.0,0,,1.0,main_w3_handler1,3314436,17376262,False,,11437109,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,41532741.0,1510106949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2017-11-08 02:09:36.770953,114535.0,13.0
2017-11-21 02:42:04.508455,slurm_normal,1511232153.0,0,,1.0,main_w4_handler0,3319614,17529509,False,,11588583,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""WBcel215.70""",32.0,,41905046.0,1511232128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2017-11-21 02:42:35.716345,115899.0,25.0
2018-02-08 14:41:27.522087,slurm_normal,1518100912.0,0,7680.0,1.0,main_w4_handler0,3420685,18316427,False,,12399773,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""WBcel235.76""",32.0,,43769750.0,1518100900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2018-02-08 14:41:55.165608,88598.0,12.0
2016-04-26 17:33:57.212242,slurm_normal,1461692356.0,0,,1.0,main_w1_handler2,2593574,12625727,False,,6829064.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Burkholderia_pseudomallei_K96243_uid57733""",32.0,,28966848.0,1461692051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-26 17:39:23.476441,50607.0,305.0
2016-03-10 12:01:32.482205,slurm_normal,1457611532.0,0,,1.0,main_w1_handler1,2628577,12094707,False,,6319206.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Caulobacter_crescentus_NA1000_uid59307""",32.0,,28130793.0,1457611320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-03-10 12:05:39.961340,75154.0,212.0
2016-03-11 04:17:38.349891,slurm_normal,1457670403.0,0,,1.0,main_w2_handler1,2629758,12102708,False,,6326828.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28848525.0,1457669882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-03-11 04:26:51.009777,79911.0,521.0
2015-12-26 17:00:08.530608,slurm_normal,1451149577.0,0,,1.0,main_w2_handler0,2541446,11330001,False,,5607186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""athalianaTair10""",32.0,,26850224.0,1451149421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2015-12-26 17:06:20.788781,37688.0,156.0
2016-01-04 15:25:24.225838,slurm_normal,1451921744.0,0,,1.0,main_w2_handler1,2516081,11371812,False,,5644343.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,26956492.0,1451921169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-04 15:35:54.851045,30192.0,575.0
2016-01-04 20:36:47.342915,slurm_normal,1451940408.0,0,,1.0,main_w1_handler0,2551729,11373724,False,,5646186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.75""",32.0,,27053143.0,1451939893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-04 20:46:55.401730,52987.0,515.0
2016-01-05 09:23:17.884024,slurm_normal,1451986003.0,0,,1.0,main_w1_handler0,2523323,11377159,False,,5648988.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""rice7""",32.0,,26915837.0,1451985840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-05 09:26:48.052952,67460.0,163.0
2016-01-05 09:49:03.554570,slurm_normal,1451987539.0,0,,1.0,main_w1_handler1,2523323,11377249,False,,5649292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""rice7""",32.0,,26915837.0,1451987388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-05 09:52:23.050833,67460.0,151.0
2016-02-05 22:10:22.051751,slurm_normal,1454710390.0,0,,1.0,main_w2_handler0,2590528,11726711,False,,5983253.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,28141250.0,1454710246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-05 22:13:18.183864,4244.0,144.0
2016-01-06 04:50:19.642008,slurm_normal,1452055926.0,0,,1.0,main_w1_handler1,2531717,11389284,False,,5660374.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.76""",32.0,,26645267.0,1452055835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-06 04:52:11.833960,,91.0
2016-01-06 04:58:30.155295,slurm_normal,1452056464.0,0,,1.0,main_w1_handler0,2531717,11389348,False,,5660436.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.70""",32.0,,26645267.0,1452056331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-06 05:01:06.918520,,133.0
2016-01-07 13:58:58.930876,slurm_normal,1452175561.0,0,,1.0,main_w1_handler0,2533289,11406026,False,,5672379.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GCA_000009885.1.22""",32.0,,26695925.0,1452175162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-07 14:06:12.626264,,399.0
2016-01-07 20:58:28.614411,slurm_normal,1452201058.0,0,,1.0,main_w1_handler0,2539397,11410592,False,,5675775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh38.76""",32.0,,26824615.0,1452200340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-07 21:11:08.187015,75421.0,718.0
2016-01-07 21:16:08.729331,slurm_normal,1452201904.0,0,,1.0,main_w1_handler0,2539397,11410673,False,,5675962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.75""",32.0,,26824615.0,1452201396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-07 21:25:17.958025,75421.0,508.0
2016-04-27 20:18:47.008591,slurm_normal,1461788478.0,0,,1.0,main_w2_handler0,1854206,12656802,False,,6857263.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""BROADS1.76""",32.0,,29091351.0,1461788348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-27 20:21:22.494841,4358.0,130.0
2016-04-27 20:24:45.301198,slurm_normal,1461788839.0,0,,1.0,main_w1_handler0,1854206,12657175,False,,6857363.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""BROADS1.72""",32.0,,29091351.0,1461788711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-27 20:27:23.272879,4358.0,128.0
2016-04-27 20:24:29.927815,slurm_normal,1461789283.0,0,,1.0,main_w1_handler2,1854206,12657151,False,,6857357.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,29091351.0,1461788690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-27 20:35:00.933199,4358.0,593.0
2016-01-08 18:00:21.006243,slurm_normal,1452276565.0,0,,1.0,main_w1_handler2,2555802,11423284,False,,5686145.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,27204784.0,1452276038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-08 18:09:50.133706,75129.0,527.0
2016-04-27 21:08:10.389542,slurm_normal,1461791848.0,0,,1.0,main_w1_handler1,1854206,12657970,False,,6857965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""BDGP5.21""",32.0,,29091351.0,1461791311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-04-27 21:17:40.730758,4358.0,537.0
2016-01-14 11:11:45.877816,slurm_normal,1452770103.0,0,,1.0,main_w2_handler0,2560977,11501109,False,,5769117.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.76""",32.0,,25725582.0,1452770002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-14 11:15:08.679305,71467.0,101.0
2016-01-14 11:22:21.663627,slurm_normal,1452770666.0,0,,1.0,main_w1_handler2,2560977,11501173,False,,5769248.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.76""",32.0,,25725582.0,1452770560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-14 11:24:34.549505,71467.0,106.0
2016-02-08 15:55:53.107362,slurm_normal,1454947105.0,0,,1.0,main_w1_handler1,2581580,11750679,False,,6004888.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,27328039.0,1454946984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-08 15:58:31.075495,76548.0,121.0
2016-02-08 16:09:08.880165,slurm_normal,1454947886.0,0,,1.0,main_w1_handler2,2581580,11750815,False,,6005080.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WS241""",32.0,,27328039.0,1454947767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-08 16:11:31.625062,76548.0,119.0
2016-02-08 16:14:53.670502,slurm_normal,1454948795.0,0,,1.0,main_w2_handler1,2581580,11750882,False,,6005174.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.21""",32.0,,27328039.0,1454948117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-08 16:27:19.480798,76548.0,678.0
2016-02-08 20:11:15.153006,slurm_normal,1454962893.0,0,,1.0,main_w1_handler2,2592865,11752811,False,,6008178.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28209111.0,1454962301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-08 20:21:50.388752,,592.0
2016-01-15 18:49:32.705662,slurm_normal,1452883911.0,0,,1.0,main_w1_handler2,2560535,11519581,False,,5785254.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,27328039.0,1452883798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-15 18:51:57.269250,76548.0,113.0
2016-01-16 09:51:32.274943,slurm_normal,1452937983.0,0,,1.0,main_w1_handler0,2560535,11523955,False,,5792262.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,27316813.0,1452937907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-16 09:53:05.735917,76548.0,76.0
2016-01-17 23:29:06.943672,slurm_normal,1453073509.0,0,,1.0,main_w1_handler2,2568479,11532526,False,,5799874.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,27509408.0,1453073366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-17 23:31:53.780261,,143.0
2016-01-17 23:37:18.753938,slurm_normal,1453074331.0,0,,1.0,main_w2_handler1,2568479,11532534,False,,5799926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,27509408.0,1453073856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-17 23:45:40.442831,,475.0
2016-01-18 10:24:44.666075,slurm_normal,1453112776.0,0,,1.0,main_w2_handler0,2560535,11533985,False,,5801371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,27328039.0,1453112699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-18 10:26:19.151905,76548.0,77.0
2016-01-18 15:32:26.917180,slurm_normal,1453131252.0,0,,1.0,main_w1_handler2,2568981,11536640,False,,5803949.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.76""",32.0,,27433187.0,1453131161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-18 15:34:20.343217,71467.0,91.0
2016-01-18 17:03:07.011670,slurm_normal,1453136703.0,0,,1.0,main_w2_handler1,2560535,11537403,False,,5804593.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,27328039.0,1453136605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-18 17:05:09.114795,76548.0,98.0
2016-01-20 02:21:56.582410,slurm_normal,1453257048.0,0,,1.0,main_w1_handler0,2474259,11554372,False,,5820993.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,27565170.0,1453256531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-20 02:30:59.895318,16755.0,517.0
2016-01-25 03:41:04.015644,slurm_normal,1453693369.0,0,,1.0,main_w2_handler0,2574145,11593548,False,,5858855.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.70""",32.0,,27433187.0,1453693272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-25 03:42:52.762377,71467.0,97.0
2016-01-26 23:15:54.398088,slurm_normal,1453850280.0,0,,1.0,main_w2_handler1,2426331,11611055,False,,5875757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WS241""",32.0,,27788290.0,1453850168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-26 23:18:04.094619,53578.0,112.0
2016-01-26 23:37:17.457113,slurm_normal,1453851528.0,0,,1.0,main_w2_handler1,2426331,11611179,False,,5875878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WBcel235.76""",32.0,,27788290.0,1453851450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-26 23:38:51.768665,53578.0,78.0
2016-01-27 01:49:00.201179,slurm_normal,1453859934.0,0,,1.0,main_w1_handler2,2163716,11611757,False,,5876455.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,27793508.0,1453859350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-01-27 01:59:03.867808,57841.0,584.0
2016-06-18 20:16:50.460409,slurm_normal,1466281099.0,0,,1.0,main_w2_handler1,2742948,13200358,False,,7384919.roundup,slurm,,132112168.0,corral-repl,,"""9680ae40359111e68b02005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""WS241""",32.0,,30930837.0,1466281022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-06-18 20:18:21.460976,41763.0,77.0
2016-02-15 05:35:52.447821,slurm_normal,1455514883.0,0,,1.0,main_w1_handler0,2596954,11825131,False,,6074176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,28376495.0,1455514596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-15 05:41:27.760777,77706.0,287.0
2017-01-09 21:31:52.087943,slurm_normal,1483997532.0,0,,1.0,main_w4_handler1,2947717,14719698,False,,8888618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""WS241""",32.0,,35215359.0,1483997517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2017-01-09 21:32:20.370707,20194.0,15.0
2016-02-16 02:35:56.664505,slurm_normal,1455590774.0,0,,1.0,main_w1_handler1,2597320,11839694,False,,6084797.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.75""",32.0,,28322775.0,1455590195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-16 02:46:22.303075,63217.0,579.0
2016-02-16 21:09:26.099621,slurm_normal,1455657494.0,0,,1.0,main_w1_handler0,2577349,11851898,False,,6094763.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.74""",32.0,,28427386.0,1455656991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-16 21:18:20.496790,77408.0,503.0
2016-02-16 18:14:51.570845,slurm_normal,1455646660.0,0,,1.0,main_w2_handler1,2523734,11849618,False,,6093379.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""rice_rap201304""",32.0,,26915837.0,1455646536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-16 18:17:44.541960,67460.0,124.0
2016-02-16 19:00:05.777647,slurm_normal,1455649360.0,0,,1.0,main_w2_handler1,2577349,11850358,False,,6093837.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.76""",32.0,,28425876.0,1455649255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-16 19:02:44.303698,77408.0,105.0
2016-02-16 20:28:34.626751,slurm_normal,1455654733.0,0,,1.0,main_w1_handler0,2577349,11851279,False,,6094472.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""CanFam3.1.76""",32.0,,28427386.0,1455654551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.0.0,4.0.0,,2016-02-16 20:32:16.135635,77408.0,182.0
