bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
930933568,bam,2016-10-20 22:50:31.012178,slurm_multi,1477007952.0,0,6.0,main_w3_handler2,2860052,14135397,False,,8349586,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599ccba20c7640959'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,2150570000,"""300""","""png""","""""",0,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33646174,1477004125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-20 23:59:14.499423,76865,3827.0
1264392034,bam,2016-10-20 22:50:30.683278,slurm_multi,1477011774.0,0,6.0,main_w4_handler2,2860052,14135396,False,,8349862,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5163350e15ff37c5b'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33646174,1477008129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-21 01:02:57.076817,76865,3645.0
1563402744,bam,2016-10-20 23:15:14.905580,slurm_multi,1477015748.0,0,6.0,main_w4_handler2,2758228,14135485,False,,8350071,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550134f1edc65aa25'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33835900,1477011964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-21 02:09:11.435364,76865,3784.0
920977996,bam,2016-10-20 22:50:31.372076,slurm_multi,1477019503.0,0,6.0,main_w4_handler2,2860052,14135398,False,,8350218,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b1787701f9bd2be'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,2150570000,"""300""","""png""","""""",0,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33646174,1477016012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-21 03:11:50.883565,76865,3491.0
1120223998,bam,2016-10-20 22:50:31.697823,slurm_multi,1477023257.0,0,6.0,main_w3_handler2,2860052,14135399,False,,8350375,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d66269d9d6c59b66'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,2150570000,"""300""","""png""","""""",0,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33646174,1477019851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-21 04:14:22.879026,76865,3406.0
2711873500,bam,2016-10-20 23:15:15.147002,slurm_multi,1477043009.0,0,6.0,main_w4_handler2,2758228,14135486,False,,8351221,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534c0101fe34e6afe'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33835900,1477039159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-21 09:43:31.911774,76865,3850.0
5078687732,bam,2016-10-20 14:18:59.367659,slurm_multi,1477295535.0,0,6.0,main_w4_handler2,2834886,14131094,False,,8366282,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57af1d8dc48b62699'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477289128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-24 07:52:17.238568,69870,6407.0
3141204048,bam,2016-10-20 14:18:56.868392,slurm_multi,1477283031.0,0,6.0,main_w4_handler2,2834886,14131091,False,,8365495,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b84e8b82f1109b33'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477277116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-24 04:23:53.631822,69870,5915.0
3997291586,bam,2016-10-20 14:18:10.471335,slurm_multi,1477238419.0,0,6.0,main_w3_handler2,2834886,14131083,False,,8362824,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5bf1c1294aa9202'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477232124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-23 16:00:20.687237,69870,6295.0
2363589686,bam,2016-10-20 14:18:07.710059,slurm_multi,1477244531.0,0,6.0,main_w4_handler2,2834886,14131079,False,,8363314,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52fcaa3268e100ec7'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477238586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-23 17:42:11.975590,69870,5945.0
3077853736,bam,2016-10-20 14:18:08.206410,slurm_multi,1477250721.0,0,6.0,main_w4_handler2,2834886,14131080,False,,8363621,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5293d8fd2fb837f33'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477244668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-23 19:25:23.293275,69870,6053.0
2968611750,bam,2016-10-20 14:18:58.683660,slurm_multi,1477257147.0,0,6.0,main_w3_handler2,2834886,14131093,False,,8364026,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587087494a0902624'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477251022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-23 21:12:31.113214,69870,6125.0
3154395181,bam,2016-10-20 14:18:08.973660,slurm_multi,1477263764.0,0,6.0,main_w4_handler2,2834886,14131081,False,,8364410,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50188e4614918a0b5'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477257505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-23 23:02:46.503489,69870,6259.0
2856950551,bam,2016-10-20 14:18:09.631266,slurm_multi,1477270474.0,0,6.0,main_w4_handler2,2834886,14131082,False,,8364836,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5050a616d5cb040ea'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477264089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-24 00:54:36.315247,69870,6385.0
2880607963,bam,2016-10-20 14:18:56.344095,slurm_multi,1477276815.0,0,6.0,main_w4_handler2,2834886,14131090,False,,8365166,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5492c684a5fdac9e9'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477270745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-24 02:40:17.428541,69870,6070.0
2427232703,bam,2016-10-20 14:18:57.651257,slurm_multi,1477288908.0,0,6.0,main_w4_handler2,2834886,14131092,False,,8366009,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f8d17462819cbb3'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,33818304,1477283305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-24 06:01:50.563540,69870,5603.0
3305316279,bam,2016-10-06 21:31:54.020010,slurm_multi,1475796534.0,0,6.0,main_w3_handler2,2771636,14024455,False,,8242609,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5638c58e38b77276c'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475789900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-06 23:28:57.684125,73080,6634.0
3760705039,bam,2016-10-06 23:25:25.890920,slurm_multi,1475815706.0,0,6.0,main_w4_handler2,2771636,14024912,False,,8243843,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e83a3aa6153018e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475809720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 04:48:28.388969,73080,5986.0
3274492029,bam,2016-10-06 23:25:23.615042,slurm_multi,1475802725.0,0,6.0,main_w4_handler2,2771636,14024910,False,,8243039,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55eb119b09889eb25'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475796836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 01:12:14.254150,73080,5889.0
2235000110,bam,2016-10-06 23:25:25.170935,slurm_multi,1475809486.0,0,6.0,main_w4_handler2,2771636,14024911,False,,8243599,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548679a13ca9ad509'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475803466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 03:04:48.981272,73080,6020.0
2010770871,bam,2016-10-07 03:24:52.908873,slurm_multi,1475824525.0,0,6.0,main_w3_handler2,2771636,14025843,False,,8244289,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6f3505fb4a8df94'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475818689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 07:15:27.603278,73080,5836.0
2043901771,bam,2016-10-07 03:24:55.773959,slurm_multi,1475830506.0,0,6.0,main_w3_handler2,2771636,14025846,False,,8244548,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5162d4b4baca9c1c5'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475824733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 08:55:08.354612,73080,5773.0
3197264795,bam,2016-10-07 03:24:54.687027,slurm_multi,1475847702.0,0,6.0,main_w4_handler2,2771636,14025845,False,,8245877,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5dc2adb85d5556a'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475841886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 13:42:09.357268,73080,5816.0
3212416196,bam,2016-10-07 03:24:53.663204,slurm_multi,1475841544.0,0,6.0,main_w4_handler2,2771636,14025844,False,,8245194,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52cc6e6c1d6d1c64e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""100""","""png""","""""",0,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1475835351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-10-07 11:59:06.373737,73080,6193.0
11863853180,bam,2016-11-03 08:59:48.652440,slurm_multi,1478170190.0,0,6.0,main_w3_handler2,2196193,14239316,False,,8448928,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bba451e3ca52e884'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,,2451960000,"""350""","""pdf""","""""",0,hg_g1k_v37,cached,32.0,,34062686,1478163975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.5.0,2.3.5.0,,2016-11-03 10:49:53.702686,37892,6215.0
