bamfile,bamfile_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,flattened_gtf_in,flattened_gtf_in_filetype,galaxy_memory_mb,galaxy_slots,gtffile,gtffile_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bamfile|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.aggregate,parameters.mode.bamfile.values,parameters.mode.flattened_gtf_in.values,parameters.mode.gtffile.values,parameters.mode.mode_select,parameters.mode.order,parameters.mode.paired,parameters.mode.qual,parameters.mode.stranded,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-12-29 13:38:52.290030,slurm_normal,1514554825.0,0,,,,1.0,158314123.0,gtf,main_w4_handler1,3373625,17914257,False,,11989685,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,,"[{'src': 'hda', 'id': 33104309}]",prepare,,,,,32.0,,42903043.0,1514554736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-12-29 13:40:26.914684,109561.0,89.0
2374142923.0,bam,,,2018-01-23 23:57:08.621938,slurm_normal,1516752931.0,0,89875870.0,gtf,,1.0,,,main_w4_handler0,2120778,18139332,False,,12219229,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 31204508}]","[{'src': 'hda', 'id': 33472328}]",,count,pos,true,10,no,32.0,,43395780.0,1516751840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-01-24 00:15:33.824307,56010.0,1091.0
5144037939.0,bam,,,2018-03-04 16:33:29.975616,slurm_normal,1520185574.0,0,65828885.0,gtf,7680.0,1.0,,,main_w3_handler1,2418892,18600996,False,,12696221,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33272709}]","[{'src': 'hda', 'id': 34072495}]",,count,pos,true,10,yes,32.0,,43232494.0,1520181217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 17:46:16.392977,68237.0,4357.0
7590679869.0,bam,,,2018-01-19 05:37:08.488175,slurm_normal,1516356645.0,0,226533769.0,gtf,,1.0,,,main_w3_handler0,3128041,18080751,False,,12159998,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 29780112}]","[{'src': 'hda', 'id': 33383069}]",,count,pos,false,10,no,32.0,,43241476.0,1516348597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-01-19 10:10:47.140734,82552.0,8048.0
2095847361.0,bam,,,2018-01-23 23:59:07.837402,slurm_normal,1516753020.0,0,89875870.0,gtf,,1.0,,,main_w3_handler0,2120778,18139337,False,,12219233,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 31204504}]","[{'src': 'hda', 'id': 33472328}]",,count,pos,true,10,no,32.0,,43395780.0,1516751955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-01-24 00:17:01.953792,56010.0,1065.0
8178589130.0,bam,,,2018-03-04 12:51:44.847805,slurm_normal,1520181068.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w3_handler1,3348491,18599554,False,,12695632,slurm,,132112168.0,corral-repl,,,"""64apos_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045854}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520175374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 16:31:10.294709,117374.0,5694.0
1116199599.0,bam,,,2017-12-29 13:42:46.995712,slurm_normal,1514557014.0,0,65828885.0,gtf,,1.0,,,main_w3_handler0,3373625,17914263,False,,11989692,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33104778}]","[{'src': 'hda', 'id': 33113124}]",,count,pos,false,10,no,32.0,,42903043.0,1514554971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-12-29 14:16:57.041414,109561.0,2043.0
12731826969.0,bam,,,2018-03-04 12:51:52.965179,slurm_normal,1520182027.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w3_handler0,3348491,18599566,False,,12695401,slurm,,132112168.0,corral-repl,,,"""69aneg_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045863}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520173673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 16:47:09.945660,117374.0,8354.0
3739458307.0,bam,,,2018-01-22 15:55:50.970054,slurm_normal,1516644269.0,0,117140900.0,gff,,1.0,,,main_w3_handler0,3400746,18120009,False,,12200050,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33442065}]","[{'src': 'hda', 'id': 33443255}]",,count,pos,true,10,yes,32.0,,42442696.0,1516638949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-01-22 18:04:30.798608,79131.0,5320.0
,,,,2018-01-19 05:33:00.100568,slurm_normal,1516340216.0,0,,,,1.0,460960515.0,gtf,main_w3_handler0,3113100,18080736,False,,12159313,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,true,,,"[{'src': 'hda', 'id': 33383129}]",prepare,,,,,32.0,,43243909.0,1516339987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-01-19 05:36:59.968854,37746.0,229.0
11210078640.0,bam,,,2018-01-19 05:30:44.556154,slurm_normal,1516359952.0,0,226533859.0,gtf,,1.0,,,main_w4_handler0,3191294,18080727,False,,12160197,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 30467549}]","[{'src': 'hda', 'id': 33383008}]",,count,pos,false,10,no,32.0,,43241478.0,1516350389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-01-19 11:05:54.218215,86979.0,9563.0
1116199599.0,bam,,,2017-12-30 10:53:09.900708,slurm_normal,1514632287.0,0,270485717.0,gtf,,1.0,,,main_w3_handler1,3373625,17918040,False,,11993223,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33104778}]","[{'src': 'hda', 'id': 33118492}]",,count,pos,true,10,no,32.0,,42909312.0,1514631194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-12-30 11:11:29.476994,109561.0,1093.0
3644759551.0,bam,,,2018-03-04 12:51:54.006613,slurm_normal,1520171186.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w4_handler1,3348491,18599567,False,,12694664,slurm,,132112168.0,corral-repl,,,"""69apos_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045864}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520168914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 13:46:28.288912,117374.0,2272.0
3603881778.0,bam,,,2018-03-04 12:51:46.522651,slurm_normal,1520171614.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w4_handler1,3348491,18599558,False,,12694660,slurm,,132112168.0,corral-repl,,,"""64cpos_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045856}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520168869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 13:53:37.788791,117374.0,2745.0
9789256385.0,bam,,,2018-03-04 12:51:47.388522,slurm_normal,1520184046.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w3_handler1,3348491,18599559,False,,12695836,slurm,,132112168.0,corral-repl,,,"""67aneg_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045857}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520177710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 17:20:49.614602,117374.0,6336.0
5250302819.0,bam,,,2018-03-04 16:41:00.727655,slurm_normal,1520188228.0,0,65828885.0,gtf,7680.0,1.0,,,main_w3_handler1,2418892,18601025,False,,12696422,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33395787}]","[{'src': 'hda', 'id': 34072495}]",,count,pos,true,10,yes,32.0,,43232494.0,1520183588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 18:30:29.747894,68237.0,4640.0
3142851851.0,bam,,,2018-03-04 16:43:45.131544,slurm_normal,1520189167.0,0,65828885.0,gtf,7680.0,1.0,,,main_w4_handler0,2418892,18601043,False,,12696837,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33583710}]","[{'src': 'hda', 'id': 34072495}]",,count,pos,true,10,yes,32.0,,43232494.0,1520185579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 18:46:10.196924,68237.0,3588.0
3524659601.0,bam,,,2018-03-04 16:42:20.245364,slurm_normal,1520187589.0,0,65828885.0,gtf,7680.0,1.0,,,main_w3_handler0,2418892,18601028,False,,12696421,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33449594}]","[{'src': 'hda', 'id': 34072495}]",,count,pos,true,10,yes,32.0,,43232494.0,1520183588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 18:19:57.205775,68237.0,4001.0
2385429131.0,bam,,,2018-03-04 12:51:52.191907,slurm_normal,1520173666.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w3_handler0,3348491,18599565,False,,12695081,slurm,,132112168.0,corral-repl,,,"""68apos_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045862}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520172025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 14:27:48.105166,117374.0,1641.0
,,,,2018-03-04 18:16:57.878261,slurm_normal,1520187723.0,0,,,7680.0,1.0,1107776842.0,gtf,main_w4_handler0,3412961,18601770,False,,12697010,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,false,,,"[{'src': 'hda', 'id': 34094737}]",prepare,,,,,32.0,,44310306.0,1520187426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 18:22:04.731822,109776.0,297.0
,,,,2017-10-23 01:11:41.802082,slurm_normal,1508721117.0,0,,,,1.0,1979643.0,gtf,main_w4_handler1,3295664,17170654,False,,11230662,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,,"[{'src': 'hda', 'id': 31803862}]",prepare,,,,,32.0,,40973423.0,1508721107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-23 01:11:58.771419,112046.0,10.0
8352598111.0,bam,,,2018-03-04 12:51:43.991534,slurm_normal,1520175369.0,0,1151947379.0,gtf,7680.0,1.0,,,main_w4_handler0,3348491,18599552,False,,12694733,slurm,,132112168.0,corral-repl,,,"""64aneg_.fastq""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 34045853}]","[{'src': 'hda', 'id': 33976338}]",,count,pos,true,10,reverse,32.0,,43775052.0,1520170095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 14:56:11.817723,117374.0,5274.0
67016192.0,bam,,,2017-10-23 01:13:56.542230,slurm_normal,1508721363.0,0,87737.0,gtf,,1.0,,,main_w3_handler1,3295664,17170665,False,,11230676,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,"[{'src': 'hda', 'id': 31802122}]","[{'src': 'hda', 'id': 31804388}]",,count,pos,true,10,yes,32.0,,40973423.0,1508721244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-23 01:16:05.532969,112046.0,119.0
121096333.0,bam,,,2017-10-23 01:13:57.384039,slurm_normal,1508721467.0,0,87737.0,gtf,,1.0,,,main_w4_handler1,3295664,17170667,False,,11230677,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,,"[{'src': 'hda', 'id': 31802138}]","[{'src': 'hda', 'id': 31804388}]",,count,pos,true,10,yes,32.0,,40973423.0,1508721244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-23 01:17:49.036777,112046.0,223.0
2075508153.0,bam,,,2018-03-04 16:34:13.877382,slurm_normal,1520183583.0,0,65828885.0,gtf,7680.0,1.0,,,main_w3_handler0,2418892,18600998,False,,12696224,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,,"[{'src': 'hda', 'id': 33303118}]","[{'src': 'hda', 'id': 34072495}]",,count,pos,true,10,yes,32.0,,43232494.0,1520181268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2018-03-04 17:13:06.217125,68237.0,2315.0
,,,,2017-10-22 17:40:27.690373,slurm_normal,1508694085.0,0,,,,1.0,160812030.0,gtf,main_w4_handler0,3295555,17168801,False,,11228620,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""",0,true,,,"[{'src': 'hda', 'id': 31800608}]",prepare,,,,,32.0,,40554877.0,1508694030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-22 17:41:25.820268,101497.0,55.0
151207850.0,bam,,,2017-10-22 17:45:56.882432,slurm_normal,1508694665.0,0,14191787.0,gtf,,1.0,,,main_w3_handler0,3295555,17168829,False,,11228645,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/main/files/020/497/dataset_20497592.dat""","""dm6""",1,,"[{'src': 'hda', 'id': 31800619}]","[{'src': 'hda', 'id': 31800621}]",,count,pos,false,10,yes,32.0,,40554877.0,1508694362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-22 17:51:09.227625,101497.0,303.0
1613428559.0,bam,,,2017-10-22 18:53:50.197317,slurm_normal,1508704239.0,0,14191787.0,gtf,,1.0,,,main_w3_handler0,3295555,17169047,False,,11229040,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/main/files/020/497/dataset_20497592.dat""","""dm6""",1,,"[{'src': 'hda', 'id': 31801150}]","[{'src': 'hda', 'id': 31800621}]",,count,name,false,10,yes,32.0,,40554877.0,1508700773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-22 20:30:42.118496,101497.0,3466.0
203506745.0,bam,,,2017-10-22 17:45:57.157927,slurm_normal,1508694719.0,0,14191787.0,gtf,,1.0,,,main_w3_handler0,3295555,17168830,False,,11228646,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/main/files/020/497/dataset_20497592.dat""","""dm6""",1,,"[{'src': 'hda', 'id': 31800620}]","[{'src': 'hda', 'id': 31800621}]",,count,pos,false,10,yes,32.0,,40554877.0,1508694362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-22 17:52:02.994770,101497.0,357.0
143292355.0,bam,,,2017-10-22 18:05:35.653732,slurm_normal,1508695978.0,0,14191787.0,gtf,,1.0,,,main_w4_handler0,3295555,17168905,False,,11228750,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/main/files/020/497/dataset_20497592.dat""","""dm6""",1,,"[{'src': 'hda', 'id': 31800843}]","[{'src': 'hda', 'id': 31800621}]",,count,name,false,10,yes,32.0,,40554877.0,1508695684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-22 18:13:03.721705,101497.0,294.0
193557821.0,bam,,,2017-10-22 18:05:36.391383,slurm_normal,1508696065.0,0,14191787.0,gtf,,1.0,,,main_w3_handler1,3295555,17168907,False,,11228751,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/main/files/020/497/dataset_20497592.dat""","""dm6""",1,,"[{'src': 'hda', 'id': 31800845}]","[{'src': 'hda', 'id': 31800621}]",,count,name,false,10,yes,32.0,,40554877.0,1508695707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.20.1,1.20.1,,2017-10-22 18:14:29.398793,101497.0,358.0
