chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input1|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-03 04:46:00.676215,slurm_normal,1496465335.0,0,,1.0,main_w3_handler1,2366114,16003897,False,,5184765344,fastqsanger.gz,10097891.roundup,slurm,,132112168.0,corral-repl,,1,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29791560}]",,32.0,,,1496465175.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-06-03 04:48:57.358929,54181.0,160.0
,,2017-06-03 01:53:28.549522,slurm_normal,1496455043.0,0,,1.0,main_w4_handler1,2366114,16003505,False,,5321018771,fastqsanger.gz,10097539.roundup,slurm,,132112168.0,corral-repl,,1,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29791542}]",,32.0,,38255036.0,1496454821.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-06-03 01:57:27.372812,54181.0,222.0
,,2017-02-22 13:33:46.828482,slurm_normal,1487774169.0,0,,1.0,main_w3_handler0,2563324,15106717,False,,101019084801,fastqsanger.gz,9261733.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28460020}]",,32.0,,36193321.0,1487770433.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-22 14:36:11.869396,10006.0,3736.0
,,2017-06-03 17:46:58.513195,slurm_normal,1496512262.0,0,,1.0,main_w3_handler1,3138664,16005790,False,,5788373880,fastqsanger.gz,10099440.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29876330}]",,32.0,,38418701.0,1496512027.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-06-03 17:51:04.041958,107094.0,235.0
,,2017-02-24 09:06:41.207305,slurm_normal,1487927213.0,0,,1.0,main_w4_handler0,3005101,15127568,False,,99865348,fastqsanger.gz,9281387.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28493994}]",,32.0,,36261125.0,1487927204.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-24 09:06:55.493571,100590.0,9.0
,,2017-02-24 11:29:59.405282,slurm_normal,1487935849.0,0,,1.0,main_w4_handler1,2969415,15128322,False,,601172211,fastqsanger.gz,9282068.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28494771}]",,32.0,,35601074.0,1487935802.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-24 11:30:53.331469,85533.0,47.0
,,2017-02-24 17:48:03.321763,slurm_normal,1487958604.0,0,,1.0,main_w4_handler1,2934815,15133768,False,,1154527971,fastqsanger.gz,9287169.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28501696}]",,32.0,,34688802.0,1487958490.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-24 17:50:10.652329,96440.0,114.0
,,2017-06-19 17:53:58.143374,slurm_normal,1497894864.0,0,,1.0,main_w4_handler1,3159861,16134848,False,,36032773,fastqsanger.gz,10214344.roundup,slurm,,132112168.0,corral-repl,,,"""41f398e0551811e7bd31005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30083383}]",,32.0,,,1497894859.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-06-19 17:54:27.216703,31580.0,5.0
,,2017-04-04 09:17:08.651465,slurm_normal,1491297613.0,0,,1.0,main_w4_handler1,2582412,15480322,False,,3234600868,fastqsanger.gz,9609013.roundup,slurm,,132112168.0,corral-repl,,1,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29058428}]",,32.0,,37093182.0,1491297459.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-04-04 09:20:15.210701,4185.0,154.0
,,2017-04-04 09:17:09.459959,slurm_normal,1491297659.0,0,,1.0,main_w3_handler0,2582412,15480323,False,,3273917937,fastqsanger.gz,9609010.roundup,slurm,,132112168.0,corral-repl,,1,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29058429}]",,32.0,,37093182.0,1491297434.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-04-04 09:21:01.101098,4185.0,225.0
,,2017-02-28 19:59:36.576135,reserved,1488312509.0,0,,1.0,main_w4_handler0,3013972,15170812,False,,6577427661,fastqsanger.gz,9321706.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558522}]",,32.0,,35746799.0,1488311982.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:08:29.872393,621.0,527.0
,,2017-04-06 11:14:25.516624,slurm_normal,1491477644.0,0,,1.0,main_w4_handler1,3061811,15506541,False,,3894465346,fastqsanger.gz,9632995.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29098698}]",,32.0,,37151618.0,1491477289.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-04-06 11:20:47.797821,78444.0,355.0
,,2017-06-04 04:23:50.170352,slurm_normal,1496550288.0,0,,1.0,main_w3_handler1,2729631,16007554,False,,898197794,fastqsanger.gz,10101004.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29880639}]",,32.0,,38294453.0,1496550247.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-06-04 04:24:50.745217,84314.0,41.0
,,2017-02-28 19:59:32.657506,reserved,1488312311.0,0,,1.0,main_w4_handler1,3013972,15170806,False,,3006232958,fastqsanger.gz,9321699.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558501}]",,32.0,,35746799.0,1488311977.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:05:16.024199,621.0,334.0
,,2017-02-28 19:58:01.959729,slurm_normal,1488312373.0,0,,1.0,main_w3_handler0,2876137,15170800,False,,636115417,fastqsanger.gz,9321723.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28559535}]",,32.0,,35358516.0,1488312320.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:06:15.401215,48868.0,53.0
,,2017-03-01 08:19:17.277609,slurm_normal,1488356491.0,0,,1.0,main_w4_handler1,2563324,15175856,False,,1191549405,fastqsanger.gz,9326469.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28566922}]",,32.0,,36191588.0,1488356377.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-03-01 08:21:34.164718,10006.0,114.0
,,2017-02-28 19:59:34.510206,reserved,1488312577.0,0,,1.0,main_w4_handler1,3013972,15170809,False,,6053917778,fastqsanger.gz,9321702.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558515}]",,32.0,,35746799.0,1488311979.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:09:41.139528,621.0,598.0
,,2017-02-28 19:59:30.623446,reserved,1488312182.0,0,,1.0,main_w3_handler0,3013972,15170803,False,,3766126928,fastqsanger.gz,9321698.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558316}]",,32.0,,35746799.0,1488311977.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:03:06.695602,621.0,205.0
,,2017-02-28 19:59:31.272797,reserved,1488312313.0,0,,1.0,main_w4_handler0,3013972,15170804,False,,3855158043,fastqsanger.gz,9321700.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558321}]",,32.0,,35746799.0,1488311977.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:05:17.699185,621.0,336.0
,,2017-02-28 19:59:33.364058,reserved,1488312550.0,0,,1.0,main_w4_handler0,3013972,15170807,False,,3061017094,fastqsanger.gz,9321703.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558504}]",,32.0,,35746799.0,1488311979.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:09:12.483107,621.0,571.0
,,2017-02-28 19:59:37.308178,reserved,1488312509.0,0,,1.0,main_w4_handler1,3013972,15170813,False,,6883903065,fastqsanger.gz,9321705.roundup,slurm,,132112168.0,corral-repl,,0,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558524}]",,32.0,,35746799.0,1488311982.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-02-28 20:08:32.807564,621.0,527.0
,,2017-06-19 18:01:51.460336,slurm_normal,1497895346.0,0,,1.0,main_w4_handler1,3159859,16134980,False,,38557697,fastqsanger.gz,10214503.roundup,slurm,,132112168.0,corral-repl,,,"""5cb361aa551911e7b016005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30083357}]",,32.0,,,1497895340.0,ok,1023996.0,CONVERTER_fastqsangergz_to_fastqsanger,1.0.0,,2017-06-19 18:02:27.855492,31580.0,6.0
