create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.break_or_create,parameters.chromInfo,parameters.dbkey,parameters.input1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-22 12:36:51.459063,rodeo_normal,1427027837.0,0,1.0,main_w1_handler0,2196283,9006334,False,,26333934,vcf,3275368.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18949514,32.0,,21032455,1427027822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-22 12:37:18.090042,,15.0
2015-03-25 14:17:35.085732,rodeo_normal,1427293078.0,0,1.0,main_w1_handler0,2247555,9033462,False,,11409298,vcf,3318842.roundup,slurm,,132112168.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18978158,32.0,,20553408,1427293070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-25 14:18:02.429352,23413.0,8.0
2015-03-31 07:05:28.585847,rodeo_normal,1427785543.0,0,1.0,main_w2_handler1,2254960,9098607,False,,30226,vcf,3384920.roundup,slurm,,132112168.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19079524,32.0,,22131908,1427785540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-31 07:05:48.802426,22737.0,3.0
2015-03-30 12:07:55.044487,rodeo_normal,1427717363.0,0,1.0,main_w2_handler0,2253922,9085194,False,,64100,vcf,3370565.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19061643,32.0,,22115617,1427717360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-30 12:09:32.230337,,3.0
2015-03-30 12:07:52.761654,rodeo_normal,1427717327.0,0,1.0,main_w2_handler0,2253922,9085190,False,,54095,vcf,3370546.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19061635,32.0,,22115617,1427717324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-30 12:08:52.600444,,3.0
2015-03-30 12:07:53.613282,rodeo_normal,1427717290.0,0,1.0,main_w1_handler1,2253922,9085191,False,,51546,vcf,3370531.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19061637,32.0,,22115617,1427717286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-30 12:08:14.283804,,4.0
2015-03-30 12:07:54.327372,rodeo_normal,1427717345.0,0,1.0,main_w2_handler0,2253922,9085192,False,,64693,vcf,3370556.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19061639,32.0,,22115617,1427717342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-30 12:09:13.920656,,3.0
2015-03-30 12:07:54.730891,rodeo_normal,1427717308.0,0,1.0,main_w2_handler1,2253922,9085193,False,,66888,vcf,3370537.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19061641,32.0,,22115617,1427717305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-30 12:08:33.274075,,3.0
2015-03-30 12:07:55.371887,rodeo_normal,1427717385.0,0,1.0,main_w2_handler0,2253922,9085195,False,,58315,vcf,3370573.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19061646,32.0,,22115617,1427717380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-03-30 12:09:49.702179,,5.0
2015-04-16 03:45:27.852378,slurm_normal,1429155980.0,0,1.0,main_w1_handler0,2271777,9242899,False,,112375343,vcf,3524500.roundup,slurm,,132112168.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19305715,32.0,,22291469,1429155940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-04-16 03:46:25.082207,46444.0,40.0
2015-07-17 20:54:20.981867,slurm_normal,1437166503.0,0,1.0,main_w1_handler2,2377513,9897791,False,,1553213,vcf,4185672.roundup,slurm,,132112168.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20387971,32.0,,24155460,1437166496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-07-17 20:55:06.444984,65807.0,7.0
2015-07-19 18:45:52.408426,slurm_normal,1437331587.0,0,1.0,main_w1_handler2,2370859,9908857,False,,1075429,vcf,4197282.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",20415342,32.0,,24075125,1437331581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-07-19 18:46:31.723214,44233.0,6.0
2015-08-13 07:21:48.869811,slurm_normal,1439450558.0,0,1.0,main_w1_handler2,2383673,10107720,False,,19529879,vcf,4381626.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/main/files/011/703/dataset_11703371.dat""","""Complete""",20757068,32.0,,24333549,1439450544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-08-13 07:22:40.872414,61115.0,14.0
2015-08-20 16:03:11.369068,slurm_normal,1440086637.0,0,1.0,main_w1_handler1,2410548,10158129,False,,1338616,vcf,4427705.roundup,slurm,,132112168.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20831061,32.0,,24653774,1440086632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-08-20 16:03:59.591648,67696.0,5.0
2015-08-20 16:04:43.279745,slurm_normal,1440086731.0,0,1.0,main_w1_handler0,2410548,10158134,False,,1338616,vcf,4427711.roundup,slurm,,132112168.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20831061,32.0,,24653774,1440086726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-08-20 16:05:38.430571,67696.0,5.0
2014-11-13 18:45:41.606056,rodeo_normal,1415904385.0,0,1.0,main_w2_handler0,2117657,8161443,False,,89802262,vcf,2005212.roundup,slurm,,132112264.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17531136,32.0,,18531123,1415904349.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2014-11-13 18:46:26.879826,,36.0
2014-09-30 10:38:13.017697,roundup_single,1412073816.0,0,1.0,main_w1_handler1,1944122,7899650,False,,1473508322,vcf,1880240,slurm,,132112264.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17092621,32.0,,17142448,1412073502.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2014-09-30 10:43:38.003251,48512.0,314.0
2014-11-05 06:09:08.209630,rodeo_normal,1415167853.0,0,1.0,main_w2_handler1,2100962,8106137,False,,260485101,vcf,127840.rodeo,slurm,,8059880.0,corral-repl,,"""create""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17433149,1.0,,18296204,1415167761.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2014-11-05 06:10:57.100029,55450.0,92.0
2015-01-13 04:16:51.734441,rodeo_normal,1421122649.0,0,1.0,main_w2_handler1,2171825,8536505,False,,49680,vcf,2461426.roundup,slurm,,132112264.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18193210,32.0,,20470117,1421122641.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2015-01-13 04:17:32.203737,46687.0,8.0
2014-10-05 01:58:31.582279,roundup_single,1412474325.0,0,1.0,main_w1_handler1,2075599,7930224,False,,43498,vcf,1909222,slurm,,132112264.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17145161,32.0,,17406200,1412474322.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2014-10-05 01:58:46.902883,48512.0,3.0
2014-10-05 01:59:16.179895,roundup_single,1412474663.0,0,1.0,main_w1_handler1,2075599,7930226,False,,1415382820,vcf,1909228,slurm,,132112264.0,corral-repl,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17145106,32.0,,17406200,1412474364.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/anton/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.2,0.0.2,,2014-10-05 02:04:24.462258,48512.0,299.0
