chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-08 23:48:44.112544,slurm_normal_16gb,1468022349.0,0,,1.0,main_w2_handler0,2756406,13365292,False,,32188957,bam,7575353.roundup,slurm,,132112168.0,corral-repl,,"""7606631e456611e680bb005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c510f3efef1b7029'}]",,"""LENIENT""",32.0,,31253193.0,1468022338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-07-08 23:59:19.265802,86128.0,11.0
,,2016-05-17 21:20:50.652366,slurm_normal_16gb,1463613498.0,0,,1.0,main_w1_handler0,2709319,12923972,False,,10904415872,bam,7128422.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5581ec584c24a51f6'}]",,"""LENIENT""",32.0,,30103700.0,1463611456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-18 23:18:21.309358,73652.0,2042.0
,,2016-09-18 15:25:49.001789,slurm_normal_16gb,1474212556.0,0,,1.0,main_w4_handler0,2821145,13874885,False,,978603196,bam,8098201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecfef30d20f8e616'}]",,"""LENIENT""",32.0,,33005628.0,1474212363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-09-18 15:29:21.434833,90387.0,193.0
,,2016-05-19 07:21:16.553791,slurm_normal_16gb,1463642619.0,0,,1.0,main_w1_handler0,2710542,12937192,False,,29780691,bam,7131894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b5df56ede53fc5c'}]",,"""LENIENT""",32.0,,30279220.0,1463642596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-19 07:23:44.022324,84584.0,23.0
,,2016-07-09 10:51:25.245724,slurm_normal_16gb,1468061542.0,0,,1.0,main_w1_handler1,2761696,13366293,False,,33778517,bam,7576588.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b528ff6d31e06a6051'}]",,"""LENIENT""",32.0,,31362608.0,1468061531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-07-09 10:52:24.870141,86190.0,11.0
,,2016-05-17 15:17:49.717542,slurm_normal_16gb,1463498305.0,0,,1.0,main_w1_handler1,2708548,12920230,False,,1853,bam,7114700.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b9266463543b93e'}]",,"""LENIENT""",32.0,,30279979.0,1463498297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-17 15:18:31.983546,33393.0,8.0
,,2016-07-09 14:37:19.919746,slurm_normal_16gb,1468075857.0,0,,1.0,main_w1_handler0,2755512,13366799,False,,4485260621,bam,7577100.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0631b4d9ab7932b'}]",,"""LENIENT""",32.0,,31145117.0,1468075074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-07-09 14:51:04.097124,41721.0,783.0
,,2016-05-16 15:30:35.587285,slurm_normal_16gb,1463509349.0,0,,1.0,main_w2_handler0,2704166,12909269,False,,18207975896,bam,7115441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c7b5cead7545fcd'}]",,"""LENIENT""",32.0,,30103700.0,1463502100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-17 18:22:35.152754,73652.0,7249.0
,,2016-09-18 21:01:47.319898,slurm_normal_16gb,1474232552.0,0,,1.0,main_w3_handler1,2823060,13876320,False,,40885359,bam,8099546.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/vicPac1.len""","""vicPac1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e554264a9dd1132'}]",,"""LENIENT""",32.0,,32887220.0,1474232526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-09-18 21:02:34.085273,88876.0,26.0
,,2016-05-17 20:32:41.532273,slurm_normal_16gb,1463517213.0,0,,1.0,main_w1_handler0,2709206,12923187,False,,29858642,bam,7117756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e92d34e3707e88d'}]",,"""LENIENT""",32.0,,30279979.0,1463517197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-17 20:33:37.870119,33393.0,16.0
,,2016-09-17 12:54:15.045249,slurm_normal_16gb,1474235357.0,0,,1.0,main_w3_handler1,2822467,13871218,False,,14428529129,bam,8099476.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e7361125a63ab38'}]",,"""LENIENT""",32.0,,32091340.0,1474231956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-09-18 21:49:19.722895,73652.0,3401.0
,,2016-05-22 07:36:24.526089,slurm_normal_16gb,1463902635.0,0,,1.0,main_w2_handler1,2713302,12956975,False,,34590362,bam,7149077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c05c5d30453e9a14'}]",,"""LENIENT""",32.0,,30365035.0,1463902623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-22 07:37:18.215461,84135.0,12.0
,,2016-05-19 13:21:54.766633,slurm_normal_16gb,1463664178.0,0,,1.0,main_w2_handler1,2710308,12939940,False,,29777564,bam,7134431.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9962fe239f2d68e'}]",,"""LENIENT""",32.0,,30064925.0,1463664162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-19 13:23:46.709624,83935.0,16.0
,,2016-05-20 01:53:23.629898,slurm_normal_16gb,1463709267.0,0,,1.0,main_w1_handler0,2709513,12944520,False,,32030378,bam,7138469.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e9b6cad412aa07e'}]",,"""LENIENT""",32.0,,30225965.0,1463709246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 01:54:29.259845,84416.0,21.0
,,2016-05-20 09:04:04.357412,slurm_normal_16gb,1463735075.0,0,,1.0,main_w1_handler0,2711711,12947063,False,,1694,bam,7141202.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572e21fa126315207'}]",,"""LENIENT""",32.0,,30064925.0,1463735071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 09:04:39.629283,83935.0,4.0
,,2016-05-20 09:28:39.549828,slurm_normal_16gb,1463738063.0,0,,1.0,main_w2_handler0,2711711,12947257,False,,26351996,bam,7141516.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae42c83324efefc4'}]",,"""LENIENT""",32.0,,30064925.0,1463738051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 10:03:31.790755,83935.0,12.0
,,2016-03-24 17:04:50.542987,slurm_normal_16gb,1458841412.0,0,,1.0,main_w1_handler0,2312125,12244507,False,,8490197409,bam,6455876.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23906286,,,"""LENIENT""",32.0,,28975786.0,1458839726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-24 17:43:35.914526,29072.0,1686.0
,,2016-03-24 17:04:52.776276,slurm_normal_16gb,1458843297.0,0,,1.0,main_w1_handler0,2312125,12244509,False,,6619337593,bam,6455944.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23910676,,,"""LENIENT""",32.0,,28975786.0,1458841466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-24 18:15:00.202086,29072.0,1831.0
,,2016-03-24 17:04:57.498100,slurm_normal_16gb,1458844778.0,0,,1.0,main_w2_handler0,2312125,12244511,False,,5457874500,bam,6456016.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23927128,,,"""LENIENT""",32.0,,28975786.0,1458843407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-24 18:39:40.063896,29072.0,1371.0
,,2016-05-20 15:22:34.751480,slurm_normal_16gb,1463757917.0,0,,1.0,main_w2_handler1,2705997,12949719,False,,602466157,bam,7143434.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a0cc0f948a27882'}]",,"""STRICT""",32.0,,29648046.0,1463757790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 15:25:26.522184,81921.0,127.0
,,2016-05-20 15:22:35.318907,slurm_normal_16gb,1463768321.0,0,,1.0,main_w2_handler0,2705997,12949720,False,,344020502,bam,7144156.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ad7aae630a05eb9'}]",,"""STRICT""",32.0,,29648046.0,1463768219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 18:48:17.916635,81921.0,102.0
,,2016-05-20 15:22:32.526833,slurm_normal_16gb,1463757935.0,0,,1.0,main_w1_handler1,2705997,12949716,False,,519261424,bam,7143432.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2c8084b7dc9f5a7'}]",,"""STRICT""",32.0,,29648046.0,1463757784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 15:25:38.699616,81921.0,151.0
,,2016-05-20 15:22:33.854763,slurm_normal_16gb,1463758045.0,0,,1.0,main_w1_handler1,2705997,12949718,False,,471260922,bam,7143442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5769b2d79d1a468c7'}]",,"""STRICT""",32.0,,29648046.0,1463757940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 15:27:30.002425,81921.0,105.0
,,2016-07-11 23:45:14.226410,slurm_normal_16gb,1468280760.0,0,,1.0,main_w1_handler1,2762544,13379673,False,,30735734,bam,7590847.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5392bb36d7aba90e0'}]",,"""LENIENT""",32.0,,31406693.0,1468280749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-07-11 23:46:02.471097,87111.0,11.0
,,2016-05-20 17:45:03.910994,slurm_normal_16gb,1463766348.0,0,,1.0,main_w1_handler0,2709513,12950518,False,,29994815,bam,7144052.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f70df32a90d679b'}]",,"""LENIENT""",32.0,,30225965.0,1463766333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 17:45:50.847612,84416.0,15.0
,,2016-05-20 15:22:33.069895,slurm_normal_16gb,1463768076.0,0,,1.0,main_w2_handler0,2705997,12949717,False,,578620734,bam,7144134.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b554bae74067ed2a91'}]",,"""STRICT""",32.0,,29648046.0,1463767930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 18:48:22.184147,81921.0,146.0
,,2016-05-20 15:22:36.116172,slurm_normal_16gb,1463770280.0,0,,1.0,main_w2_handler1,2705997,12949721,False,,495154178,bam,7144306.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569a1509f5e20818b'}]",,"""STRICT""",32.0,,29648046.0,1463770119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 18:51:26.308339,81921.0,161.0
,,2016-05-20 19:48:51.833501,slurm_normal_16gb,1463776625.0,0,,1.0,main_w2_handler1,2711475,12951125,False,,14398227569,bam,7145204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d42bc37009fa754'}]",,"""LENIENT""",32.0,,30103700.0,1463773767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-20 20:37:09.760668,73652.0,2858.0
,,2016-05-23 20:32:50.690434,slurm_normal_16gb,1464035613.0,0,,1.0,main_w2_handler1,2714997,12967320,False,,7906,bam,7155540.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9655b68ba9794bb'}]",,"""LENIENT""",32.0,,30388498.0,1464035606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-23 20:33:38.044183,84135.0,7.0
,,2016-05-24 04:15:42.461183,slurm_normal_16gb,1464063397.0,0,,1.0,main_w1_handler1,2714997,12969693,False,,29995111,bam,7157286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7862b55243d192a'}]",,"""LENIENT""",32.0,,30388498.0,1464063387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-24 04:16:38.994903,84135.0,10.0
,,2016-05-24 06:47:41.941856,slurm_normal_16gb,1464072528.0,0,,1.0,main_w2_handler1,2714997,12971318,False,,29777188,bam,7158499.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3c74d9b7bd63431'}]",,"""LENIENT""",32.0,,30388498.0,1464072518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-24 06:48:49.507405,84135.0,10.0
,,2016-05-21 16:08:40.563937,slurm_normal_16gb,1464116703.0,0,,1.0,main_w2_handler1,2713429,12954210,False,,33750006,bam,7163485.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b2898ec7e2e1286'}]",,"""LENIENT""",32.0,,30360717.0,1464116635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-24 19:05:12.309738,77526.0,68.0
,,2016-05-18 17:48:21.147417,slurm_normal_16gb,1464147511.0,0,,1.0,main_w1_handler1,2710292,12931252,False,,15423317106,bam,7167956.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e705ab80e3a1511'}]",,"""LENIENT""",32.0,,30103700.0,1464144963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-25 03:38:35.371672,73652.0,2548.0
,,2016-07-12 14:46:39.933120,slurm_normal_16gb,1468334857.0,0,,1.0,main_w1_handler0,2764017,13386021,False,,5057467,bam,7597603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5430fd330d5c1e05c'}]",,"""LENIENT""",32.0,,31019065.0,1468334838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-07-12 14:47:40.349238,32029.0,19.0
,,2016-05-26 20:12:28.897302,slurm_normal_16gb,1464294544.0,0,,1.0,main_w1_handler0,2204713,12994945,False,,3702328922,bam,7181351.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5effd4b961dc3c3a6'}]",,"""LENIENT""",32.0,,30406410.0,1464293592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-26 20:29:08.738264,58981.0,952.0
,,2016-05-30 21:28:20.811228,slurm_normal_16gb,1464643741.0,0,,1.0,main_w1_handler0,2714208,13025537,False,,35695791,bam,7206535.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f82056cc0f4a683d'}]",,"""LENIENT""",32.0,,30181123.0,1464643720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-05-30 21:29:03.791950,84290.0,21.0
,,2016-03-26 00:20:35.480626,slurm_normal_16gb,1458954425.0,0,,1.0,main_w1_handler0,2641512,12255968,False,,16628747258,bam,6467058.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",23991829,,,"""LENIENT""",32.0,,28187019.0,1458951651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-26 01:07:07.802800,73652.0,2774.0
,,2016-03-28 04:53:30.479641,slurm_normal_16gb,1459142234.0,0,,1.0,main_w2_handler1,2648239,12259910,False,,250509618,bam,6471076.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027994,,,"""LENIENT""",32.0,,29009079.0,1459142174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:17:17.040117,80620.0,60.0
,,2016-03-28 04:53:34.018905,slurm_normal_16gb,1459143047.0,0,,1.0,main_w2_handler1,2648239,12259921,False,,239330552,bam,6471142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028005,,,"""LENIENT""",32.0,,29009079.0,1459142995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:30:49.698750,80620.0,52.0
,,2016-03-28 04:53:27.895122,slurm_normal_16gb,1459141179.0,0,,1.0,main_w2_handler0,2648239,12259902,False,,193763226,bam,6470996.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027986,,,"""LENIENT""",32.0,,29009079.0,1459141118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 04:59:42.042450,80620.0,61.0
,,2016-03-28 04:53:29.493739,slurm_normal_16gb,1459140962.0,0,,1.0,main_w1_handler1,2648239,12259907,False,,249514238,bam,6470963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027991,,,"""LENIENT""",32.0,,29009079.0,1459140877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 04:56:04.569133,80620.0,85.0
,,2016-03-28 04:53:28.249950,slurm_normal_16gb,1459141657.0,0,,1.0,main_w2_handler0,2648239,12259903,False,,236296962,bam,6471041.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027987,,,"""LENIENT""",32.0,,29009079.0,1459141615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:07:40.529190,80620.0,42.0
,,2016-03-28 04:53:26.095309,slurm_normal_16gb,1459141193.0,0,,1.0,main_w1_handler0,2648239,12259898,False,,175617421,bam,6470994.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027982,,,"""LENIENT""",32.0,,29009079.0,1459141118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 04:59:56.751375,80620.0,75.0
,,2016-03-28 04:53:24.909787,slurm_normal_16gb,1459141046.0,0,,1.0,main_w1_handler0,2648239,12259895,False,,119780202,bam,6470985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027979,,,"""LENIENT""",32.0,,29009079.0,1459141015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 04:57:27.391197,80620.0,31.0
,,2016-03-28 04:53:29.198982,slurm_normal_16gb,1459142217.0,0,,1.0,main_w2_handler0,2648239,12259906,False,,246033596,bam,6471077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027990,,,"""LENIENT""",32.0,,29009079.0,1459142174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:17:01.101093,80620.0,43.0
,,2016-03-28 04:53:27.537709,slurm_normal_16gb,1459140906.0,0,,1.0,main_w2_handler0,2648239,12259901,False,,133905198,bam,6470965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027985,,,"""LENIENT""",32.0,,29009079.0,1459140877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 04:55:11.220645,80620.0,29.0
,,2016-03-28 04:53:30.996162,slurm_normal_16gb,1459142414.0,0,,1.0,main_w2_handler1,2648239,12259912,False,,250639272,bam,6471087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027996,,,"""LENIENT""",32.0,,29009079.0,1459142354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:20:17.162241,80620.0,60.0
,,2016-03-28 04:53:29.853727,slurm_normal_16gb,1459141912.0,0,,1.0,main_w2_handler1,2648239,12259908,False,,216206043,bam,6471056.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027992,,,"""LENIENT""",32.0,,29009079.0,1459141840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:11:56.840108,80620.0,72.0
,,2016-03-28 04:53:32.437284,slurm_normal_16gb,1459142757.0,0,,1.0,main_w2_handler1,2648239,12259917,False,,253861648,bam,6471120.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24028001,,,"""LENIENT""",32.0,,29009079.0,1459142716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 05:25:59.792594,80620.0,41.0
,,2016-03-28 04:53:25.427899,slurm_normal_16gb,1459140987.0,0,,1.0,main_w1_handler2,2648239,12259896,False,,322595595,bam,6470964.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24027980,,,"""LENIENT""",32.0,,29009079.0,1459140877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.136.0,1.136.0,,2016-03-28 04:56:29.906165,80620.0,110.0
