chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-17 15:25:38.394044,slurm_normal,1510932362.0,0.0,1.0,main_w3_handler0,3214583,17494216,False,,1280960,bed,11552956,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32374530}]",32.0,,40279222,1510932355.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2017-11-17 15:26:06.580914,51804.0,7.0
,,2017-11-17 15:27:59.636705,slurm_normal,1510932502.0,0.0,1.0,main_w3_handler0,3214583,17494227,False,,1280960,bed,11552979,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32374530}]",32.0,,40279222,1510932496.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2017-11-17 15:28:25.097486,51804.0,6.0
,,2017-11-20 14:06:46.937845,slurm_normal,1511186814.0,0.0,1.0,main_w3_handler0,1701336,17518570,False,,248687,interval,11578449,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32418088}]",32.0,,42113591,1511186810.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2017-11-20 14:06:55.902323,35203.0,4.0
,,2017-11-28 23:56:14.427631,slurm_normal,1511913389.0,0.0,1.0,main_w3_handler1,3286577,17628097,False,,2248933,interval,11688727,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 31682032}]",32.0,,42043091,1511913380.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2017-11-28 23:56:32.764958,69337.0,9.0
,,2017-11-30 04:11:41.541945,slurm_normal,1512018992.0,0.0,1.0,main_w3_handler0,3340825,17645058,False,,30586572922,interval,11704353,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32636843}]",32.0,,42340929,1512015111.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2017-11-30 05:16:33.080361,117309.0,3881.0
,,2017-11-30 04:11:13.216853,slurm_normal,1512019599.0,0.0,1.0,main_w4_handler1,3340825,17645054,False,,34962459795,interval,11704348,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32636838}]",32.0,,42340929,1512015079.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2017-11-30 05:26:41.190829,117309.0,4520.0
,,2018-02-01 06:20:58.779505,slurm_normal,1517466074.0,0.0,1.0,main_w3_handler0,2949679,18219935,False,,3724391,bed,12300440,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32814511}]",32.0,,43201733,1517466066.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2018-02-01 06:21:16.956921,97753.0,8.0
,,2015-03-26 21:57:27.777198,rodeo_normal,1427407069.0,0.0,1.0,main_w1_handler0,2233279,9053422,False,,1731758,interval,3338846.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19017302,,32.0,,21699257,1427407061.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-03-26 21:57:52.076734,,8.0
,,2015-04-10 05:48:41.124830,slurm_normal,1428644946.0,0.0,1.0,main_w1_handler0,2259180,9189526,False,,1573125,bed6,3471794.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19220788,,32.0,,21517911,1428644942.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-04-10 05:49:09.052718,57800.0,4.0
,,2015-04-20 17:27:34.744686,slurm_normal,1429550878.0,0.0,1.0,main_w1_handler1,2190463,9280422,False,,586501,bed,3583159.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19387488,,32.0,,21973311,1429550873.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-04-20 17:28:02.578787,57800.0,5.0
,,2015-04-20 22:06:16.496537,slurm_normal,1429567621.0,0.0,1.0,main_w1_handler0,2190463,9282118,False,,2688590,interval,3586470.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19385824,,32.0,,21973311,1429567611.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-04-20 22:07:04.456214,57800.0,10.0
,,2015-05-03 06:48:51.280038,slurm_normal,1430635758.0,0.0,1.0,main_w1_handler1,2290859,9381812,False,,4389,bed,3716586.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19546910,,32.0,,22712175,1430635753.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-05-03 06:49:20.835102,32945.0,5.0
,,2015-06-27 19:40:44.050572,slurm_normal,1435434078.0,0.0,1.0,main_w1_handler0,2318574,9750901,False,,3702746,interval,4054462.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20162724,,32.0,,23267259,1435434069.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-06-27 19:41:21.559702,7074.0,9.0
,,2015-06-12 10:31:00.034937,slurm_normal,1434105091.0,0.0,1.0,main_w1_handler0,2335606,9641000,False,,1199,bed,3952290.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19985438,,32.0,,23549753,1434105088.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-06-12 10:31:33.608636,,3.0
,,2015-06-12 17:19:56.601365,slurm_normal,1434129886.0,0.0,1.0,main_w1_handler2,2319288,9644360,False,,111704506,interval,3956083.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19986829,,32.0,,22735719,1434129630.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-06-12 17:24:48.242886,62449.0,256.0
,,2015-06-16 15:14:04.933661,slurm_normal,1434467691.0,0.0,1.0,main_w2_handler0,2344621,9665010,False,,366976,interval,3974432.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20023716,,32.0,,23657421,1434467687.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-06-16 15:14:55.491494,,4.0
,,2015-08-05 14:46:53.595218,slurm_normal,1438786056.0,0.0,1.0,main_w1_handler1,2401553,10067704,False,,12382918,interval,4346126.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20693827,,32.0,,24511054,1438786033.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-08-05 14:47:37.943453,,23.0
,,2015-07-16 15:01:24.085176,slurm_normal,1437058914.0,0.0,1.0,main_w2_handler1,2378474,9882197,False,,3284969,interval,4172242.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20378906,,32.0,,24168666,1437058907.0,ok,1023996.0,CONVERTER_interval_to_bed12_0,1.0.0,,2015-07-16 15:01:57.777296,,7.0
