chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.accession,parameters.chromInfo,parameters.dbkey,parameters.description,parameters.disname,parameters.gi,parameters.heading,parameters.html_out1,parameters.input1,parameters.input1.values,parameters.length,parameters.pgc,parameters.type,parameters.usa,parameters.version,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-10-30 08:30:25.897528,slurm_normal,1446193852.0,0.0,,1.0,main_w1_handler0,2490198,10770121,False,,17323,fasta,5028763.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""yes""","""no""","""yes""","""no""",21806943,,"""yes""","""yes""","""yes""","""no""","""no""",32.0,,25992255.0,1446193848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:31:01.852286,,4.0
,,2015-10-30 08:37:24.944068,slurm_normal,1446194279.0,0.0,,1.0,main_w1_handler0,2490200,10770258,False,,17320,fasta,5028855.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806915,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992258.0,1446194271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:38:01.735974,,8.0
,,2015-10-30 08:44:51.647083,slurm_normal,1446194716.0,0.0,,1.0,main_w1_handler0,2490234,10770350,False,,17320,fasta,5028981.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807114,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992326.0,1446194711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:45:19.843044,,5.0
,,2015-10-30 08:29:31.133484,slurm_normal,1446193788.0,0.0,,1.0,main_w1_handler2,2490214,10770106,False,,17320,fasta,5028745.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806964,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992280.0,1446193784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:29:52.081947,,4.0
,,2015-10-30 08:32:31.231179,slurm_normal,1446193977.0,0.0,,1.0,main_w2_handler0,2490203,10770142,False,,17320,fasta,5028786.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806932,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992262.0,1446193972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:33:04.412032,,5.0
,,2015-10-30 08:37:44.141345,slurm_normal,1446194316.0,0.0,,1.0,main_w2_handler0,2490224,10770267,False,,17320,fasta,5028862.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807046,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992304.0,1446194306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:38:42.899453,,10.0
,,2015-10-30 08:40:31.002174,slurm_normal,1446194457.0,0.0,,1.0,main_w2_handler0,2490230,10770297,False,,17320,fasta,5028902.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807075,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992316.0,1446194454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:41:03.130260,,3.0
,,2015-10-30 08:33:23.538622,slurm_normal,1446194023.0,0.0,,1.0,main_w2_handler1,2490197,10770158,False,,17320,fasta,5028803.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806904,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992253.0,1446194019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:33:47.722331,,4.0
,,2015-10-30 08:30:44.296432,slurm_normal,1446193868.0,0.0,,1.0,main_w2_handler0,2490218,10770126,False,,17320,fasta,5028766.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""yes""",21806986,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992287.0,1446193862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:31:13.898587,,6.0
,,2015-10-30 08:34:38.962598,slurm_normal,1446194146.0,0.0,,1.0,main_w1_handler2,2490201,10770174,False,,17320,fasta,5028829.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806906,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992259.0,1446194142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:35:49.369837,,4.0
,,2015-10-30 08:30:50.595431,slurm_normal,1446193873.0,0.0,,1.0,main_w2_handler0,2490192,10770127,False,,42,geecee,5028768.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""","""no""","""yes""","""no""",21807060,,"""no""","""yes""","""no""","""no""","""no""",32.0,,25992244.0,1446193868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:31:18.098247,,5.0
,,2015-10-30 08:29:25.799615,slurm_normal,1446193960.0,0.0,,1.0,main_w2_handler0,2490196,10770103,False,,17320,fasta,5028778.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806911,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992251.0,1446193956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:32:50.447434,,4.0
,,2015-10-30 08:36:55.194497,slurm_normal,1446194239.0,0.0,,1.0,main_w2_handler0,2490224,10770225,False,Job output deleted by user before job completed.,2441,cusp,5028844.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807100,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992304.0,1446194232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:37:23.039660,,7.0
,,2015-10-30 08:34:53.809259,slurm_normal,1446194122.0,0.0,,1.0,main_w1_handler2,2490207,10770175,False,,17320,fasta,5028821.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806948,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992270.0,1446194118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:35:27.140087,,4.0
,,2015-10-30 08:44:11.938456,slurm_normal,1446194676.0,0.0,,1.0,main_w1_handler2,2490245,10770342,False,,17320,fasta,5028967.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807150,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992405.0,1446194672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:44:40.122819,,4.0
,,2015-10-30 08:38:39.298276,slurm_normal,1446194343.0,0.0,,1.0,main_w2_handler0,2463312,10770271,False,,17320,fasta,5028868.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806962,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992284.0,1446194339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:39:09.292492,70646.0,4.0
,,2015-10-30 08:41:59.916928,slurm_normal,1446194547.0,0.0,,1.0,main_w2_handler0,2465700,10770318,False,,12829,fasta,5028932.roundup,slurm,,132112168.0,corral-repl,,"""15182f927ee211e5b261005056a52a46""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807267,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992413.0,1446194542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:42:30.552557,70841.0,5.0
,,2015-10-30 08:45:41.390587,slurm_normal,1446194763.0,0.0,,1.0,main_w1_handler2,2490209,10770355,False,,17320,fasta,5028989.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807070,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992272.0,1446194758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:46:06.182122,,5.0
,,2015-10-30 08:37:27.171944,slurm_normal,1446194284.0,0.0,,1.0,main_w1_handler1,2490194,10770262,False,,17320,fasta,5028854.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806913,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992246.0,1446194272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:38:07.103764,,12.0
,,2015-10-30 08:39:37.161372,slurm_normal,1446194417.0,0.0,,1.0,main_w1_handler2,2490212,10770282,False,,17320,fasta,5028886.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21806951,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992268.0,1446194400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:40:21.081083,,17.0
,,2015-10-30 08:40:50.750836,slurm_normal,1446194485.0,0.0,,1.0,main_w1_handler2,2490226,10770300,False,,17320,fasta,5028912.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807253,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992307.0,1446194481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:41:34.340917,,4.0
,,2015-10-30 08:39:31.271357,slurm_normal,1446194394.0,0.0,,1.0,main_w1_handler1,2465801,10770281,False,,17320,fasta,5028882.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807082,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25591015.0,1446194391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:39:57.610643,70842.0,3.0
,,2015-10-30 08:41:21.259493,slurm_normal,1446194505.0,0.0,,1.0,main_w2_handler0,2490242,10770314,False,,17320,fasta,5028923.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807127,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992397.0,1446194501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:41:50.917527,,4.0
,,2015-10-30 08:40:40.130593,slurm_normal,1446194468.0,0.0,,1.0,main_w1_handler0,2490239,10770299,False,,17320,fasta,5028907.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807108,,"""yes""","""yes""","""yes""","""no""","""no""",32.0,,25992325.0,1446194464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:41:12.927521,,4.0
,,2015-10-30 08:46:11.111428,slurm_normal,1446194790.0,0.0,,1.0,main_w1_handler2,2490245,10770356,False,,17320,fasta,5028994.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807150,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992405.0,1446194785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:46:33.291805,,5.0
,,2015-10-30 08:44:05.375001,slurm_normal,1446194662.0,0.0,,1.0,main_w1_handler2,2490240,10770341,False,,17320,fasta,5028965.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807299,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992347.0,1446194659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:44:26.312188,,3.0
,,2015-10-30 08:43:59.287066,slurm_normal,1446194656.0,0.0,,1.0,main_w2_handler0,2490212,10770340,False,,17320,fasta,5028964.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""yes""","""yes""","""no""",21806951,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992268.0,1446194652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:44:22.749171,,4.0
,,2015-10-30 08:48:24.690263,slurm_normal,1446194956.0,0.0,,1.0,main_w1_handler2,2490236,10770388,False,,17320,fasta,5029032.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807123,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992333.0,1446194950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:49:18.804980,,6.0
,,2015-10-30 08:49:47.868443,slurm_normal,1446195013.0,0.0,,1.0,main_w1_handler2,2464690,10770394,False,,12829,fasta,5029036.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807233,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992330.0,1446195008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:50:17.222026,70791.0,5.0
,,2015-10-30 08:50:07.187050,slurm_normal,1446195129.0,0.0,,1.0,main_w1_handler2,2490250,10770395,False,,17320,fasta,5029037.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807302,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992422.0,1446195104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:52:14.633707,,25.0
,,2015-10-30 08:52:56.929179,slurm_normal,1446195198.0,0.0,,1.0,main_w1_handler0,2490254,10770412,False,,17320,fasta,5029058.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807298,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992443.0,1446195193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:53:24.184752,,5.0
,,2015-10-30 08:52:45.433808,slurm_normal,1446195244.0,0.0,,1.0,main_w1_handler0,2490228,10770411,False,,17320,fasta,5029060.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807085,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992309.0,1446195206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 08:54:07.251711,,38.0
,,2015-10-30 09:16:15.087571,slurm_normal,1446196600.0,0.0,,1.0,main_w1_handler2,2490252,10770545,False,,42,geecee,5029160.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807608,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992553.0,1446196595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 09:16:45.701419,70652.0,5.0
,,2015-10-30 09:17:56.044588,slurm_normal,1446196692.0,0.0,,1.0,main_w2_handler1,2490252,10770578,False,,17320,fasta,5029167.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807301,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992553.0,1446196687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 09:18:15.579400,70652.0,5.0
,,2015-10-30 09:18:54.531691,slurm_normal,1446196760.0,0.0,,1.0,main_w2_handler1,2490253,10770585,False,,2441,cusp,5029171.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807491,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992433.0,1446196754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 09:19:22.755341,,6.0
,,2015-10-30 09:19:45.893287,slurm_normal,1446196804.0,0.0,,1.0,main_w2_handler1,2490253,10770587,False,,17320,fasta,5029173.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21807474,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25992433.0,1446196801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-10-30 09:20:08.525754,,3.0
,,2015-11-01 18:45:44.402657,slurm_normal,1446403563.0,0.0,,1.0,main_w1_handler2,2491973,10788562,False,,51864,fasta,5044285.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21834373,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25665377.0,1446403559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-11-01 18:46:05.026878,71133.0,4.0
,,2015-11-03 17:36:33.416702,slurm_normal,1446572209.0,0.0,,1.0,main_w1_handler2,2494311,10809261,False,,36983,fasta,5064331.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21862140,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,26074369.0,1446572205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-11-03 17:36:52.431022,,4.0
,,2015-12-13 15:52:39.192642,slurm_normal,1450021991.0,0.0,,1.0,main_w2_handler0,2524694,11166606,False,,17368,fasta,5436157.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",22433511,,"""yes""","""yes""","""no""","""no""","""no""",32.0,,26778412.0,1450021987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-12-13 15:53:14.218986,70781.0,4.0
,,2015-12-13 19:06:49.505164,slurm_normal,1450033632.0,0.0,,1.0,main_w2_handler1,2537159,11167950,False,,17368,fasta,5437296.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",22436101,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,26433090.0,1450033628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-12-13 19:07:14.924308,70775.0,4.0
,,2015-11-05 16:33:17.148658,slurm_normal,1446741225.0,0.0,,1.0,main_w1_handler0,2496564,10828728,False,,3028,fasta,5083937.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",21886845,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,26120490.0,1446741212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-11-05 16:33:52.015721,72759.0,13.0
,,2015-12-13 09:58:33.247913,slurm_normal,1450000741.0,0.0,,1.0,main_w2_handler0,2489609,11165956,False,,17368,fasta,5435521.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",22433416,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,25980402.0,1450000735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-12-13 09:59:03.259084,,6.0
,,2016-02-01 06:12:11.243188,slurm_normal,1454307142.0,0.0,,1.0,main_w1_handler2,2583588,11653972,False,,3122,fasta,5914223.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",23111170,,"""yes""","""yes""","""yes""","""yes""","""no""",32.0,,27422338.0,1454307139.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-02-01 06:12:25.575330,288.0,3.0
,,2016-02-01 19:51:32.760956,slurm_normal,1454356370.0,0.0,,1.0,main_w1_handler0,2496598,11661101,False,,116297,fasta,5920778.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""no""","""yes""","""no""","""yes""","""no""",22740521,,"""yes""","""yes""","""no""","""no""","""no""",32.0,,27201505.0,1454356323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-02-01 19:53:03.721551,21298.0,47.0
,,2016-02-01 19:52:39.309399,slurm_normal,1454356402.0,0.0,,1.0,main_w1_handler1,2496598,11661112,False,,80751,fasta,5920790.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""no""","""yes""","""no""","""yes""","""no""",22759105,,"""yes""","""yes""","""no""","""no""","""no""",32.0,,27201505.0,1454356395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2016-02-01 19:53:27.366222,21298.0,7.0
,,2015-11-30 13:52:59.633380,slurm_normal,1448891665.0,0.0,,1.0,main_w1_handler2,2522336,11043079,False,,265503629,fasta,5298353.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""yes""","""no""","""yes""","""yes""",22208901,,"""yes""","""no""","""yes""","""yes""","""no""",32.0,,26483121.0,1448891612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-11-30 13:54:34.397231,73445.0,53.0
,,2015-11-30 13:59:24.128303,slurm_normal,1448892027.0,0.0,,1.0,main_w2_handler1,2522336,11043175,False,,265503629,fasta,5298431.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""","""no""","""no""","""no""",22208901,,"""no""","""no""","""no""","""no""","""no""",32.0,,26483121.0,1448892001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2015-11-30 14:00:31.584530,73445.0,26.0
