bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles48,bamfiles48_filetype,bamfiles49,bamfiles49_filetype,bamfiles4_filetype,bamfiles5,bamfiles50,bamfiles50_filetype,bamfiles51,bamfiles51_filetype,bamfiles52,bamfiles52_filetype,bamfiles53,bamfiles53_filetype,bamfiles54,bamfiles54_filetype,bamfiles55,bamfiles55_filetype,bamfiles56,bamfiles56_filetype,bamfiles57,bamfiles57_filetype,bamfiles58,bamfiles58_filetype,bamfiles59,bamfiles59_filetype,bamfiles5_filetype,bamfiles6,bamfiles60,bamfiles60_filetype,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file,parameters.mode.region_file.values,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.__class__,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
705146829,705146829,,,,,,,,,,,,,,,,,,,,,bam,916325878,,,,,,,,,,,,,,,,,,,,,bam,919969047.0,,,,,,,,,,,,,,,,,,,,,bam,613746996.0,,,,,,,,,,,,,,,,,,,,,bam,2400730832.0,,,,,,,,,,,,,,,,,,,,,bam,826915001.0,,,bam,,,,,,,bam,2016-04-27 14:35:12.004466,slurm_normal,1461767750.0,0,1.0,main_w1_handler0,2679206,12645585,False,,6851270.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568f06ea3f3902598'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53ef669549cb01b36'}, {'src': 'hda', 'id': 'bbd44e69cb8906b512ccf4689793ba25'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57a850df711321fe9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51dbb04c9b0928254'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fe58d3799b4a7d8d'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29183917.0,1461767742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-27 14:35:52.698340,81363.0,8.0
705146829,705146829,,,,,,,,,,,,,,,,,,,,,bam,916325878,,,,,,,,,,,,,,,,,,,,,bam,919969047.0,,,,,,,,,,,,,,,,,,,,,bam,613746996.0,,,,,,,,,,,,,,,,,,,,,bam,826915001.0,,,,,,,,,,,,,,,,,,,,,bam,2499460.0,,,bam,,,,,,,bam,2016-04-27 14:37:59.409211,slurm_normal,1461767910.0,0,1.0,main_w1_handler1,2679206,12645813,False,,6851329.roundup,slurm,,132112168.0,corral-repl,,,,,1,false,0.0,no,,false,1,,,yes,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568f06ea3f3902598'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53ef669549cb01b36'}, {'src': 'hda', 'id': 'bbd44e69cb8906b512ccf4689793ba25'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57a850df711321fe9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fe58d3799b4a7d8d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50adbef2b1fc24bc9'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d49336485060728d'}]",,,,"""false""","""""",32.0,98380.0,bed,,29183917.0,1461767903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-27 14:38:33.624755,81363.0,7.0
2400730832,2400730832,,,,,,,,,,,,,,,,,,,,,bam,2499460,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-27 14:41:53.216664,slurm_normal,1461768162.0,0,1.0,main_w1_handler0,2679206,12646142,False,,6851421.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dbb04c9b0928254'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50adbef2b1fc24bc9'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29183917.0,1461768145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-27 14:42:45.903903,81363.0,17.0
916325878,916325878,,,,,,,,,,,,,,,,,,,,,bam,2499460,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-27 14:43:22.266891,slurm_normal,1461768235.0,0,1.0,main_w1_handler2,2679206,12646179,False,,6851468.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ef669549cb01b36'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50adbef2b1fc24bc9'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29183917.0,1461768230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-27 14:43:57.566340,81363.0,5.0
2400730832,2400730832,,,,,,,,,,,,,,,,,,,,,bam,2499460,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-27 14:44:42.892695,slurm_normal,1461768305.0,0,1.0,main_w2_handler0,2679206,12646204,False,,6851491.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dbb04c9b0928254'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50adbef2b1fc24bc9'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d49336485060728d'}]",,,,"""false""","""""",32.0,98380.0,bed,,29183917.0,1461768299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-27 14:45:09.229689,81363.0,6.0
711389916,711389916,,,,,,,,,,,,,,,,,,,,,bam,924111546,,,,,,,,,,,,,,,,,,,,,bam,925729588.0,,,,,,,,,,,,,,,,,,,,,bam,619061817.0,,,,,,,,,,,,,,,,,,,,,bam,2442002490.0,,,,,,,,,,,,,,,,,,,,,bam,833564645.0,,,bam,2519020.0,bam,,,,,bam,2016-04-27 15:24:11.936274,slurm_normal,1461770673.0,0,1.0,main_w1_handler2,2679206,12646543,False,,6852086.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b69c6bb84fa12f93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5283b6392c350d862'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58c600699b26c3489'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59dedf847ca2ccce9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b580ffe92335ff3a57'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5403a7e3765b500a5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5677ac2a5c0b09e18'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29183917.0,1461770668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-27 15:24:38.576401,81363.0,5.0
1708644628,1708644628,,,,,,,,,,,,,,,,,,,,,bam,2231271092,,,,,,,,,,,,,,,,,,,,,bam,2150747853.0,,,,,,,,,,,,,,,,,,,,,bam,2609527069.0,,,,,,,,,,,,,,,,,,,,,bam,2231271092.0,,,,,,,,,,,,,,,,,,,,,bam,1917003559.0,,,bam,,,,,,,bam,2016-04-29 11:14:31.013780,slurm_normal,1461932294.0,0,1.0,main_w1_handler2,2689403,12684997,False,,6884839.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b01e62b57e0501ba'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50b65c3e4634fabbf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e318e5b4556599cf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f70a43a2153fffe5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50a33d44533fab7c5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58ea0a3f66236f03b'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29941531.0,1461928521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-29 12:18:16.079915,69872.0,3773.0
2744506479,2744506479,,,,,,,,,,,,,,,,,,,,,bam,3015614533,,,,,,,,,,,,,,,,,,,,,bam,1884092361.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-29 12:44:46.846967,slurm_normal,1461936423.0,0,1.0,main_w2_handler1,2688408,12685468,False,,6885891.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc5d39047307b760'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58df2e5eb9cba2e8e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,28198923.0,1461933934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-29 13:27:06.204334,70838.0,2489.0
1708644628,1708644628,,,,,,,,,,,,,,,,,,,,,bam,2231271092,,,,,,,,,,,,,,,,,,,,,bam,2150747853.0,,,,,,,,,,,,,,,,,,,,,bam,2609527069.0,,,,,,,,,,,,,,,,,,,,,bam,1917003559.0,,,,,,,,,,,,,,,,,,,,,bam,1752901235.0,,,bam,,,,,,,bam,2016-04-29 13:44:50.737108,slurm_normal,1461941265.0,0,1.0,main_w1_handler0,2689403,12686565,False,,6886553.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b01e62b57e0501ba'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50b65c3e4634fabbf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e318e5b4556599cf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f70a43a2153fffe5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58ea0a3f66236f03b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fd9b2599ed2f97c5'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29941531.0,1461937529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-29 14:47:48.663120,69872.0,3736.0
2744506479,2744506479,2523138743.0,bam,4312692448.0,bam,2517269361.0,bam,3469221635.0,bam,4444971868.0,bam,2571318035.0,bam,2421856798.0,bam,2919374442.0,bam,2709304095.0,bam,,,bam,3015614533,,,,,,,,,,,,,,,,,,,,,bam,1884092361.0,,,,,,,,,,,,,,,,,,,,,bam,2152177536.0,,,,,,,,,,,,,,,,,,,,,bam,3595011476.0,,,,,,,,,,,,,,,,,,,,,bam,1722852657.0,,,bam,2970553564.0,bam,2700569673.0,bam,2692355202.0,bam,bam,2016-05-02 08:12:26.473569,slurm_normal,1462194453.0,0,1.0,main_w2_handler0,2688408,12722626,False,,6926920.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc5d39047307b760'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58df2e5eb9cba2e8e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55c5bca1ad056dd7b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f32d3c1879420b50'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5beca7991b97f9842'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a52c0bb523f1b25d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e66ca8aedccd0de3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bf4fd00ec6c0cf12'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e9cedeaf6fac9f4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5be6898f069f77138'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5eb288cf032c17134'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b34c792c3cdfd05'}, {'src': 'hda', 'id': 'bbd44e69cb8906b568d58a083884929f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55274d2e4f0730685'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57b35b834719d5fa2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b8f74cbbf78f962'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,28198923.0,1462176778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 13:08:03.056862,70838.0,17675.0
1884092361,1884092361,,,,,,,,,,,,,,,,,,,,,bam,1722852657,,,,,,,,,,,,,,,,,,,,,bam,2692355202.0,,,,,,,,,,,,,,,,,,,,,bam,2517269361.0,,,,,,,,,,,,,,,,,,,,,bam,2571318035.0,,,,,,,,,,,,,,,,,,,,,bam,2709304095.0,,,bam,,,,,,,bam,2016-05-02 08:13:57.582900,slurm_normal,1462181797.0,0,1.0,main_w1_handler2,2688408,12722645,False,,6926929.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c314d5cbd3ff96da'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5beca7991b97f9842'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b326742f10ba4b69'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5be6898f069f77138'}, {'src': 'hda', 'id': 'bbd44e69cb8906b568d58a083884929f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b8f74cbbf78f962'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,28198923.0,1462176883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 09:36:40.418546,70838.0,4914.0
2744506479,2744506479,,,,,,,,,,,,,,,,,,,,,bam,2152177536,,,,,,,,,,,,,,,,,,,,,bam,2970553564.0,,,,,,,,,,,,,,,,,,,,,bam,2523138743.0,,,,,,,,,,,,,,,,,,,,,bam,3469221635.0,,,,,,,,,,,,,,,,,,,,,bam,2421856798.0,,,bam,,,,,,,bam,2016-05-02 08:14:33.165471,slurm_normal,1462182366.0,0,1.0,main_w1_handler1,2688408,12722652,False,,6926939.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc5d39047307b760'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55c5bca1ad056dd7b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a52c0bb523f1b25d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bf4fd00ec6c0cf12'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5eb288cf032c17134'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55274d2e4f0730685'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,28198923.0,1462176923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 09:46:11.913924,70838.0,5443.0
3015614533,3015614533,,,,,,,,,,,,,,,,,,,,,bam,3595011476,,,,,,,,,,,,,,,,,,,,,bam,2700569673.0,,,,,,,,,,,,,,,,,,,,,bam,4312692448.0,,,,,,,,,,,,,,,,,,,,,bam,4444971868.0,,,,,,,,,,,,,,,,,,,,,bam,2919374442.0,,,bam,,,,,,,bam,2016-05-02 08:14:49.560445,slurm_normal,1462184260.0,0,1.0,main_w1_handler1,2688408,12722654,False,,6926947.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58df2e5eb9cba2e8e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f32d3c1879420b50'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e66ca8aedccd0de3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e9cedeaf6fac9f4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b34c792c3cdfd05'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57b35b834719d5fa2'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,28198923.0,1462176949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 10:17:42.545610,70838.0,7311.0
1286461307,1286461307,983454784.0,bam,,,,,,,,,,,,,,,,,,,bam,916980884,,,,,,,,,,,,,,,,,,,,,bam,965767957.0,,,,,,,,,,,,,,,,,,,,,bam,1373905459.0,,,,,,,,,,,,,,,,,,,,,bam,1301562234.0,,,,,,,,,,,,,,,,,,,,,bam,985137136.0,,,bam,1137956471.0,bam,1081517178.0,bam,1158221876.0,bam,bam,2016-05-02 20:38:33.320999,slurm_normal,1462228345.0,0,1.0,main_w1_handler2,2663268,12738517,False,,6938098.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c82af65b1314f22'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58193fc8a9bfb437c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b522238c186189c11e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54f19598d106733ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a01b3ef93f8dbb78'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5525462896a1ea690'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54e9394c377d0bfc2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e065a7ccda44c948'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5acf4d72acb79e88b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5016fae6bc0ecb949'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29538637.0,1462221554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 22:32:28.618496,48080.0,6791.0
1286461307,1286461307,983454784.0,bam,,,,,,,,,,,,,,,,,,,bam,916980884,,,,,,,,,,,,,,,,,,,,,bam,965767957.0,,,,,,,,,,,,,,,,,,,,,bam,1373905459.0,,,,,,,,,,,,,,,,,,,,,bam,1301562234.0,,,,,,,,,,,,,,,,,,,,,bam,985137136.0,,,bam,1137956471.0,bam,1081517178.0,bam,1158221876.0,bam,bam,2016-05-02 18:40:43.870534,slurm_normal,1462216113.0,0,1.0,main_w2_handler1,2663268,12737112,False,,6936520.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c82af65b1314f22'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58193fc8a9bfb437c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b522238c186189c11e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54f19598d106733ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a01b3ef93f8dbb78'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5525462896a1ea690'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54e9394c377d0bfc2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e065a7ccda44c948'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5acf4d72acb79e88b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5016fae6bc0ecb949'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29538637.0,1462216108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 19:08:48.615600,48080.0,5.0
1286461307,1286461307,,,,,,,,,,,,,,,,,,,,,bam,916980884,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-02 19:12:43.008751,slurm_normal,1462216449.0,0,1.0,main_w2_handler0,2663268,12737529,False,,6936614.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c82af65b1314f22'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58193fc8a9bfb437c'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,5000,0,bins,,,,,,"""false""","""""",32.0,,,,29538637.0,1462216392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 19:14:13.596492,48080.0,57.0
1158221876,1158221876,,,,,,,,,,,,,,,,,,,,,bam,983454784,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-02 19:22:43.410986,slurm_normal,1462220339.0,0,1.0,main_w1_handler1,2663268,12737640,False,,6936773.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5acf4d72acb79e88b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5016fae6bc0ecb949'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,1000,0,bins,,,,,,"""false""","""""",32.0,,,,29538637.0,1462217007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 20:19:10.788910,48080.0,3332.0
