bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles48,bamfiles48_filetype,bamfiles49,bamfiles49_filetype,bamfiles4_filetype,bamfiles5,bamfiles50,bamfiles50_filetype,bamfiles51,bamfiles51_filetype,bamfiles52,bamfiles52_filetype,bamfiles53,bamfiles53_filetype,bamfiles54,bamfiles54_filetype,bamfiles55,bamfiles55_filetype,bamfiles56,bamfiles56_filetype,bamfiles57,bamfiles57_filetype,bamfiles58,bamfiles58_filetype,bamfiles59,bamfiles59_filetype,bamfiles5_filetype,bamfiles6,bamfiles60,bamfiles60_filetype,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file,parameters.mode.region_file.values,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.__class__,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1286461307,1286461307,983454784.0,bam,,,,,,,,,,,,,,,,,,,bam,916980884,,,,,,,,,,,,,,,,,,,,,bam,965767957.0,,,,,,,,,,,,,,,,,,,,,bam,1373905459.0,,,,,,,,,,,,,,,,,,,,,bam,1301562234.0,,,,,,,,,,,,,,,,,,,,,bam,985137136.0,,,bam,1137956471.0,bam,1081517178.0,bam,1158221876.0,bam,bam,2016-05-02 20:24:22.229522,slurm_normal,1462220733.0,0,1.0,main_w2_handler0,2663268,12738346,False,,6937771.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c82af65b1314f22'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58193fc8a9bfb437c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b522238c186189c11e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54f19598d106733ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a01b3ef93f8dbb78'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5525462896a1ea690'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54e9394c377d0bfc2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e065a7ccda44c948'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5acf4d72acb79e88b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5016fae6bc0ecb949'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,1000,0,bins,,,,,,"""false""","""""",32.0,,,,29538637.0,1462220695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 20:25:38.669147,48080.0,38.0
1137956471,1137956471,,,,,,,,,,,,,,,,,,,,,bam,1081517178,,,,,,,,,,,,,,,,,,,,,bam,1158221876.0,,,,,,,,,,,,,,,,,,,,,bam,983454784.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-02 20:23:42.046148,slurm_normal,1462226994.0,0,1.0,main_w2_handler0,2663268,12738342,False,,6937760.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e9394c377d0bfc2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e065a7ccda44c948'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5acf4d72acb79e88b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5016fae6bc0ecb949'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,1000,0,bins,,,,,,"""false""","""""",32.0,,,,29538637.0,1462220669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-02 22:10:09.261876,48080.0,6325.0
24783202422,24783202422,,,,,,,,,,,,,,,,,,,,,bam,22501530513,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-05-04 06:31:29.430357,slurm_normal,1462343528.0,0,1.0,main_w1_handler2,2692548,12765084,False,,6967858.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508854856e62f896a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c92aa17445132b14'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30005534.0,1462343524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-04 06:32:10.803960,42102.0,4.0
457323708,457323708,43320662.0,bam,12174623.0,bam,191245493.0,bam,510557815.0,bam,,,,,,,,,,,,,bam,16414884,,,,,,,,,,,,,,,,,,,,,bam,859312250.0,,,,,,,,,,,,,,,,,,,,,bam,487809561.0,,,,,,,,,,,,,,,,,,,,,bam,422366786.0,,,,,,,,,,,,,,,,,,,,,bam,304696643.0,,,bam,177698062.0,bam,130360478.0,bam,119995824.0,bam,bam,2016-05-05 08:48:54.065457,slurm_normal,1462438301.0,0,1.0,main_w2_handler1,2400504,12790060,False,,6988137.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ec1ee08398e4c22'}, {'src': 'hda', 'id': 'bbd44e69cb8906b520b1914b5bb70d64'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5edddeac4d3b697c5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f62705c0a22a20a1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53967fbb9cbfecb26'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c0c9cbb506b260fc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ba833257d382b299'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e68b720c9c8effe1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ec9aaeb787a17566'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55dedeb8462dd45a2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5958c26899e55f7d6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c888c80f599a095d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bf1aa8de1ef3e3b7'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462438170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-05 08:51:44.622392,55228.0,131.0
60325069,60325069,49384869.0,bam,,,,,,,,,,,,,,,,,,,bam,51603674,,,,,,,,,,,,,,,,,,,,,bam,15483956.0,,,,,,,,,,,,,,,,,,,,,bam,35262735.0,,,,,,,,,,,,,,,,,,,,,bam,42998726.0,,,,,,,,,,,,,,,,,,,,,bam,50014700.0,,,bam,62652970.0,bam,28557331.0,bam,2801693.0,bam,bam,2016-05-04 13:15:55.609052,slurm_normal,1462367874.0,0,1.0,main_w1_handler1,2400504,12768985,False,,6973239.roundup,slurm,,132112168.0,corral-repl,,,,,1,false,0.0,no,,false,1,,,yes,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598ae85c28ebac004'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5be8679f46c28d002'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f210271d0c8e532c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ff2d82918d416c97'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5eac41c604667367e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ab9f9d747ebd101e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b532ada9e2672390c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52cb5a8259dadda9b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e3dbb2761ff13a93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b7d7717f17124a76'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462367812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-04 13:17:57.357974,55228.0,62.0
1867718475,1867718475,,,,,,,,,,,,,,,,,,,,,bam,2019048488,,,,,,,,,,,,,,,,,,,,,bam,1524219974.0,,,,,,,,,,,,,,,,,,,,,bam,1564354736.0,,,,,,,,,,,,,,,,,,,,,bam,2063160744.0,,,,,,,,,,,,,,,,,,,,,bam,1780417649.0,,,bam,2013816555.0,bam,1829094356.0,bam,,,bam,2016-05-04 12:33:08.511263,slurm_normal,1462370293.0,0,1.0,main_w1_handler1,2677536,12768731,False,,6972918.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52baf150b6958f61e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b564c25554d385c4f6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b525ea911262547ba2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55475fefd3a2b2c8a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56525ee31ff2f5157'}, {'src': 'hda', 'id': 'bbd44e69cb8906b592705267b3cc9496'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cf36b1adbdc7e0ba'}, {'src': 'hda', 'id': 'bbd44e69cb8906b580fad82816a990d3'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29911499.0,1462365228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-04 13:58:15.873781,64365.0,5065.0
4180519,4180519,69506205.0,bam,49528976.0,bam,38838674.0,bam,47895787.0,bam,63987861.0,bam,57389738.0,bam,,,,,,,,,bam,46441117,,,,,,,,,,,,,,,,,,,,,bam,38044349.0,,,,,,,,,,,,,,,,,,,,,bam,38413043.0,,,,,,,,,,,,,,,,,,,,,bam,189080056.0,,,,,,,,,,,,,,,,,,,,,bam,60899868.0,,,bam,65690317.0,bam,35866620.0,bam,66516962.0,bam,bam,2016-05-04 14:00:54.969088,slurm_normal,1462370587.0,0,1.0,main_w1_handler0,2400504,12769586,False,,6973700.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5033c0c863a10bdab'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51debecc05feaf643'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cdbe23eeca4061ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b588e0c8c533d21637'}, {'src': 'hda', 'id': 'bbd44e69cb8906b520f4f3207d4d3c93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55e3f48917c3f87ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c3632775babd5161'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59ac5dba6ccdcac8f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b523510adaa507ac38'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a2ac4de139e143e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c25a72c270025d94'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5de1e9421fffb48'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5457bd8f188475334'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56354114e04f79b78'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5707c78792ab94472'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462370488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-04 14:03:11.992516,55228.0,99.0
34952013,34952013,35973173.0,bam,42768370.0,bam,20244646.0,bam,33804222.0,bam,138270812.0,bam,53221032.0,bam,47066544.0,bam,58175058.0,bam,19849765.0,bam,28866319.0,bam,bam,56580919,191848469.0,bam,,,,,,,,,,,,,,,,,,,bam,40846844.0,,,,,,,,,,,,,,,,,,,,,bam,40662981.0,,,,,,,,,,,,,,,,,,,,,bam,56867005.0,,,,,,,,,,,,,,,,,,,,,bam,46468297.0,,,bam,60783372.0,bam,17897596.0,bam,31590781.0,bam,bam,2016-05-04 15:32:52.729798,slurm_normal,1462376110.0,0,1.0,main_w1_handler2,2400504,12770910,False,,6974828.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583a85a5bf49bfc96'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e3e00cd1b31bbc44'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57a12d3bcb5d5afde'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fa108328e806a30d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d2f48d5ae8005b29'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53c9c03836a9e242d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52fe0533a5361e698'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c5cd7af80094ae1c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b508cf9d48926ceeea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5934f1ee6f4b08b3c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57f65ff9758ca2e44'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bf03dee37c693268'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50ef014211aeede91'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58c84ab6b5e6f140a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d90cb56491d1acaa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5732db78365d89acb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58049eb4b8f8a3617'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b465f4280f7faa88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b592e9d801ea5afc41'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ccd3e8042def3182'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462376009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-04 15:35:13.416738,55228.0,101.0
201436763,201436763,,,,,,,,,,,,,,,,,,,,,bam,216641631,,,,,,,,,,,,,,,,,,,,,bam,106738142.0,,,,,,,,,,,,,,,,,,,,,bam,32581205.0,,,,,,,,,,,,,,,,,,,,,bam,144159470.0,,,,,,,,,,,,,,,,,,,,,bam,149660397.0,,,bam,122843355.0,bam,130826835.0,bam,100586731.0,bam,bam,2016-05-04 16:06:46.851302,slurm_normal,1462379724.0,0,1.0,main_w1_handler0,2400504,12771156,False,,6975118.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be891ff9152d3aae'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56c5f17954fee0487'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56f2931e52ea4b8c7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58727afe0a02fa87e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d408c7db90944787'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cc3074d25c0b48de'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5618e1539a1f25c6b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59408446ddf1b2277'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dd1c84f5c02a9b6f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462379599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-04 16:35:30.041967,55228.0,125.0
1233788200,1233788200,,,,,,,,,,,,,,,,,,,,,bam,512010195,,,,,,,,,,,,,,,,,,,,,bam,1410118592.0,,,,,,,,,,,,,,,,,,,,,bam,1215736285.0,,,,,,,,,,,,,,,,,,,,,bam,1215736285.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,bam,2016-05-05 11:58:39.427891,slurm_normal,1462452215.0,0,1.0,main_w1_handler0,2695715,12792324,False,,6991455.roundup,slurm,,132112168.0,corral-repl,,,,"""abbe07d612b811e6aaba005056a52a46""",0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579e1ae92bb1cd8d3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b528271e03af116f6a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e48aa976f933811f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5af18285c41d691aa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5af18285c41d691aa'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29445865.0,1462449563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-05 12:43:38.284049,81993.0,2652.0
161606364,161606364,31034415.0,bam,143876709.0,bam,,,,,,,,,,,,,,,,,bam,206375739,,,,,,,,,,,,,,,,,,,,,bam,58269145.0,,,,,,,,,,,,,,,,,,,,,bam,41631.0,,,,,,,,,,,,,,,,,,,,,bam,115195555.0,,,,,,,,,,,,,,,,,,,,,bam,201792053.0,,,bam,55042859.0,bam,805956451.0,bam,302722160.0,bam,bam,2016-05-06 10:11:46.280116,slurm_normal,1462529629.0,0,1.0,main_w1_handler0,2645779,12803523,False,,7003864.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542df556a44fe6397'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c80c4bad0002d240'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58151041631ad2fe8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5585d276215159d8f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ec520a78d01e254b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55a76a98fe222b592'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bec686f264fce390'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57f169e41720ebee7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59339d87936ef9f10'}, {'src': 'hda', 'id': 'bbd44e69cb8906b500eb797dafe7ae67'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52fba8a397329b01b'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50558e7c886168136'}]",,,,"""true""","""""",32.0,457.0,bed,,29178835.0,1462529543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 10:13:53.587798,,86.0
170038955,170038955,,,,,,,,,,,,,,,,,,,,,bam,49458313,,,,,,,,,,,,,,,,,,,,,bam,24080419.0,,,,,,,,,,,,,,,,,,,,,bam,188404526.0,,,,,,,,,,,,,,,,,,,,,bam,108418959.0,,,,,,,,,,,,,,,,,,,,,bam,213074963.0,,,bam,486648482.0,bam,,,,,bam,2016-05-06 10:47:04.388669,slurm_normal,1462531699.0,0,1.0,main_w2_handler1,2645779,12803688,False,,7004103.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9219acb3bbb4f6f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50eadd5ef3d8ad645'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a5cfbbfa14b8520'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58545313445d22045'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56d8638e84b552815'}, {'src': 'hda', 'id': 'bbd44e69cb8906b507222e3013ca40f4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b502637828a6194207'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50558e7c886168136'}]",,,,"""true""","""""",32.0,457.0,bed,,29178835.0,1462531653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 10:48:22.824355,,46.0
126840869,126840869,,,,,,,,,,,,,,,,,,,,,bam,71623885,,,,,,,,,,,,,,,,,,,,,bam,169384313.0,,,,,,,,,,,,,,,,,,,,,bam,112948358.0,,,,,,,,,,,,,,,,,,,,,bam,146868353.0,,,,,,,,,,,,,,,,,,,,,bam,119753243.0,,,bam,212481490.0,bam,,,,,bam,2016-05-06 13:23:12.223484,slurm_normal,1462541074.0,0,1.0,main_w2_handler0,2400504,12804643,False,,7005790.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59600a5a32d8a2f23'}, {'src': 'hda', 'id': 'bbd44e69cb8906b515143d82fbf0e7e0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59675be5c60d96005'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e7355beab36aecc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5495886e1917f69ea'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fb367b8032512b86'}, {'src': 'hda', 'id': 'bbd44e69cb8906b531e78969fb74ca1e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535ff85d6886085f8'}]",,,,"""true""","""""",32.0,457.0,bed,,29404913.0,1462541039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-06 13:24:39.896023,55228.0,35.0
992633914,992633914,,,,,,,,,,,,,,,,,,,,,bam,665184712,,,,,,,,,,,,,,,,,,,,,bam,812119683.0,,,,,,,,,,,,,,,,,,,,,bam,1074518501.0,,,,,,,,,,,,,,,,,,,,,bam,1173592580.0,,,,,,,,,,,,,,,,,,,,,bam,1843407094.0,,,bam,1385448221.0,bam,1497690193.0,bam,,,bam,2016-05-07 20:22:47.809544,slurm_normal,1462656332.0,0,1.0,main_w1_handler0,2697306,12818093,False,,7019216.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569317288f598fbec'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51ea10b46efdced19'}, {'src': 'hda', 'id': 'bbd44e69cb8906b552c63528190c79cb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55a5e008d8e0c598c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f7fa95584e6851b5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a7845ba08e2b1cc7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f3a57804f9fa69e0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5affc03df4b36c483'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,30084119.0,1462652601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-07 21:25:35.618329,82005.0,3731.0
