chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-05 15:07:45.396962,slurm_normal_16gb,1430838525.0,0,1.0,main_w2_handler0,2294223,9400272,False,,53760788,bam,3731220.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19586886,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,22890441,1430838489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-05-05 15:08:53.685882,62631.0,36.0
,,2015-04-08 12:11:01.915625,slurm_normal_64gb,1428513275.0,0,1.0,main_w2_handler0,2091127,9170601,False,,80982975,bam,3452027,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18881954,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,22319568,1428513259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-04-08 17:14:37.604072,54547.0,16.0
,,2015-04-16 00:04:25.155233,slurm_normal_16gb,1429142700.0,0,1.0,main_w2_handler0,2264596,9241755,False,,1452057,bam,3523326.roundup,slurm,,132112168.0,corral-repl,,"""True""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19304128,"""False""",1,19304126,history,"""LENIENT""",32.0,822.0,fasta,,22348088,1429142682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-04-16 00:05:07.467358,62134.0,18.0
,,2015-05-14 18:10:31.323189,slurm_normal_16gb,1431627070.0,0,1.0,main_w2_handler1,2297663,9473992,False,,1345531,bam,3798031.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19712064,"""False""",0,hg19,cached,"""LENIENT""",32.0,,,,22938899,1431627056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-05-14 18:11:13.808682,,14.0
,,2015-05-19 10:48:08.335836,slurm_normal_16gb,1432032696.0,0,1.0,main_w1_handler1,2269678,9494460,False,,534505563,bam,3816674.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",19491770,"""False""",0,bosTau6,cached,"""LENIENT""",32.0,,,,21773912,1432032578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-05-19 10:51:41.636445,60850.0,118.0
,,2015-06-16 19:19:42.467152,slurm_normal_16gb,1434482422.0,0,1.0,main_w2_handler0,723462,9666986,False,,18656252,bam,3977172.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19868319,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434482416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-06-16 19:20:25.231509,4393.0,6.0
,,2015-06-16 19:26:11.015649,slurm_normal_16gb,1434482822.0,0,1.0,main_w1_handler2,723462,9667043,False,,587677751,bam,3977234.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19869197,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434482796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-06-16 19:27:05.177552,4393.0,26.0
,,2015-06-16 19:24:17.640598,slurm_normal_16gb,1434482693.0,0,1.0,main_w2_handler1,723462,9667038,False,,58701643,bam,3977210.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19868418,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434482681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-06-16 19:24:55.710142,4393.0,12.0
,,2015-06-16 19:25:17.215579,slurm_normal_16gb,1434482752.0,0,1.0,main_w1_handler2,723462,9667042,False,,63854184,bam,3977226.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19868469,"""False""",0,hg38,cached,"""LENIENT""",32.0,,,,23663275,1434482740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2015-06-16 19:25:55.183961,4393.0,12.0
,,2016-01-28 19:23:34.985983,slurm_normal_16gb,1454009196.0,0,1.0,main_w2_handler0,2579722,11625507,False,,1294218009,bam,5889472.roundup,slurm,,132112168.0,corral-repl,,"""False""","""True""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23060226,"""False""",0,mm10,cached,"""SILENT""",32.0,,,,27765306,1454009102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.126.0,1.126.0,,2016-01-28 19:26:44.099399,77468.0,94.0
