bigwigfiles,bigwigfiles1,bigwigfiles10,bigwigfiles10_filetype,bigwigfiles11,bigwigfiles11_filetype,bigwigfiles12,bigwigfiles12_filetype,bigwigfiles13,bigwigfiles13_filetype,bigwigfiles14,bigwigfiles14_filetype,bigwigfiles15,bigwigfiles15_filetype,bigwigfiles16,bigwigfiles16_filetype,bigwigfiles17,bigwigfiles17_filetype,bigwigfiles18,bigwigfiles18_filetype,bigwigfiles19,bigwigfiles19_filetype,bigwigfiles1_filetype,bigwigfiles2,bigwigfiles20,bigwigfiles20_filetype,bigwigfiles21,bigwigfiles21_filetype,bigwigfiles22,bigwigfiles22_filetype,bigwigfiles23,bigwigfiles23_filetype,bigwigfiles24,bigwigfiles24_filetype,bigwigfiles25,bigwigfiles25_filetype,bigwigfiles26,bigwigfiles26_filetype,bigwigfiles27,bigwigfiles27_filetype,bigwigfiles28,bigwigfiles28_filetype,bigwigfiles29,bigwigfiles29_filetype,bigwigfiles2_filetype,bigwigfiles3,bigwigfiles30,bigwigfiles30_filetype,bigwigfiles31,bigwigfiles31_filetype,bigwigfiles32,bigwigfiles32_filetype,bigwigfiles33,bigwigfiles33_filetype,bigwigfiles34,bigwigfiles34_filetype,bigwigfiles35,bigwigfiles35_filetype,bigwigfiles36,bigwigfiles36_filetype,bigwigfiles37,bigwigfiles37_filetype,bigwigfiles38,bigwigfiles38_filetype,bigwigfiles39,bigwigfiles39_filetype,bigwigfiles3_filetype,bigwigfiles4,bigwigfiles40,bigwigfiles40_filetype,bigwigfiles4_filetype,bigwigfiles5,bigwigfiles5_filetype,bigwigfiles6,bigwigfiles6_filetype,bigwigfiles7,bigwigfiles7_filetype,bigwigfiles8,bigwigfiles8_filetype,bigwigfiles9,bigwigfiles9_filetype,bigwigfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.metagene,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.bigwigfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file.values,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
51245441,51245441,,,,,,,,,,,,,,,,,,,,,bigwig,50784714,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 19:43:55.337559,slurm_multi,1484164381.0,0,6.0,main_w4_handler2,2920370,14742961,False,,8907762,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27546309}, {'src': 'hda', 'id': 27546310}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,50,0,bins,,"""false""","""""",32.0,,,,35320970,1484164258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 19:53:03.394084,84610,123.0
51579640,51579640,,,,,,,,,,,,,,,,,,,,,bigwig,50907658,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 19:41:43.933719,slurm_multi,1484163997.0,0,6.0,main_w3_handler2,2920370,14742947,False,,8907715,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27546286}, {'src': 'hda', 'id': 27546287}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,50,0,bins,,"""false""","""""",32.0,,,,35320970,1484163840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 19:46:39.288680,84610,157.0
51579640,51579640,,,,,,,,,,,,,,,,,,,,,bigwig,50907658,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 19:50:33.481706,slurm_multi,1484164628.0,0,6.0,main_w3_handler2,2920370,14743000,False,,8907805,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27546286}, {'src': 'hda', 'id': 27546287}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,100,0,bins,,"""false""","""""",32.0,,,,35320970,1484164538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 19:57:10.000740,84610,90.0
308523494,308523494,,,,,,,,,,,,,,,,,,,,,bigwig,316647100,,,,,,,,,,,,,,,,,,,,,bigwig,262066974.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 19:55:10.801173,slurm_multi,1484164694.0,0,6.0,main_w3_handler2,2953153,14743049,False,,8907828,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27895454}, {'src': 'hda', 'id': 27895455}, {'src': 'hda', 'id': 27895550}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,10000,0,bins,,"""true""","""""",32.0,,,,35323019,1484164631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 19:58:17.431146,93923,63.0
51579640,51579640,,,,,,,,,,,,,,,,,,,,,bigwig,50907658,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 20:09:02.699422,slurm_multi,1484165641.0,0,6.0,main_w4_handler2,2920370,14743202,False,,8907993,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27546286}, {'src': 'hda', 'id': 27546287}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,400,0,bins,,"""false""","""""",32.0,,,,35320970,1484165599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 20:14:03.510038,84610,42.0
316647100,316647100,,,,,,,,,,,,,,,,,,,,,bigwig,262066974,,,,,,,,,,,,,,,,,,,,,bigwig,292855785.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 22:01:02.955790,slurm_multi,1484172304.0,0,6.0,main_w4_handler2,2953153,14744341,False,,8909004,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27895455}, {'src': 'hda', 'id': 27895550}, {'src': 'hda', 'id': 27897745}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,10000,0,bins,,"""true""","""""",32.0,,,,35323019,1484172250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 22:05:06.343560,93923,54.0
262066974,262066974,,,,,,,,,,,,,,,,,,,,,bigwig,292855785,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 22:20:15.797670,slurm_multi,1484173401.0,0,6.0,main_w4_handler2,2953153,14744459,False,,8909146,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27895550}, {'src': 'hda', 'id': 27897745}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,10000,0,bins,,"""false""","""""",32.0,,,,35323019,1484173362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 22:23:23.932196,93923,39.0
316647100,316647100,,,,,,,,,,,,,,,,,,,,,bigwig,262066974,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2017-01-11 22:21:01.307635,slurm_multi,1484173542.0,0,6.0,main_w3_handler2,2953153,14744465,False,,8909156,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 27895455}, {'src': 'hda', 'id': 27895550}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,10000,0,bins,,"""false""","""""",32.0,,,,35323019,1484173501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2017-01-11 22:25:44.030713,93923,41.0
1356707502,1356707502,,,,,,,,,,,,,,,,,,,,,bigwig,1190642738,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 19:46:09.324226,slurm_multi,1477684161.0,0,6.0,main_w4_handler2,2827058,14202597,False,,8414147,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56400ee5162a8ad16'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53908a8eb55c8a2d1'}]","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,10000,0,bins,,"""false""","""""",32.0,,,,33969179,1477684117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 19:49:24.018671,90658,44.0
36051442,36051442,,,,,,,,,,,,,,,,,,,,,bigwig,35991304,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 20:03:12.253763,slurm_multi,1477685409.0,0,6.0,main_w3_handler2,2838041,14202785,False,,8414231,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5674362b942ee4cac'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d123b101ddc5dc98'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,50,0,bins,,"""true""","""""",32.0,,,,33405643,1477685289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 20:10:11.413433,63480,120.0
92211171,92211171,,,,,,,,,,,,,,,,,,,,,bigwig,83800753,,,,,,,,,,,,,,,,,,,,,bigwig,111344852.0,,,,,,,,,,,,,,,,,,,,,bigwig,104920814.0,,,bigwig,56613725.0,bigwig,79672611.0,bigwig,80168078.0,bigwig,109342056.0,bigwig,,,bigwig,,,,,2016-10-28 19:29:38.343769,slurm_multi,1477683284.0,0,6.0,main_w4_handler2,2872093,14202489,False,,8414087,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c240c3ad3d33b750'}, {'src': 'hda', 'id': 'bbd44e69cb8906b597cfb76a536e30d1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5970f6cfcb8a515f2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e5cacc77efebf6f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52e3eb60d7d1c4fb3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ddc161a55b2e6243'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a081045d3738a5f3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b568be40372b43cb85'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33465832,1477683140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 19:34:46.640178,50986,144.0
36051442,36051442,,,,,,,,,,,,,,,,,,,,,bigwig,35991304,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 20:15:32.023758,slurm_multi,1477685899.0,0,6.0,main_w3_handler2,2838041,14202851,False,,8414250,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5674362b942ee4cac'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d123b101ddc5dc98'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,1000,0,bins,,"""true""","""""",32.0,,,,33405643,1477685868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 20:18:21.403722,63480,31.0
99521508,99521508,64774398.0,bigwig,66011993.0,bigwig,93259529.0,bigwig,104920814.0,bigwig,95029817.0,bigwig,79672611.0,bigwig,80168078.0,bigwig,109690324.0,bigwig,90933963.0,bigwig,,,bigwig,92211171,,,,,,,,,,,,,,,,,,,,,bigwig,75015604.0,,,,,,,,,,,,,,,,,,,,,bigwig,91584869.0,,,bigwig,83800753.0,bigwig,74029841.0,bigwig,104143691.0,bigwig,111344852.0,bigwig,95709760.0,bigwig,bigwig,,,,,2016-10-28 20:46:25.337137,slurm_multi,1477687903.0,0,6.0,main_w3_handler2,2872093,14203004,False,,8414399,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5616f3ca13dd6100f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c240c3ad3d33b750'}, {'src': 'hda', 'id': 'bbd44e69cb8906b547d9af1ee68074fb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58bf45afbb718d6f3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b597cfb76a536e30d1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b557314cd182a31d39'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c02a595df955e697'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5970f6cfcb8a515f2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5da2c00ef052f46c5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51dbc46234c61ca4f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51867271480fa08b6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5da01df1070338c82'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58e5cacc77efebf6f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59dedb2648662e004'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ddc161a55b2e6243'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a081045d3738a5f3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b34cd34b279eb127'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5303fa85fb0f74622'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,20000,0,bins,,"""false""","""""",32.0,,,,33465832,1477687749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 20:51:47.038085,50986,154.0
38240120,38240120,29437957.0,bigwig,25700436.0,bigwig,28869565.0,bigwig,12884397.0,bigwig,14482307.0,bigwig,10160016.0,bigwig,3077722.0,bigwig,3008827.0,bigwig,2614525.0,bigwig,,,bigwig,34614783,,,,,,,,,,,,,,,,,,,,,bigwig,38879907.0,,,,,,,,,,,,,,,,,,,,,bigwig,42339966.0,,,bigwig,32651181.0,bigwig,33207496.0,bigwig,27919026.0,bigwig,27505611.0,bigwig,25307263.0,bigwig,bigwig,,,,,2016-10-28 20:47:19.853732,slurm_multi,1477688691.0,0,6.0,main_w4_handler2,2873423,14203009,False,,8414428,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6bd6b3ce68e202c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f21527c4e5bd61a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d79f60e8ab33aa04'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f158f10c518e4c85'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c7ac44f3f537f0b3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5264e1e319c9d8059'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5903da45a48c00151'}, {'src': 'hda', 'id': 'bbd44e69cb8906b582dc4bf29977f0af'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d0ce70c2a38fedbd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f68d0f476f0bad25'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56ea1e00aaaf1db93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c3e887e5e304cc4f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53725e46e0ea1216a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53b1d60fd430113ae'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e5ea88eb091a4eb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ce9d2698651d97ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51d2598b40b0630d6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c35144a8fbcabe48'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,5000,0,bins,,"""false""","""""",32.0,,,,33465832,1477688050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 21:04:53.675671,50986,641.0
38240120,38240120,29437957.0,bigwig,25700436.0,bigwig,28869565.0,bigwig,12884397.0,bigwig,14482307.0,bigwig,10160016.0,bigwig,3077722.0,bigwig,3008827.0,bigwig,2614525.0,bigwig,,,bigwig,34614783,,,,,,,,,,,,,,,,,,,,,bigwig,38879907.0,,,,,,,,,,,,,,,,,,,,,bigwig,42339966.0,,,bigwig,32651181.0,bigwig,33207496.0,bigwig,27919026.0,bigwig,27505611.0,bigwig,25307263.0,bigwig,bigwig,,,,,2016-10-28 20:48:13.444118,slurm_multi,1477689213.0,0,6.0,main_w3_handler2,2873423,14203014,False,,8414513,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6bd6b3ce68e202c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f21527c4e5bd61a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d79f60e8ab33aa04'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f158f10c518e4c85'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c7ac44f3f537f0b3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5264e1e319c9d8059'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5903da45a48c00151'}, {'src': 'hda', 'id': 'bbd44e69cb8906b582dc4bf29977f0af'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d0ce70c2a38fedbd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f68d0f476f0bad25'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56ea1e00aaaf1db93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c3e887e5e304cc4f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53725e46e0ea1216a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53b1d60fd430113ae'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56e5ea88eb091a4eb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ce9d2698651d97ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51d2598b40b0630d6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c35144a8fbcabe48'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33465832,1477688928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 21:13:36.202139,50986,285.0
249512509,249512509,,,,,,,,,,,,,,,,,,,,,bigwig,191596377,,,,,,,,,,,,,,,,,,,,,bigwig,176464698.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 21:57:53.069182,slurm_multi,1477693232.0,0,6.0,main_w4_handler2,2811244,14203437,False,,8414714,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b05a30194cf54ab'}, {'src': 'hda', 'id': 'bbd44e69cb8906b517a3015f0f0c63c2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b585bc4fa648d0c922'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,100,0,bins,,"""false""","""""",32.0,,,,32866886,1477692048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 22:20:34.322875,60415,1184.0
20302854,20302854,,,,,,,,,,,,,,,,,,,,,bigwig,21228840,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 22:31:44.715751,slurm_multi,1477694929.0,0,6.0,main_w3_handler2,2709001,14203542,False,,8414901,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c121f69cac41553'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c19638458d18cb75'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,50,0,bins,,"""false""","""""",32.0,,,,33971994,1477694811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 22:48:52.559904,84610,118.0
22225641,22225641,,,,,,,,,,,,,,,,,,,,,bigwig,8997763,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 23:41:39.924267,slurm_multi,1477698280.0,0,6.0,main_w4_handler2,2838089,14203779,False,,8415299,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f2108b491a603a2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f8a67001265abdce'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,1000,0,bins,,"""true""","""""",32.0,,,,33654434,1477698244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 23:44:43.334443,51951,36.0
757827278,757827278,,,,,,,,,,,,,,,,,,,,,bigwig,756526377,,,,,,,,,,,,,,,,,,,,,bigwig,743683370.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 23:19:43.173460,slurm_multi,1477699495.0,0,6.0,main_w4_handler2,2811244,14203706,False,,8415131,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f71b8fbd570a534d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d85b1d9c601ab242'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bfb26a54178944bf'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,100,0,bins,,"""false""","""""",32.0,,,,32866886,1477696914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-29 00:04:57.888422,60415,2581.0
21637398,21637398,,,,,,,,,,,,,,,,,,,,,bigwig,21904330,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 23:44:59.143518,slurm_multi,1477698541.0,0,6.0,main_w4_handler2,2838089,14203794,False,,8415328,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542a7045fea0fd6a9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b526f3fc2fb223ee44'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,1000,0,bins,,"""false""","""""",32.0,,,,33654434,1477698522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 23:49:03.454579,51951,19.0
18896622,18896622,,,,,,,,,,,,,,,,,,,,,bigwig,19130677,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,2016-10-28 23:51:23.634069,slurm_multi,1477698880.0,0,6.0,main_w3_handler2,2838089,14203822,False,,8415358,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5822aa7599be6d023'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e705916d546961'}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,1000,0,bins,,"""false""","""""",32.0,,,,33654434,1477698862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.6.0,2.3.6.0,,2016-10-28 23:54:42.973246,51951,18.0
