create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-25 10:09:47.279750,slurm_normal,1503656229.0,0,1.0,main_w4_handler1,2958220,16657052,False,,1920621219,fastqcssanger.bz2,10729276.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30984624}]",32.0,,40066449,1503655797.0,ok,1023996.0,CONVERTER_fastqcssangerbz2_to_fastqcssanger,1.0.0,,2017-08-25 10:17:10.666088,97841.0,432.0
2017-08-22 21:37:14.439902,slurm_normal,1503437888.0,0,1.0,main_w4_handler1,3193304,16636092,False,,8594440133,fastqcssanger.bz2,10708448.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30956450}]",32.0,,40009420,1503437845.0,ok,1023996.0,CONVERTER_fastqcssangerbz2_to_fastqcssanger,1.0.0,,2017-08-22 21:38:16.135208,110437.0,43.0
2017-08-25 10:06:19.040569,slurm_normal,1503656164.0,0,1.0,main_w4_handler0,2958220,16657039,False,,1711196879,fastqcssanger.bz2,10729257.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30984614}]",32.0,,40066449,1503655592.0,ok,1023996.0,CONVERTER_fastqcssangerbz2_to_fastqcssanger,1.0.0,,2017-08-25 10:16:08.733886,97841.0,572.0
2017-09-01 10:54:30.850976,slurm_normal,1504263486.0,0,1.0,main_w3_handler1,3239756,16710657,False,,304946,fastqcssanger.bz2,10783233.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31071658}]",32.0,,40200667,1504263482.0,ok,1023996.0,CONVERTER_fastqcssangerbz2_to_fastqcssanger,1.0.0,,2017-09-01 10:59:11.843286,,4.0
