chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.out_format2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-15 20:04:08.057493,slurm_normal,1460750696.0,0.0,1.0,main_w1_handler2,2671593,12479351,False,,45840,fasta,128029630,fasta,6665280.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510ffd3eea583c6ce'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4bb986d9d9171c4'}]","""fasta""","""simple""",32.0,,29629805,1460750692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-15 20:05:00.034773,,4.0
,,2016-04-21 14:03:38.843665,slurm_normal,1461247447.0,0.0,1.0,main_w1_handler2,2678653,12549513,False,,31614,fasta,31614,fasta,6737994.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531e1ce8ccad28707'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531e1ce8ccad28707'}]","""fasta""","""simple""",32.0,,29729832,1461247437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-21 14:04:09.275782,,10.0
,,2016-04-22 08:57:54.735026,slurm_normal,1461315487.0,0.0,1.0,main_w2_handler0,2658491,12564991,False,,1258,fasta,866,fasta,6749376.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b12170079cb504b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5221db3d5136b7192'}]","""fasta""","""simple""",32.0,,29578127,1461315482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-22 08:58:09.905220,82008.0,5.0
,,2016-04-22 08:53:12.366112,slurm_normal,1461315213.0,0.0,1.0,main_w1_handler1,2658491,12564941,False,,1108,fasta,1184,fasta,6749264.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a66cab731825fcee'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e596e321e0bd2f6'}]","""fasta""","""simple""",32.0,,29578127,1461315210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-22 08:53:36.148156,82008.0,3.0
,,2016-04-22 08:59:25.851062,slurm_normal,1461315583.0,0.0,1.0,main_w2_handler1,2658491,12565000,False,,1239,fasta,1011,fasta,6749392.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597879f328c78dc42'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2636cfc770b7cf7'}]","""fasta""","""simple""",32.0,,29578127,1461315579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-22 08:59:45.920468,82008.0,4.0
,,2016-04-22 09:11:04.671594,slurm_normal,1461316282.0,0.0,1.0,main_w1_handler0,2658491,12565457,False,,1257,fasta,1104,fasta,6749649.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57090ef72486f86dd'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a3ed70e5c0a9b42'}]","""fasta""","""simple""",32.0,,29578127,1461316278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-04-22 09:11:25.156388,82008.0,4.0
,,2016-09-23 13:02:18.502095,slurm_normal,1474635907.0,0.0,1.0,main_w3_handler0,2822281,13925212,False,,1359,fasta,1359,fasta,8147528.roundup,slurm,,132112168.0,corral-repl,,"""f3aaddd2818d11e6a781005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56d63ea7920729d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56d63ea7920729d'}]","""fasta""","""simple""",32.0,,33121692,1474635901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-09-23 13:05:12.044950,90325.0,6.0
,,2016-10-20 12:11:58.974591,slurm_normal,1476965532.0,0.0,1.0,main_w3_handler0,2861918,14129753,False,,4652,fasta,4776,fasta,8344137.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533b53e64daf0189a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c6876750f3d6c2d'}]","""fasta""","""simple""",32.0,,33819664,1476965522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-10-20 12:12:20.502262,,10.0
,,2016-06-15 16:26:44.006304,slurm_normal,1466008018.0,0.0,1.0,main_w1_handler1,2739975,13171046,False,,711,fasta,621,fasta,7355015.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54985491295ef2295'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e600afc370adfcd1'}]","""fasta""","""simple""",32.0,,30885033,1466008015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-06-15 16:27:00.823042,86154.0,3.0
,,2016-07-27 14:04:44.616457,slurm_normal,1469628304.0,0.0,1.0,main_w2_handler1,2777325,13507541,False,,2232598,fasta,3300037,fasta,7723017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564f51e7aa1d7c4f5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531f68b69676adec8'}]","""fasta""","""fasta""",32.0,,31753949,1469628297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-07-27 14:05:08.336173,,7.0
,,2016-08-20 22:34:24.134867,slurm_normal,1471732522.0,0.0,1.0,main_w3_handler1,2797834,13691560,False,,4404638,fasta,4404638,fasta,7906123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","""70""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590085a669bd334dd'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590085a669bd334dd'}]","""fasta""","""fasta""",32.0,,32412281,1471732516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-08-20 22:35:23.905347,,6.0
,,2016-08-20 22:32:34.780523,slurm_normal,1471732403.0,0.0,1.0,main_w4_handler0,2797834,13691558,False,,4404638,fasta,4404638,fasta,7906122.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","""70""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521a23292df2654f7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590085a669bd334dd'}]","""fasta""","""simple""",32.0,,32412281,1471732398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-08-20 22:33:25.597823,,5.0
,,2016-08-23 01:39:39.070967,slurm_normal,1471916445.0,0.0,1.0,main_w4_handler1,2796298,13702356,False,,2989,txt,2169,txt,7918256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec42bfc35afc39bc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d80fb4bc82397209'}]","""fasta""","""simple""",32.0,,32367503,1471916394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-08-23 01:40:47.602924,88711.0,51.0
,,2016-12-07 19:42:40.153431,slurm_normal,1481139795.0,0.0,1.0,main_w3_handler0,2922213,14509373,False,,7357,fasta,5087,fasta,8689786.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 27530086}]",,"[{'src': 'hda', 'id': 27530092}]","""fasta""","""simple""",32.0,,33238146,1481139784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2016-12-07 19:43:23.190333,91012.0,11.0
,,2015-01-07 17:52:55.809917,rodeo_normal,1420654548.0,0.0,1.0,main_w1_handler1,2166963,8511005,False,,1131,fasta,1198,fasta,2430299.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150317,,18150318,,"""fasta""","""simple""",32.0,,20375976,1420654545.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-07 18:15:50.791834,,3.0
,,2014-10-01 04:39:18.934485,roundup_single,1412138372.0,0.0,1.0,main_w2_handler0,1854828,7907012,False,,149032271,fasta,111914265,fasta,1887047,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/main/files/009/327/dataset_9327831.dat""","""reference""","""5.0""","""50.0""",17106472,,17106469,,"""fasta""","""simple""",32.0,,17316322,1412138370.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2014-10-01 04:39:33.773318,35312.0,2.0
,,2017-02-04 00:08:31.432329,slurm_normal,1486166918.0,0.0,1.0,main_w3_handler0,2981351,14947812,False,,401235,fasta,401235,fasta,9105468.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 28204998}]",,"[{'src': 'hda', 'id': 28204997}]","""fasta""","""simple""",32.0,,35800641,1486166914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2017-02-04 00:08:41.394610,18030.0,4.0
,,2017-02-04 00:10:43.073881,slurm_normal,1486167051.0,0.0,1.0,main_w3_handler0,2981351,14947817,False,,397063,fasta,397063,fasta,9105471.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 28204995}]",,"[{'src': 'hda', 'id': 28204996}]","""fasta""","""simple""",32.0,,35800641,1486167047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2017-02-04 00:10:54.868315,18030.0,4.0
,,2017-02-04 00:12:22.233142,slurm_normal,1486167153.0,0.0,1.0,main_w3_handler0,2981351,14947822,False,,401235,fasta,401235,fasta,9105474.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 28204997}]",,"[{'src': 'hda', 'id': 28204998}]","""fasta""","""fasta""",32.0,,35800641,1486167148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2017-02-04 00:12:36.814912,18030.0,5.0
,,2015-01-07 17:52:30.826844,rodeo_normal,1420654535.0,0.0,1.0,main_w1_handler0,2166963,8511003,False,,1125,fasta,1185,fasta,711209.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150315,,18150316,,"""fasta""","""simple""",2.0,,20375976,1420654532.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-07 18:15:39.527284,,3.0
,,2015-01-07 17:52:09.327539,rodeo_normal,1420654470.0,0.0,1.0,main_w2_handler0,2166963,8510999,False,,1154,fasta,1146,fasta,711176.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150311,,18150312,,"""fasta""","""simple""",2.0,,20375976,1420654468.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-07 18:14:33.961770,,2.0
,,2015-01-07 17:51:54.986938,rodeo_normal,1420654455.0,0.0,1.0,main_w2_handler1,2166963,8510997,False,,1127,fasta,1171,fasta,711167.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150309,,18150310,,"""fasta""","""simple""",2.0,,20375976,1420654450.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-07 18:14:18.510804,,5.0
,,2015-01-07 17:52:20.670276,rodeo_normal,1420654484.0,0.0,1.0,main_w2_handler0,2166963,8511001,False,,1124,fasta,1154,fasta,2430268.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150313,,18150314,,"""fasta""","""simple""",32.0,,20375976,1420654481.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-07 18:14:48.392663,,3.0
,,2015-01-08 09:13:14.115968,rodeo_normal,1420708413.0,0.0,1.0,main_w1_handler1,2166963,8514773,False,,1131,fasta,1198,fasta,717057.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150317,,18150318,,"""fasta""","""fasta""",2.0,,20375976,1420708409.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-08 09:13:37.331902,,4.0
,,2015-01-08 10:47:06.805370,rodeo_normal,1420714059.0,0.0,1.0,main_w1_handler0,2166963,8515035,False,,1167,fasta,1125,fasta,2435020.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18157794,,18150315,,"""fasta""","""simple""",32.0,,20375976,1420714054.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-08 10:47:41.280247,,5.0
,,2015-01-09 15:18:52.433074,rodeo_normal,1420816805.0,0.0,1.0,main_w1_handler1,2166963,8521626,False,,1141,txt,1131,fasta,727827.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18168427,,18150317,,"""fasta""","""simple""",2.0,,20375976,1420816800.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-09 15:22:49.007494,,5.0
,,2015-01-09 15:20:00.176420,rodeo_normal,1420816980.0,0.0,1.0,main_w2_handler1,2166963,8521630,False,,1127,fasta,1114,txt,727844.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18150309,,18168424,,"""fasta""","""simple""",2.0,,20375976,1420816974.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-09 15:23:04.915401,,6.0
,,2015-01-09 15:20:22.402539,rodeo_normal,1420817010.0,0.0,1.0,main_w2_handler1,2166963,8521631,False,,1097,txt,1124,fasta,727858.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18168426,,18150313,,"""fasta""","""simple""",2.0,,20375976,1420817006.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-09 15:23:34.909469,,4.0
,,2015-01-09 15:19:37.263848,rodeo_normal,1420816994.0,0.0,1.0,main_w1_handler0,2166963,8521628,False,,1089,txt,1154,fasta,727854.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18168425,,18150311,,"""fasta""","""simple""",2.0,,20375976,1420816989.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-01-09 15:23:19.891276,,5.0
,,2014-11-04 00:18:49.923746,rodeo_normal,1415060346.0,0.0,1.0,main_w1_handler1,2099364,8094948,False,,1180,fasta,1180,fasta,118694.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""5.0""","""50.0""",17362037,,17362033,,"""fasta""","""simple""",2.0,,18188128,1415060343.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2014-11-04 00:19:08.416648,55023.0,3.0
,,2014-10-06 23:21:28.645628,roundup_single,1412637710.0,0.0,1.0,main_w1_handler0,2077325,7938307,False,,53690677,fasta,109404723,fasta,1916599,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""5.0""","""50.0""",17156832,,17156844,,"""fasta""","""fasta""",32.0,,17291795,1412637705.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2014-10-06 23:21:51.641377,11644.0,5.0
,,2014-11-20 14:52:00.962074,rodeo_normal,1416499191.0,0.0,1.0,main_w2_handler0,2124568,8211346,False,,397003,fasta,10926,fasta,2066941.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",17620042,,17620044,,"""fasta""","""simple""",32.0,,19621469,1416499186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2014-11-20 15:59:53.825350,,5.0
,,2014-11-20 15:43:35.134602,rodeo_normal,1416499368.0,0.0,1.0,main_w2_handler1,2118527,8211662,False,,10848,fasta,397003,fasta,271659.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",17620091,,17620090,,"""fasta""","""simple""",1.0,,18549341,1416499364.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2014-11-20 16:02:55.535586,44820.0,4.0
,,2014-12-01 11:52:01.154323,rodeo_normal,1417434732.0,0.0,1.0,main_w1_handler0,2133810,8279868,False,,1515,fasta,13653,fasta,369057.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",17727003,,17727071,,"""fasta""","""simple""",2.0,,19834875,1417434728.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2014-12-01 11:52:20.158652,,4.0
,,2015-02-13 13:53:43.651081,rodeo_normal,1423835656.0,0.0,1.0,main_w1_handler1,2166963,8720118,False,,918,fasta,961,fasta,2748992.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503694,,18503696,,"""fasta""","""simple""",32.0,,20375976,1423835653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 13:54:19.183717,,3.0
,,2015-02-13 13:53:58.582309,rodeo_normal,1423835666.0,0.0,1.0,main_w1_handler1,2166963,8720122,False,,844,fasta,946,fasta,2748996.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503690,,18503691,,"""fasta""","""simple""",32.0,,20375976,1423835665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 13:54:29.290449,,1.0
,,2015-02-13 14:02:00.509628,rodeo_normal,1423836146.0,0.0,1.0,main_w2_handler0,2166963,8720175,False,,946,fasta,844,fasta,2749085.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503791,,18503808,,"""fasta""","""simple""",32.0,,20375976,1423836144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 14:02:28.293507,,2.0
,,2015-02-13 14:00:19.130363,rodeo_normal,1423836045.0,0.0,1.0,main_w1_handler1,2166963,8720166,False,Job output deleted by user before job completed.,833,fasta,833,fasta,2749069.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503810,,18503821,,"""fasta""","""simple""",32.0,,20375976,1423836043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 14:00:48.337070,,2.0
,,2015-02-13 13:54:11.031434,rodeo_normal,1423835678.0,0.0,1.0,main_w2_handler1,2166963,8720124,False,,833,fasta,878,fasta,2749000.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503692,,18503693,,"""fasta""","""simple""",32.0,,20375976,1423835675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 13:54:41.188555,,3.0
,,2015-02-13 14:01:20.211971,rodeo_normal,1423836097.0,0.0,1.0,main_w2_handler1,2166963,8720169,False,,878,fasta,833,fasta,2749074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503793,,18503821,,"""fasta""","""simple""",32.0,,20375976,1423836094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 14:01:39.339463,,3.0
,,2015-02-13 14:01:39.819272,rodeo_normal,1423836123.0,0.0,1.0,main_w1_handler1,2166963,8720172,False,,961,fasta,918,fasta,2749081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18503795,,18503807,,"""fasta""","""simple""",32.0,,20375976,1423836121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-13 14:02:04.589777,,2.0
,,2015-02-28 13:02:45.058358,rodeo_normal,1425128577.0,0.0,1.0,main_w1_handler0,2196283,8833037,False,,11370676,fasta,11855164,fasta,2953556.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18677403,,18677404,,"""fasta""","""simple""",32.0,,21032455,1425128571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-02-28 13:02:59.730884,,6.0
,,2015-03-03 09:02:13.701285,rodeo_normal,1425373343.0,0.0,1.0,main_w2_handler1,2225219,8848883,False,,392,txt,332,txt,2983848.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18705843,,18705842,,"""fasta""","""simple""",32.0,,21551576,1425373339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-03-03 09:02:24.770353,60436.0,4.0
,,2015-03-03 09:04:42.348296,rodeo_normal,1425373492.0,0.0,1.0,main_w2_handler0,2225219,8848901,False,,332,txt,392,txt,2983878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18705842,,18705843,,"""fasta""","""simple""",32.0,,21551576,1425373488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-03-03 09:04:54.001043,60436.0,4.0
,,2015-03-03 09:09:59.841995,rodeo_normal,1425373812.0,0.0,1.0,main_w1_handler0,2225219,8848948,False,,332,txt,396,txt,2983952.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",18706367,,18706369,,"""fasta""","""simple""",32.0,,21551576,1425373808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2015-03-03 09:10:14.306019,60436.0,4.0
,,2017-05-09 15:37:51.970551,slurm_normal,1494344290.0,0.0,1.0,main_w3_handler0,3104199,15795163,False,,357384321,fasta,357384321,fasta,9901027.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 29538938}]",,"[{'src': 'hda', 'id': 29538938}]","""fasta""","""simple""",32.0,,37854497,1494344278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2017-05-09 15:38:17.932011,,12.0
,,2017-07-25 21:07:51.808348,slurm_normal,1501016893.0,0.0,1.0,main_w4_handler1,3202694,16418044,False,,555,fasta,526,fasta,10483247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5.0""","""50.0""",,"[{'src': 'hda', 'id': 30610588}]",,"[{'src': 'hda', 'id': 30610789}]","""fasta""","""simple""",32.0,,39510909,1501016882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: merger54/5.0.0,5.0.0,,2017-07-25 21:08:16.592767,,11.0
