create_time,destination_id,end_epoch,exit_code,fastq1,fastq1_filetype,fastq2,fastq2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq1.values,parameters.fastq2.values,parameters.invariant,parameters.taglen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-25 18:48:51.244239,slurm_normal,1508957481.0,0,921083266,fastqsanger,921083266,fastqsanger,1.0,main_w4_handler0,3299610,17216822,False,,11277520,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31879289}]","[{'src': 'hda', 'id': 31879291}]","""5""","""12""",32.0,,41471082.0,1508957351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-10-25 18:51:33.182402,80372,130.0
2017-09-15 22:22:05.188673,slurm_normal,1505514418.0,0,3166179547,fastq,3165513481,fastq,1.0,main_w3_handler1,3244779,16841612,False,,10907804.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31203960}]","[{'src': 'hda', 'id': 31223885}]","""5""","""12""",32.0,,40442309.0,1505514137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-15 22:27:01.000786,111368,281.0
2017-09-15 21:40:11.359371,slurm_normal,1505511872.0,0,1822755881,fastqsanger,1822755881,fastqsanger,1.0,main_w3_handler0,3255304,16840872,False,,10907085.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31270465}]","[{'src': 'hda', 'id': 31270466}]","""5""","""12""",32.0,,40554286.0,1505511625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-15 21:44:36.616591,76071,247.0
2017-09-20 11:37:53.613214,slurm_normal,1505907637.0,0,3795252535,fastqsanger,3795521371,fastqsanger,1.0,main_w4_handler1,3260374,16874437,False,,10939570.roundup,slurm,,132112168.0,corral-repl,,"""228685489df811e7a12f005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31321096}]","[{'src': 'hda', 'id': 31321098}]","""5""","""12""",32.0,,,1505907483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-20 11:40:40.563020,84316,154.0
2017-09-21 14:12:59.330903,slurm_normal,1506003423.0,0,3916649733,fastqsanger,3915321384,fastqsanger,1.0,main_w4_handler0,3261873,16889886,False,,10958161.roundup,slurm,,132112168.0,corral-repl,,"""ef7b6a3a9ed611e792e7005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31349394}]","[{'src': 'hda', 'id': 31349395}]","""5""","""12""",32.0,,,1506003229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-21 14:17:14.560845,84316,194.0
2017-09-25 07:00:30.488102,slurm_normal,1506323449.0,0,4480928268,fastqsanger,4480261312,fastqsanger,1.0,main_w4_handler1,3265232,16918442,False,,10987890.roundup,slurm,,132112168.0,corral-repl,,"""368ef384a1bf11e793cb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31397891}]","[{'src': 'hda', 'id': 31397892}]","""5""","""12""",32.0,,,1506322843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-25 07:10:54.630767,84316,606.0
2017-09-23 03:03:36.562233,slurm_normal,1506136158.0,0,2102737490,fastqsanger,2115081644,fastqsanger,1.0,main_w4_handler0,3263882,16905888,False,,10975066.roundup,slurm,,132112168.0,corral-repl,,"""bf60a24ea00b11e780d5005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31377453}]","[{'src': 'hda', 'id': 31377452}]","""5""","""12""",32.0,,,1506135862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-23 03:09:36.661063,61346,296.0
2017-09-23 03:02:02.043130,slurm_normal,1506135994.0,0,1846880567,fastqsanger,1850022145,fastqsanger,1.0,main_w4_handler1,3263884,16905869,False,,10975060.roundup,slurm,,132112168.0,corral-repl,,"""8a6fc150a00b11e780d5005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31377458}]","[{'src': 'hda', 'id': 31377459}]","""5""","""12""",32.0,,,1506135740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-23 03:06:37.183489,61346,254.0
2017-09-23 03:04:25.434935,slurm_normal,1506136314.0,0,2517429881,fastqsanger,2537940235,fastqsanger,1.0,main_w3_handler0,3263885,16905898,False,,10975075.roundup,slurm,,132112168.0,corral-repl,,"""e660ed0ea00b11e7880b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31377454}]","[{'src': 'hda', 'id': 31377455}]","""5""","""12""",32.0,,,1506135988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-23 03:12:01.761309,61346,326.0
2017-09-25 12:21:32.866366,slurm_normal,1506342348.0,0,1523254959,fastqsanger,1527189773,fastqsanger,1.0,main_w3_handler0,3263892,16922314,False,,10990675.roundup,slurm,,132112168.0,corral-repl,,"""0ccca8d4a1ec11e786da005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31377738}]","[{'src': 'hda', 'id': 31377739}]","""5""","""12""",32.0,,,1506342114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-25 12:25:52.148122,61346,234.0
2017-09-26 13:49:11.305980,slurm_normal,1506434086.0,0,2102737490,fastqsanger,2115081644,fastqsanger,1.0,main_w3_handler0,3263882,16935977,False,,11005335.roundup,slurm,,132112168.0,corral-repl,,"""77feffb4a2c111e7b6d6005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31377453}]","[{'src': 'hda', 'id': 31377452}]","""5""","""12""",32.0,,,1506433763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-26 13:54:50.386522,61346,323.0
2017-09-26 19:04:17.097497,slurm_normal,1506457770.0,0,24701010615,fastqsanger,24701010615,fastqsanger,1.0,main_w4_handler1,3263293,16939263,False,,11008774.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31372135}]","[{'src': 'hda', 'id': 31372134}]","""5""","""12""",32.0,,40761885.0,1506452668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-26 20:29:34.975078,112129,5102.0
2017-09-28 13:00:02.050755,slurm_normal,1506604018.0,0,2682591424,fastqsanger,2688790116,fastqsanger,1.0,main_w4_handler0,3266957,16960656,False,,11028540.roundup,slurm,,132112168.0,corral-repl,,"""edb7afe4a44c11e799c0005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31426405}]","[{'src': 'hda', 'id': 31426407}]","""5""","""12""",32.0,,,1506603624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-28 13:07:00.208418,61346,394.0
2017-09-28 14:25:02.699704,slurm_normal,1506609944.0,0,1900752743,fastqsanger,1908732883,fastqsanger,1.0,main_w3_handler1,3266956,16962027,False,,11029602.roundup,slurm,,132112168.0,corral-repl,,"""d4ac54a8a44411e7aa9b005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31426414}]","[{'src': 'hda', 'id': 31426415}]","""5""","""12""",32.0,,,1506609656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-09-28 14:45:48.254821,61346,288.0
2017-10-06 11:52:51.030611,slurm_normal,1507291310.0,0,3961655329,fastqsanger,3969164469,fastqsanger,1.0,main_w4_handler0,3277663,17038853,False,,11096009.roundup,slurm,,132112168.0,corral-repl,,"""dec27c9eaa8c11e7bec1005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31582580}]","[{'src': 'hda', 'id': 31582581}]","""5""","""12""",32.0,,,1507290777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-10-06 12:01:58.430829,84316,533.0
2017-10-24 21:16:47.891364,slurm_normal,1508879966.0,0,1025572280,fastqsanger,1025572280,fastqsanger,1.0,main_w4_handler1,2630550,17203031,False,,11262655,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31860078}]","[{'src': 'hda', 'id': 31860077}]","""5""","""12""",32.0,,41471082.0,1508879821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-10-24 21:19:29.933693,80372,145.0
2017-10-26 19:01:44.198588,slurm_normal,1509044651.0,0,746691484,fastqsanger,746691484,fastqsanger,1.0,main_w3_handler1,3300942,17232875,False,,11293150,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31900394}]","[{'src': 'hda', 'id': 31900396}]","""5""","""12""",32.0,,41548457.0,1509044542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/make_families/0.8.1,0.8.1,,2017-10-26 19:04:40.279460,80372,109.0
