chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.identifier,parameters.input_file.values,parameters.quality,parameters.sequence,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-06 14:41:18.469066,slurm_normal,1520347294.0,0,7680.0,1.0,main_w4_handler1,3443155,18624465,False,,108613474,tabular,12720765,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 34238929}]","""7""","""4""",32.0,,44167752.0,1520347289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2018-03-06 14:41:35.247298,74207.0,5.0
,,2018-01-12 19:46:23.986645,slurm_normal,1515786397.0,0,,1.0,main_w3_handler1,3303804,18020907,False,,409992490,tabular,12098341,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33292069}]","""1""","""2""",32.0,,41609018.0,1515786388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2018-01-12 19:46:39.468361,114706.0,9.0
,,2017-11-24 12:59:02.569509,slurm_normal,1511528351.0,0,,1.0,main_w3_handler1,3331169,17571675,False,,295881,tabular,11634077,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""","""1""","[{'src': 'hda', 'id': 32514892}]","""3""","""2""",32.0,,42112511.0,1511528347.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-24 12:59:14.531276,116699.0,4.0
,,2017-11-24 18:13:51.169686,slurm_normal,1511547284.0,0,,1.0,main_w4_handler0,3338592,17574587,False,,3855079027,tabular,11637024,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32519104}]","""3""","""2""",32.0,,42200071.0,1511547238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-24 18:14:46.484954,62152.0,46.0
,,2017-11-25 14:00:25.570945,slurm_normal,1511618432.0,0,,1.0,main_w3_handler0,3339436,17578562,False,,955425,bed,11641117,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""1""","[{'src': 'hda', 'id': 32525271}]","""1""","""1""",32.0,,42251339.0,1511618428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-25 14:00:34.481826,,4.0
,,2017-11-25 14:16:26.706775,slurm_normal,1511619394.0,0,,1.0,main_w4_handler1,3339462,17578691,False,,108592,bed,11641242,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""1""","[{'src': 'hda', 'id': 32525758}]","""1""","""1""",32.0,,42251646.0,1511619389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-25 14:16:36.107869,,5.0
,,2017-11-25 22:15:39.685825,slurm_normal,1511648148.0,0,,1.0,main_w4_handler0,3313295,17581071,False,,6715,tabular,11643522,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32529424}]","""1""","""1""",32.0,,41785658.0,1511648142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-25 22:15:49.827319,,6.0
,,2017-11-26 03:51:32.140979,slurm_normal,1511668301.0,0,,1.0,main_w4_handler0,3335769,17586795,False,,4325626,tabular,11645152,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32536516}]","""1""","""2""",32.0,,42256144.0,1511668295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-26 03:51:42.875008,116870.0,6.0
,,2017-11-26 04:00:25.767831,slurm_normal,1511668836.0,0,,1.0,main_w3_handler0,3339392,17586825,False,,54569,tabular,11645175,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32536529}]","""1""","""1""",32.0,,42258975.0,1511668832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-26 04:00:37.163102,117218.0,4.0
,,2017-11-26 14:23:54.545471,slurm_normal,1511706242.0,0,,1.0,main_w3_handler0,3316320,17589724,False,,4720678,tabular,11648210,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 32540853}]","""1""","""1""",32.0,,41839894.0,1511706238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2017-11-26 14:24:03.094670,115627.0,4.0
,,2018-03-06 15:37:04.253217,slurm_normal,1520350640.0,0,7680.0,1.0,main_w4_handler0,3453834,18625200,False,,9087,tabular,12721474,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 34241147}]","""1""","""1""",32.0,,44371773.0,1520350635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.1,1.1.1,,2018-03-06 15:37:22.866699,,5.0
